,leggett_male,leggett_female,tuple,&_male,&_female,platt_male,platt_female,inc_male,inc_female,average_male,average_female,male-female
86,-3.1194572,-3.2782552,"('uninfluential', 'influential')",-0.009167854,-0.14183903,-1.1403584,-1.1757694,-0.30377463,-0.3225765,-1.1431897,-1.2296101,0.0864204
23,-3.082846,-2.964769,"('insincere', 'sincere')",-0.7556094,-0.59624255,-0.38077992,-0.18747479,4.6048694,4.8926654,0.0964086,0.2860448,-0.1896362
10,-2.682653,-2.852267,"('unsympathetic', 'sympathetic')",0.53822136,0.36910033,-0.9975149,-0.9791844,0.04704749,-0.015360974,-0.7737248,-0.869428,0.0957032
35,2.4971685,2.454936,"('corrupt', 'incorrupt')",-1.0638778,-1.0959084,0.42452323,0.33828,-0.32410267,-0.4108792,0.3834278,0.3216071,0.0618207
43,-2.457852,-2.4564645,"('irresponsible', 'responsible')",0.31554875,0.32971156,-0.17432806,-0.06881767,0.5435905,0.6375693,-0.4432602,-0.3895003,-0.0537599
48,-2.4449708,-2.5111833,"('unintelligent', 'intelligent')",-0.4461679,-0.45966488,-0.991811,-0.9974269,0.35826614,0.32827502,-0.8811709,-0.91,0.0288291
1,-2.440249,-2.5667338,"('unfriendly', 'friendly')",-1.2990379,-1.4218161,-1.2654711,-1.3984361,1.5213696,1.5489893,-0.8708471,-0.9594991,0.088652
28,-2.2206101,-2.310792,"('disloyal', 'loyal')",-0.4104607,-0.47004318,-0.71614355,-0.70354,0.13613501,0.24822366,-0.8027698,-0.8090379,0.0062681
46,-2.2200618,-2.2526965,"('uncompetitive', 'competitive')",2.1675315,2.056857,-1.3431413,-1.2715636,-0.056717783,-0.062010378,-0.3630973,-0.3823534,0.0192561
41,-2.207893,-2.196265,"('unforgiving', 'forgiving')",-0.8354649,-1.006682,-0.1557927,-0.15162574,-0.16322103,-0.11100985,-0.8405929,-0.8663957,0.0258028
60,-2.185042,-2.28274,"('inefficient', 'efficient')",0.95744824,0.9817775,-0.23931974,-0.20942105,0.16326933,0.35578328,-0.325911,-0.2886501,-0.0372609
32,-2.1533434,-2.1525993,"('unkind', 'kind')",-0.058364235,-0.0690637,-2.5917153,-2.56789,0.50371695,0.48770767,-1.0749265,-1.0754613,0.0005348
73,2.1475189,2.183804,"('helpless', 'self-reliant')",0.19572555,0.27047488,0.72723097,0.7820042,-2.5084465,-2.5618887,0.1405072,0.1685986,-0.0280914
57,-2.0934381,-2.2818773,"('unimaginative', 'imaginative')",-0.1763908,-0.27486163,-0.6738633,-0.7735751,-2.0915923,-2.2606392,-1.2588211,-1.3977382,0.1389171
63,-2.0702186,-2.1029105,"('unperceptive', 'insightful')",1.1553236,1.1404917,-1.101786,-1.0692633,1.7431605,1.7825588,-0.0683801,-0.0622808,-0.0060993
44,2.0431316,2.0291235,"('prejudiced', 'unprejudiced')",-1.4607214,-1.3996942,-0.80126816,-0.8348622,-1.379208,-1.541541,-0.3995165,-0.4367434,0.0372269
11,-2.0390503,-2.0000043,"('unhelpful', 'helpful')",-0.7949092,-0.7226893,-1.039059,-0.98050725,1.8151039,2.0192482,-0.5144787,-0.4209881,-0.0934906
69,1.9921426,1.9290429,"('lazy', 'industrious')",0.44073707,0.4053707,0.99710315,0.8621129,0.06575607,-0.067832015,0.8739347,0.7821736,0.0917611
45,-1.9919963,-2.0496545,"('incompetent', 'competent')",0.3515116,0.31006694,0.14051014,0.21075916,-0.6331327,-0.65438,-0.5332768,-0.5458021,0.0125253
0,-1.971766,-2.1018283,"('unsociable', 'sociable')",0.3879755,0.24708426,-0.32366723,-0.38925707,-0.77026653,-0.78050935,-0.6694311,-0.7561276,0.0866965
65,-1.8947867,-1.8569634,"('insecure', 'secure')",0.8338798,0.85661584,-1.4358073,-1.3730141,-0.78617144,-0.7796191,-0.8207214,-0.7882452,-0.0324762
72,-1.8707769,-2.002013,"('unambitious', 'ambitious')",-0.5036373,-0.5860039,1.4840869,1.4691466,-1.1428826,-1.2193396,-0.5083025,-0.5845525,0.07625
9,-1.7829874,-1.8556795,"('unaffectionate', 'caring')",-0.65599084,-0.7873319,0.49976084,0.50544524,1.0853156,1.1510834,-0.2134754,-0.2466207,0.0331453
55,-1.7697517,-1.8871953,"('incompetent', 'clever')",1.0928948,0.96968174,0.45005465,0.46584278,-0.5720216,-0.68007034,-0.199706,-0.2829353,0.0832293
53,-1.7662786,-1.7674918,"('uncreative', 'creative')",0.2634232,0.3284101,0.26494545,0.33687514,0.79805005,1.005408,-0.109965,-0.0241996,-0.0857654
24,-1.7540998,-1.83427,"('dishonest', 'honest')",-0.47225878,-0.4910632,-0.23785873,-0.22072813,0.5379732,0.5470688,-0.4815611,-0.4997481,0.018187
12,-1.7311444,-1.8393543,"('unsupportive', 'supportive')",0.9872779,0.819586,0.13536549,-0.039925825,-0.8626748,-0.8959043,-0.3677939,-0.4888996,0.1211057
14,-1.7258863,-1.70665,"('antisocial', 'social')",0.7793386,0.72703743,-0.481776,-0.48210338,-1.2434249,-1.1652081,-0.6679372,-0.656731,-0.0112062
62,-1.7090837,-1.7453085,"('incompetent', 'brilliant')",0.25418055,0.27696496,0.7850814,0.7149922,0.46321484,0.5531274,-0.0516517,-0.050056,-0.0015957
7,-1.5557965,-1.6152216,"('insensitive', 'sensitive')",0.03859414,0.06357849,-0.35521623,-0.26968902,0.71683204,0.8042638,-0.2888967,-0.2542671,-0.0346296
21,-1.5516691,-1.5900462,"('immoral', 'moral')",0.7346388,0.6517875,-2.3148873,-2.3275917,-1.0992649,-1.19191,-1.0577955,-1.1144401,0.0566446
30,-1.506312,-1.4779471,"('intolerant', 'tolerant')",-0.47083962,-0.44211307,0.4551941,0.52355975,1.25363,1.3410602,-0.0670819,-0.01386,-0.0532219
3,-1.4528712,-1.5039297,"('repellent', 'pleasant')",0.28242248,0.25780556,-0.93651855,-0.95502657,-0.30248135,-0.3204701,-0.6023622,-0.6304052,0.028043
13,-1.4181864,-1.4298406,"('impolite', 'polite')",0.5484872,0.56506544,0.677304,0.61522955,-0.2016519,-0.07654004,-0.0985118,-0.0815214,-0.0169904
49,-1.3425459,-1.2025578,"('unable', 'able')",0.11971171,0.20133792,-0.59612644,-0.6171559,-0.39487234,-0.24421483,-0.5534582,-0.4656476,-0.0878106
81,-1.3028884,-1.3371443,"('submissive', 'aggressive')",0.68291086,0.7402783,-1.8351302,-1.8741018,-0.86280644,-0.8570277,-0.8294785,-0.8319989,0.0025204
38,-1.2977401,-1.2477345,"('untruthful', 'truthful')",-1.8011336,-1.7968557,0.12765911,0.279738,0.37567794,0.48334122,-0.6488842,-0.5703778,-0.0785064
40,-1.2867589,-1.4490198,"('stingy', 'generous')",-0.20040487,-0.35408297,-0.040724598,-0.14763084,-1.0921932,-1.289259,-0.6550204,-0.8099982,0.1549778
34,-1.2461928,-1.3207926,"('mean', 'honorable')",-0.12781546,-0.13461702,-0.4593814,-0.48929036,5.6086636,5.697979,0.9438184,0.9383198,0.0054986
58,-1.2384176,-1.32742,"('undiscriminating', 'discriminating')",-0.43677175,-0.5468332,-0.49573758,-0.39003703,0.27771014,0.193374,-0.4733042,-0.5177291,0.0444249
75,1.1993592,1.1440624,"('meek', 'impulsive')",-1.0556563,-1.0240111,0.23421764,0.086618006,-0.040479157,-0.22031498,0.0843603,-0.0034114,0.0877717
61,-1.1980547,-1.2277722,"('illogical', 'logical')",0.6378716,0.57988566,-0.18941724,-0.057297636,0.11310152,0.18448037,-0.1591247,-0.130176,-0.0289487
74,-1.1817508,-1.2064658,"('undedicated', 'dedicated')",0.42315117,0.4509903,-0.48788625,-0.46563467,-0.08179148,-0.10976852,-0.3320694,-0.3327197,0.0006503
47,-1.1779836,-1.2503589,"('stupid', 'smart')",-0.116748005,-0.15572584,-0.54690987,-0.73551184,4.1169996,4.16637,0.5688396,0.5061933,0.0626463
26,-1.1166033,-1.1889925,"('hardhearted', 'benevolent')",0.80234325,0.7705034,0.47265008,0.39147052,1.4676557,1.3146169,0.4065114,0.3218996,0.0846118
