,xcel_male,xcel_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
0,-1.9852226,-1.6968869,"('unsociable', 'sociable')",0.52662575,0.6030404,-0.67869276,-0.56952405,-0.7124298,-0.5544569,-0.1579729
86,-1.7881287,-1.6648759,"('uninfluential', 'influential')",0.480832,0.47245848,-0.4491536,-0.2714857,-0.5854835,-0.4879677,-0.0975158
1,-1.7440784,-1.7778827,"('unfriendly', 'friendly')",-0.30145013,-0.26735708,1.550386,1.328857,-0.1650475,-0.2387942,0.0737467
63,-1.5591063,-1.5592539,"('unperceptive', 'insightful')",1.096844,1.144452,0.9194491,1.0231655,0.1523956,0.2027878,-0.0503922
10,-1.4918909,-1.2808338,"('unsympathetic', 'sympathetic')",0.11611736,0.2590623,-0.55513674,-0.4865809,-0.6436368,-0.5027842,-0.1408526
19,-1.3707254,-1.4372778,"('inhospitable', 'hospitable')",-1.5175782,-1.4992772,-0.17076914,-0.23719822,-1.019691,-1.0579177,0.0382267
51,-1.3533791,-1.2431927,"('uneducated', 'educated')",0.14406678,0.18571952,0.6783048,0.8564838,-0.1770025,-0.0669965,-0.110006
53,-1.3093549,-1.3601305,"('uncreative', 'creative')",0.22922558,0.20148921,0.8900857,0.63118833,-0.0633479,-0.1758177,0.1124698
45,-1.3078204,-1.3289877,"('incompetent', 'competent')",0.3319669,0.24331617,-0.5615268,-0.65316546,-0.5124601,-0.5796123,0.0671522
38,-1.2582326,-1.4050945,"('untruthful', 'truthful')",-0.14834416,-0.15358737,-0.121342935,-0.3148246,-0.5093066,-0.6245021,0.1151955
8,-1.24705,-1.3872648,"('unaffectionate', 'affectionate')",-1.5875427,-1.5708063,0.4362293,0.16638477,-0.7994545,-0.9305622,0.1311077
78,-1.2067667,-1.2934301,"('nonresilient', 'resilient')",0.42285556,0.3754838,0.25797164,0.4185064,-0.1753132,-0.16648,-0.0088332
41,-1.1354665,-1.2167624,"('unforgiving', 'forgiving')",-0.112736285,-0.11463177,-0.24587704,-0.14172158,-0.4980266,-0.4910386,-0.006988
14,-1.1017166,-0.8772566,"('antisocial', 'social')",1.4236591,1.4648703,-0.9798754,-0.7531198,-0.219311,-0.0551687,-0.1641423
73,1.0935571,0.9464056,"('helpless', 'self-reliant')",0.5279452,0.5589168,-2.9669013,-3.0395503,-0.4484663,-0.5114093,0.062943
13,-1.0886155,-0.8717673,"('impolite', 'polite')",0.5703848,0.61179054,-0.40448496,-0.35349596,-0.3075719,-0.2044909,-0.103081
66,-1.084474,-0.86749506,"('inactive', 'active')",-1.4904504,-1.2614069,0.6335505,0.8322314,-0.6471246,-0.4322235,-0.2149011
9,-1.0775839,-1.2349741,"('unaffectionate', 'caring')",-0.22150175,-0.2866628,1.046823,0.72763747,-0.0840875,-0.2646665,0.180579
74,-1.0409685,-0.8464886,"('undedicated', 'dedicated')",-0.024344403,0.0291747,0.05442068,0.15157503,-0.3369641,-0.221913,-0.1150511
37,-0.9794555,-0.9714649,"('fake', 'genuine')",0.20896566,0.23717278,0.16049853,0.0056953616,-0.2033304,-0.2428656,0.0395352
57,-0.9491325,-0.92151046,"('unimaginative', 'imaginative')",0.7009587,0.70673835,-2.6768765,-2.490297,-0.9750168,-0.9016897,-0.0733271
23,-0.919136,-0.978426,"('insincere', 'sincere')",0.7596084,0.6283603,5.819837,5.460125,1.8867698,1.7033531,0.1834167
43,-0.9010203,-0.9383531,"('irresponsible', 'responsible')",1.3985661,1.5166436,0.32289395,0.2563241,0.2734799,0.2782049,-0.004725
58,-0.90015775,-0.8852979,"('undiscriminating', 'discriminating')",0.380142,0.4077872,0.052739628,0.1270718,-0.1557587,-0.116813,-0.0389457
6,-0.88605744,-1.020623,"('distant', 'open')",-1.5527244,-1.6304498,-0.089989655,-0.2723451,-0.8429238,-0.9744726,0.1315488
44,0.8531825,0.9074504,"('prejudiced', 'unprejudiced')",0.120847546,0.29046887,-1.1947461,-1.154367,-0.073572,0.0145174,-0.0880894
5,-0.84992355,-1.0419792,"('distant', 'outgoing')",-0.8664947,-0.9576596,-0.55039316,-0.6772984,-0.7556038,-0.8923124,0.1367086
59,0.83646315,0.5600487,"('foolish', 'wise')",0.2181226,0.20153601,0.47060898,0.24127854,0.5083982,0.3342878,0.1741104
46,-0.82139087,-0.73110104,"('uncompetitive', 'competitive')",1.0954541,1.1729943,-0.4839003,-0.24786727,-0.0699457,0.0646753,-0.134621
