,ppg_male,ppg_female,tuple,industries_male,industries_female,inc_male,inc_female,average_male,average_female,male-female
39,1.2808603,1.3082296,"('exploitative', 'cooperative')",-0.37907267,-0.2635849,-0.14418244,-0.09171667,0.2525351,0.3176426,-0.0651075
36,-1.271643,-1.4811686,"('hostile', 'amicable')",-1.0850811,-1.3979597,-0.2878081,-0.5645538,-0.8815108,-1.1478941,0.2663833
56,1.199691,1.5351404,"('impractical', 'practical')",2.0423217,2.2910311,0.3155358,0.49643958,1.1858495,1.4408703,-0.2550208
18,-1.1896899,-1.2740425,"('disagreeable', 'welcoming')",-0.73038405,-0.9392004,-0.35540137,-0.36430353,-0.7584918,-0.8591822,0.1006904
68,-1.1724237,-0.9354086,"('dependent', 'independent')",-0.6516691,-0.51966983,-0.5725245,-0.34349298,-0.7988725,-0.5995238,-0.1993487
78,-1.1116076,-0.96454066,"('nonresilient', 'resilient')",0.049357347,0.21984,0.13988781,0.2589045,-0.3074541,-0.1619321,-0.145522
67,1.0102952,1.2544115,"('doubtful', 'determined')",0.7074889,0.87563276,-0.28965008,-0.063320965,0.4760447,0.6889078,-0.2128631
1,-0.99793845,-1.1983665,"('unfriendly', 'friendly')",-0.25694072,-0.52671677,1.2821026,1.2308652,0.0090744,-0.1647394,0.1738138
73,0.9717256,0.9310821,"('helpless', 'self-reliant')",0.5720756,0.63030666,-3.4319527,-3.4211864,-0.6293838,-0.6199326,-0.0094512
48,-0.96088594,-0.974706,"('unintelligent', 'intelligent')",0.08514512,0.15572631,0.31374636,0.48612565,-0.1873315,-0.1109513,-0.0763802
10,-0.9571968,-1.0913442,"('unsympathetic', 'sympathetic')",0.055687062,-0.13020884,0.23137608,0.27047375,-0.2233779,-0.3170265,0.0936486
60,0.88550735,1.220166,"('inefficient', 'efficient')",1.9522048,2.2609606,0.42093125,0.6800684,1.0862145,1.3870649,-0.3008504
87,0.85446185,0.8996891,"('unsuccessful', 'successful')",0.99109364,1.2287776,0.5814904,0.57285696,0.8090153,0.9004412,-0.0914259
42,0.8488027,0.96643275,"('unreliable', 'reliable')",0.09771226,0.18565778,-2.4249582,-2.4477801,-0.4928144,-0.4318965,-0.0609179
64,0.8475838,0.7648813,"('shy', 'confident')",0.5047993,0.42507413,-6.0401664,-6.252608,-1.5625944,-1.6875509,0.1249565
26,-0.8153838,-1.3658099,"('hardhearted', 'benevolent')",1.6119608,1.1423696,1.3029324,0.96003973,0.6998364,0.2455331,0.4543033
51,-0.8129153,-0.5231308,"('uneducated', 'educated')",0.22825807,0.34408072,0.40549502,0.53834915,-0.0597207,0.1197664,-0.1794871
79,-0.8085274,-0.75321907,"('wavering', 'unwavering')",-1.331044,-1.17283,-0.18298861,-0.1150794,-0.7741867,-0.6803761,-0.0938106
80,0.8069453,0.8457384,"('dominated', 'dominating')",0.40885764,0.546409,-0.74009764,-0.8338486,0.1585684,0.1860996,-0.0275312
16,-0.7954926,-0.6508239,"('unpopular', 'popular')",-1.0146273,-0.8657584,0.3655516,0.39123988,-0.4815228,-0.3751141,-0.1064087
33,0.7882534,0.7016065,"('wrong', 'right')",0.19667985,0.1388074,-0.62865424,-0.72573864,0.1187597,0.0382251,0.0805346
86,-0.7793014,-0.7909766,"('uninfluential', 'influential')",0.2761926,0.29506704,0.06527477,0.020070527,-0.1459447,-0.158613,0.0126683
88,-0.7400854,-0.7767595,"('low', 'eminent')",0.51134056,0.5650827,-0.07419616,0.099588215,-0.1009803,-0.0373629,-0.0636174
82,-0.7184264,-0.45953393,"('poor', 'rich')",0.42161548,0.63285565,6.271996,6.5612154,1.9917283,2.2448457,-0.2531174
6,-0.6926785,-0.601365,"('distant', 'open')",-0.9252899,-0.75057113,0.034033585,0.1223543,-0.5279783,-0.4098606,-0.1181177
31,-0.6745742,-0.7077453,"('evil', 'good')",-1.371026,-1.4775681,-1.4655174,-1.4782004,-1.1703725,-1.2211713,0.0507988
49,-0.65021574,-0.39481297,"('unable', 'able')",0.2285065,0.54964864,-0.2577067,0.09912643,-0.226472,0.084654,-0.311126
37,0.64824873,0.60968864,"('fake', 'genuine')",0.5369956,0.45262384,0.68713945,0.64629537,0.6241279,0.569536,0.0545919
0,-0.6369722,-0.71331185,"('unsociable', 'sociable')",0.0018655583,-0.1996848,-0.33037293,-0.42048943,-0.3218265,-0.4444954,0.1226689
34,-0.62218684,-0.2683722,"('mean', 'honorable')",0.45282477,0.6828916,6.283002,6.597926,2.0378799,2.3374818,-0.2996019
2,0.6167286,0.6196049,"('unlikable', 'likable')",0.3193677,0.2799121,0.3282799,0.33236128,0.4214587,0.4106261,0.0108326
69,0.5965857,0.43799847,"('lazy', 'industrious')",1.2223268,1.2712505,-0.46984464,-0.46548554,0.4496893,0.4145878,0.0351015
84,0.5896728,0.5430089,"('inferior', 'superior')",-0.09626865,-0.13526589,0.69279337,0.80551857,0.3953992,0.4044205,-0.0090213
57,-0.5762717,-0.977355,"('unimaginative', 'imaginative')",0.39889753,0.22586209,-2.1286979,-2.4113042,-0.7686907,-1.0542657,0.285575
61,0.5741729,0.6000203,"('illogical', 'logical')",-0.532938,-0.7001866,0.12157999,0.014117856,0.0542716,-0.0286828,0.0829544
75,0.5689415,0.62070215,"('meek', 'impulsive')",-0.35392064,-0.19761765,-0.2887654,-0.2787856,-0.0245815,0.0480996,-0.0726811
35,-0.5642332,-0.5743773,"('corrupt', 'incorrupt')",-1.0944933,-1.1812905,-0.69671303,-0.73905504,-0.7851465,-0.8315743,0.0464278
74,0.5332056,0.5501462,"('undedicated', 'dedicated')",0.6754239,0.61744696,0.21229497,0.105533555,0.4736415,0.4243756,0.0492659
28,-0.52591044,-0.6489215,"('disloyal', 'loyal')",0.20815432,-0.06938953,1.1392869,0.9883738,0.2738436,0.0900209,0.1838227
8,-0.49885947,-1.0333812,"('unaffectionate', 'affectionate')",-0.52297336,-0.7415895,0.17135859,0.0024639405,-0.2834914,-0.5908356,0.3073442
54,-0.49122548,-0.36608484,"('incapable', 'capable')",-0.11648149,0.025644757,0.9339643,1.0910726,0.1087524,0.2502108,-0.1414584
53,-0.48631954,-0.5667902,"('uncreative', 'creative')",0.26869246,0.19093254,0.94379663,0.92147404,0.2420565,0.1818721,0.0601844
77,0.4751943,0.71585405,"('unmotivated', 'motivated')",0.29069975,0.5277635,-0.9145782,-0.7532976,-0.0495614,0.16344,-0.2130014
17,-0.4267095,-0.40508497,"('nasty', 'nice')",-0.6753364,-0.6478307,-0.52556443,-0.5865524,-0.5425368,-0.5464894,0.0039526
83,-0.4234376,-0.35554045,"('powerless', 'powerful')",0.14043161,0.15784983,-1.1286149,-1.1766778,-0.4705403,-0.4581228,-0.0124175
12,0.4077257,0.500202,"('unsupportive', 'supportive')",0.27333423,0.55295223,-1.681011,-1.6009417,-0.333317,-0.1825958,-0.1507212
23,-0.39661,-0.19435462,"('insincere', 'sincere')",0.0084411595,0.32821307,5.7298965,5.993836,1.7805759,2.0425647,-0.2619888
43,0.38020563,0.39138228,"('irresponsible', 'responsible')",0.56584984,0.63387984,0.66947186,0.67594784,0.5385091,0.56707,-0.0285609
52,-0.376616,-0.31191134,"('irrational', 'rational')",-1.4106597,-1.4728029,-0.6577055,-0.79833066,-0.8149937,-0.861015,0.0460213
62,0.35615593,0.69775736,"('incompetent', 'brilliant')",0.72284156,1.0949651,0.14488986,0.47303218,0.4079624,0.7552516,-0.3472892
29,0.35373092,0.4812168,"('unfair', 'fair')",-1.3281788,-1.3197999,-0.7755025,-0.9001774,-0.5833168,-0.5795868,-0.00373
30,0.34997243,0.48860162,"('intolerant', 'tolerant')",1.6562186,1.7646858,1.0858583,1.3854069,1.0306831,1.2128981,-0.182215
5,-0.34647664,-0.14045104,"('distant', 'outgoing')",-0.35780817,-0.00768432,-0.47907668,-0.29150102,-0.3944538,-0.1465455,-0.2479083
9,-0.3447715,-0.68606335,"('unaffectionate', 'caring')",-0.031546507,-0.07292914,0.8350875,0.7731468,0.1529232,0.0047181,0.1482051
27,-0.34331465,-0.4425988,"('hardhearted', 'softhearted')",0.12041958,0.09324734,1.3410137,1.3085403,0.3727062,0.3197296,0.0529766
25,-0.3262933,-0.3353567,"('egoistic', 'altruistic')",0.007969558,-0.0022366494,1.0434812,1.0957009,0.2417192,0.2527025,-0.0109833
66,-0.2726434,-0.62965345,"('inactive', 'active')",-0.14518346,-0.35490555,1.2476845,1.0297674,0.2766192,0.0150695,0.2615497
76,0.2619651,0.45424926,"('anxious', 'daring')",0.3846543,0.50632876,0.4861574,0.73185366,0.3775923,0.5641439,-0.1865516
70,0.24924225,0.31319994,"('lethargic', 'energetic')",0.5744172,0.6806808,1.2376149,1.3130924,0.6870914,0.768991,-0.0818996
46,0.21968915,-0.0013352185,"('uncompetitive', 'competitive')",0.92566216,0.78767157,-0.10308179,-0.20214777,0.3474232,0.1947295,0.1526937
14,0.21831413,0.1280933,"('antisocial', 'social')",1.7708973,1.513549,-0.3543251,-0.54284424,0.5449621,0.366266,0.1786961
55,-0.20904836,-0.22153553,"('incompetent', 'clever')",0.054996908,-0.055007465,0.22976793,0.21842821,0.0252388,-0.0193716,0.0446104
85,-0.2089113,-0.43159962,"('insignificant', 'prestigious')",-0.6998495,-0.8558747,-0.3096187,-0.30094367,-0.4061265,-0.5294727,0.1233462
19,-0.20242822,-0.00028540008,"('inhospitable', 'hospitable')",-1.1846876,-1.0176222,-0.2132056,-0.12610321,-0.5334405,-0.3813369,-0.1521036
65,-0.19312064,-0.22507246,"('insecure', 'secure')",-0.42558536,-0.646944,0.079771146,0.14276683,-0.1796449,-0.2430832,0.0634383
63,0.17561737,0.459328,"('unperceptive', 'insightful')",0.25486565,0.4871504,1.027694,1.2307912,0.486059,0.7257565,-0.2396975
21,-0.1689592,0.16992849,"('immoral', 'moral')",0.49266395,0.5802768,-0.6613123,-0.52732724,-0.1125358,0.0742927,-0.1868285
45,0.16816932,0.15084219,"('incompetent', 'competent')",0.8065666,0.6895637,0.17276743,0.060699224,0.3825011,0.3003684,0.0821327
71,0.15662108,0.10100196,"('diffident', 'self-confident')",0.4423049,0.37854776,0.40102598,0.36630732,0.3333173,0.2819523,0.051365
