,morgan_male,morgan_female,tuple,stanley_male,stanley_female,dean_male,dean_female,witter_male,witter_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
50,0.5480547,0.2863968,"('clumsy', 'skillful')",-0.00689207,-0.21373287,0.71783656,0.6722457,1.1673007,1.0054464,1.652555,1.6722566,0.7631788,0.7137008,0.8070056,0.6893856,0.11762
39,0.54468215,0.68977565,"('exploitative', 'cooperative')",0.2680699,0.41776934,1.5541809,1.3873845,-0.336682,-0.24291691,0.35236275,0.19993213,0.08666493,0.100242235,0.4115464,0.4253645,-0.0138181
53,0.515042,0.3441092,"('uncreative', 'creative')",0.67829937,0.53564245,-0.50627404,-0.49434015,-1.3145877,-1.1773871,1.3593029,1.3099645,1.5169294,1.5981565,0.3747853,0.3526909,0.0220944
46,-0.4650883,-0.60824496,"('uncompetitive', 'competitive')",0.7652401,0.69415414,3.0477805,2.796281,-1.8687571,-1.609249,-0.010138899,-0.058363162,-0.1705688,-0.25057718,0.2164113,0.1606668,0.0557445
62,-0.45350674,-0.47981703,"('incompetent', 'brilliant')",0.040449657,0.05058746,1.5913334,1.5557369,-1.9457843,-1.5135292,-1.1258185,-1.2381917,-1.2353872,-1.1152642,-0.5214523,-0.4567463,-0.064706
25,0.45212963,0.28427088,"('egoistic', 'altruistic')",0.74148816,0.51480985,-1.9384454,-1.9381237,-0.6355632,-0.9287508,0.77332985,0.74420774,1.4715445,1.3096846,0.1440806,-0.0023169,0.1463975
11,-0.37780735,-0.48142067,"('unhelpful', 'helpful')",0.14360408,-0.07075125,0.899585,0.9045089,-1.6589714,-1.4903848,-1.1835601,-1.2218143,1.3168826,1.4040145,-0.1433779,-0.159308,0.0159301
63,0.3707831,0.06498379,"('unperceptive', 'insightful')",0.89072394,0.61758494,1.0344752,0.9753584,-1.758663,-1.5412973,1.0196524,0.89918476,0.113560915,0.061185315,0.2784221,0.1795,0.0989221
78,0.3142761,0.060119532,"('nonresilient', 'resilient')",1.1758319,0.8919729,0.49647835,0.2766829,-0.37258527,-0.64103305,1.2604144,1.1645261,1.4901341,1.2001355,0.7274249,0.4920673,0.2353576
7,-0.3039237,-0.3608883,"('insensitive', 'sensitive')",-0.76409215,-0.7490242,1.2149742,1.0192307,-1.8514684,-1.6564368,-0.64146507,-0.76919836,-0.70767236,-0.61844206,-0.5089413,-0.5224598,0.0135185
64,-0.2851538,-0.23933731,"('shy', 'confident')",-0.7953774,-0.5632536,0.7667964,0.7849263,0.414091,0.6941498,-0.07065768,-0.0103268325,-5.375211,-5.2856336,-0.8909187,-0.7699126,-0.1210061
43,-0.27987662,-0.28396505,"('irresponsible', 'responsible')",-0.2667384,-0.20907824,0.97813255,0.80834526,-2.6491477,-2.2596393,-0.58848345,-0.7451574,-0.31699347,-0.20086274,-0.5205179,-0.4817262,-0.0387917
18,0.26590464,0.2746374,"('disagreeable', 'welcoming')",-0.032574967,0.028020963,-0.36216804,-0.3614413,-1.5081264,-1.2265158,0.24393289,0.23704863,-1.5136728,-1.5140355,-0.4844508,-0.4270476,-0.0574032
29,-0.2443821,-0.38962573,"('unfair', 'fair')",-1.6119967,-1.6709381,-1.5966828,-1.7365896,0.09750511,0.09294572,-0.26504165,-0.339742,-0.9009916,-0.842324,-0.7535983,-0.8143789,0.0607806
47,-0.24320309,-0.13470015,"('stupid', 'smart')",0.025915403,0.09263027,0.8956693,1.0249028,-0.99999195,-0.86436695,0.26895237,0.13613006,3.0677543,3.1124911,0.502516,0.5611812,-0.0586652
34,0.23992212,0.18094999,"('mean', 'honorable')",0.6791729,0.69939214,-0.028020855,0.022023272,-0.79179245,-0.71368164,0.25806195,0.3007307,4.7605505,4.7709923,0.8529824,0.8767344,-0.023752
19,-0.23005697,-0.48285264,"('inhospitable', 'hospitable')",-0.3274446,-0.48215008,-0.92859393,-0.8957751,0.12760246,0.24170366,-0.6816814,-0.70415664,0.29947114,0.4119388,-0.2901172,-0.3185487,0.0284315
44,-0.20819168,-0.17179197,"('prejudiced', 'unprejudiced')",-0.45303994,-0.41497225,-1.4398069,-1.5766183,0.79431623,0.74182665,-1.3955674,-1.4566739,-1.5514181,-1.6357771,-0.7089513,-0.7523344,0.0433831
61,0.16121031,0.27956444,"('illogical', 'logical')",0.22656499,0.2837509,0.67736524,0.79653627,-0.6193349,-0.3299387,0.46378008,0.42430702,-0.43188733,-0.23382285,0.0796164,0.2033995,-0.1237831
20,0.14950901,-0.07112655,"('rough', 'thoughtful')",0.65292287,0.5676351,0.40168953,0.27445462,-1.1720895,-0.9180995,0.45303166,0.36940375,-0.5610396,-0.44077933,-0.0126627,-0.0364187,0.023756
17,-0.13719329,-0.018914782,"('nasty', 'nice')",-0.07546712,0.017846571,-0.78704476,-0.708125,0.5643583,0.6959087,0.036664158,0.12058869,-0.23422459,-0.21411693,-0.1054846,-0.0178021,-0.0876825
41,0.13171051,0.13908912,"('unforgiving', 'forgiving')",-0.10621082,-0.03495633,0.07120612,0.09953589,-1.6603929,-1.2810277,-0.35382575,-0.3665086,-0.6088141,-0.50107306,-0.4210545,-0.3241568,-0.0968977
67,-0.098189026,0.055242985,"('doubtful', 'determined')",-0.052809056,0.026309513,0.5737719,0.5970159,0.24898343,0.1589565,0.13056615,0.10097554,-0.75324607,-0.7191426,0.0081795,0.0365596,-0.0283801
88,0.0896198,0.008317737,"('low', 'eminent')",0.25645742,0.22005504,0.41974008,0.44926155,-1.5356913,-1.4228662,0.12386664,0.18013255,-1.1454134,-1.0204523,-0.2985701,-0.2642586,-0.0343115
42,-0.08828294,-0.18262589,"('unreliable', 'reliable')",-0.58741134,-0.52007884,-0.110781595,-0.11718783,-0.041614104,0.32813233,0.2376228,0.29629862,-2.9544923,-2.8267334,-0.5908266,-0.5036991,-0.0871275
4,-0.07859121,-0.24525589,"('disliked', 'liked')",0.49290276,0.4087143,-2.107063,-2.0576165,1.4381306,1.6857255,0.80513406,0.86362827,-4.7189155,-4.605811,-0.6947337,-0.6584359,-0.0362978
32,-0.071516596,-0.09892328,"('unkind', 'kind')",-0.26964563,-0.21270697,0.6338576,0.48642936,-2.1938815,-2.2803354,-0.6229077,-0.6657078,-0.4311057,-0.31863108,-0.4925332,-0.5149792,0.022446
40,0.053682093,-0.23635955,"('stingy', 'generous')",0.21129729,0.09212781,-0.4399374,-0.6356781,-1.2702739,-1.052547,-0.37938756,-0.32513395,-2.2793577,-2.227615,-0.6839962,-0.7308677,0.0468715
23,0.044379044,-0.05216525,"('insincere', 'sincere')",-0.0071573704,-0.037547834,2.3524387,2.2555223,-3.0804665,-2.9665549,-1.0595667,-1.1063017,3.2537532,3.305007,0.2505634,0.2329933,0.0175701
74,0.023878586,-0.121170126,"('undedicated', 'dedicated')",0.13955931,0.03559968,1.0338551,0.89991856,-0.68421006,-0.66513896,0.6299345,0.50067925,-0.08235738,-0.06464087,0.1767767,0.0975413,0.0792354
27,-0.0068609435,-0.25123116,"('hardhearted', 'softhearted')",-1.0041177,-1.3167633,-0.8069055,-1.0232644,-0.9991203,-0.9182889,-0.8925162,-1.1375616,-0.008693375,-0.1010522,-0.6197023,-0.7913603,0.171658
