,walgreens_male,walgreens_female,tuple,boots_male,boots_female,alliance_male,alliance_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.5465546,-2.5086732,"('unsympathetic', 'sympathetic')",-0.47761634,-0.43557316,1.0315981,1.0380431,-0.09300524,-0.09005654,-0.5213945,-0.4990649,-0.0223296
81,-2.043127,-1.9485728,"('submissive', 'aggressive')",-0.3716827,-0.34447178,1.3716085,1.5179442,-1.1676551,-1.0976938,-0.5527141,-0.4681985,-0.0845156
57,-2.0217385,-2.1551151,"('unimaginative', 'imaginative')",-1.1351373,-1.2721303,-0.5826339,-0.6883044,-2.723089,-2.7515862,-1.6156497,-1.716784,0.1011343
48,-1.9988235,-2.0399969,"('unintelligent', 'intelligent')",-0.5801561,-0.54878914,0.33313173,0.21630503,0.1525745,0.15220243,-0.5233183,-0.5550697,0.0317514
86,-1.9867983,-1.9108981,"('uninfluential', 'influential')",0.20601517,0.18865368,0.56914395,0.47011793,-0.061583336,-0.1586787,-0.3183056,-0.3527013,0.0343957
69,1.9125651,1.934793,"('lazy', 'industrious')",0.13974579,0.08836529,-0.17059793,-0.1200791,-0.8352164,-0.83503026,0.2616242,0.2670122,-0.005388
87,1.7278216,1.6150932,"('unsuccessful', 'successful')",0.709678,0.58241504,0.7141369,0.79921925,0.60932195,0.5353823,0.9402395,0.8830274,0.0572121
24,-1.5316162,-1.5956169,"('dishonest', 'honest')",0.6182542,0.49101937,1.8056736,1.7537497,1.0493857,0.9634828,0.4854243,0.4031587,0.0822656
21,-1.4960525,-1.346512,"('immoral', 'moral')",-0.3285042,-0.16905046,1.5056059,1.6311392,-0.93802536,-0.8260892,-0.314244,-0.1776281,-0.1366159
41,-1.4371799,-1.4659134,"('unforgiving', 'forgiving')",-0.19621381,-0.100212686,0.03394988,0.072002865,-0.02053084,-0.051363915,-0.4049937,-0.3863718,-0.0186219
70,-1.389531,-1.3500972,"('lethargic', 'energetic')",-0.07943344,-0.07766794,2.2914534,2.2077222,0.8013806,0.9056662,0.4059674,0.4214058,-0.0154384
30,-1.3838297,-1.3448477,"('intolerant', 'tolerant')",0.038895525,0.14093454,0.5867124,0.62737685,0.7105763,0.8225173,-0.0119114,0.0614953,-0.0734067
3,-1.3802829,-1.3598094,"('repellent', 'pleasant')",-1.5867784,-1.4739645,0.40474245,0.38367227,0.15469074,0.1723397,-0.601907,-0.5694405,-0.0324665
55,-1.346827,-1.3472232,"('incompetent', 'clever')",-0.031986967,0.044142686,1.6502028,1.4883664,0.050251376,0.018964302,0.08041,0.0510626,0.0293474
72,-1.3314726,-1.3246216,"('unambitious', 'ambitious')",-0.779882,-0.818093,-0.008529626,0.0060348026,-0.7144544,-0.6708649,-0.7085847,-0.7018861,-0.0066986
50,1.30756,1.4467515,"('clumsy', 'skillful')",-0.23057294,-0.10142332,-0.18745226,-0.11624984,0.5375607,0.65811944,0.3567739,0.4717994,-0.1150255
68,-1.2336954,-1.2472847,"('dependent', 'independent')",-1.8088471,-1.8055749,0.25857472,0.19866976,-0.6950779,-0.8025496,-0.8697614,-0.9141849,0.0444235
85,1.2310065,1.2522564,"('insignificant', 'prestigious')",-0.15091541,-0.16749173,-2.5536337,-2.502799,0.2909511,0.26785907,-0.2956479,-0.2875438,-0.0081041
88,-1.1725304,-1.0463943,"('low', 'eminent')",-0.041325033,0.04714921,-0.06035477,0.10579346,0.46221828,0.5663443,-0.202998,-0.0817768,-0.1212212
35,1.1478162,0.99438304,"('corrupt', 'incorrupt')",-0.4166536,-0.525228,-1.3037885,-1.3904023,0.09082437,-0.13870038,-0.1204504,-0.2649869,0.1445365
77,-1.1254119,-1.1339498,"('unmotivated', 'motivated')",-1.025678,-1.0891074,0.40850168,0.43787798,-1.4751346,-1.3955444,-0.8044307,-0.7951809,-0.0092498
23,-1.112904,-1.1164901,"('insincere', 'sincere')",0.3259762,0.4601344,1.2646058,1.2595092,6.0399795,5.9463987,1.6294143,1.637388,-0.0079737
27,-1.0879526,-1.1175904,"('hardhearted', 'softhearted')",-0.19472101,-0.17768812,0.62934417,0.547177,1.6243775,1.4942878,0.242762,0.1865466,0.0562154
58,-1.0815839,-1.215508,"('undiscriminating', 'discriminating')",-0.8729121,-0.96462953,0.07267632,-0.15664527,0.43051457,0.15326029,-0.3628263,-0.5458807,0.1830544
73,1.0393763,1.0702267,"('helpless', 'self-reliant')",0.2912742,0.22503814,-0.84880155,-0.85672176,-3.3734288,-3.3271143,-0.722895,-0.7221428,-0.0007522
1,-1.0085566,-1.014308,"('unfriendly', 'friendly')",0.9818721,1.0035448,-0.17214781,-0.29711246,2.097816,2.0105062,0.4747459,0.4256576,0.0490883
18,-0.9975642,-0.9516444,"('disagreeable', 'welcoming')",-1.5329614,-1.4823071,-0.7670773,-0.70270133,-0.33058906,-0.2638652,-0.907048,-0.8501295,-0.0569185
53,-0.9972666,-1.0218289,"('uncreative', 'creative')",-0.2342849,-0.3306296,-1.6573243,-1.7829703,1.0031642,0.84297454,-0.4714279,-0.5731136,0.1016857
65,-0.9822079,-1.1001164,"('insecure', 'secure')",-0.34760994,-0.45213103,1.825046,1.6990329,-0.21708463,-0.20394501,0.0695359,-0.0142899,0.0838258
11,-0.95154154,-0.8785573,"('unhelpful', 'helpful')",0.5859489,0.68306774,1.3768971,1.5033258,2.3287456,2.3756568,0.8350125,0.9208733,-0.0858608
63,-0.92175484,-0.7818314,"('unperceptive', 'insightful')",0.3757244,0.50569034,1.4480228,1.4418805,1.0654833,1.1879067,0.4918689,0.5884116,-0.0965427
28,-0.9169235,-1.0137733,"('disloyal', 'loyal')",1.3600357,1.0954818,1.1652799,0.9474423,1.4202455,1.1247773,0.7571594,0.538482,0.2186774
9,-0.8990754,-0.9678748,"('unaffectionate', 'caring')",1.0632783,1.0025594,-0.22303219,-0.34410733,1.3565556,1.2599434,0.3244316,0.2376302,0.0868014
