,walgreens_male,walgreens_female,tuple,boots_male,boots_female,alliance_male,alliance_female,inc_male,inc_female,average_male,average_female,male-female
59,0.8902022,0.9439871,"('foolish', 'wise')",0.03975346,-0.0010743663,-0.78925586,-0.74687254,0.2671618,0.32687375,0.1019654,0.1307285,-0.0287631
43,-0.88092035,-0.87099254,"('irresponsible', 'responsible')",1.0268637,1.063479,1.2411023,1.1659218,1.0037776,1.0324734,0.5977058,0.5977204,-1.46e-05
22,-0.84105825,-0.9281092,"('untrustworthy', 'trustworthy')",-0.8585149,-0.87350345,2.0227473,1.8961401,-0.78659827,-0.75837475,-0.115856,-0.1659618,0.0501058
36,0.8374912,0.7386517,"('hostile', 'amicable')",-0.06875047,-0.038675837,-1.0929295,-1.2116307,0.058434956,-0.11106731,-0.0664384,-0.1556805,0.0892421
71,0.8304183,0.8395014,"('diffident', 'self-confident')",2.142851,2.1272619,1.046799,0.9206695,0.4243071,0.31700796,1.1110938,1.0511101,0.0599837
45,-0.82768524,-0.95938045,"('incompetent', 'competent')",0.54785043,0.53352493,1.3943443,1.2538009,-0.06982849,-0.19416703,0.2611703,0.1584446,0.1027257
40,-0.80722564,-0.85044444,"('stingy', 'generous')",-0.497946,-0.6182275,-0.31875062,-0.5394815,-1.5875106,-1.7683817,-0.8028582,-0.9441338,0.1412756
62,-0.7896305,-0.69274336,"('incompetent', 'brilliant')",0.1603519,0.26336282,0.82271796,0.8950572,-0.09107133,0.18395701,0.025592,0.1624084,-0.1368164
14,-0.7426327,-0.849566,"('antisocial', 'social')",0.8737401,0.7985989,2.1104145,2.0046234,-0.41250086,-0.57803565,0.4572552,0.3439052,0.11335
0,-0.720536,-0.82981396,"('unsociable', 'sociable')",0.6845418,0.6420498,1.7781918,1.7135044,-0.41902316,-0.5185824,0.3307936,0.2517895,0.0790041
7,-0.7011998,-0.71526694,"('insensitive', 'sensitive')",0.22229847,0.226298,1.4079233,1.3679084,0.9364688,0.7863174,0.4663727,0.4163142,0.0500585
79,0.69812137,0.7233139,"('wavering', 'unwavering')",-0.3124746,-0.2829,-1.2661767,-1.2533059,-0.18528508,-0.17764662,-0.2664537,-0.2476346,-0.0188191
13,-0.69183207,-0.6625019,"('impolite', 'polite')",0.26794258,0.2941057,1.5778917,1.5843369,-0.17519993,-0.08260984,0.2447006,0.2833327,-0.0386321
38,-0.680815,-0.5522243,"('untruthful', 'truthful')",0.01814197,0.17499909,-0.12549582,0.011247303,0.3671201,0.48051253,-0.1052622,0.0286337,-0.1338959
8,-0.67800915,-0.7070354,"('unaffectionate', 'affectionate')",0.5704578,0.5762814,-0.835851,-0.9919473,0.9443051,0.8841362,0.0002257,-0.0596413,0.059867
16,0.6370846,0.6872926,"('unpopular', 'popular')",-1.0917234,-0.93904555,-2.0406878,-1.9018334,-0.010536656,-0.048679773,-0.6264658,-0.5505666,-0.0758992
67,0.6362127,0.82580096,"('doubtful', 'determined')",0.533945,0.6638155,1.1818631,1.44933,-0.709568,-0.4989684,0.4106132,0.6099945,-0.1993813
4,0.63487804,0.6584609,"('disliked', 'liked')",0.077372804,0.03037075,-1.2063103,-1.1904774,-6.5254145,-6.432636,-1.7548685,-1.7335703,-0.0212982
61,-0.6233599,-0.7005998,"('illogical', 'logical')",0.27514964,0.10955161,0.60014266,0.3929186,0.292321,0.08852726,0.1360633,-0.0274006,0.1634639
42,0.6045921,0.72326106,"('unreliable', 'reliable')",-0.2781918,-0.25119817,0.7212472,0.795695,-3.0690792,-2.8177001,-0.5053579,-0.3874856,-0.1178723
39,0.5972671,0.48639613,"('exploitative', 'cooperative')",1.4562157,1.3306668,2.3142843,2.2925782,0.22520474,0.20671023,1.1482431,1.0790879,0.0691552
60,-0.5869035,-0.51631874,"('inefficient', 'efficient')",1.1802182,1.3529308,3.0309076,3.1068828,0.118721835,0.30440077,0.935736,1.0619739,-0.1262379
5,0.5620732,0.5311276,"('distant', 'outgoing')",0.3850262,0.38813657,-1.599087,-1.5988857,-0.118140064,-0.12711644,-0.1925319,-0.2016845,0.0091526
44,0.5225915,0.48156583,"('prejudiced', 'unprejudiced')",-0.8620641,-0.77149415,-0.39399472,-0.31210473,-1.679797,-1.5260124,-0.6033161,-0.5320114,-0.0713047
56,-0.52251804,-0.45054173,"('impractical', 'practical')",1.4735421,1.6833234,1.4479619,1.5761552,-0.40099657,-0.28784916,0.4994973,0.6302719,-0.1307746
76,-0.51908696,-0.48873264,"('anxious', 'daring')",0.27225995,0.33480218,0.9666637,0.91525406,0.16274577,0.2964225,0.2206456,0.2644365,-0.0437909
46,-0.49091133,-0.5495276,"('uncompetitive', 'competitive')",-0.25218832,-0.19452313,1.899176,1.7869995,-0.48374346,-0.47494674,0.1680832,0.1420005,0.0260827
19,0.4906894,0.48978326,"('inhospitable', 'hospitable')",-1.089669,-1.042518,-1.5805262,-1.4679446,-0.058397364,0.01588983,-0.5594758,-0.5011974,-0.0582784
47,0.48717168,0.56479794,"('stupid', 'smart')",1.5867151,1.7213068,1.0879756,1.1840055,5.2969036,5.3000007,2.1146915,2.1925278,-0.0778363
51,-0.4823963,-0.3313854,"('uneducated', 'educated')",-0.29143244,-0.16625449,0.99789375,1.118899,0.37692267,0.4657976,0.1502469,0.2717642,-0.1215173
64,-0.42801344,-0.51910776,"('shy', 'confident')",-1.2497339,-1.3419448,0.93277764,0.85622275,-6.709404,-6.501607,-1.8635935,-1.8766092,0.0130157
33,0.4142578,0.4476191,"('wrong', 'right')",0.3079953,0.28083465,-0.41278622,-0.39304656,-0.62922865,-0.63316965,-0.0799404,-0.0744406,-0.0054998
32,-0.40782222,-0.34517193,"('unkind', 'kind')",1.221746,1.3236394,1.0049655,1.1126584,1.297107,1.3995683,0.7789991,0.8726736,-0.0936745
66,0.39096498,0.29971308,"('inactive', 'active')",-0.58473176,-0.7293588,0.110360414,0.060621817,0.70390445,0.5508156,0.1551245,0.0454479,0.1096766
6,0.39016178,0.41051212,"('distant', 'open')",-0.12676215,-0.09853368,-1.3749839,-1.358509,0.41800773,0.39901212,-0.1733941,-0.1618796,-0.0115145
12,-0.3696946,-0.2543362,"('unsupportive', 'supportive')",1.1042565,1.1964614,0.4409988,0.4742515,-1.5410279,-1.3694676,-0.0913668,0.0117273,-0.1030941
80,0.31228527,0.2038994,"('dominated', 'dominating')",0.6487647,0.4680662,1.6141858,1.4722713,-1.2479012,-1.3255942,0.3318337,0.2046607,0.127173
82,-0.3105559,-0.247448,"('poor', 'rich')",-0.1797137,0.02922688,0.22686286,0.29596344,6.253802,6.1972547,1.4975988,1.5687492,-0.0711504
52,0.3073586,0.23523104,"('irrational', 'rational')",-0.72544074,-0.8907657,-2.1097388,-2.0799215,-0.28902453,-0.3103117,-0.7042114,-0.761442,0.0572306
26,-0.2982879,-0.36463925,"('hardhearted', 'benevolent')",1.6208541,1.4594808,0.9574889,0.86704934,1.9456574,1.7753313,1.0564281,0.9343055,0.1221226
34,0.2869193,0.4027725,"('mean', 'honorable')",0.12086458,0.35738748,1.4531606,1.4879627,5.9612875,5.9274626,1.9555581,2.0438962,-0.0883381
25,-0.27773786,-0.17412695,"('egoistic', 'altruistic')",0.5077548,0.40581244,-0.30741742,-0.4138604,1.3995056,1.3910606,0.3305263,0.3022214,0.0283049
2,0.25230175,0.23973478,"('unlikable', 'likable')",-0.71434945,-0.6661147,1.2995812,1.3503913,0.36851364,0.5982792,0.3015118,0.3805726,-0.0790608
20,-0.23811048,-0.2526011,"('rough', 'thoughtful')",-0.5833038,-0.48906347,0.74347687,0.6875307,1.0607699,1.0519576,0.2457081,0.2494559,-0.0037478
29,0.23195115,0.1835919,"('unfair', 'fair')",-0.11440916,-0.110376745,-0.8459956,-0.9655716,-0.1392683,-0.28712413,-0.2169305,-0.2948701,0.0779396
49,-0.20158933,-0.12518719,"('unable', 'able')",-0.28790295,-0.08115876,-0.06525128,-0.01899932,-0.6954673,-0.49638382,-0.3125527,-0.1804323,-0.1321204
54,0.20107967,0.29298693,"('incapable', 'capable')",0.30064133,0.39277428,0.08444365,0.20324309,0.79705846,0.98032975,0.3458058,0.4673335,-0.1215277
17,0.1659973,0.07497309,"('nasty', 'nice')",-0.9530089,-0.9804826,-0.6320852,-0.5360815,-0.975287,-1.03728,-0.598596,-0.6197177,0.0211217
83,0.15818863,0.234744,"('powerless', 'powerful')",0.45657375,0.45747548,-0.31183353,-0.3097753,-1.016812,-1.018487,-0.1784708,-0.1590107,-0.0194601
75,0.14952429,0.23756368,"('meek', 'impulsive')",-1.3665415,-1.2899348,-1.2636119,-1.21548,-0.6788678,-0.60303485,-0.7898742,-0.7177215,-0.0721527
78,-0.11265264,-0.0490629,"('nonresilient', 'resilient')",0.18752924,0.27063,1.2398062,1.1247398,0.16135798,0.19985667,0.3690102,0.3865409,-0.0175307
31,0.075633444,0.017440988,"('evil', 'good')",-0.6964436,-0.797806,-2.18976,-2.2554083,-1.0696092,-1.2293315,-0.9700449,-1.0662762,0.0962313
37,0.05518485,-0.06642468,"('fake', 'genuine')",0.18837923,0.12114559,1.0605091,0.99837524,0.74460906,0.67302287,0.5121706,0.4315298,0.0806408
84,-0.054922864,-0.04040709,"('inferior', 'superior')",-0.6239754,-0.6947777,0.43438733,0.3490031,0.972929,0.83354676,0.1821045,0.1118413,0.0702632
15,-0.040949136,-0.12351089,"('boring', 'funny')",0.5074514,0.46587896,0.15331995,0.11574165,0.104269676,0.080767445,0.181023,0.1347193,0.0463037
74,-0.022770073,-0.039609753,"('undedicated', 'dedicated')",1.1652937,1.1379209,1.3850671,1.3191122,0.5220476,0.50615376,0.7624096,0.7308943,0.0315153
