,howmet_male,howmet_female,tuple,aerospace_male,aerospace_female,inc_male,inc_female,average_male,average_female,male-female
37,0.52324945,0.5401314,"('fake', 'genuine')",-0.18213616,-0.39824694,0.40403125,0.34804174,0.2483815,0.1633087,0.0850728
41,0.51723343,0.46434087,"('unforgiving', 'forgiving')",-0.15693216,-0.10411714,0.12370546,0.2696706,0.1613356,0.2099648,-0.0486292
36,0.50988925,0.21622035,"('hostile', 'amicable')",-0.5215262,-0.40241104,0.19161713,0.21170789,0.0599934,0.0085057,0.0514877
54,-0.50360805,-0.45131555,"('incapable', 'capable')",0.13218068,0.06411884,1.1519274,1.2066703,0.2601667,0.2731579,-0.0129912
17,0.49256033,0.546184,"('nasty', 'nice')",0.07588967,0.18886366,-0.52021223,-0.2699569,0.0160792,0.1550303,-0.1389511
49,-0.4860853,-0.2990993,"('unable', 'able')",-0.11240694,0.22424313,-0.06514896,0.21024495,-0.2212137,0.0451296,-0.2663433
59,0.4796463,0.32439297,"('foolish', 'wise')",0.3536613,0.48890534,0.48466033,0.5472503,0.4393226,0.4535162,-0.0141936
74,-0.47866744,-0.71659756,"('undedicated', 'dedicated')",0.4992339,0.31022382,0.16814579,-0.012727965,0.0629041,-0.1397006,0.2026047
71,0.46536613,0.066276275,"('diffident', 'self-confident')",1.2974991,1.1944693,0.52818507,0.37281102,0.7636834,0.5445189,0.2191645
13,-0.45761105,-0.31263614,"('impolite', 'polite')",-0.052631065,-0.37096786,-0.2859411,0.06245988,-0.2653944,-0.207048,-0.0583464
20,-0.45590657,-0.5578603,"('rough', 'thoughtful')",0.60782164,0.39877108,1.1126716,0.8494149,0.4215289,0.2301085,0.1914204
12,-0.439878,-0.6649727,"('unsupportive', 'supportive')",0.49200627,0.3262897,-1.4869974,-1.7783573,-0.4782897,-0.7056801,0.2273904
7,-0.42447975,-0.59998393,"('insensitive', 'sensitive')",0.68213385,0.5837847,0.94620556,0.8795955,0.4012866,0.2877988,0.1134878
82,-0.40969247,-0.42265862,"('poor', 'rich')",0.3164342,0.17726976,6.0446806,6.3344364,1.9838074,2.0296825,-0.0458751
30,-0.40225568,-0.4501589,"('intolerant', 'tolerant')",0.8273257,0.8094865,0.93729275,1.298628,0.4541209,0.5526519,-0.098531
2,0.39871693,0.5120033,"('unlikable', 'likable')",-0.04223418,0.062312845,0.5741992,0.63692033,0.3102273,0.4037455,-0.0935182
51,-0.3783214,-0.37103984,"('uneducated', 'educated')",0.22910407,0.28196466,0.693076,1.0968438,0.1812862,0.3359229,-0.1546367
25,0.36445907,0.07589242,"('egoistic', 'altruistic')",0.8090665,0.73873866,1.6001631,1.5424367,0.9245629,0.7856893,0.1388736
39,0.3614286,0.7132233,"('exploitative', 'cooperative')",0.7720918,0.94009507,0.0017704964,0.31255355,0.3784303,0.6552906,-0.2768603
56,-0.34945124,-0.29821962,"('impractical', 'practical')",0.24957895,-0.058582697,-0.6908932,-0.50385505,-0.2635885,-0.2868858,0.0232973
34,0.3249413,0.1163633,"('mean', 'honorable')",0.8576673,0.8570153,5.8231316,6.2864676,2.3352467,2.4199487,-0.084702
5,0.31338212,0.073069036,"('distant', 'outgoing')",-0.5597429,-0.5940112,-0.37838578,-0.2302258,-0.2082489,-0.2503893,0.0421404
26,-0.30905503,-0.6140329,"('hardhearted', 'benevolent')",1.4437345,1.145009,1.4145458,1.2891898,0.8497418,0.606722,0.2430198
66,0.29711944,0.07838497,"('inactive', 'active')",-0.8381923,-0.8964784,0.52510303,0.39802724,-0.0053233,-0.1400221,0.1346988
18,-0.29413986,-0.37344238,"('disagreeable', 'welcoming')",-0.39748362,-0.31093776,-0.3324987,-0.17784746,-0.341374,-0.2874092,-0.0539648
23,-0.28596112,-0.2834914,"('insincere', 'sincere')",0.49406338,0.48775506,5.601853,6.2670403,1.9366517,2.1571013,-0.2204496
15,0.27612314,0.20947991,"('boring', 'funny')",0.26124924,0.18423206,0.618519,0.6239459,0.3852971,0.3392193,0.0460778
27,-0.27011937,-0.76227033,"('hardhearted', 'softhearted')",-0.05263509,-0.43052083,1.6009027,1.2304156,0.4260494,0.0125415,0.4135079
40,0.23767203,-0.14260314,"('stingy', 'generous')",-0.26624158,-0.38688678,-1.1429904,-1.6133012,-0.39052,-0.7142637,0.3237437
87,0.21736068,0.49886903,"('unsuccessful', 'successful')",0.66509426,0.40188882,0.7576706,0.4435148,0.5467085,0.4480909,0.0986176
76,-0.191357,0.123122826,"('anxious', 'daring')",-0.42837408,-0.36572808,-0.10287644,-0.059921354,-0.2408692,-0.1008422,-0.140027
80,-0.18183665,0.09434811,"('dominated', 'dominating')",-0.4871964,-0.6613545,-1.2091383,-1.4162632,-0.6260571,-0.6610899,0.0350328
42,-0.17315811,-0.15465333,"('unreliable', 'reliable')",-1.8062546,-1.8271853,-3.076357,-3.3774002,-1.6852566,-1.7864129,0.1011563
29,0.16918911,0.060010433,"('unfair', 'fair')",-0.11017895,-0.08371779,-0.37338436,-0.3937428,-0.1047914,-0.1391501,0.0343587
6,-0.1455777,-0.48602304,"('distant', 'open')",-0.9698826,-1.1699682,0.08033922,0.0813441,-0.3450404,-0.5248824,0.179842
47,0.112395786,0.19559261,"('stupid', 'smart')",0.7381822,0.69489163,5.0794067,5.5832047,1.9766615,2.1578964,-0.1812349
85,0.10539022,-0.46022856,"('insignificant', 'prestigious')",-0.1401869,-0.14041242,0.6537838,0.39669505,0.206329,-0.067982,0.274311
64,-0.10511903,0.08449725,"('shy', 'confident')",-0.95088804,-0.87895274,-6.5551987,-6.729528,-2.5370685,-2.5079945,-0.029074
38,-0.09432016,-0.37668127,"('untruthful', 'truthful')",-0.63795656,-0.76870286,0.023421422,0.13432518,-0.2362851,-0.3370196,0.1007345
84,-0.07879562,-0.08167007,"('inferior', 'superior')",1.1467745,1.3554794,0.83774376,0.9682917,0.6352409,0.747367,-0.1121261
31,0.0787507,-0.23686586,"('evil', 'good')",-0.14202057,0.01054001,-0.69939196,-0.77608943,-0.2542206,-0.3341384,0.0799178
52,0.050411224,-0.46800452,"('irrational', 'rational')",0.72571886,0.5191544,0.21434656,-0.122862056,0.3301589,-0.0239041,0.354063
22,-0.0481429,0.17446119,"('untrustworthy', 'trustworthy')",-0.2874577,-0.44480062,-0.8669635,-0.7840202,-0.4008547,-0.3514532,-0.0494015
24,0.024640076,0.048279963,"('dishonest', 'honest')",-0.1519816,-0.21225682,0.446739,0.7401432,0.1064658,0.1920554,-0.0855896
16,-0.012047799,-0.17538352,"('unpopular', 'popular')",0.05272238,0.2047481,0.8002435,0.70050865,0.280306,0.2432911,0.0370149
19,0.010920044,-0.26838607,"('inhospitable', 'hospitable')",-0.5752534,-0.7065775,0.105594076,0.2648618,-0.1529131,-0.2367006,0.0837875
