,amazon_male,amazon_female,tuple,com_male,com_female,inc_male,inc_female,average_male,average_female,male-female
6,2.514589,2.6561189,"('distant', 'open')",0.4757552,0.6257641,0.45041803,0.42444608,1.1469208,1.235443,-0.0885222
85,2.2144113,2.224553,"('insignificant', 'prestigious')",0.07765806,0.035684578,1.243947,1.054489,1.1786722,1.1049089,0.0737633
81,-2.2054503,-2.2440622,"('submissive', 'aggressive')",0.118222564,0.057199225,-1.2727581,-1.1428446,-1.1199953,-1.1099025,-0.0100928
9,2.1236308,2.0185084,"('unaffectionate', 'caring')",0.6578056,0.57883114,1.1591287,1.1248834,1.3135217,1.240741,0.0727807
1,1.9721946,1.8078142,"('unfriendly', 'friendly')",0.95027685,0.790213,1.876006,1.7158247,1.5994925,1.4379506,0.1615419
80,-1.7359247,-1.7835498,"('dominated', 'dominating')",-1.4241247,-1.4652616,-1.2231243,-1.2951835,-1.461058,-1.514665,0.053607
5,1.7149261,1.9118589,"('distant', 'outgoing')",0.332524,0.5312134,-0.42178318,-0.33054888,0.541889,0.7041745,-0.1622855
25,1.7057546,1.6192671,"('egoistic', 'altruistic')",0.39261904,0.35633802,2.2480845,2.1492193,1.4488195,1.3749415,0.073878
44,-1.6992731,-1.5995169,"('prejudiced', 'unprejudiced')",-0.3371664,-0.20063795,-1.0292327,-0.9733213,-1.0218907,-0.924492,-0.0973987
82,-1.5615454,-1.4503604,"('poor', 'rich')",0.043945543,0.089060605,6.2075076,6.299382,1.5633027,1.6460276,-0.0827249
71,1.5192794,1.411864,"('diffident', 'self-confident')",1.7252532,1.6117865,0.5688845,0.5164038,1.271139,1.1800181,0.0911209
53,1.5135713,1.4882692,"('uncreative', 'creative')",0.60371983,0.5583341,1.2075905,1.2024448,1.1082939,1.083016,0.0252779
13,-1.4957207,-1.480406,"('impolite', 'polite')",-0.33988115,-0.26467818,-0.58460087,-0.32069987,-0.8067342,-0.6885947,-0.1181395
26,1.4290097,1.324095,"('hardhearted', 'benevolent')",0.6275099,0.46592933,1.5117036,1.478842,1.1894077,1.0896221,0.0997856
65,-1.4000629,-1.5436776,"('insecure', 'secure')",0.1737972,0.099262774,-0.52863157,-0.38247016,-0.5849657,-0.6089617,0.023996
45,-1.3827296,-1.240288,"('incompetent', 'competent')",-0.18168332,-0.21558866,-0.9323438,-0.88714546,-0.8322523,-0.7810074,-0.0512449
39,1.3619398,1.0299475,"('exploitative', 'cooperative')",1.9911216,1.8936348,0.48418847,0.44095188,1.2790833,1.1215114,0.1575719
70,-1.3546458,-1.4467424,"('lethargic', 'energetic')",-0.5286565,-0.5134607,0.606726,0.7574355,-0.4255254,-0.4009225,-0.0246029
78,-1.2542397,-1.2024956,"('nonresilient', 'resilient')",-0.47608286,-0.61601675,-0.19823599,-0.12239927,-0.6428529,-0.6469705,0.0041176
73,1.2069054,1.0770875,"('helpless', 'self-reliant')",0.8599961,0.69552076,-3.0963717,-3.2769055,-0.3431567,-0.5014324,0.1582757
55,-1.1871082,-1.2946416,"('incompetent', 'clever')",-0.011322573,-0.11425001,-0.14565468,-0.063148096,-0.4480285,-0.4906799,0.0426514
59,1.1650721,1.2003428,"('foolish', 'wise')",1.1615604,1.1674143,0.43034697,0.34508857,0.9189932,0.9042819,0.0147113
64,-1.134576,-1.0971482,"('shy', 'confident')",-0.36171147,-0.21642838,-6.7966776,-6.4738283,-2.7643216,-2.5958017,-0.1685199
57,-1.1345267,-1.2284898,"('unimaginative', 'imaginative')",-0.34021837,-0.39967853,-2.8545852,-2.8342338,-1.4431101,-1.4874674,0.0443573
74,1.111558,1.0740974,"('undedicated', 'dedicated')",0.83004546,0.85654426,-0.08303744,-0.10297741,0.619522,0.6092214,0.0103006
66,-1.1005256,-0.88183606,"('inactive', 'active')",-0.6205372,-0.54460406,0.89538765,0.8311358,-0.2752251,-0.1984348,-0.0767903
40,1.0865974,0.99452555,"('stingy', 'generous')",-0.06724282,-0.12544203,-1.2267615,-1.4375519,-0.0691356,-0.1894894,0.1203538
76,-1.083227,-1.0182818,"('anxious', 'daring')",-0.36861303,-0.36551565,-0.1346753,0.06230972,-0.5288384,-0.4404959,-0.0883425
10,-1.0535526,-1.2809612,"('unsympathetic', 'sympathetic')",-1.0751914,-1.3198837,-0.82516795,-0.7820504,-0.9846373,-1.1276317,0.1429944
11,-1.0373095,-1.1767797,"('unhelpful', 'helpful')",0.6465261,0.4936266,1.6065396,1.6858912,0.4052521,0.334246,0.0710061
24,0.9480137,0.8090937,"('dishonest', 'honest')",0.19096789,0.21199548,0.9060613,0.9994583,0.681681,0.6735158,0.0081652
8,0.9387523,0.9281596,"('unaffectionate', 'affectionate')",-0.5804049,-0.58906406,0.6128167,0.5094511,0.3237214,0.2828489,0.0408725
68,-0.9307268,-1.03745,"('dependent', 'independent')",-0.46601796,-0.5115274,-0.32277125,-0.3453317,-0.573172,-0.6314363,0.0582643
50,-0.89448637,-0.84733,"('clumsy', 'skillful')",0.49270743,0.36928463,0.2538298,0.18682179,-0.0493164,-0.0970745,0.0477581
32,0.88842404,0.81844556,"('unkind', 'kind')",1.1074715,1.0143193,1.2208066,1.3531946,1.072234,1.0619864,0.0102476
36,0.8485124,0.88499844,"('hostile', 'amicable')",-0.046325587,-0.07679493,0.4198885,0.18774034,0.4073584,0.3319813,0.0753771
14,-0.8294271,-0.8488807,"('antisocial', 'social')",1.2009366,1.1950063,-0.9859396,-0.81141996,-0.2048101,-0.1550981,-0.049712
33,0.82170105,0.79215837,"('wrong', 'right')",0.13816583,0.22735283,-0.5332392,-0.57804275,0.1422092,0.1471562,-0.004947
35,0.7984634,0.8791977,"('corrupt', 'incorrupt')",0.035726957,0.1225352,0.20466635,0.13554832,0.3462856,0.3790938,-0.0328082
18,0.7730647,0.64829713,"('disagreeable', 'welcoming')",-0.9353696,-0.96001387,-0.124248385,-0.14436236,-0.0955178,-0.1520264,0.0565086
12,0.76206374,0.81763715,"('unsupportive', 'supportive')",0.32597476,0.37005654,-1.872034,-1.7651588,-0.2613318,-0.1924884,-0.0688434
51,-0.6921124,-0.808665,"('uneducated', 'educated')",-0.15930508,-0.2929301,1.0002708,1.0215424,0.0496178,-0.0266842,0.076302
21,-0.67180264,-0.9547723,"('immoral', 'moral')",0.51369405,0.2959491,-1.080487,-1.0364972,-0.4128652,-0.5651068,0.1522416
63,0.66573054,0.61788833,"('unperceptive', 'insightful')",0.6058702,0.5397708,0.8049769,1.0119045,0.6921926,0.7231878,-0.0309952
69,0.6627089,0.8414303,"('lazy', 'industrious')",0.46557105,0.57922584,-0.4686365,-0.48459956,0.2198811,0.3120189,-0.0921378
46,-0.6481362,-0.8169819,"('uncompetitive', 'competitive')",-0.28758585,-0.38853002,-0.86057234,-0.73979145,-0.5987648,-0.6484345,0.0496697
54,0.6380551,0.6849077,"('incapable', 'capable')",0.93085,0.8796786,1.1970184,1.2522728,0.9219745,0.9389531,-0.0169786
61,0.6336994,0.60798895,"('illogical', 'logical')",1.2349157,1.2770983,0.043014884,0.16613135,0.63721,0.6837395,-0.0465295
87,-0.62910175,-0.5313261,"('unsuccessful', 'successful')",0.4491336,0.32888168,0.46424285,0.5292441,0.0947582,0.1089332,-0.014175
62,-0.62364143,-0.46785823,"('incompetent', 'brilliant')",-0.012582716,0.063348286,-0.16919507,0.1326924,-0.2684731,-0.0906058,-0.1778673
43,-0.6050523,-0.67779434,"('irresponsible', 'responsible')",-0.32041213,-0.35323095,0.14634536,0.32598853,-0.2597063,-0.2350123,-0.024694
86,0.58203405,0.40323558,"('uninfluential', 'influential')",-0.29588234,-0.40208623,-0.121448554,-0.091643214,0.0549011,-0.0301646,0.0850657
58,-0.5595309,-0.55472934,"('undiscriminating', 'discriminating')",-0.012940116,-0.055057064,-0.00708849,-0.052869916,-0.1931865,-0.2208854,0.0276989
22,-0.51400757,-0.7460662,"('untrustworthy', 'trustworthy')",0.29392135,0.21320719,-1.1655849,-1.0723065,-0.4618904,-0.5350552,0.0731648
75,-0.45106056,-0.2435296,"('meek', 'impulsive')",-0.07850024,0.023747526,-0.16155966,-0.16177773,-0.2303735,-0.1271866,-0.1031869
27,0.44979548,0.32200035,"('hardhearted', 'softhearted')",-0.57053804,-0.6146377,1.3566577,1.1973883,0.4119717,0.3015836,0.1103881
0,-0.44785982,-0.5877463,"('unsociable', 'sociable')",0.11719084,0.050168093,-0.8259536,-0.70710516,-0.3855409,-0.4148945,0.0293536
28,-0.42794064,-0.5967492,"('disloyal', 'loyal')",-0.8247411,-0.96008605,0.8173961,0.6424141,-0.1450952,-0.304807,0.1597118
60,0.42715815,0.30143955,"('inefficient', 'efficient')",1.51479,1.4875689,-0.11385297,0.2784876,0.6093651,0.6891654,-0.0798003
79,0.42555043,0.56039864,"('wavering', 'unwavering')",-0.2665743,-0.29135752,0.05780013,-0.07275807,0.0722588,0.0654277,0.0068311
15,-0.40308943,-0.37827304,"('boring', 'funny')",0.33647132,0.35345665,0.26576978,0.28409886,0.0663839,0.0864275,-0.0200436
84,0.3812681,0.4602676,"('inferior', 'superior')",0.048394926,0.18986183,0.5982457,0.6660309,0.3426362,0.4387201,-0.0960839
3,-0.3718909,-0.46261978,"('repellent', 'pleasant')",0.27282122,0.033629388,0.19672766,0.086698055,0.0325527,-0.1140974,0.1466501
47,-0.37104005,-0.3785283,"('stupid', 'smart')",0.6744882,0.6477918,5.05082,5.066318,1.784756,1.7785273,0.0062287
37,-0.3684892,-0.6073643,"('fake', 'genuine')",-0.4624549,-0.68331254,0.4348705,0.2507135,-0.1320245,-0.3466545,0.21463
83,0.33943444,0.3146546,"('powerless', 'powerful')",-0.13547474,-0.09175725,-0.9910972,-0.9635702,-0.2623792,-0.2468909,-0.0154883
31,0.31608167,0.4737268,"('evil', 'good')",0.24746078,0.3611237,-0.8408219,-1.0580084,-0.0924265,-0.074386,-0.0180405
42,-0.31535012,-0.29400212,"('unreliable', 'reliable')",-0.63493276,-0.5636339,-3.147549,-3.1146169,-1.3659439,-1.3240843,-0.0418596
2,0.3003012,0.38874668,"('unlikable', 'likable')",0.759353,0.7721867,0.34610453,0.6085317,0.4685862,0.5898217,-0.1212355
17,-0.3000579,-0.23210594,"('nasty', 'nice')",0.12924245,0.16825818,-0.7003556,-0.7464226,-0.2903903,-0.2700901,-0.0203002
56,-0.29497457,-0.22794352,"('impractical', 'practical')",0.26209664,0.30828926,-0.9500836,-0.7779652,-0.3276538,-0.2325398,-0.095114
77,-0.25540355,-0.3431173,"('unmotivated', 'motivated')",0.36978972,0.3339081,-1.1656313,-0.99715286,-0.350415,-0.335454,-0.014961
67,-0.23547342,-0.08330827,"('doubtful', 'determined')",-0.3442513,-0.15420277,-1.136442,-0.94271225,-0.5720556,-0.3934077,-0.1786479
34,0.20759904,0.14478444,"('mean', 'honorable')",0.5768373,0.52575755,6.174349,6.1674542,2.319595,2.2793322,0.0402628
41,0.18826188,0.20370427,"('unforgiving', 'forgiving')",0.18751252,0.1480754,-0.29441017,-0.34448874,0.0271214,0.0024303,0.0246911
30,0.18136755,0.111215934,"('intolerant', 'tolerant')",0.973243,1.0170753,0.70163304,0.8773436,0.6187479,0.6685449,-0.049797
20,0.17786673,0.00052550435,"('rough', 'thoughtful')",0.18555868,0.06885359,1.075318,0.99220675,0.4795811,0.353862,0.1257191
23,0.16830051,0.020993255,"('insincere', 'sincere')",0.42733735,0.2457159,5.8682337,5.8377433,2.1546238,2.0348175,0.1198063
19,0.16428684,0.25148287,"('inhospitable', 'hospitable')",0.045879237,0.08872992,0.08419518,0.15049744,0.0981204,0.1635701,-0.0654497
38,0.1566565,0.2793973,"('untruthful', 'truthful')",0.23281336,0.29213786,-0.32248032,-0.05510168,0.0223298,0.1721445,-0.1498147
16,0.13378428,0.3626533,"('unpopular', 'popular')",0.26325387,0.29651397,0.59371454,0.56627923,0.3302509,0.4084822,-0.0782313
29,-0.10371837,0.013193157,"('unfair', 'fair')",-0.1574082,-0.05114298,-0.33325872,-0.42718446,-0.1981284,-0.1550448,-0.0430836
48,-0.09869692,-0.10918489,"('unintelligent', 'intelligent')",0.29988664,0.14461434,0.56495285,0.64342815,0.2553809,0.2262859,0.029095
88,0.09767313,0.060850143,"('low', 'eminent')",-0.5267813,-0.53335,0.11080415,0.1428059,-0.1061014,-0.109898,0.0037966
49,-0.070131816,0.08145481,"('unable', 'able')",-0.7023839,-0.68975437,-0.40783262,-0.35675275,-0.3934495,-0.3216841,-0.0717654
4,0.056090884,0.33562258,"('disliked', 'liked')",-1.3564703,-1.125505,-6.7660356,-6.667067,-2.6888049,-2.4856497,-0.2031552
7,-0.051313914,-0.21689339,"('insensitive', 'sensitive')",-0.09172191,-0.14461178,0.65496033,0.65358156,0.1706415,0.0973588,0.0732827
72,-0.0457661,-0.0064470703,"('unambitious', 'ambitious')",-1.4121324,-1.245393,-1.0206414,-0.78996354,-0.82618,-0.6806012,-0.1455788
52,0.024781488,0.07478996,"('irrational', 'rational')",0.07367505,0.15576583,-0.018119197,-0.23169431,0.0267791,-0.0003795,0.0271586
