,ralph_male,ralph_female,tuple,lauren_male,lauren_female,corp_male,corp_female,average_male,average_female,male-female
10,-2.2857428,-1.8544152,"('unsympathetic', 'sympathetic')",-1.1375024,-0.86214316,0.5174217,0.12495923,-0.9686078,-0.8638664,-0.1047414
65,-2.2006295,-2.318538,"('insecure', 'secure')",-1.4615123,-1.889293,0.55496424,0.023080304,-1.0357258,-1.3949169,0.3591911
28,-2.0521824,-1.7104436,"('disloyal', 'loyal')",-0.9000059,-0.6760762,1.2086964,1.1923009,-0.581164,-0.398073,-0.183091
14,-1.9625384,-1.7023196,"('antisocial', 'social')",-0.33131355,-0.3959372,-0.38568887,-0.64376295,-0.8931802,-0.9140066,0.0208264
86,-1.7954787,-1.4857655,"('uninfluential', 'influential')",-1.4619583,-1.0926738,0.039996836,-0.17212898,-1.07248,-0.9168561,-0.1556239
57,-1.7793474,-1.1925486,"('unimaginative', 'imaginative')",-1.2140715,-0.8703288,-3.4023328,-3.6685033,-2.1319173,-1.9104602,-0.2214571
0,-1.7598183,-1.5822593,"('unsociable', 'sociable')",-0.29941314,-0.30890054,0.06945624,-0.2077659,-0.6632584,-0.6996419,0.0363835
26,-1.6371632,-0.857882,"('hardhearted', 'benevolent')",-0.08585513,0.701907,0.23424283,1.0014036,-0.4962585,0.2818095,-0.778068
75,1.5381705,1.0582621,"('meek', 'impulsive')",-0.5941492,-0.9594033,-0.90360445,-0.8087721,0.0134723,-0.2366378,0.2501101
73,1.4991716,1.307255,"('helpless', 'self-reliant')",0.35318866,0.4071765,-3.6791995,-3.7210734,-0.6089464,-0.6688806,0.0599342
48,-1.4930465,-1.1750287,"('unintelligent', 'intelligent')",-0.45210308,-0.3280697,1.2916113,1.1113967,-0.2178461,-0.1305672,-0.0872789
67,1.4563421,1.6854963,"('doubtful', 'determined')",0.17337574,0.32214612,-0.6748837,-0.40704554,0.318278,0.5335323,-0.2152543
8,-1.4141078,-0.8627458,"('unaffectionate', 'affectionate')",-0.16982709,0.7503811,-0.36996,0.07354962,-0.6512983,-0.0129384,-0.6383599
55,-1.386556,-1.0937532,"('incompetent', 'clever')",-0.79433215,-0.964927,0.9122813,0.526842,-0.422869,-0.5106128,0.0877438
53,-1.3838899,-1.0906669,"('uncreative', 'creative')",-0.39312884,0.009765752,0.1826373,0.104709685,-0.5314605,-0.3253972,-0.2060633
69,1.3622105,1.0953875,"('lazy', 'industrious')",1.1607105,1.181998,-1.7456512,-1.2781113,0.2590899,0.3330914,-0.0740015
81,-1.3085933,-1.4779667,"('submissive', 'aggressive')",-0.71116495,-1.1353562,0.35641623,-0.46464324,-0.5544473,-1.0259887,0.4715414
87,1.2917234,0.9604711,"('unsuccessful', 'successful')",0.82660234,0.4937338,1.429133,1.1523764,1.1824862,0.8688604,0.3136258
60,-1.245632,-1.1360211,"('inefficient', 'efficient')",0.062409084,-0.37882823,0.7028849,0.33181238,-0.1601127,-0.3943457,0.234233
3,-1.2426947,-1.3477613,"('repellent', 'pleasant')",-0.9106926,-1.2871073,0.86570036,0.63883144,-0.429229,-0.6653457,0.2361167
7,-1.230774,-1.1743243,"('insensitive', 'sensitive')",-0.99993634,-0.9980343,0.8170858,0.5894337,-0.4712083,-0.5276416,0.0564333
1,-1.2150717,-0.7415401,"('unfriendly', 'friendly')",-0.060290527,0.6957322,0.52887356,0.8991026,-0.2488296,0.2844316,-0.5332612
61,-1.1416613,-1.3666965,"('illogical', 'logical')",-0.9203628,-1.0067769,0.5824155,0.59515715,-0.4932028,-0.5927721,0.0995693
46,-1.1270771,-1.1100867,"('uncompetitive', 'competitive')",-0.20185678,-0.58176625,-0.07398798,-0.47841898,-0.4676406,-0.723424,0.2557834
59,1.1049249,0.99307245,"('foolish', 'wise')",-0.25518602,0.053230584,-0.36740234,-0.05049072,0.1607789,0.3319374,-0.1711585
