,ralph_male,ralph_female,tuple,lauren_male,lauren_female,corp_male,corp_female,average_male,average_female,male-female
18,-1.0934563,-0.71336234,"('disagreeable', 'welcoming')",-0.41474462,-0.044493355,-0.82336175,-0.7754697,-0.7771875,-0.5111085,-0.266079
44,1.0744338,0.6707376,"('prejudiced', 'unprejudiced')",0.040896907,-0.27657717,-1.6420887,-1.7205484,-0.175586,-0.4421293,0.2665433
77,-1.0697058,-1.2879314,"('unmotivated', 'motivated')",-0.43478277,-0.94053274,-0.30096802,-0.75275874,-0.6018189,-0.993741,0.3919221
30,-1.0603304,-0.9110339,"('intolerant', 'tolerant')",-0.63458264,-0.6693859,0.5192374,0.47598198,-0.3918919,-0.3681459,-0.023746
85,1.0586193,1.2529746,"('insignificant', 'prestigious')",0.5823746,1.2934191,-1.7751389,-0.7131739,-0.044715,0.6110733,-0.6557883
21,-1.0489084,-0.99720144,"('immoral', 'moral')",-0.43348882,-0.5574118,0.24516086,-0.25074017,-0.4124121,-0.6017845,0.1893724
24,-1.0381083,-0.68116677,"('dishonest', 'honest')",-1.1077683,-0.7860862,1.1395453,0.8946413,-0.3354438,-0.1908706,-0.1445732
39,-1.024415,-0.6835135,"('exploitative', 'cooperative')",0.3734662,0.4661473,-0.20012861,0.0112691,-0.2836925,-0.068699,-0.2149935
45,-0.9673196,-1.3281531,"('incompetent', 'competent')",-0.84767264,-1.1943651,0.06831351,-0.19154705,-0.5822262,-0.9046884,0.3224622
16,0.95782197,0.93454003,"('unpopular', 'popular')",-0.030319288,-0.03949972,0.0046230964,0.3452828,0.3107086,0.413441,-0.1027324
22,-0.9413448,-0.99098593,"('untrustworthy', 'trustworthy')",-0.83137006,-1.0238281,-0.66950375,-0.9324423,-0.8140728,-0.9824189,0.1683461
43,-0.9315818,-0.6952325,"('irresponsible', 'responsible')",-0.2389721,0.040749267,0.8892409,0.7529192,-0.093771,0.032812,-0.126583
11,-0.92862904,-0.9838435,"('unhelpful', 'helpful')",-0.38590458,-0.5382598,2.742976,2.5004153,0.4761475,0.326104,0.1500435
79,0.90440804,0.83462274,"('wavering', 'unwavering')",0.744274,0.9738903,-0.24331976,-0.039383046,0.4684541,0.58971,-0.1212559
13,-0.85709137,-0.6264354,"('impolite', 'polite')",-0.6544145,-0.6238486,0.1812455,-0.083891176,-0.4434201,-0.444725,0.0013049
41,-0.83602303,-0.5494205,"('unforgiving', 'forgiving')",-0.35803312,0.014860464,-0.83158,-0.5055476,-0.6752121,-0.3467025,-0.3285096
64,-0.8169571,-0.8877687,"('shy', 'confident')",-0.9134517,-1.1375843,-6.4815784,-7.0317807,-2.7373292,-3.0190446,0.2817154
50,0.7505429,0.98137224,"('clumsy', 'skillful')",0.39378738,0.40547344,0.13464352,0.36085576,0.4263246,0.5825671,-0.1562425
40,-0.7261637,-0.5570831,"('stingy', 'generous')",-0.38029286,-0.17598608,-2.4970124,-2.4789135,-1.2011563,-1.0706609,-0.1304954
35,0.72039634,0.69020414,"('corrupt', 'incorrupt')",0.094499096,0.37445903,-1.3744808,-0.78897697,-0.1865285,0.0918954,-0.2784239
70,-0.70179975,-0.6205213,"('lethargic', 'energetic')",-0.89205354,-1.0125566,0.9599673,0.4847216,-0.2112953,-0.3827854,0.1714901
9,-0.6949421,-0.446845,"('unaffectionate', 'caring')",0.24082874,0.9833558,0.95314544,1.1628234,0.166344,0.5664448,-0.4001008
5,0.66119814,0.65132165,"('distant', 'outgoing')",0.935297,1.402513,-0.6923187,-0.56936455,0.3013922,0.4948234,-0.1934312
71,0.6586669,0.3515094,"('diffident', 'self-confident')",1.2871227,1.3620386,0.36851704,0.51845306,0.7714356,0.7440004,0.0274352
23,-0.62106645,-0.59469116,"('insincere', 'sincere')",0.14810783,0.1346178,7.0106306,6.729746,2.179224,2.0898908,0.0893332
31,-0.5826075,-0.6194729,"('evil', 'good')",-0.53657943,-0.35722706,-1.8216372,-1.3957487,-0.9802747,-0.7908162,-0.1894585
33,0.5570824,0.65214026,"('wrong', 'right')",0.49595076,0.91992044,-0.96341664,-0.70555186,0.0298722,0.2888363,-0.2589641
83,0.54102784,0.70524853,"('powerless', 'powerful')",0.4377028,0.51910686,-0.56194794,-0.6961514,0.1389276,0.176068,-0.0371404
88,0.519342,0.6742946,"('low', 'eminent')",-0.01381929,0.1130708,-0.253024,-0.33152205,0.0841662,0.1519478,-0.0677816
78,-0.5133898,-0.6698226,"('nonresilient', 'resilient')",1.1973351,1.0511434,1.1384081,0.94416785,0.6074511,0.4418296,0.1656215
76,0.50766665,0.73698616,"('anxious', 'daring')",0.9496079,0.7920642,0.69407135,0.13496388,0.7171153,0.5546714,0.1624439
52,-0.49436903,-0.43404567,"('irrational', 'rational')",-0.39413464,-0.09874311,-0.99186593,-0.71514124,-0.6267899,-0.4159767,-0.2108132
66,0.47363675,0.4066637,"('inactive', 'active')",-0.4030912,-0.21991119,0.23829852,0.42692125,0.102948,0.2045579,-0.1016099
47,0.4584904,0.5720465,"('stupid', 'smart')",0.40777862,0.6476345,5.4020767,5.549549,2.0894486,2.25641,-0.1669614
29,-0.4507366,-0.44450277,"('unfair', 'fair')",-0.9316544,-0.7293411,-0.52764314,-0.40099713,-0.6366781,-0.524947,-0.1117311
80,0.44788846,0.3232405,"('dominated', 'dominating')",-0.42971253,-0.8030157,0.3054971,-0.22849774,0.107891,-0.236091,0.343982
54,0.39459231,0.3776708,"('incapable', 'capable')",0.9158183,0.9549913,1.1425034,0.99306566,0.817638,0.7752426,0.0423954
27,-0.37073356,-0.33921662,"('hardhearted', 'softhearted')",-0.2174612,0.22025552,0.7938244,0.91217726,0.0685432,0.2644054,-0.1958622
32,-0.35416043,-0.3016442,"('unkind', 'kind')",-0.033311468,0.34816536,0.9453115,0.9358794,0.1859465,0.3274668,-0.1415203
51,0.3382678,0.42000556,"('uneducated', 'educated')",-0.24995193,-0.37611747,1.1246924,1.0939069,0.4043361,0.379265,0.0250711
19,0.32926634,0.34167147,"('inhospitable', 'hospitable')",0.059360318,0.14703001,-0.26169744,-0.16705783,0.0423097,0.1072146,-0.0649049
82,-0.31801626,-0.78714347,"('poor', 'rich')",-0.5208384,-0.83803684,7.1122456,7.035147,2.0911303,1.8033223,0.287808
58,-0.3088203,-0.060500234,"('undiscriminating', 'discriminating')",0.037664413,0.2286213,-0.3040241,-0.16170734,-0.1917267,0.0021379,-0.1938646
12,-0.27589107,-0.1520662,"('unsupportive', 'supportive')",0.8346004,1.1641902,-1.6079822,-1.7679894,-0.3497576,-0.2519552,-0.0978024
20,-0.269057,0.088679016,"('rough', 'thoughtful')",0.71630967,0.79359454,0.58788544,0.79455954,0.345046,0.5589444,-0.2138984
56,-0.26879725,-0.29741684,"('impractical', 'practical')",0.7837266,0.79938483,0.21178135,-0.27387765,0.2422369,0.0760301,0.1662068
4,0.2681757,0.07218883,"('disliked', 'liked')",0.86719906,0.78571904,-7.7477193,-7.7367916,-2.2041149,-2.2929613,0.0888464
84,0.26590332,0.22174482,"('inferior', 'superior')",-0.05995254,-0.026378315,0.9506151,1.1958873,0.385522,0.4637513,-0.0782293
6,0.25197518,0.3937275,"('distant', 'open')",0.30846888,0.95920914,-0.9126458,-0.56394356,-0.1174006,0.2629977,-0.3803983
72,-0.24677753,-0.31329584,"('unambitious', 'ambitious')",-0.58147395,-0.53983104,0.13791187,-0.2271284,-0.2301132,-0.3600851,0.1299719
17,-0.23061702,-0.01619199,"('nasty', 'nice')",0.54252505,0.8446589,-0.6290326,-0.49663523,-0.1057082,0.1106106,-0.2163188
74,-0.21540253,-0.18867142,"('undedicated', 'dedicated')",-0.16908376,-0.07889749,-0.3353348,-0.4677533,-0.2399404,-0.2451074,0.005167
34,-0.20725729,-0.20193653,"('mean', 'honorable')",0.1978406,0.14747483,5.8088236,6.115961,1.9331357,2.0204999,-0.0873642
2,0.15033786,-0.27317265,"('unlikable', 'likable')",0.09879413,0.0848533,0.06882414,0.31162113,0.1059854,0.0411006,0.0648848
36,-0.13696225,-0.09932189,"('hostile', 'amicable')",0.13229501,0.48636764,-1.4610126,-0.893622,-0.48856,-0.1688587,-0.3197013
38,-0.1127948,-0.14634888,"('untruthful', 'truthful')",-0.066694595,0.022499956,0.4246315,0.37690264,0.081714,0.0843512,-0.0026372
49,0.059820548,-0.25655344,"('unable', 'able')",1.2265625,0.98796725,0.57491255,0.27256763,0.6204319,0.3346605,0.2857714
37,0.049985364,0.26992485,"('fake', 'genuine')",-0.47501108,-0.13863058,0.04761861,-0.018627826,-0.1258024,0.0375555,-0.1633579
42,0.037345048,0.048543833,"('unreliable', 'reliable')",-0.3626196,-0.36424676,-2.6944041,-3.116881,-1.0065595,-1.1441946,0.1376351
25,-0.03271783,-0.2899766,"('egoistic', 'altruistic')",0.2894287,0.24375339,0.3480278,0.56061256,0.2015796,0.1714631,0.0301165
62,-0.03169716,-0.26443133,"('incompetent', 'brilliant')",0.3441364,-0.053731404,1.5050712,0.87229073,0.6058368,0.1847093,0.4211275
68,-0.021002114,-0.6433637,"('dependent', 'independent')",-1.1811676,-1.54846,0.041252844,-0.29095194,-0.3869723,-0.8275919,0.4406196
15,0.01797237,0.5663796,"('boring', 'funny')",0.33439642,0.6567929,-0.45064253,-0.45142704,-0.0327579,0.2572485,-0.2900064
63,-0.0019277288,0.019018395,"('unperceptive', 'insightful')",0.36353806,0.2390306,1.2656186,0.9804933,0.5424096,0.4128474,0.1295622
