,whole_male,whole_female,tuple,foods_male,foods_female,market_male,market_female,inc_male,inc_female,average_male,average_female,male-female
61,-0.2854185,-0.26290998,"('illogical', 'logical')",-0.68211937,-0.73732924,0.5382867,0.5830011,0.39529657,0.3562128,-0.0084887,-0.0152563,0.0067676
87,-0.25128514,-0.15754856,"('unsuccessful', 'successful')",-0.29432404,-0.2547395,1.1767417,1.3264306,0.6535467,0.7416607,0.3211698,0.4139508,-0.092781
1,0.24887902,0.19036338,"('unfriendly', 'friendly')",0.6642502,0.65239096,-0.118050605,-0.12308243,2.5624485,2.4723177,0.8393818,0.7979974,0.0413844
35,0.2371537,0.5229657,"('corrupt', 'incorrupt')",0.26367086,0.5595335,-2.1153963,-1.9481466,-0.11362118,-0.0862035,-0.4320482,-0.2379627,-0.1940855
30,-0.23519468,-0.42613178,"('intolerant', 'tolerant')",-0.27275229,-0.48684064,0.20823368,-0.03805261,0.84599036,0.7340411,0.1365693,-0.054246,0.1908153
84,0.22790644,0.18754303,"('inferior', 'superior')",0.029801924,0.0335278,-0.16172025,-0.2148051,0.45323578,0.41699386,0.137306,0.1058149,0.0314911
63,-0.22073229,-0.34945905,"('unperceptive', 'insightful')",0.1856928,-0.04646263,1.0496143,1.0740634,1.2478766,1.2678705,0.5656129,0.4865031,0.0791098
47,-0.21266215,-0.05625072,"('stupid', 'smart')",-0.21747589,-0.2209509,0.45455876,0.51906955,5.801083,5.820604,1.456376,1.515618,-0.059242
55,-0.19403341,-0.22817825,"('incompetent', 'clever')",-0.3108669,-0.44389957,1.7205418,1.8365026,-0.09066682,0.044606462,0.2812437,0.3022578,-0.0210141
34,-0.1736632,-0.2005985,"('mean', 'honorable')",0.6045171,0.55035764,1.0602956,1.0712882,6.623758,6.633127,2.0287268,2.0135436,0.0151832
48,-0.16995421,-0.28416428,"('unintelligent', 'intelligent')",0.36451867,0.28169927,-0.30249774,-0.3533434,0.39393002,0.30475858,0.0714992,-0.0127625,0.0842617
29,0.14214382,0.15998392,"('unfair', 'fair')",-0.48539037,-0.421043,0.0389698,0.14098531,-0.2528925,-0.2387534,-0.1392923,-0.0897068,-0.0495855
44,-0.14059292,0.024998207,"('prejudiced', 'unprejudiced')",-0.57886124,-0.54340786,-1.0575881,-0.9845954,-1.7354127,-1.7408254,-0.8781137,-0.8109576,-0.0671561
49,-0.13308017,-0.022783916,"('unable', 'able')",-0.25844556,-0.25216192,0.2912869,0.39893287,0.2562749,0.40414512,0.039009,0.1320331,-0.0930241
66,-0.13246283,-0.036336206,"('inactive', 'active')",-0.29080653,-0.24044782,-0.7249697,-0.6206258,0.67976046,0.6152375,-0.1171196,-0.0705431,-0.0465765
0,0.12615888,-0.020218916,"('unsociable', 'sociable')",0.2905286,0.08847299,1.6116459,1.5214525,-0.52521867,-0.60170406,0.3757787,0.2470006,0.1287781
68,0.07854324,0.22466458,"('dependent', 'independent')",-0.94023764,-0.9090451,-0.2270096,-0.12696521,-0.19804105,-0.16142693,-0.3216863,-0.2431932,-0.0784931
78,0.0785237,0.13633074,"('nonresilient', 'resilient')",0.48889205,0.48032653,0.875094,1.0598794,0.35555428,0.4709127,0.449516,0.5368624,-0.0873464
11,-0.07088287,-0.011629492,"('unhelpful', 'helpful')",-0.3297252,-0.48966268,0.41842255,0.52094305,2.1628158,2.2846842,0.5451576,0.5760838,-0.0309262
17,-0.056113396,-0.021872446,"('nasty', 'nice')",-0.2971725,-0.2269322,-0.7245579,-0.6335,-0.40378964,-0.28179568,-0.3704084,-0.2910251,-0.0793833
7,0.036006212,-0.079895385,"('insensitive', 'sensitive')",-0.54303974,-0.7372397,0.9701027,0.9847566,1.3624722,1.3554404,0.4563853,0.3807655,0.0756198
22,-0.030366316,-0.00329254,"('untrustworthy', 'trustworthy')",-1.6439404,-1.8421676,0.43294165,0.4715421,-0.8246485,-0.68045,-0.5165034,-0.513592,-0.0029114
62,0.027641464,0.07987421,"('incompetent', 'brilliant')",-0.471303,-0.5682143,0.86678094,0.9506802,0.24972458,0.4494609,0.168211,0.2279502,-0.0597392
