,aetna_male,aetna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
51,-0.47579563,-0.70719194,"('uneducated', 'educated')",0.47510612,0.3179291,-0.0003448,-0.1946314,0.1942866
84,0.46750665,0.62770766,"('inferior', 'superior')",0.74718106,0.98952013,0.6073439,0.8086139,-0.20127
85,-0.45644224,-0.5595943,"('insignificant', 'prestigious')",0.089754775,0.03218297,-0.1833437,-0.2637056,0.0803619
16,-0.44224265,-0.5390191,"('unpopular', 'popular')",0.45109934,0.23866928,0.0044283,-0.1501749,0.1546032
49,-0.43082982,-0.35835814,"('unable', 'able')",-0.10063599,-0.020805217,-0.2657329,-0.1895817,-0.0761512
27,-0.38388237,-0.42837778,"('hardhearted', 'softhearted')",1.4583147,1.3641531,0.5372161,0.4678877,0.0693284
76,0.37893045,0.2630059,"('anxious', 'daring')",0.6471377,0.7190782,0.5130341,0.491042,0.0219921
65,0.37606546,0.2944104,"('insecure', 'secure')",-0.091139525,0.019892108,0.142463,0.1571513,-0.0146883
22,-0.35658005,-0.54928184,"('untrustworthy', 'trustworthy')",-0.73967004,-0.75411224,-0.548125,-0.651697,0.103572
37,0.30516443,0.14989278,"('fake', 'genuine')",0.54223865,0.52999735,0.4237015,0.3399451,0.0837564
56,0.29426798,-0.031104304,"('impractical', 'practical')",0.33878326,0.19344969,0.3165256,0.0811727,0.2353529
34,-0.28550473,-0.22156309,"('mean', 'honorable')",5.987093,6.073379,2.8507941,2.9259081,-0.075114
74,-0.2654894,-0.45531747,"('undedicated', 'dedicated')",0.11496563,-0.04083595,-0.0752619,-0.2480767,0.1728148
73,0.25923225,0.46416536,"('helpless', 'self-reliant')",-3.0681622,-2.7410479,-1.404465,-1.1384412,-0.2660238
50,0.25545517,0.10872239,"('clumsy', 'skillful')",0.20449919,0.17210135,0.2299772,0.1404119,0.0895653
13,-0.2526293,-0.41575685,"('impolite', 'polite')",-0.30673358,-0.4518325,-0.2796814,-0.4337947,0.1541133
40,-0.24551179,-0.45073184,"('stingy', 'generous')",-1.4869096,-1.6453226,-0.8662107,-1.0480272,0.1818165
75,0.24222526,0.34823072,"('meek', 'impulsive')",-0.3282874,-0.2703003,-0.0430311,0.0389652,-0.0819963
4,-0.22521324,-0.41996658,"('disliked', 'liked')",-6.436668,-6.7319164,-3.3309405,-3.5759416,0.2450011
12,-0.20752014,-0.35141793,"('unsupportive', 'supportive')",-1.8511833,-1.8635112,-1.0293517,-1.1074646,0.0781129
61,-0.19985157,-0.29444453,"('illogical', 'logical')",0.17147306,0.09802769,-0.0141893,-0.0982084,0.0840191
88,0.18975237,-0.33356872,"('low', 'eminent')",0.55262136,0.16015679,0.3711869,-0.086706,0.4578929
80,0.18891904,0.1780119,"('dominated', 'dominating')",-1.0056928,-1.120553,-0.4083869,-0.4712706,0.0628837
7,-0.15249819,-0.53656137,"('insensitive', 'sensitive')",0.96365803,0.7747777,0.4055799,0.1191082,0.2864717
17,-0.15187703,-0.3929845,"('nasty', 'nice')",-0.41495126,-0.56649595,-0.2834142,-0.4797402,0.196326
82,-0.14972265,-0.29385924,"('poor', 'rich')",6.322905,6.209269,3.0865912,2.957705,0.1288862
21,-0.1420859,-0.32311478,"('immoral', 'moral')",-0.45311248,-0.52320576,-0.2975992,-0.4231603,0.1255611
44,0.13877523,0.29970723,"('prejudiced', 'unprejudiced')",-1.3387355,-1.1229987,-0.5999801,-0.4116457,-0.1883344
47,-0.12625498,-0.14278403,"('stupid', 'smart')",5.4474516,5.4747496,2.6605983,2.6659827,-0.0053844
30,0.11444202,-0.24734661,"('intolerant', 'tolerant')",1.6272999,1.4036599,0.8708709,0.5781567,0.2927142
35,-0.09564471,0.07039944,"('corrupt', 'incorrupt')",-0.36240572,-0.37519544,-0.2290252,-0.152398,-0.0766272
39,0.094830394,0.08359158,"('exploitative', 'cooperative')",0.17361726,0.28948343,0.1342238,0.1865375,-0.0523137
46,-0.091834754,-0.4064698,"('uncompetitive', 'competitive')",-0.39558017,-0.7468808,-0.2437075,-0.5766753,0.3329678
32,-0.07980711,-0.37991506,"('unkind', 'kind')",1.0063645,0.72636145,0.4632787,0.1732232,0.2900555
87,0.07154536,0.08872506,"('unsuccessful', 'successful')",0.8250035,0.75215316,0.4482744,0.4204391,0.0278353
48,0.06559712,-0.08686422,"('unintelligent', 'intelligent')",0.8891265,0.85828364,0.4773618,0.3857097,0.0916521
33,0.049054865,0.084030636,"('wrong', 'right')",-0.8617228,-0.75577605,-0.406334,-0.3358727,-0.0704613
11,-0.04609393,-0.4631037,"('unhelpful', 'helpful')",1.8558687,1.6743544,0.9048874,0.6056254,0.299262
15,-0.045930408,-0.26283076,"('boring', 'funny')",0.5352357,0.33176148,0.2446526,0.0344654,0.2101872
42,0.043247476,-0.156593,"('unreliable', 'reliable')",-2.6524832,-2.550376,-1.3046179,-1.3534845,0.0488666
59,0.041299064,-0.0012110472,"('foolish', 'wise')",0.18663347,0.28245842,0.1139663,0.1406237,-0.0266574
72,-0.033611633,0.027177714,"('unambitious', 'ambitious')",-0.62647516,-0.4344909,-0.3300434,-0.2036566,-0.1263868
14,0.032626327,-0.45617533,"('antisocial', 'social')",-0.060061537,-0.44579622,-0.0137176,-0.4509858,0.4372682
55,0.032451816,-0.17424601,"('incompetent', 'clever')",0.38333046,0.24601193,0.2078911,0.035883,0.1720081
20,0.031264424,0.093135074,"('rough', 'thoughtful')",1.326492,1.3651452,0.6788782,0.7291402,-0.050262
70,-0.018740319,-0.28004894,"('lethargic', 'energetic')",1.0374577,0.87693393,0.5093587,0.2984425,0.2109162
26,0.014188353,-0.41373095,"('hardhearted', 'benevolent')",1.8955499,1.5837542,0.9548692,0.5850116,0.3698576
