,peabody_male,peabody_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
75,-2.5536268,-2.232563,"('meek', 'impulsive')",0.04337299,0.1135589,-0.6479731,-0.50551826,-1.0527423,-0.8748407,-0.1779016
39,2.275888,2.4128094,"('exploitative', 'cooperative')",-0.27948037,-0.098947644,0.15283397,0.27844432,0.7164139,0.864102,-0.1476881
24,2.197387,1.8888116,"('dishonest', 'honest')",0.37604618,0.42033124,0.90530986,0.6997987,1.159581,1.0029806,0.1566004
74,2.1091056,2.0526419,"('undedicated', 'dedicated')",-0.047609627,-0.04298142,-0.18059479,-0.23602739,0.6269671,0.591211,0.0357561
12,1.9080793,1.8969644,"('unsupportive', 'supportive')",0.7922993,0.90781784,-1.4982799,-1.3797772,0.4006995,0.4750017,-0.0743022
21,1.7606791,1.7264574,"('immoral', 'moral')",1.27206,1.2996886,-0.13810897,0.02271507,0.9648767,1.016287,-0.0514103
16,-1.6768764,-1.6776954,"('unpopular', 'popular')",0.022670254,-0.05606652,0.1695275,0.108507484,-0.4948929,-0.5417515,0.0468586
69,-1.670398,-1.3693236,"('lazy', 'industrious')",0.9991889,0.90256035,-1.3688666,-1.2157685,-0.6800253,-0.5608439,-0.1191814
60,1.6599455,1.3745196,"('inefficient', 'efficient')",1.4024385,1.5121528,0.29244855,0.4227401,1.1182775,1.1031375,0.01514
6,-1.6048425,-1.3276461,"('distant', 'open')",-0.28416038,-0.36500287,-1.0097206,-1.0859492,-0.9662412,-0.9261994,-0.0400418
31,-1.5872763,-1.3796663,"('evil', 'good')",-0.7089524,-0.7912745,-1.3494064,-1.4173063,-1.2152117,-1.1960824,-0.0191293
65,1.5577079,1.3944811,"('insecure', 'secure')",0.06933501,0.086918026,0.39490047,0.42966622,0.6739811,0.6370218,0.0369593
7,1.5470338,1.3094449,"('insensitive', 'sensitive')",0.962217,0.9909761,1.0700215,1.0040978,1.1930908,1.1015062,0.0915846
26,1.5210233,1.4949694,"('hardhearted', 'benevolent')",0.81010324,0.8411749,1.4066436,1.3775691,1.2459234,1.2379044,0.008019
55,1.5018622,1.1054561,"('incompetent', 'clever')",-0.19405928,-0.29368642,0.7977057,0.62950385,0.7018362,0.4804245,0.2214117
30,1.5018406,1.5728118,"('intolerant', 'tolerant')",0.65281045,0.7574346,0.59351826,0.6984762,0.9160565,1.0095743,-0.0935178
23,1.4846227,1.0982567,"('insincere', 'sincere')",-0.43697974,-0.40546057,6.2010026,5.8557,2.4162153,2.1828321,0.2333832
10,1.3839003,0.98961884,"('unsympathetic', 'sympathetic')",-0.94987315,-0.84108156,-0.33065796,-0.29000404,0.0344564,-0.0471556,0.081612
80,1.3825809,1.4006703,"('dominated', 'dominating')",0.2836011,0.3361748,0.17335163,0.34885156,0.6131779,0.6952322,-0.0820543
72,1.3794142,1.3743095,"('unambitious', 'ambitious')",0.7257033,0.78632367,-0.23504919,-0.2215398,0.6233561,0.6463645,-0.0230084
56,1.3563378,1.23563,"('impractical', 'practical')",0.74179244,0.85107267,-0.33719406,-0.2711621,0.5869787,0.6051803,-0.0182016
76,1.2979301,1.1794238,"('anxious', 'daring')",-0.44835395,-0.37180606,0.021692336,0.03843857,0.2904228,0.2820188,0.008404
43,1.2707579,1.3052375,"('irresponsible', 'responsible')",0.40493655,0.7336887,0.54513794,0.77281284,0.7402774,0.9372463,-0.1969689
61,1.2614322,1.294154,"('illogical', 'logical')",0.9429163,0.8823305,0.5567883,0.5629484,0.920379,0.9131444,0.0072346
32,1.254776,1.1153774,"('unkind', 'kind')",-0.17480475,-0.10952382,1.254989,1.1622357,0.7783202,0.7226965,0.0556237
71,1.2457243,1.5101205,"('diffident', 'self-confident')",1.3407508,1.3047194,0.33499083,0.42217246,0.973822,1.0790041,-0.1051821
36,-1.2054676,-1.0579314,"('hostile', 'amicable')",-0.592726,-0.7032785,-0.80300885,-0.97297883,-0.8670675,-0.9113963,0.0443288
13,1.1805007,1.2210733,"('impolite', 'polite')",-0.36738008,-0.23443945,-0.4423718,-0.3240893,0.123583,0.2208482,-0.0972652
35,-1.1656207,-0.957901,"('corrupt', 'incorrupt')",-0.63024,-0.78881216,-1.2291023,-1.3925154,-1.008321,-1.0464095,0.0380885
37,1.1223233,0.90603036,"('fake', 'genuine')",0.25958705,0.24407485,0.28519192,0.10428765,0.5557007,0.418131,0.1375697
44,-1.1197863,-0.76244485,"('prejudiced', 'unprejudiced')",-0.56776106,-0.3529276,-1.676674,-1.3524815,-1.1214071,-0.822618,-0.2987891
70,1.1156993,0.98243594,"('lethargic', 'energetic')",0.3190437,0.44635794,0.6119037,0.68108135,0.6822155,0.7032917,-0.0210762
62,1.0505154,1.0419122,"('incompetent', 'brilliant')",0.42871875,0.5912112,0.7603015,0.9414319,0.7465119,0.8581851,-0.1116732
9,1.0393908,1.0371239,"('unaffectionate', 'caring')",0.3254025,0.2603951,1.1691312,0.99665546,0.8446415,0.7647248,0.0799167
5,-0.9874587,-0.6159685,"('distant', 'outgoing')",0.16925856,0.13131131,-0.75241345,-0.7069497,-0.5235379,-0.3972023,-0.1263356
73,0.986895,1.1583823,"('helpless', 'self-reliant')",1.5843823,1.5855235,-3.1457353,-3.027596,-0.191486,-0.0945634,-0.0969226
14,0.97676456,0.79385966,"('antisocial', 'social')",1.0236839,0.9939732,0.20102063,0.28603756,0.7338231,0.6912901,0.042533
29,-0.9714622,-0.8714603,"('unfair', 'fair')",-0.43037993,-0.5143565,-0.20507671,-0.23163337,-0.5356396,-0.5391501,0.0035105
64,0.9542639,1.0918041,"('shy', 'confident')",0.8988202,0.93071485,-5.8976965,-5.528823,-1.3482041,-1.1687679,-0.1794362
51,0.94365764,0.7981105,"('uneducated', 'educated')",0.116046704,0.017960824,0.94352806,0.8257631,0.6677442,0.5472782,0.120466
42,0.931713,0.9853528,"('unreliable', 'reliable')",0.06339951,0.1569583,-2.691231,-2.506974,-0.5653729,-0.4548876,-0.1104853
28,0.92923754,0.39942172,"('disloyal', 'loyal')",0.011064708,-0.21212302,1.2245367,0.75853044,0.7216129,0.3152764,0.4063365
52,-0.91479903,-0.7589065,"('irrational', 'rational')",-0.3808688,-0.49130508,-0.23141505,-0.3931489,-0.5090276,-0.5477868,0.0387592
46,0.89944077,0.65225023,"('uncompetitive', 'competitive')",0.13996023,0.18495087,-0.36111122,-0.37498087,0.2260966,0.1540734,0.0720232
86,0.8884938,0.60629547,"('uninfluential', 'influential')",0.57660705,0.60754055,-0.09371605,-0.0991959,0.4571282,0.3715467,0.0855815
67,-0.88734555,-0.5936666,"('doubtful', 'determined')",-0.5704058,-0.39896914,-0.8208526,-0.67091715,-0.7595346,-0.5545176,-0.205017
59,-0.8558142,-0.509274,"('foolish', 'wise')",0.85438836,0.85456413,-0.13603154,-0.17094406,-0.0458191,0.0581154,-0.1039345
79,-0.84266394,-0.5951743,"('wavering', 'unwavering')",-0.5285418,-0.49984965,-0.59762734,-0.5857888,-0.6562777,-0.5602709,-0.0960068
78,0.83064014,0.7882399,"('nonresilient', 'resilient')",0.69668895,0.61381143,0.38037455,0.32478586,0.6359012,0.5756124,0.0602888
48,0.8250301,0.48460945,"('unintelligent', 'intelligent')",1.1309452,1.0368192,0.72193855,0.6827104,0.892638,0.7347131,0.1579249
58,0.75794566,0.7939491,"('undiscriminating', 'discriminating')",1.166651,1.0943998,0.24447569,0.18289006,0.7230241,0.690413,0.0326111
63,0.75141084,0.629042,"('unperceptive', 'insightful')",0.7230733,0.7697854,1.1728693,1.1948684,0.8824512,0.8645653,0.0178859
4,-0.64650416,-0.48872918,"('disliked', 'liked')",0.839356,0.7310177,-6.5709333,-6.503028,-2.1260271,-2.0869131,-0.039114
3,-0.6427066,-0.88854647,"('repellent', 'pleasant')",-0.085119106,-0.24072576,1.098621,1.042359,0.1235984,-0.0289711,0.1525695
49,-0.6164961,-0.5456112,"('unable', 'able')",0.16841798,0.23658326,-0.14012639,-0.21546939,-0.1960682,-0.1748324,-0.0212358
17,-0.61556476,-0.56187373,"('nasty', 'nice')",-1.073526,-1.0569327,-0.5499929,-0.4469825,-0.7463613,-0.6885962,-0.0577651
18,-0.5966488,-0.54720974,"('disagreeable', 'welcoming')",-0.6255543,-0.62087727,-0.56591713,-0.7764667,-0.5960401,-0.6481846,0.0521445
54,-0.58723396,-0.22182769,"('incapable', 'capable')",-0.67991984,-0.4972097,0.44086623,0.54480237,-0.2754292,-0.0580783,-0.2173509
0,0.5814404,0.14926007,"('unsociable', 'sociable')",-0.25881073,-0.37291625,-0.07328197,-0.18066831,0.0831159,-0.1347748,0.2178907
81,0.5538745,0.47220123,"('submissive', 'aggressive')",1.313333,1.362621,-0.30696857,-0.1153678,0.5200797,0.5731515,-0.0530718
34,0.5483922,0.40029982,"('mean', 'honorable')",0.3305652,0.42038947,5.4739857,5.3477383,2.1176476,2.0561425,0.0615051
84,0.537587,0.6070641,"('inferior', 'superior')",0.3275333,0.2952332,0.6795591,0.6758247,0.5148931,0.5260407,-0.0111476
11,0.5162102,0.45456612,"('unhelpful', 'helpful')",0.002466105,0.14425504,2.383724,2.306414,0.9674668,0.9684117,-0.0009449
20,0.45622545,0.26733795,"('rough', 'thoughtful')",0.031689912,-0.07351312,0.44473666,0.38146386,0.310884,0.1917629,0.1191211
8,-0.44767255,-0.445042,"('unaffectionate', 'affectionate')",-0.53554684,-0.59317577,0.49899927,0.25920862,-0.1614067,-0.2596697,0.098263
53,0.43824276,0.35118833,"('uncreative', 'creative')",0.6122754,0.5356288,0.39438212,0.20380455,0.4816334,0.3635406,0.1180928
19,-0.42113367,-0.10881812,"('inhospitable', 'hospitable')",-0.9642928,-0.88101727,-0.61683697,-0.60724705,-0.6674212,-0.5323608,-0.1350604
85,-0.3953872,-0.076589614,"('insignificant', 'prestigious')",0.37969542,0.32664537,-0.6817655,-0.7103399,-0.2324858,-0.153428,-0.0790578
83,0.38397592,0.41762713,"('powerless', 'powerful')",0.9822499,1.0291142,-0.88567835,-0.871244,0.1601825,0.1918324,-0.0316499
1,0.32253984,0.07429208,"('unfriendly', 'friendly')",0.5055934,0.36046657,1.2291446,1.0008036,0.6857592,0.4785208,0.2072384
87,0.31438494,0.4269658,"('unsuccessful', 'successful')",0.09389776,0.07250582,1.1196413,1.2189379,0.509308,0.5728032,-0.0634952
38,0.31313878,0.37082303,"('untruthful', 'truthful')",-0.03112255,0.09834126,0.18552382,0.18803301,0.1558467,0.2190658,-0.0632191
33,-0.30752325,0.05665813,"('wrong', 'right')",1.3042625,1.3082116,-0.6981642,-0.660332,0.099525,0.2348459,-0.1353209
40,0.2827357,-0.028214911,"('stingy', 'generous')",0.55377996,0.42607003,-1.6918238,-1.9285338,-0.2851027,-0.5102262,0.2251235
50,-0.28267932,-0.1738305,"('clumsy', 'skillful')",-0.16730314,-0.1794128,0.3043194,0.10359634,-0.0485544,-0.0832157,0.0346613
22,0.25020224,0.22856659,"('untrustworthy', 'trustworthy')",-0.54749185,-0.5297106,-0.3610715,-0.324659,-0.2194537,-0.208601,-0.0108527
27,0.23790844,0.17469332,"('hardhearted', 'softhearted')",0.41499978,0.32975894,1.0704535,0.9231005,0.5744539,0.4758509,0.098603
66,-0.23745608,-0.040358603,"('inactive', 'active')",-0.77826023,-0.72413236,0.25817686,0.31445533,-0.2525132,-0.1500119,-0.1025013
25,-0.20378181,-0.22333051,"('egoistic', 'altruistic')",1.1769625,0.9536382,1.11187,0.9298972,0.6950169,0.5534016,0.1416153
77,0.16940479,0.2181982,"('unmotivated', 'motivated')",0.7782523,0.72120017,-1.1949629,-1.0248481,-0.0824353,-0.0284833,-0.053952
82,-0.1488097,-0.32828954,"('poor', 'rich')",-0.21972543,-0.3422946,6.599093,6.3171043,2.0768526,1.8821734,0.1946792
41,0.08884461,-0.17677507,"('unforgiving', 'forgiving')",-0.5357583,-0.53656554,-0.077071324,-0.1522565,-0.1746617,-0.2885324,0.1138707
57,0.04560529,-0.11443002,"('unimaginative', 'imaginative')",0.67496425,0.6980772,-2.812095,-2.637803,-0.6971751,-0.6847186,-0.0124565
68,0.044438697,0.037970424,"('dependent', 'independent')",0.0814691,-0.013884606,-0.5105998,-0.6122395,-0.1282307,-0.1960512,0.0678205
47,-0.040641464,-0.15545714,"('stupid', 'smart')",0.3615898,0.5089534,5.35251,5.267818,1.8911527,1.8737713,0.0173814
2,-0.039642476,0.24690327,"('unlikable', 'likable')",1.0060092,1.1086067,0.44327024,0.5965476,0.469879,0.6506859,-0.1808069
45,0.026952885,-0.11247515,"('incompetent', 'competent')",-0.5216365,-0.60266626,0.19337091,0.15687701,-0.1004376,-0.1860881,0.0856505
15,-0.011958048,0.010419391,"('boring', 'funny')",-0.19514316,-0.27150366,-0.24349897,-0.325999,-0.1502001,-0.1956944,0.0454943
88,0.0014857203,-0.15391004,"('low', 'eminent')",-0.32010987,-0.35914484,-0.20968416,-0.3161562,-0.1761028,-0.2764037,0.1003009
