,bristol_male,bristol_female,tuple,myers_male,myers_female,squibb_male,squibb_female,co_male,co_female,average_male,average_female,male-female
8,-1.3431913,-1.1583749,"('unaffectionate', 'affectionate')",-0.2046967,-0.1924083,-2.0233054,-2.0085933,0.3711384,0.12894444,-0.8000137,-0.807608,0.0075943
18,-1.2369409,-0.8146615,"('disagreeable', 'welcoming')",0.14316714,0.47177514,-1.1080858,-0.95329714,-1.1851312,-1.1892942,-0.8467476,-0.6213694,-0.2253782
28,-1.1739452,-1.2144245,"('disloyal', 'loyal')",-0.7378948,-0.7815468,-1.5915376,-1.5441232,0.9455125,0.79698604,-0.6394662,-0.6857771,0.0463109
46,1.1497585,0.5700414,"('uncompetitive', 'competitive')",-0.29518846,-0.36164922,-1.8752145,-1.8269646,0.139251,0.11509146,-0.2203484,-0.3758703,0.1555219
55,1.1327454,0.75194764,"('incompetent', 'clever')",-0.26266995,-0.4034654,-1.1044763,-1.1142422,0.97895366,0.9652395,0.1861382,0.0498699,0.1362683
47,1.117542,1.0761257,"('stupid', 'smart')",0.16999711,0.13965717,-0.16614181,-0.21454136,5.664874,5.625756,1.6965678,1.6567494,0.0398184
11,1.1022189,0.57750046,"('unhelpful', 'helpful')",0.53490674,0.2609951,-1.2015692,-1.2169797,2.6237888,2.3975303,0.7648363,0.5047615,0.2600748
3,-1.0714394,-0.94151384,"('repellent', 'pleasant')",-1.5721616,-1.4334484,-1.6424963,-1.508129,0.68736166,0.79497266,-0.899684,-0.7720297,-0.1276543
58,1.0586964,0.7675584,"('undiscriminating', 'discriminating')",-0.38001066,-0.3452288,-1.2691761,-1.4586419,-0.0073682256,-0.13540335,-0.1494647,-0.2929289,0.1434642
74,1.029237,0.7886141,"('undedicated', 'dedicated')",0.362877,0.34916288,-0.20144734,-0.14456886,0.31714973,0.36456186,0.3769541,0.3394425,0.0375116
80,1.0257179,0.75439566,"('dominated', 'dominating')",-0.6811796,-0.8387242,-0.23369837,-0.24282753,-0.5568281,-0.5769349,-0.111497,-0.2260227,0.1145257
45,1.02446,0.50713205,"('incompetent', 'competent')",-0.07864846,-0.32184803,-1.7359035,-1.7325215,0.31921566,0.14505208,-0.1177191,-0.3505464,0.2328273
23,0.9950039,0.58330435,"('insincere', 'sincere')",0.2875861,0.29247308,-1.5525097,-1.5520087,6.6882305,6.51505,1.6045777,1.4597046,0.1448731
73,0.98109096,1.3089217,"('helpless', 'self-reliant')",0.33990642,0.52158326,0.47229546,0.4924547,-3.8057497,-3.7687733,-0.5031142,-0.3614534,-0.1416608
54,-0.9368101,-0.7062083,"('incapable', 'capable')",0.17511602,0.38335,-0.8613742,-0.76026934,0.8025511,0.69983876,-0.2051293,-0.0958222,-0.1093071
65,0.9127415,0.6360422,"('insecure', 'secure')",-0.693565,-0.8192513,-0.9915065,-0.985861,0.9256139,0.7867712,0.038321,-0.0955747,0.1338957
69,-0.87369394,-0.10560474,"('lazy', 'industrious')",1.142475,1.582622,1.5592308,1.9953595,-1.7314075,-1.3488928,0.0241511,0.530871,-0.5067199
19,-0.8729014,-0.6899487,"('inhospitable', 'hospitable')",-0.33863813,-0.19099757,0.10368064,0.109313324,-0.4866075,-0.4460287,-0.3986166,-0.3044154,-0.0942012
39,0.82768023,1.1640873,"('exploitative', 'cooperative')",0.42296556,0.7044112,0.29650787,0.47465318,0.32009575,0.5769321,0.4668123,0.730021,-0.2632087
52,-0.81386817,-0.27615088,"('irrational', 'rational')",0.30851308,0.5841897,-0.6983697,-0.6436268,-1.0303402,-0.9601914,-0.5585163,-0.3239449,-0.2345714
63,0.80264765,0.27664408,"('unperceptive', 'insightful')",-0.32651627,-0.46215698,-1.2907705,-1.348667,1.2448252,0.9360051,0.1075465,-0.1495437,0.2570902
83,0.7425257,0.72686374,"('powerless', 'powerful')",0.17187482,0.2762313,-0.4157202,-0.43767032,-1.0905712,-0.96382505,-0.1479727,-0.0996001,-0.0483726
27,-0.7308525,-0.72543585,"('hardhearted', 'softhearted')",0.4999189,0.3217242,0.20458113,0.06152433,0.78394276,0.64641154,0.1893976,0.0760561,0.1133415
85,-0.7226502,0.015961578,"('insignificant', 'prestigious')",0.9358371,1.5146147,0.100045405,0.3890338,-1.3729664,-1.3409748,-0.2649335,0.1446588,-0.4095923
77,-0.6921709,-0.57839704,"('unmotivated', 'motivated')",0.07112712,0.25481117,-1.2947012,-1.1487716,-0.6251707,-0.49381316,-0.6352289,-0.4915427,-0.1436862
32,0.69005626,0.5348926,"('unkind', 'kind')",0.035982836,0.026201263,-0.9696965,-0.78293836,1.146125,1.0316309,0.2256169,0.2024466,0.0231703
17,-0.6792624,-0.5315534,"('nasty', 'nice')",0.13690287,0.2203972,0.17144516,0.11718332,-0.67529994,-0.6703537,-0.2615536,-0.2160816,-0.045472
44,-0.6460642,-0.23855579,"('prejudiced', 'unprejudiced')",-0.6239994,-0.4523657,1.1204903,1.2799845,-1.7427297,-1.6060882,-0.4730757,-0.2542563,-0.2188194
33,-0.6374408,-0.20554252,"('wrong', 'right')",0.050117925,0.3836351,0.7048499,0.899755,-1.1427922,-1.032142,-0.2563163,0.0114264,-0.2677427
22,0.63553745,0.45110935,"('untrustworthy', 'trustworthy')",-0.4662447,-0.5842347,-0.90713876,-0.82609,-0.31911987,-0.37668964,-0.2642415,-0.3339762,0.0697347
40,-0.53275543,-0.41242883,"('stingy', 'generous')",-0.39887464,-0.18769953,-1.2505386,-1.1979059,-2.512226,-2.8752391,-1.1735988,-1.1683183,-0.0052805
43,0.526928,0.3003264,"('irresponsible', 'responsible')",-0.3955125,-0.39081886,-2.0640912,-2.0361433,1.3904027,1.2208289,-0.1355683,-0.2264517,0.0908834
81,0.52625406,0.15115991,"('submissive', 'aggressive')",-0.015816286,-0.2047584,-1.0052484,-1.1065478,0.13536122,-0.21337202,-0.0898624,-0.3433796,0.2535172
30,0.5208521,0.40628576,"('intolerant', 'tolerant')",-0.24222758,-0.16343087,-1.1208783,-1.1663972,0.5341826,0.42709583,-0.0770178,-0.1241116,0.0470938
72,0.5058284,0.22089015,"('unambitious', 'ambitious')",-0.7584452,-0.7898946,-2.0387897,-2.0610294,-0.18179247,-0.4806628,-0.6182998,-0.7776742,0.1593744
64,0.49386108,0.7020968,"('shy', 'confident')",-0.38878936,-0.09863131,-0.98161554,-0.8313565,-6.4363894,-6.4335895,-1.8282334,-1.6653701,-0.1628633
67,0.48214084,0.5432209,"('doubtful', 'determined')",-0.36732608,-0.34155408,0.25745034,0.18278569,-0.4312026,-0.466876,-0.0147344,-0.0206059,0.0058715
21,0.4132144,0.62927854,"('immoral', 'moral')",-0.19514658,0.033990346,-1.1861873,-1.0234144,-0.20273061,-0.10837042,-0.2927125,-0.117129,-0.1755835
48,-0.4095395,-0.8285086,"('unintelligent', 'intelligent')",-0.33476448,-0.5985267,-2.0375195,-2.246662,0.5265579,0.3161934,-0.5638164,-0.839376,0.2755596
13,0.4069202,0.13403301,"('impolite', 'polite')",-0.3657204,-0.4200284,-0.9455794,-0.98807424,0.33939904,0.18906747,-0.1412451,-0.2712505,0.1300054
12,0.4061491,0.26803893,"('unsupportive', 'supportive')",0.8558581,0.94257665,-2.0046637,-1.9030942,-1.7226912,-1.8598454,-0.6163369,-0.638081,0.0217441
57,0.3956025,-0.10828886,"('unimaginative', 'imaginative')",-0.9868714,-0.9760906,-1.6631614,-1.7659047,-2.7404268,-2.9905367,-1.2487142,-1.4602052,0.211491
61,-0.38731018,-0.32667497,"('illogical', 'logical')",-0.4531871,-0.32212806,-1.2803607,-1.2585202,0.022811484,0.041823253,-0.5245116,-0.466375,-0.0581366
7,0.37787914,0.4116292,"('insensitive', 'sensitive')",-0.16439934,0.080501124,-2.0583785,-1.8613416,0.64321804,0.5139898,-0.3004202,-0.2138053,-0.0866149
66,-0.35004067,0.088581726,"('inactive', 'active')",-0.8045684,-0.4835323,0.5108467,0.5870692,0.036698062,0.25073975,-0.1517661,0.1107146,-0.2624807
82,0.34218636,-0.11670139,"('poor', 'rich')",-1.1213162,-1.1946484,-0.72303265,-0.58314997,6.804608,6.52719,1.3256114,1.1581726,0.1674388
71,0.32478586,0.31572515,"('diffident', 'self-confident')",1.6266313,1.6429288,0.69853914,0.8432657,0.32086274,0.4648949,0.7427047,0.8167037,-0.073999
59,-0.31675586,0.019472148,"('foolish', 'wise')",0.34784615,0.6479001,0.732419,0.9458665,-0.48869824,-0.51040673,0.0687028,0.275708,-0.2070052
16,-0.29723543,-0.01793331,"('unpopular', 'popular')",0.27701572,0.602566,0.45666045,0.67069036,-0.21397641,-0.17084548,0.0556161,0.2711194,-0.2155033
76,0.29460388,0.031608645,"('anxious', 'daring')",-0.43575326,-0.40641144,-0.14613883,-0.24104737,0.81267905,0.6387138,0.1313477,0.0057159,0.1256318
14,0.26285684,0.036507405,"('antisocial', 'social')",-0.4177247,-0.37758437,-1.8883557,-1.772322,-0.055593967,-0.093842,-0.5247044,-0.5518103,0.0271059
68,-0.261548,-0.17790803,"('dependent', 'independent')",-0.6960652,-0.6100741,0.15469643,0.14978074,-1.0200233,-1.1009129,-0.455735,-0.4347786,-0.0209564
41,0.20766999,0.13845964,"('unforgiving', 'forgiving')",0.037787907,0.19838133,-2.111265,-2.143329,-0.28105116,-0.43016008,-0.5367146,-0.559162,0.0224474
26,-0.2066605,-0.18626417,"('hardhearted', 'benevolent')",0.40269166,0.46185118,-0.6392388,-0.6140995,0.9333785,1.0154824,0.1225427,0.1692425,-0.0466998
70,0.19013108,-0.20169616,"('lethargic', 'energetic')",-1.0379893,-1.1359552,-0.6905502,-0.7849158,1.322129,0.9685905,-0.0540698,-0.2884942,0.2344244
15,0.17632678,0.11521354,"('boring', 'funny')",1.1530557,0.91137636,1.8749223,1.5743613,0.6961337,0.40464503,0.9751096,0.751399,0.2237106
84,0.17509405,0.12763165,"('inferior', 'superior')",0.43164846,0.4071116,0.45218623,0.42772934,0.6934312,0.8063035,0.43809,0.442194,-0.004104
50,-0.16650607,-0.019533413,"('clumsy', 'skillful')",-0.05442591,0.14293487,0.17729278,0.39448807,0.042919323,0.031581707,-0.00018,0.1373678,-0.1375478
9,-0.16444421,-0.05708234,"('unaffectionate', 'caring')",0.59980524,0.6840401,-1.5493007,-1.4551076,1.0958878,0.9561673,-0.004513,0.0320044,-0.0365174
1,-0.16372001,-0.39087412,"('unfriendly', 'friendly')",1.1728299,1.1749955,-1.0170069,-1.0457909,1.4492868,1.1554871,0.3603474,0.2234544,0.136893
34,-0.16176337,0.03779798,"('mean', 'honorable')",0.27678788,0.30417946,-0.42403117,-0.41287944,5.442158,5.5419683,1.2832879,1.3677666,-0.0844787
20,-0.15948816,-0.19205664,"('rough', 'thoughtful')",0.40689883,0.35630703,-0.27256122,-0.34003532,0.7597808,0.7291742,0.1836576,0.1383473,0.0453103
49,0.1477833,0.08487941,"('unable', 'able')",0.598035,0.5504173,-0.18711202,-0.21306257,-0.28308505,-0.19315052,0.0689053,0.0572709,0.0116344
10,-0.14678518,-0.3449042,"('unsympathetic', 'sympathetic')",-0.8589601,-0.7642484,-2.8512566,-2.802351,0.524558,0.40528607,-0.8331109,-0.8765544,0.0434435
37,-0.14581963,0.013022067,"('fake', 'genuine')",0.1159831,0.23941632,-0.6330136,-0.62790495,0.1792072,-0.049714506,-0.1209107,-0.1062953,-0.0146154
0,0.14388743,-0.40673438,"('unsociable', 'sociable')",-0.19837467,-0.31785512,-1.9270786,-1.9882729,0.3434984,0.17712939,-0.4095169,-0.6339333,0.2244164
2,0.13739268,0.6135239,"('unlikable', 'likable')",-0.06888038,0.36673814,-1.1624333,-0.92283005,0.17047913,0.20255399,-0.2308605,0.0649965,-0.295857
38,0.12426746,0.12631878,"('untruthful', 'truthful')",0.08239877,0.13265857,-1.1522628,-1.0839156,-0.18625781,-0.41061857,-0.2829636,-0.3088892,0.0259256
88,0.11949189,0.04859117,"('low', 'eminent')",-0.12309973,-0.17257121,-0.4365138,-0.32083443,-0.07390654,-0.2852565,-0.128507,-0.1825177,0.0540107
24,0.11427245,0.28169978,"('dishonest', 'honest')",-0.6010839,-0.39788553,-1.3493764,-1.3234417,0.995904,0.7191835,-0.210071,-0.180111,-0.02996
42,-0.10792288,0.07740566,"('unreliable', 'reliable')",-0.4118685,-0.24452455,-0.04077346,0.004999563,-2.5911105,-2.7110236,-0.7879188,-0.7182857,-0.0696331
86,-0.098955594,-0.42218104,"('uninfluential', 'influential')",-0.5672206,-0.6472858,-2.3824313,-2.2775953,-0.22712284,-0.36917144,-0.8189325,-0.9290584,0.1101259
4,0.09623784,0.049696572,"('disliked', 'liked')",-0.14542614,-0.11671165,0.28801796,0.1817505,-7.7786374,-7.998322,-1.8849519,-1.9708966,0.0859447
29,-0.044440992,0.11437204,"('unfair', 'fair')",-0.071703166,-0.06353636,0.19140384,0.10713057,-0.8321716,-0.911379,-0.189228,-0.1883532,-0.0008748
78,-0.035813212,-0.37510905,"('nonresilient', 'resilient')",0.8566931,0.8332094,-0.016563613,0.058366187,0.77814466,0.7655925,0.3956152,0.3205148,0.0751004
53,0.022734445,-0.10232763,"('uncreative', 'creative')",-0.60266984,-0.35186014,-0.905961,-0.842277,0.9979485,0.95898414,-0.121987,-0.0843701,-0.0376169
75,-0.008455787,0.20073691,"('meek', 'impulsive')",-0.09279979,-0.037443087,0.7198767,0.62315446,-0.8490356,-1.039927,-0.0576036,-0.0633697,0.0057661
