,yum_male,yum_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
86,-1.6985615,-1.6435251,"('uninfluential', 'influential')",-0.16250026,0.012824435,0.0566918,-0.015967857,-0.6014567,-0.5488895,-0.0525672
10,-1.6305732,-1.3599826,"('unsympathetic', 'sympathetic')",-0.07809505,0.18312563,-0.56123793,-0.45655736,-0.7566353,-0.5444715,-0.2121638
73,1.5801969,1.6215874,"('helpless', 'self-reliant')",1.2057933,1.1598859,-2.6281745,-2.7182074,0.0526052,0.0210886,0.0315166
66,-1.3686062,-1.3922405,"('inactive', 'active')",-0.7456876,-0.84570795,0.6920139,0.62980276,-0.4740933,-0.5360486,0.0619553
57,-1.3074505,-1.2067531,"('unimaginative', 'imaginative')",-0.57235533,-0.44921997,-2.0845878,-2.0556576,-1.3214645,-1.2372103,-0.0842542
53,-1.2872306,-1.1927835,"('uncreative', 'creative')",0.5192902,0.6953925,0.85279447,0.8941577,0.0282847,0.1322556,-0.1039709
3,-1.2837104,-1.148848,"('repellent', 'pleasant')",-0.66932756,-0.44070354,0.0050962325,-0.0063531585,-0.6493139,-0.5319682,-0.1173457
40,-1.229535,-1.1827416,"('stingy', 'generous')",-0.70134187,-0.64580226,-1.501442,-1.4497935,-1.1441062,-1.0927792,-0.051327
50,1.0720718,1.1236043,"('clumsy', 'skillful')",0.022581004,0.114885926,0.38007322,0.33803326,0.4915753,0.5255078,-0.0339325
9,-1.0630943,-1.1258762,"('unaffectionate', 'caring')",0.39911145,0.3593543,1.0883152,1.0028025,0.1414441,0.0787602,0.0626839
48,-1.0396475,-0.98967534,"('unintelligent', 'intelligent')",-0.66170263,-0.6505865,0.27711007,0.33246365,-0.4747467,-0.4359328,-0.0388139
88,-1.0297128,-1.0824417,"('low', 'eminent')",0.11776266,0.20345116,0.012052281,0.06261018,-0.2999659,-0.2721268,-0.0278391
46,-1.003596,-0.8799587,"('uncompetitive', 'competitive')",1.376514,1.6768314,-0.28653133,-0.152878,0.0287956,0.2146649,-0.1858693
8,-1.0018933,-1.279225,"('unaffectionate', 'affectionate')",-0.2649213,-0.43315953,0.747524,0.58209985,-0.1730969,-0.3767615,0.2036646
81,-0.9990792,-0.74745494,"('submissive', 'aggressive')",-0.06389938,0.11923792,-0.95493793,-0.88213587,-0.6726389,-0.5034509,-0.169188
15,0.98397565,0.9187886,"('boring', 'funny')",0.34179518,0.2567085,0.52598804,0.4835974,0.617253,0.5530315,0.0642215
6,-0.9625456,-0.97118634,"('distant', 'open')",-0.8247341,-0.8572624,0.271502,0.27211753,-0.5052592,-0.5187771,0.0135179
77,-0.9565377,-0.65953517,"('unmotivated', 'motivated')",0.086381994,0.41419286,-1.296139,-1.1103863,-0.7220983,-0.4519095,-0.2701888
59,0.95374686,1.122069,"('foolish', 'wise')",-0.32796288,-0.26599193,0.14578936,0.22441198,0.2571911,0.360163,-0.1029719
72,-0.94924194,-0.9405641,"('unambitious', 'ambitious')",-0.9652506,-0.8540512,-0.8894722,-1.0301418,-0.934655,-0.9415857,0.0069307
0,-0.91068965,-0.71670693,"('unsociable', 'sociable')",0.9088143,0.9771558,-0.43029785,-0.3297412,-0.1440577,-0.0230974,-0.1209603
42,0.9039634,1.1520722,"('unreliable', 'reliable')",0.6445561,0.74926406,-2.4693038,-2.3935893,-0.3069281,-0.1640844,-0.1428437
14,-0.8971985,-0.73963785,"('antisocial', 'social')",0.5863967,0.6578222,-0.71371025,-0.66160583,-0.341504,-0.2478072,-0.0936968
1,-0.86266625,-0.9295973,"('unfriendly', 'friendly')",0.583957,0.5223672,1.7239137,1.6042237,0.4817348,0.3989979,0.0827369
82,-0.85741466,-1.0337237,"('poor', 'rich')",0.38678566,0.2710212,6.007719,5.7165427,1.8456966,1.6512801,0.1944165
56,0.8282279,0.88082325,"('impractical', 'practical')",1.664417,1.6568437,-0.02011436,-0.04230871,0.8241768,0.831786,-0.0076092
33,0.80508435,0.90993434,"('wrong', 'right')",0.47253865,0.46971688,-0.40098518,-0.4041774,0.2922126,0.3251579,-0.0329453
28,-0.76964337,-0.6521305,"('disloyal', 'loyal')",-0.352442,-0.20458964,0.9197355,0.85098034,-0.0674499,-0.0019132,-0.0655367
83,-0.7649746,-0.6094871,"('powerless', 'powerful')",0.31517357,0.48430505,-0.85847783,-0.7436553,-0.4360929,-0.2896125,-0.1464804
