,yum_male,yum_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
64,-0.738372,-0.36437285,"('shy', 'confident')",-0.39316875,-0.12505557,-6.229221,-5.8302135,-2.4535872,-2.1065474,-0.3470398
34,-0.7173905,-0.71640956,"('mean', 'honorable')",0.025547847,-0.038663663,6.0649343,5.9002414,1.7910306,1.7150561,0.0759745
26,-0.70516384,-0.9173814,"('hardhearted', 'benevolent')",0.880364,0.6940553,1.6471117,1.6405474,0.6074373,0.4724071,0.1350302
11,-0.687793,-0.5660216,"('unhelpful', 'helpful')",0.37118596,0.52237606,1.8791442,1.9520452,0.5208457,0.6361332,-0.1152875
31,-0.6601158,-0.66139185,"('evil', 'good')",-1.6480277,-1.7676803,-1.0185735,-1.0876759,-1.1089056,-1.1722493,0.0633437
78,-0.6530414,-0.65580636,"('nonresilient', 'resilient')",0.9192927,0.9750807,0.39088926,0.45399296,0.2190468,0.2577558,-0.038709
7,-0.6296873,-0.42096817,"('insensitive', 'sensitive')",0.42021632,0.6770795,0.88756144,0.8835614,0.2260302,0.3798909,-0.1538607
39,0.6271448,0.70523417,"('exploitative', 'cooperative')",1.4269227,1.5085664,0.4149972,0.5679347,0.8230216,0.9272451,-0.1042235
58,-0.6230531,-0.6848995,"('undiscriminating', 'discriminating')",0.35670134,0.40935352,0.11218019,0.065970145,-0.0513905,-0.0698586,0.0184681
51,-0.61926925,-0.5195657,"('uneducated', 'educated')",-0.37168646,-0.14542021,0.5002935,0.5467677,-0.1635541,-0.0394061,-0.124148
69,0.55829823,0.61371934,"('lazy', 'industrious')",0.20073046,0.056292627,-0.7274373,-0.61663556,0.0105305,0.0177921,-0.0072616
21,-0.5576348,-0.35170153,"('immoral', 'moral')",0.37012905,0.7444967,-0.8713872,-0.6873295,-0.3529643,-0.0981781,-0.2547862
70,-0.5399945,-0.4907173,"('lethargic', 'energetic')",0.47611085,0.60440433,1.0907686,1.0029324,0.342295,0.3722065,-0.0299115
47,-0.525789,-0.43952066,"('stupid', 'smart')",0.87937194,0.99427587,5.061429,4.9255767,1.805004,1.8267773,-0.0217733
17,0.5209814,0.58563197,"('nasty', 'nice')",-0.8654246,-0.800223,-0.7658522,-0.7312165,-0.3700985,-0.3152692,-0.0548293
36,-0.51784897,-0.54135746,"('hostile', 'amicable')",-1.679357,-1.7746394,-0.12834544,-0.08800041,-0.7751838,-0.8013324,0.0261486
68,-0.47853008,-0.43774164,"('dependent', 'independent')",-0.7106263,-0.63333064,-0.4501604,-0.45355582,-0.5464389,-0.5082094,-0.0382295
65,-0.45950592,-0.32597476,"('insecure', 'secure')",0.3384543,0.43125382,-0.1952562,-0.20001909,-0.1054359,-0.03158,-0.0738559
25,-0.4520169,-0.49376032,"('egoistic', 'altruistic')",-0.44547784,-0.34167805,1.2984589,1.2916749,0.1336547,0.1520788,-0.0184241
12,-0.44387794,-0.42126232,"('unsupportive', 'supportive')",0.6796028,0.81002367,-1.3692365,-1.2481883,-0.3778372,-0.2864756,-0.0913616
61,-0.43797678,-0.27199602,"('illogical', 'logical')",-0.29598147,-0.16412127,-0.053213675,0.010679353,-0.2623906,-0.1418126,-0.120578
38,-0.42054784,-0.4504689,"('untruthful', 'truthful')",-0.50852007,-0.48546842,-0.07809293,-0.03810551,-0.3357203,-0.3246809,-0.0110394
5,-0.40970665,-0.43530083,"('distant', 'outgoing')",-0.1870431,-0.2941563,-0.13339566,-0.16111295,-0.2433818,-0.2968567,0.0534749
44,0.40743676,0.3300378,"('prejudiced', 'unprejudiced')",0.21178536,0.035969775,-1.1691357,-1.1690919,-0.1833045,-0.2676948,0.0843903
4,0.4022692,0.39167958,"('disliked', 'liked')",-0.23778112,-0.349458,-6.084365,-5.9692855,-1.9732922,-1.975688,0.0023958
67,0.39279523,0.64151114,"('doubtful', 'determined')",-0.12407927,-0.040809013,-0.54883295,-0.5073898,-0.0933723,0.0311041,-0.1244764
45,-0.3704107,-0.3293857,"('incompetent', 'competent')",0.34952277,0.40023962,-0.1936255,-0.293671,-0.0715045,-0.0742724,0.0027679
74,0.3614036,0.2847046,"('undedicated', 'dedicated')",0.5443187,0.7566756,0.22170871,0.29869848,0.3758103,0.4466929,-0.0708826
52,-0.35459435,-0.31670454,"('irrational', 'rational')",-1.1805482,-1.1671066,-0.287414,-0.32254472,-0.6075188,-0.6021186,-0.0054002
2,0.3536997,0.33420658,"('unlikable', 'likable')",0.17818175,0.33611342,0.3838317,0.4574833,0.3052377,0.3759344,-0.0706967
55,0.34814543,0.43641722,"('incompetent', 'clever')",0.559946,0.85733426,0.049576603,0.17394319,0.3192227,0.4892315,-0.1700088
18,-0.30755985,-0.28323528,"('disagreeable', 'welcoming')",-0.90003127,-0.7115387,-0.434532,-0.21461059,-0.5473743,-0.4031282,-0.1442461
60,-0.28872326,-0.027952593,"('inefficient', 'efficient')",1.6952716,2.005045,0.16688426,0.30701426,0.5244776,0.7613689,-0.2368913
30,0.28610057,0.5638556,"('intolerant', 'tolerant')",1.2731484,1.55484,1.0102111,1.189272,0.8564866,1.1026559,-0.2461693
76,0.28297332,0.37327105,"('anxious', 'daring')",0.8634503,1.0673136,0.46659192,0.4827392,0.5376718,0.641108,-0.1034362
87,0.27022836,0.26347727,"('unsuccessful', 'successful')",1.844028,1.770064,0.88546216,0.779279,0.9999062,0.9376067,0.0622995
62,0.26227808,0.2988717,"('incompetent', 'brilliant')",1.03051,1.1668369,0.16130887,0.12644352,0.484699,0.5307173,-0.0460183
19,-0.25972974,-0.24864216,"('inhospitable', 'hospitable')",-0.50548697,-0.4329166,0.056567222,0.06927973,-0.2362165,-0.204093,-0.0321235
80,-0.25330102,-0.13885729,"('dominated', 'dominating')",0.6313231,0.75347435,-1.2566065,-1.2655455,-0.2928615,-0.2169761,-0.0758854
79,-0.23213553,-0.32690337,"('wavering', 'unwavering')",-1.2751896,-1.4545724,-0.13091263,-0.2911594,-0.5460793,-0.6908784,0.1447991
13,0.22398329,0.2530058,"('impolite', 'polite')",1.0986856,1.2134143,0.04556655,0.12013564,0.4560785,0.5288519,-0.0727734
71,0.22346584,0.31379664,"('diffident', 'self-confident')",2.433218,2.4795408,0.7065676,0.6195697,1.1210838,1.1376357,-0.0165519
32,-0.2163292,-0.20782767,"('unkind', 'kind')",0.86920357,0.88701665,0.9098619,0.8865341,0.5209121,0.5219077,-0.0009956
16,-0.21409142,-0.32394293,"('unpopular', 'popular')",-0.73701566,-0.76306653,0.34200388,0.22384742,-0.2030344,-0.2877207,0.0846863
35,0.20536107,0.1499129,"('corrupt', 'incorrupt')",-2.0995069,-2.1703384,-0.6764686,-0.65736914,-0.8568714,-0.8925982,0.0357268
23,-0.19463363,-0.07033099,"('insincere', 'sincere')",0.9766822,1.1157323,5.6757135,5.4611425,2.1525874,2.168848,-0.0162606
37,-0.16871063,-0.18256351,"('fake', 'genuine')",-0.17720293,-0.118867554,0.42705098,0.33775762,0.0270458,0.0121089,0.0149369
27,0.15590003,0.09812489,"('hardhearted', 'softhearted')",0.33386856,0.35661605,1.06532,1.0458392,0.5183629,0.5001934,0.0181695
24,-0.14200246,-0.03284717,"('dishonest', 'honest')",-0.546975,-0.35809916,0.52581835,0.4951893,-0.0543864,0.0347477,-0.0891341
41,-0.13443321,0.0053430144,"('unforgiving', 'forgiving')",-0.6638016,-0.4416382,-0.025244754,0.25061557,-0.2744932,-0.0618932,-0.2126
54,-0.116203055,-0.2087039,"('incapable', 'capable')",0.77310205,0.7599497,1.2323698,1.1691557,0.6297563,0.5734672,0.0562891
84,0.10907343,0.19246499,"('inferior', 'superior')",0.28733745,0.26692498,0.8017103,0.9140672,0.3993737,0.4578191,-0.0584454
63,-0.10655548,-0.038338143,"('unperceptive', 'insightful')",0.6791454,0.7810774,1.3075185,1.3389915,0.6267028,0.6939103,-0.0672075
22,-0.07200774,-0.06475152,"('untrustworthy', 'trustworthy')",0.3080598,0.4022018,-0.6766284,-0.67407453,-0.1468588,-0.1122081,-0.0346507
43,0.07090664,0.17551664,"('irresponsible', 'responsible')",1.3157681,1.4681698,0.7457737,0.7889561,0.7108161,0.8108808,-0.1000647
49,-0.048222348,-0.098912835,"('unable', 'able')",0.34005323,0.3404272,-0.14880233,-0.18203366,0.0476762,0.0198269,0.0278493
29,0.013961578,0.055728182,"('unfair', 'fair')",-0.8992062,-1.0860981,-0.4057544,-0.53274155,-0.430333,-0.5210371,0.0907041
85,0.012145281,-0.19428107,"('insignificant', 'prestigious')",-0.13983777,-0.21199647,0.5230288,0.5603768,0.1317788,0.0513664,0.0804124
75,0.010984972,-0.14974135,"('meek', 'impulsive')",-1.2430493,-1.4211388,-0.5924462,-0.7113621,-0.6081702,-0.7607474,0.1525772
20,0.0007109642,-0.063157916,"('rough', 'thoughtful')",0.3153389,0.433223,0.8592577,1.0419712,0.3917692,0.4706788,-0.0789096
