,northern_male,northern_female,tuple,trust_male,trust_female,corp_male,corp_female,average_male,average_female,male-female
36,-3.2036846,-2.4082625,"('hostile', 'amicable')",-1.4942311,-1.484554,-1.5227255,-0.9114003,-2.073547,-1.6014056,-0.4721414
31,-2.0818908,-1.5603918,"('evil', 'good')",-1.5314285,-1.4419569,-1.7466741,-1.1070297,-1.7866645,-1.3697928,-0.4168717
6,-2.0510495,-1.3982879,"('distant', 'open')",-0.89492726,-0.74440014,-1.2673001,-0.31215298,-1.4044256,-0.8182804,-0.5861452
5,-1.9239479,-1.3943338,"('distant', 'outgoing')",-0.6819447,-0.71342486,-1.1030356,-0.235171,-1.2363094,-0.7809766,-0.4553328
35,-1.8050901,-1.1870921,"('corrupt', 'incorrupt')",-2.2012627,-1.9018697,-1.647666,-0.9117031,-1.884673,-1.3335549,-0.5511181
65,1.732053,1.1749289,"('insecure', 'secure')",1.7420667,1.6017234,0.8518308,0.26721933,1.4419835,1.0146239,0.4273596
12,1.6657168,1.6517016,"('unsupportive', 'supportive')",1.2959443,1.3246759,-1.6423335,-1.5376112,0.4397759,0.4795887,-0.0398128
80,1.6635095,0.7670592,"('dominated', 'dominating')",0.75963956,0.48048073,0.1850715,-0.40370896,0.8694069,0.281277,0.5881299
56,1.6525979,1.1129326,"('impractical', 'practical')",1.8226534,1.5684054,0.20785531,-0.2948776,1.2277021,0.7954868,0.4322153
85,-1.6170571,-0.8589057,"('insignificant', 'prestigious')",-1.3866802,-1.4649665,-1.5012107,-0.6790158,-1.5016494,-1.0009627,-0.5006867
4,-1.5805472,-1.3209505,"('disliked', 'liked')",-0.46465468,-0.4904194,-7.4611225,-7.278125,-3.1687749,-3.0298316,-0.1389433
14,1.5749596,1.1518996,"('antisocial', 'social')",2.2797704,2.1979609,0.51758385,-0.14995345,1.457438,1.0666357,0.3908023
19,-1.5334554,-1.2439427,"('inhospitable', 'hospitable')",-1.3095316,-1.1856583,-0.9690468,-0.370252,-1.270678,-0.9332844,-0.3373936
69,-1.5315511,-1.3740531,"('lazy', 'industrious')",-0.44145972,-0.1879351,-1.8154347,-1.0473857,-1.2628152,-0.8697913,-0.3930239
77,-1.4399127,-1.6589565,"('unmotivated', 'motivated')",0.6651366,0.38811743,-1.1138484,-1.3996373,-0.6295415,-0.8901588,0.2606173
16,-1.4318949,-1.1054366,"('unpopular', 'popular')",-1.1829613,-1.1043408,-0.2270904,-0.14707232,-0.9473155,-0.7856166,-0.1616989
76,1.3102564,0.71366274,"('anxious', 'daring')",1.1311859,0.95551956,0.37647822,-0.25012395,0.9393068,0.4730194,0.4662874
46,1.2541213,0.8410147,"('uncompetitive', 'competitive')",0.9604284,0.7018075,-0.22703966,-0.8049209,0.6625034,0.2459671,0.4165363
62,1.2469014,0.7786222,"('incompetent', 'brilliant')",1.3995684,1.1957507,1.1914387,0.81982297,1.2793028,0.9313986,0.3479042
55,1.2206057,0.8319909,"('incompetent', 'clever')",0.3336675,0.357718,1.0729119,0.30003938,0.8757284,0.4965828,0.3791456
60,1.1562945,0.49296162,"('inefficient', 'efficient')",1.5313915,1.3980879,0.9271479,0.15086144,1.2049446,0.680637,0.5243076
1,-1.1363006,-0.62007046,"('unfriendly', 'friendly')",-0.5277437,-0.4635885,1.0070353,1.5896599,-0.219003,0.168667,-0.38767
81,1.1312025,0.3086405,"('submissive', 'aggressive')",1.451649,1.1623876,0.20636871,-0.60907364,0.92974,0.2873182,0.6424218
7,1.1100101,1.0507191,"('insensitive', 'sensitive')",1.3067238,1.4773211,1.2164451,1.1477231,1.2110597,1.2252545,-0.0141948
70,1.1072849,0.8232198,"('lethargic', 'energetic')",0.5930738,0.7361063,0.86862975,0.49666747,0.8563294,0.6853312,0.1709982
10,1.0525248,0.953124,"('unsympathetic', 'sympathetic')",0.060433675,0.19168721,0.28817764,-0.14999965,0.4670453,0.3316038,0.1354415
23,1.030122,0.57089067,"('insincere', 'sincere')",2.316851,2.0141485,7.1760488,6.6830525,3.5076739,3.0893637,0.4183102
49,-1.028665,-1.039928,"('unable', 'able')",0.0027587637,-0.20092013,0.018561885,-0.08797768,-0.3357815,-0.4429419,0.1071604
39,1.00821,0.8466579,"('exploitative', 'cooperative')",1.0654219,1.1344974,0.2718586,0.12646574,0.7818302,0.7025403,0.0792899
53,-1.0055314,-0.52588993,"('uncreative', 'creative')",-0.9621179,-0.7257165,0.22465912,0.39317667,-0.5809968,-0.2861433,-0.2948535
78,-0.9681578,-0.85870564,"('nonresilient', 'resilient')",1.2870114,1.0276308,0.1422729,0.057667624,0.1537088,0.0755309,0.0781779
54,-0.96529984,-0.65787727,"('incapable', 'capable')",-0.23520538,-0.28007123,0.4938233,0.80125874,-0.2355607,-0.0455632,-0.1899975
11,0.95992005,0.24903893,"('unhelpful', 'helpful')",1.4226066,0.9677189,2.904406,2.3789532,1.762311,1.1985703,0.5637407
52,-0.9580022,-0.72519404,"('irrational', 'rational')",-0.9023471,-0.9158256,-0.62195057,-0.1683149,-0.8274333,-0.6031115,-0.2243218
21,0.88771,0.30558223,"('immoral', 'moral')",1.511381,1.2259357,0.17861138,-0.51041937,0.8592341,0.3403662,0.5188679
