,sunedison_male,sunedison_female,tuple,inc_male,inc_female,average_male,average_female,male-female
63,-1.0231746,-0.76416695,"('unperceptive', 'insightful')",1.0411706,1.113324,0.008998,0.1745785,-0.1655805
61,-0.96231616,-1.0291673,"('illogical', 'logical')",-0.0032893843,-0.055209428,-0.4828028,-0.5421883,0.0593855
44,0.9490587,0.93887585,"('prejudiced', 'unprejudiced')",-1.0799707,-1.1557795,-0.065456,-0.1084518,0.0429958
60,0.92317563,1.0075886,"('inefficient', 'efficient')",0.093402684,0.029252265,0.5082892,0.5184205,-0.0101313
54,-0.90610933,-1.0041959,"('incapable', 'capable')",1.0013933,0.8927762,0.047642,-0.0557099,0.1033519
74,-0.87708545,-0.7872306,"('undedicated', 'dedicated')",0.13506809,0.14156353,-0.3710087,-0.3228335,-0.0481752
52,-0.87118715,-1.0185045,"('irrational', 'rational')",0.27576733,0.21883239,-0.2977099,-0.3998361,0.1021262
0,-0.86730695,-0.81971306,"('unsociable', 'sociable')",-0.26414382,-0.29003775,-0.5657254,-0.5548754,-0.01085
67,0.86271125,0.9627158,"('doubtful', 'determined')",-0.444785,-0.3827319,0.2089631,0.2899919,-0.0810288
30,0.8485401,0.9097643,"('intolerant', 'tolerant')",1.367371,1.366328,1.1079556,1.1380461,-0.0300905
72,-0.8449427,-0.84137785,"('unambitious', 'ambitious')",-1.0372308,-1.0227674,-0.9410868,-0.9320726,-0.0090142
45,-0.82659405,-0.7073379,"('incompetent', 'competent')",-0.10365935,-0.1552949,-0.4651267,-0.4313164,-0.0338103
27,-0.796308,-0.8605495,"('hardhearted', 'softhearted')",1.306077,1.2024482,0.2548845,0.1709494,0.0839351
4,-0.7938242,-0.71764606,"('disliked', 'liked')",-5.7702293,-5.643813,-3.2820268,-3.1807296,-0.1012972
79,-0.7797474,-0.82661384,"('wavering', 'unwavering')",-0.37642926,-0.42357102,-0.5780883,-0.6250924,0.0470041
39,0.76917076,0.802205,"('exploitative', 'cooperative')",0.20319206,0.17756154,0.4861814,0.4898833,-0.0037019
85,-0.7540199,-0.9199249,"('insignificant', 'prestigious')",0.8329878,0.75596553,0.0394839,-0.0819797,0.1214636
28,-0.7245498,-0.8351416,"('disloyal', 'loyal')",0.8228159,0.7408445,0.0491331,-0.0471486,0.0962817
25,-0.7095042,-0.9039253,"('egoistic', 'altruistic')",1.597407,1.5056355,0.4439514,0.3008551,0.1430963
11,-0.68799216,-0.5716851,"('unhelpful', 'helpful')",1.3629224,1.3742455,0.3374651,0.4012802,-0.0638151
16,-0.68248826,-0.71295744,"('unpopular', 'popular')",0.36734387,0.38051432,-0.1575722,-0.1662216,0.0086494
51,-0.6812361,-0.6169997,"('uneducated', 'educated')",0.31477743,0.33866456,-0.1832293,-0.1391676,-0.0440617
81,0.66218626,0.7565984,"('submissive', 'aggressive')",-0.49900043,-0.5056649,0.0815929,0.1254668,-0.0438739
73,0.6490434,0.7574624,"('helpless', 'self-reliant')",-2.429289,-2.3353343,-0.8901229,-0.788936,-0.1011869
84,0.6261376,0.5648029,"('inferior', 'superior')",1.3080556,1.2291704,0.9670966,0.8969867,0.0701099
46,-0.62530667,-0.4382846,"('uncompetitive', 'competitive')",-0.30526835,-0.28652698,-0.4652875,-0.3624058,-0.1028817
65,0.5961152,0.5654533,"('insecure', 'secure')",-0.4772668,-0.5802305,0.0594242,-0.0073886,0.0668128
35,-0.59375954,-0.6980756,"('corrupt', 'incorrupt')",-0.135094,-0.10112099,-0.3644268,-0.3995983,0.0351715
24,-0.58852905,-0.5581944,"('dishonest', 'honest')",0.28231567,0.26836812,-0.1531067,-0.1449131,-0.0081936
59,-0.58253086,-0.6290191,"('foolish', 'wise')",0.3949517,0.4212836,-0.0937896,-0.1038677,0.0100781
76,0.56353974,0.6156447,"('anxious', 'daring')",0.33835214,0.28845936,0.4509459,0.452052,-0.0011061
43,-0.5621347,-0.3582022,"('irresponsible', 'responsible')",0.4539649,0.43394512,-0.0540849,0.0378715,-0.0919564
41,-0.53652346,-0.45035532,"('unforgiving', 'forgiving')",-0.041052323,0.028610552,-0.2887879,-0.2108724,-0.0779155
29,-0.47819293,-0.49033037,"('unfair', 'fair')",-0.542467,-0.5381667,-0.51033,-0.5142485,0.0039185
17,-0.4672605,-0.5010876,"('nasty', 'nice')",-0.66244495,-0.7000362,-0.5648527,-0.6005619,0.0357092
87,-0.46262246,-0.4134861,"('unsuccessful', 'successful')",0.8026675,0.74218357,0.1700225,0.1643487,0.0056738
32,-0.45743316,-0.35518348,"('unkind', 'kind')",0.51468796,0.48560938,0.0286274,0.065213,-0.0365856
71,-0.44896758,-0.4759318,"('diffident', 'self-confident')",0.37666428,0.3439109,-0.0361516,-0.0660104,0.0298588
20,0.41840386,0.38010615,"('rough', 'thoughtful')",1.4016781,1.3105778,0.910041,0.8453419,0.0646991
7,-0.39384544,-0.3067448,"('insensitive', 'sensitive')",0.5612554,0.5383382,0.083705,0.1157967,-0.0320917
56,0.3906596,0.5980003,"('impractical', 'practical')",-0.3674863,-0.34825915,0.0115867,0.1248706,-0.1132839
75,-0.38204357,-0.30473217,"('meek', 'impulsive')",-0.4667783,-0.44951907,-0.4244109,-0.3771256,-0.0472853
40,-0.3759977,-0.35372412,"('stingy', 'generous')",-1.1820134,-1.1338121,-0.7790055,-0.7437681,-0.0352374
23,-0.34951252,-0.31646612,"('insincere', 'sincere')",4.8224354,4.6932526,2.2364614,2.1883931,0.0480683
80,-0.331699,-0.22893393,"('dominated', 'dominating')",-1.3692002,-1.346872,-0.8504496,-0.787903,-0.0625466
26,-0.3242103,-0.30846182,"('hardhearted', 'benevolent')",1.7592882,1.7848197,0.717539,0.738179,-0.02064
33,-0.32201067,-0.3464657,"('wrong', 'right')",-0.61213106,-0.5547867,-0.4670709,-0.4506262,-0.0164447
47,-0.32056254,-0.21965192,"('stupid', 'smart')",4.7624555,4.7498264,2.2209466,2.2650874,-0.0441408
18,-0.301109,-0.2639202,"('disagreeable', 'welcoming')",-0.44287178,-0.37887838,-0.3719904,-0.3213993,-0.0505911
14,0.29416502,0.39983338,"('antisocial', 'social')",-0.5912279,-0.5723478,-0.1485314,-0.0862572,-0.0622742
2,-0.28851599,-0.2421792,"('unlikable', 'likable')",0.32860485,0.3757886,0.0200444,0.0668047,-0.0467603
22,-0.2873224,-0.19829851,"('untrustworthy', 'trustworthy')",-0.9088123,-0.79942983,-0.5980673,-0.4988642,-0.0992031
62,-0.28433704,-0.13092065,"('incompetent', 'brilliant')",0.087596774,0.063601784,-0.0983701,-0.0336594,-0.0647107
42,0.28281584,0.46038622,"('unreliable', 'reliable')",-2.724613,-2.6202753,-1.2208985,-1.0799445,-0.140954
88,-0.22867873,-0.16732407,"('low', 'eminent')",0.3342799,0.288253,0.0528006,0.0604645,-0.0076639
50,0.22630437,0.27286875,"('clumsy', 'skillful')",0.49595165,0.47703338,0.361128,0.3749511,-0.0138231
48,0.18740821,0.14155692,"('unintelligent', 'intelligent')",0.8403546,0.78316885,0.5138814,0.4623629,0.0515185
21,0.17951183,0.21957931,"('immoral', 'moral')",-0.42261788,-0.49664485,-0.121553,-0.1385328,0.0169798
34,-0.16626531,-0.14127623,"('mean', 'honorable')",5.2811875,5.2101893,2.557461,2.5344565,0.0230045
64,0.16442461,0.16036284,"('shy', 'confident')",-5.888091,-5.7745094,-2.8618333,-2.8070734,-0.0547599
3,-0.16162473,-0.158981,"('repellent', 'pleasant')",0.15986249,0.06641933,-0.0008811,-0.0462808,0.0453997
13,-0.15827928,-0.023663947,"('impolite', 'polite')",-0.65258795,-0.6492429,-0.4054336,-0.3364534,-0.0689802
69,-0.14928406,-0.16518708,"('lazy', 'industrious')",-0.37634778,-0.3563984,-0.2628159,-0.2607927,-0.0020232
68,-0.12381795,-0.13553981,"('dependent', 'independent')",-0.4315874,-0.47614014,-0.2777027,-0.30584,0.0281373
83,-0.11036783,-0.09930631,"('powerless', 'powerful')",-1.0515743,-1.0134587,-0.5809711,-0.5563825,-0.0245886
49,-0.1034928,-0.18690878,"('unable', 'able')",-0.20613438,-0.32332277,-0.1548136,-0.2551158,0.1003022
15,-0.09174281,-0.11958388,"('boring', 'funny')",0.30884776,0.2947612,0.1085525,0.0875887,0.0209638
37,0.08600361,0.24561901,"('fake', 'genuine')",0.32796276,0.46094024,0.2069832,0.3532796,-0.1462964
55,-0.074915946,-0.028321702,"('incompetent', 'clever')",0.37444013,0.24929664,0.1497621,0.1104875,0.0392746
70,-0.04576094,0.20020878,"('lethargic', 'energetic')",0.72136015,0.7931267,0.3377996,0.4966677,-0.1588681
77,-0.018679477,-0.14524844,"('unmotivated', 'motivated')",-0.85164243,-0.97667193,-0.435161,-0.5609602,0.1257992
