,schwab_male,schwab_female,tuple,charles_male,charles_female,corp_male,corp_female,average_male,average_female,male-female
10,-2.3212638,-2.2584808,"('unsympathetic', 'sympathetic')",2.374897,2.1316612,0.565553,0.3739491,0.2063954,0.0823765,0.1240189
57,-2.2835803,-2.175578,"('unimaginative', 'imaginative')",0.87902397,0.7851202,-2.8126276,-2.9900324,-1.405728,-1.4601634,0.0544354
23,-2.189146,-2.0401728,"('insincere', 'sincere')",1.5832661,1.4311547,6.0604973,6.034006,1.8182058,1.8083293,0.0098765
86,-2.1808572,-2.1802337,"('uninfluential', 'influential')",0.8808383,0.6715757,-0.07566882,-0.23699455,-0.4585626,-0.5818841,0.1233215
35,2.0010717,1.7896158,"('corrupt', 'incorrupt')",-2.541916,-2.461628,-1.5780298,-1.454189,-0.7062914,-0.7087337,0.0024423
1,-1.9857918,-1.8957299,"('unfriendly', 'friendly')",-1.9872481,-2.070997,0.183498,0.05851914,-1.2631807,-1.3027359,0.0395552
28,-1.9530314,-1.9786581,"('disloyal', 'loyal')",0.78184587,0.640389,1.186286,1.0996045,0.0050335,-0.0795548,0.0845883
0,-1.8634704,-1.9717579,"('unsociable', 'sociable')",1.9417057,1.6523372,0.5917155,0.2944674,0.2233169,-0.0083178,0.2316347
11,-1.820983,-1.6618887,"('unhelpful', 'helpful')",0.7779663,0.6107388,1.9796572,2.015826,0.3122135,0.3215587,-0.0093452
69,1.7683597,1.381413,"('lazy', 'industrious')",-0.8615702,-1.1991217,-1.5947477,-1.6268722,-0.2293194,-0.481527,0.2522076
53,-1.7264744,-1.694395,"('uncreative', 'creative')",-1.262321,-1.2454402,0.021970447,-0.043342866,-0.9889416,-0.9943926,0.005451
45,-1.5705699,-1.4186257,"('incompetent', 'competent')",2.0855184,2.0036135,0.023815777,-0.12963212,0.1795881,0.1517852,0.0278029
72,-1.5346789,-1.3157467,"('unambitious', 'ambitious')",0.00028461404,0.05318071,-0.46079904,-0.33175734,-0.6650644,-0.5314411,-0.1336233
32,-1.4526922,-1.3390971,"('unkind', 'kind')",0.3611355,0.3045961,0.4039655,0.3132583,-0.2291971,-0.2404143,0.0112172
13,-1.4435691,-1.236664,"('impolite', 'polite')",2.0167599,1.9301431,-0.3347033,-0.38823128,0.0794958,0.1017493,-0.0222535
7,-1.441945,-1.4346213,"('insensitive', 'sensitive')",0.94925445,0.77521175,0.7834147,0.4337601,0.0969081,-0.0752165,0.1721246
59,1.4099147,1.2743945,"('foolish', 'wise')",-0.6040811,-0.6426493,-0.653139,-0.7086142,0.0508982,-0.025623,0.0765212
48,-1.3997498,-1.50568,"('unintelligent', 'intelligent')",1.1546763,1.0993185,0.7403233,0.6939018,0.1650833,0.0958468,0.0692365
73,1.3909845,1.6905226,"('helpless', 'self-reliant')",-0.20873529,0.04294788,-3.4192119,-3.177992,-0.7456542,-0.4815072,-0.264147
41,-1.3716581,-1.2054921,"('unforgiving', 'forgiving')",0.20396568,0.13562608,-0.19406274,-0.3187801,-0.4539184,-0.462882,0.0089636
30,-1.3569038,-1.1823388,"('intolerant', 'tolerant')",2.1983397,2.137307,0.6258943,0.5544112,0.4891101,0.5031264,-0.0140163
9,-1.3560382,-1.3031797,"('unaffectionate', 'caring')",-0.87412477,-0.8681934,0.7165195,0.80302817,-0.5045479,-0.456115,-0.0484329
14,-1.3537178,-1.4659593,"('antisocial', 'social')",2.4553988,2.147784,0.33480522,0.102756515,0.4788287,0.2615271,0.2173016
43,-1.3332429,-1.2631798,"('irresponsible', 'responsible')",1.7736303,1.6650215,1.0344275,0.69484603,0.491605,0.3655626,0.1260424
60,-1.3032117,-0.9911338,"('inefficient', 'efficient')",3.6353927,3.5855198,0.8937611,1.0039873,1.075314,1.1994578,-0.1241438
46,-1.302234,-1.2190343,"('uncompetitive', 'competitive')",2.2610228,1.8895936,0.2044707,-0.007285809,0.3877532,0.2210912,0.166662
24,-1.2902968,-1.1759917,"('dishonest', 'honest')",0.6076326,0.6747589,0.39356002,0.3268626,-0.0963681,-0.0581234,-0.0382447
38,-1.2760596,-1.0513124,"('untruthful', 'truthful')",-0.15729629,-0.052346572,-0.82284856,-0.6519121,-0.7520682,-0.5851904,-0.1668778
3,-1.2758992,-1.3092923,"('repellent', 'pleasant')",0.8569166,0.8045636,1.032301,0.8814035,0.2044395,0.1255583,0.0788812
82,-1.2306529,-0.93010515,"('poor', 'rich')",-0.124685846,0.21232212,5.9750047,6.200678,1.5398887,1.8276316,-0.2877429
55,-1.2235454,-1.1947001,"('incompetent', 'clever')",3.48117,3.275113,1.1611828,0.9435433,1.1396025,1.0079854,0.1316171
63,-1.207241,-1.0613753,"('unperceptive', 'insightful')",0.31555405,0.12102269,0.7305684,0.636808,-0.0537062,-0.1011815,0.0474753
65,-1.2057074,-1.2463981,"('insecure', 'secure')",1.2994359,1.1168207,0.5609816,0.5413316,0.2182367,0.1372514,0.0809853
12,-1.1106268,-0.976445,"('unsupportive', 'supportive')",0.8893813,0.80442846,-1.9531488,-2.1604874,-0.7247981,-0.7775013,0.0527032
61,-1.0673276,-1.1854671,"('illogical', 'logical')",0.449734,0.5104566,0.4999612,0.27050766,-0.0392108,-0.1348343,0.0956235
