,international_male,international_female,tuple,paper_male,paper_female,co_male,co_female,average_male,average_female,male-female
82,-1.7088554,-1.1969566,"('poor', 'rich')",-0.48705968,-0.04843163,6.3732567,6.3958526,1.3924472,1.7168214,-0.3243742
66,1.4739344,1.1534628,"('inactive', 'active')",-0.4164777,-0.37786257,0.5856113,0.4183927,0.5476894,0.3979976,0.1496918
74,1.2910498,1.4104074,"('undedicated', 'dedicated')",0.4109429,0.39315,-0.03854663,0.0375153,0.554482,0.6136909,-0.0592089
69,1.2207057,1.3216984,"('lazy', 'industrious')",0.954445,0.924069,-1.0388803,-0.85294557,0.3787568,0.4642739,-0.0855171
26,1.1607238,1.121097,"('hardhearted', 'benevolent')",1.7854834,1.8884404,1.5974946,1.6627507,1.5145672,1.5574293,-0.0428621
39,0.9999635,0.8942387,"('exploitative', 'cooperative')",0.30284432,0.12025233,0.20687082,0.22915046,0.5032262,0.4145472,0.088679
17,-0.9760088,-1.0131682,"('nasty', 'nice')",-0.68442684,-0.80421096,-0.3663218,-0.39343604,-0.6755858,-0.7369384,0.0613526
2,0.9530838,0.79237574,"('unlikable', 'likable')",0.3261069,0.29440972,0.8383962,0.8401223,0.7058624,0.6423026,0.0635598
36,0.93014216,0.28206313,"('hostile', 'amicable')",-0.15459825,-0.29143453,-0.35450962,-0.49506438,0.1403448,-0.1681453,0.3084901
18,0.90761983,0.73086745,"('disagreeable', 'welcoming')",-0.92861104,-0.8913046,-0.59479773,-0.7416588,-0.205263,-0.3006987,0.0954357
3,-0.8957445,-0.81884897,"('repellent', 'pleasant')",-0.80539155,-0.797407,0.6450414,0.4603463,-0.3520315,-0.3853032,0.0332717
87,0.8895532,1.1356391,"('unsuccessful', 'successful')",0.95232695,0.9089778,0.43995568,0.630597,0.7606119,0.8917379,-0.131126
22,-0.83836067,-0.270128,"('untrustworthy', 'trustworthy')",-0.71608555,-0.36868447,-0.53732646,-0.2778903,-0.6972575,-0.3055676,-0.3916899
55,-0.8378773,-0.6639027,"('incompetent', 'clever')",-0.98520577,-0.99325615,0.452209,0.3069052,-0.456958,-0.4500845,-0.0068735
37,-0.8290202,-0.38315418,"('fake', 'genuine')",-1.6055639,-1.2348542,0.01072187,0.27814966,-0.8079541,-0.4466196,-0.3613345
10,-0.8033307,-0.6146767,"('unsympathetic', 'sympathetic')",-1.5648302,-1.3076918,-0.033054993,-0.159987,-0.8004053,-0.6941185,-0.1062868
49,-0.7947744,-0.88319045,"('unable', 'able')",-0.97365886,-1.0188535,-0.5921869,-0.5231364,-0.7868734,-0.8083935,0.0215201
9,0.7780028,0.8098469,"('unaffectionate', 'caring')",0.595299,0.82941186,0.89655775,1.0299734,0.7566199,0.889744,-0.1331241
19,-0.75880444,-0.93466115,"('inhospitable', 'hospitable')",-1.0695692,-1.0228621,-0.58384746,-0.49819812,-0.8040737,-0.8185738,0.0145001
80,0.755732,0.75719273,"('dominated', 'dominating')",0.09666505,-0.083442464,-0.21604502,-0.22338423,0.2121173,0.150122,0.0619953
51,0.73578066,0.6681774,"('uneducated', 'educated')",-0.83039844,-0.945008,0.18787152,-0.013358465,0.0310846,-0.0967297,0.1278143
77,-0.72080696,-0.88724506,"('unmotivated', 'motivated')",-0.5335954,-0.6796303,-1.2377805,-1.2958373,-0.8307276,-0.9542375,0.1235099
13,0.69589627,0.7626218,"('impolite', 'polite')",-0.18772763,-0.32588083,-0.11707185,-0.29042405,0.1303656,0.0487723,0.0815933
60,-0.6846041,-0.32755625,"('inefficient', 'efficient')",-0.2206231,-0.2864096,0.062010694,0.07872261,-0.2810722,-0.1784144,-0.1026578
33,0.6770321,0.8079906,"('wrong', 'right')",0.5321925,0.69771385,-0.6600546,-0.41662264,0.1830567,0.3630273,-0.1799706
29,-0.6761455,-0.5498293,"('unfair', 'fair')",-0.017224297,-0.16861007,-0.59932333,-0.67511404,-0.4308977,-0.4645178,0.0336201
53,-0.6402101,-0.9473714,"('uncreative', 'creative')",0.67127115,1.096327,0.38171193,0.30895475,0.137591,0.1526368,-0.0150458
31,-0.60300595,-0.4782644,"('evil', 'good')",-0.09445291,-0.05739726,-1.1356004,-0.9980857,-0.6110198,-0.5112491,-0.0997707
56,0.5574214,0.8694037,"('impractical', 'practical')",1.3124098,1.2169701,-0.2665231,-0.25059,0.534436,0.6119279,-0.0774919
14,0.555791,0.547822,"('antisocial', 'social')",1.0550681,0.80626816,0.1393638,-0.016604338,0.5834076,0.4458286,0.137579
73,0.53313303,0.69252515,"('helpless', 'self-reliant')",0.2217603,0.42383713,-3.6849492,-3.24425,-0.9766853,-0.7092959,-0.2673894
12,0.5286507,0.8129588,"('unsupportive', 'supportive')",0.010947339,0.30121696,-2.084276,-1.907334,-0.5148927,-0.2643861,-0.2505066
76,0.5187786,0.41939205,"('anxious', 'daring')",-0.93763906,-0.8515836,0.3904768,0.33088872,-0.0094612,-0.0337676,0.0243064
68,-0.51661116,-0.6034195,"('dependent', 'independent')",-1.6306527,-1.7798246,-1.7142788,-1.862523,-1.2871809,-1.4152557,0.1280748
15,0.5154005,0.45431834,"('boring', 'funny')",0.101295255,0.13648418,-0.05211739,0.030158076,0.1881928,0.2069869,-0.0187941
64,-0.51042104,-0.50366324,"('shy', 'confident')",-0.48195454,-0.68362486,-6.3138,-6.048601,-2.4353917,-2.4119631,-0.0234286
25,0.4952287,-0.05679234,"('egoistic', 'altruistic')",1.1190195,0.98520917,1.3539852,1.2092731,0.9894112,0.7125634,0.2768478
50,-0.4934579,-0.32500505,"('clumsy', 'skillful')",-0.90087634,-0.52684677,-0.18218364,-0.063091315,-0.525506,-0.3049811,-0.2205249
32,-0.43463388,-0.35623872,"('unkind', 'kind')",-0.0018732902,0.056257755,0.95490295,0.94249374,0.1727986,0.2141709,-0.0413723
45,-0.4145228,0.37067553,"('incompetent', 'competent')",-0.27493984,0.022449352,0.09534101,0.29340327,-0.1980405,0.2288427,-0.4268832
52,0.4116337,0.05325487,"('irrational', 'rational')",0.59405375,0.48127666,-0.2462172,-0.26282948,0.2531568,0.0905674,0.1625894
47,-0.40364724,-0.27730292,"('stupid', 'smart')",0.3585323,0.5423119,5.6593537,5.611543,1.8714129,1.9588507,-0.0874378
34,-0.39834225,-0.18001355,"('mean', 'honorable')",-0.45038766,-0.4265679,5.213637,5.0347776,1.4549689,1.4760653,-0.0210964
11,0.39367598,0.5824152,"('unhelpful', 'helpful')",-0.7546988,-0.6607803,2.2110522,2.1190841,0.6166764,0.6802397,-0.0635633
86,-0.38189894,-0.12990817,"('uninfluential', 'influential')",-0.38335463,-0.12418031,-0.3401369,-0.26215148,-0.3684635,-0.17208,-0.1963835
35,0.36698854,0.12663224,"('corrupt', 'incorrupt')",-0.023675824,0.057144277,-0.7911111,-0.6632,-0.1492661,-0.1598078,0.0105417
67,0.34190148,0.49888557,"('doubtful', 'determined')",0.36305884,0.19620208,0.0005232282,-0.050713837,0.2351612,0.2147913,0.0203699
16,-0.33346838,-0.4034385,"('unpopular', 'popular')",-0.5551153,-0.46118638,0.21449634,0.23564392,-0.2246958,-0.2096603,-0.0150355
63,0.3215624,0.73239744,"('unperceptive', 'insightful')",-0.5716465,-0.1295866,0.24153337,0.33738816,-0.0028502,0.3133997,-0.3162499
1,0.31954792,0.17376117,"('unfriendly', 'friendly')",0.44995058,0.7548342,1.5129433,1.6025825,0.7608139,0.8437259,-0.082912
4,-0.31310183,-0.21222425,"('disliked', 'liked')",-0.14296125,-0.060652368,-7.4150615,-7.0693784,-2.6237082,-2.4474184,-0.1762898
40,0.30955344,0.41058648,"('stingy', 'generous')",0.034631208,0.39363682,-2.5550592,-2.407823,-0.7369582,-0.5345333,-0.2024249
79,0.30806825,0.08446787,"('wavering', 'unwavering')",-0.42892376,-0.35320288,-0.5438642,-0.5513081,-0.2215732,-0.2733477,0.0517745
46,-0.29612234,0.07662673,"('uncompetitive', 'competitive')",-1.0633469,-0.83352965,-0.6224711,-0.7050465,-0.6606468,-0.4873164,-0.1733304
57,-0.29315603,-0.2947474,"('unimaginative', 'imaginative')",-0.9401047,-0.48610646,-3.5429056,-3.3314424,-1.5920555,-1.3707654,-0.2212901
61,-0.27986777,-0.33350492,"('illogical', 'logical')",0.5746359,0.35278714,0.2368226,0.0796191,0.1771969,0.0329671,0.1442298
23,-0.27495372,-0.1826126,"('insincere', 'sincere')",0.20894116,0.12694189,6.424384,6.0331864,2.1194572,1.9925052,0.126952
8,0.2546411,0.3228631,"('unaffectionate', 'affectionate')",0.39110604,0.62116915,0.5274188,0.70726335,0.3910553,0.5504319,-0.1593766
71,0.24424848,0.26583186,"('diffident', 'self-confident')",1.3596702,1.2613277,0.26335695,0.37435597,0.6224252,0.6338385,-0.0114133
75,0.24057141,0.07215872,"('meek', 'impulsive')",-0.97348773,-0.75497115,-0.56173795,-0.43025234,-0.4315515,-0.3710216,-0.0605299
27,-0.23994233,-0.16135292,"('hardhearted', 'softhearted')",-1.0270662,-0.6672318,0.566451,0.63346756,-0.2335192,-0.0650391,-0.1684801
84,0.23504655,0.18766713,"('inferior', 'superior')",0.6022762,0.460234,0.32526287,0.26356724,0.3875285,0.3038228,0.0837057
85,0.23486713,-0.18727785,"('insignificant', 'prestigious')",0.39078385,0.5146611,-0.5368731,-0.550549,0.0295926,-0.0743886,0.1039812
42,0.23133779,0.5497313,"('unreliable', 'reliable')",0.045271263,0.4837095,-2.879404,-2.5909812,-0.8675984,-0.5191801,-0.3484183
72,-0.2240726,0.03501089,"('unambitious', 'ambitious')",0.08078684,0.17198303,-0.2732187,-0.20535068,-0.1388348,0.0005477,-0.1393825
48,-0.2025367,-0.30547458,"('unintelligent', 'intelligent')",-0.914326,-0.8721237,-0.2847617,-0.38756123,-0.4672081,-0.5217198,0.0545117
43,0.19873756,0.49250567,"('irresponsible', 'responsible')",-0.943586,-0.6110633,0.6471051,0.6734114,-0.0325811,0.1849513,-0.2175324
78,-0.1961077,-0.13505387,"('nonresilient', 'resilient')",-0.4262777,-0.30318075,-0.22365652,-0.19106139,-0.282014,-0.2097653,-0.0722487
88,0.19226442,-0.108772635,"('low', 'eminent')",-0.9528871,-0.94824576,-0.48898107,-0.59326714,-0.4165346,-0.5500952,0.1335606
41,0.18969432,0.16984475,"('unforgiving', 'forgiving')",0.15990117,-0.02761032,0.6796327,0.46964315,0.3430761,0.2039592,0.1391169
7,-0.18863046,0.07127667,"('insensitive', 'sensitive')",-0.38447335,-0.12381297,0.30478653,0.423856,-0.0894391,0.1237732,-0.2132123
0,-0.18583411,-0.42713386,"('unsociable', 'sociable')",0.066711485,-0.18270838,0.2386826,0.029299077,0.0398533,-0.1935144,0.2333677
54,-0.18239024,-0.3645743,"('incapable', 'capable')",0.5059035,0.4136632,0.81736755,0.8868804,0.3802936,0.3119898,0.0683038
83,0.16614234,-0.079609,"('powerless', 'powerful')",0.28258562,0.092788085,-1.0762265,-1.1686937,-0.2091662,-0.3851715,0.1760053
24,0.15051705,0.43035248,"('dishonest', 'honest')",-0.2595961,-0.14071825,0.82776445,0.8007721,0.2395618,0.3634688,-0.123907
65,-0.14967,-0.115143105,"('insecure', 'secure')",-0.122673966,-0.27077064,0.55019784,0.3760585,0.092618,-0.0032851,0.0959031
62,-0.14203998,0.15034217,"('incompetent', 'brilliant')",-0.48546833,-0.38230684,0.16835399,0.21124958,-0.1530514,-0.006905,-0.1461464
6,0.13616423,0.22515997,"('distant', 'open')",-0.23480126,0.014107563,-0.41124904,-0.22503959,-0.169962,0.0047426,-0.1747046
5,-0.1187654,0.0024769865,"('distant', 'outgoing')",-0.023569517,0.15037683,-0.67447096,-0.4182111,-0.2722686,-0.0884524,-0.1838162
81,0.08861446,-0.24750043,"('submissive', 'aggressive')",0.05999525,-0.15717109,-0.2922022,-0.5424346,-0.0478642,-0.315702,0.2678378
30,0.082914054,0.28523538,"('intolerant', 'tolerant')",-0.5157562,-0.46758616,0.5368382,0.53641015,0.0346653,0.1180198,-0.0833545
