,wells_male,wells_female,tuple,fargo_male,fargo_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
85,2.4291964,1.6205114,"('insignificant', 'prestigious')",1.3310745,1.0395714,2.3795066,1.906717,0.3858194,-0.058408763,1.6313992,1.1270977,0.5043015
45,-2.3280416,-1.6815875,"('incompetent', 'competent')",-1.9085062,-1.6344825,-1.3187563,-0.8852222,-1.4025805,-1.1115005,-1.739471,-1.3281982,-0.4112728
55,-2.3280356,-2.1164858,"('incompetent', 'clever')",-1.9329561,-1.7577957,-1.4587889,-1.3157357,-1.1703181,-1.0174403,-1.7225246,-1.5518644,-0.1706602
5,2.146919,1.7463518,"('distant', 'outgoing')",2.3391404,2.2228947,1.7936792,1.6114914,0.27724513,0.05134269,1.6392459,1.4080201,0.2312258
14,-2.0709696,-1.6741079,"('antisocial', 'social')",-1.3717872,-1.2327497,-0.42964023,-0.21133877,-1.2027805,-1.0970246,-1.2687943,-1.0538052,-0.2149891
86,-2.050417,-1.6737411,"('uninfluential', 'influential')",-0.70731676,-0.46411392,-0.5998477,-0.23313299,-0.87961173,-0.6917792,-1.0592983,-0.7656918,-0.2936065
60,-2.0039546,-2.013689,"('inefficient', 'efficient')",-0.7064677,-0.78635484,-1.1338792,-0.99560946,-0.08463384,0.006037472,-0.9822338,-0.947404,-0.0348298
66,1.9809055,1.4950813,"('inactive', 'active')",1.5858661,1.3549068,2.4485734,2.085915,2.2367096,1.9539347,2.0630136,1.7224594,0.3405542
0,-1.953211,-1.8049861,"('unsociable', 'sociable')",-1.3265508,-1.0932117,-0.53712595,-0.18058462,-0.12540063,0.16227093,-0.9855721,-0.7291278,-0.2564443
69,1.8708797,1.3230004,"('lazy', 'industrious')",1.5177128,1.2073495,1.3320329,1.0482203,-0.17822608,-0.5294058,1.1355999,0.7622911,0.3733088
71,1.8585436,1.2640676,"('diffident', 'self-confident')",2.388702,2.2228544,1.1031251,0.98838544,0.48357406,0.26050302,1.4584862,1.1839526,0.2745336
43,-1.852155,-1.7410424,"('irresponsible', 'responsible')",-1.2193712,-1.2534537,-1.1681578,-1.1472973,-0.06244888,0.071304396,-1.0755333,-1.0176222,-0.0579111
35,1.8489654,1.5126983,"('corrupt', 'incorrupt')",1.6253054,1.3922176,1.3624779,0.9636706,-0.09370209,-0.36009225,1.1857616,0.8771236,0.308638
10,-1.8173009,-1.5359099,"('unsympathetic', 'sympathetic')",-1.9362712,-1.7762502,-1.4895597,-1.2130631,0.13488409,0.5403475,-1.2770619,-0.9962189,-0.280843
36,1.7506571,1.1017781,"('hostile', 'amicable')",1.7668191,1.6301893,1.5127285,1.2686299,0.45874134,0.22908247,1.3722365,1.05742,0.3148165
70,-1.6895626,-1.5528136,"('lethargic', 'energetic')",-1.7968549,-1.6243817,-0.8413239,-0.80928993,-0.34296283,-0.20474102,-1.167676,-1.0478066,-0.1198694
73,1.6572772,1.5146735,"('helpless', 'self-reliant')",0.35855645,0.2936545,-0.04123861,-0.0107392,-3.3699822,-3.4859219,-0.3488468,-0.4220833,0.0732365
28,-1.6465545,-1.4360723,"('disloyal', 'loyal')",-0.6814857,-0.5904915,-0.86335284,-0.5884713,-0.13118014,0.067050785,-0.8306432,-0.6369961,-0.1936471
22,-1.6460835,-1.534087,"('untrustworthy', 'trustworthy')",-1.6483232,-1.5878401,-1.3689234,-1.2913213,-1.8073249,-1.8061037,-1.6176637,-1.5548379,-0.0628258
77,-1.5888952,-2.033447,"('unmotivated', 'motivated')",0.0060196575,-0.29760802,0.02584042,-0.051604226,0.16159049,-0.17256229,-0.3488612,-0.6388054,0.2899442
