,mondelez_male,mondelez_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.711417,-2.6149807,"('unsympathetic', 'sympathetic')",-1.4315546,-1.1006889,-0.97429967,-0.8224634,-1.7057571,-1.512711,-0.1930461
81,-2.6391923,-2.45149,"('submissive', 'aggressive')",-0.31624871,0.076769255,-0.99925905,-0.5782785,-1.3182333,-0.984333,-0.3339003
85,2.4469762,2.1967878,"('insignificant', 'prestigious')",0.015887257,-0.2357426,1.0684355,0.43516442,1.1770997,0.7987366,0.3783631
69,2.3252668,2.012105,"('lazy', 'industrious')",2.0841382,1.62404,-0.35415536,-0.6633239,1.3517497,0.9909404,0.3608093
57,-2.2355604,-2.2755105,"('unimaginative', 'imaginative')",-0.91034776,-0.77453774,-2.9415987,-2.910822,-2.0291689,-1.9869568,-0.0422121
14,-2.1649492,-1.7127073,"('antisocial', 'social')",-0.16397388,0.5906527,-1.1545911,-0.46387693,-1.1611714,-0.5286438,-0.6325276
11,-2.0670083,-1.8680793,"('unhelpful', 'helpful')",-0.37210783,0.00948761,1.5150428,1.7610857,-0.3080244,-0.032502,-0.2755224
70,-2.0431125,-1.9266667,"('lethargic', 'energetic')",-0.32747927,-0.01401172,0.14546695,0.40919715,-0.7417083,-0.5104938,-0.2312145
86,-2.0079567,-2.0082476,"('uninfluential', 'influential')",-0.8029709,-0.5886109,-0.36565188,-0.41625965,-1.0588598,-1.0043728,-0.054487
65,-1.9872149,-1.7658237,"('insecure', 'secure')",-0.31171265,0.021925408,-0.65376294,-0.10700655,-0.9842302,-0.6169683,-0.3672619
35,1.9430815,1.667613,"('corrupt', 'incorrupt')",-0.33557332,-0.54864585,0.2029022,-0.18584043,0.6034701,0.3110422,0.2924279
45,-1.8908613,-1.6859219,"('incompetent', 'competent')",-0.588594,-0.1303033,-0.81966096,-0.6284374,-1.0997054,-0.8148875,-0.2848179
60,-1.8374602,-1.5820935,"('inefficient', 'efficient')",0.4272548,0.66680336,-0.44453466,0.088747576,-0.6182467,-0.2755142,-0.3427325
73,1.7693053,1.765782,"('helpless', 'self-reliant')",0.62215376,0.36150086,-3.0740519,-3.040121,-0.227531,-0.3042794,0.0767484
21,-1.7681698,-1.5942733,"('immoral', 'moral')",-0.43609512,-0.12121853,-1.1126456,-0.6217519,-1.1056368,-0.7790813,-0.3265555
3,-1.7587855,-1.6189357,"('repellent', 'pleasant')",-0.37311244,-0.06397757,-0.08327818,0.19767049,-0.738392,-0.4950809,-0.2433111
5,1.7100797,1.4143747,"('distant', 'outgoing')",-0.0027208887,-0.43948886,0.008930162,-0.30451772,0.5720963,0.223456,0.3486403
33,1.550177,1.3592987,"('wrong', 'right')",0.6297815,0.33844018,-0.25775427,-0.56062055,0.6407347,0.3790394,0.2616953
71,1.5430753,1.4605583,"('diffident', 'self-confident')",0.76307285,0.5017871,0.6486999,0.52980584,0.9849493,0.8307171,0.1542322
16,1.5149738,1.7055277,"('unpopular', 'popular')",0.5995066,0.8640467,0.8171314,0.7507886,0.977204,1.1067877,-0.1295837
23,-1.4865773,-1.2935854,"('insincere', 'sincere')",-0.8283851,-0.62826043,5.4772043,5.545943,1.0540806,1.2080323,-0.1539517
36,1.4599931,1.4420094,"('hostile', 'amicable')",0.70959556,0.5638957,0.77220577,0.3086147,0.9805981,0.7715066,0.2090915
6,1.4333895,1.1980666,"('distant', 'open')",-0.11727559,-0.4585611,0.656381,0.16937742,0.6574983,0.302961,0.3545373
51,-1.4328561,-1.3088874,"('uneducated', 'educated')",0.3254736,0.5748312,0.39043286,0.4427269,-0.2389832,-0.0971098,-0.1418734
24,-1.412143,-1.4554067,"('dishonest', 'honest')",-1.262392,-1.2512202,0.5166519,0.6081157,-0.7192944,-0.6995037,-0.0197907
59,1.3812805,1.0069813,"('foolish', 'wise')",-0.07221422,-0.4679824,0.60356396,0.24398024,0.6375434,0.260993,0.3765504
55,-1.3273736,-1.0693512,"('incompetent', 'clever')",-0.6318265,-0.33436745,-0.21460757,0.11829143,-0.7246025,-0.4284758,-0.2961267
79,1.3267016,1.223116,"('wavering', 'unwavering')",-0.04207042,0.09154037,0.35591662,0.0055349944,0.5468493,0.4400638,0.1067855
72,-1.31099,-1.170092,"('unambitious', 'ambitious')",-0.7141151,-0.548549,-1.0942414,-1.0443028,-1.0397821,-0.9209812,-0.1188009
52,1.27874,1.0653193,"('irrational', 'rational')",-0.8127106,-1.0094578,0.36106166,-0.092278145,0.275697,-0.0121389,0.2878359
22,-1.2721303,-1.0660374,"('untrustworthy', 'trustworthy')",-1.1151187,-0.8499376,-1.3600588,-1.005037,-1.2491026,-0.9736706,-0.275432
48,-1.2421346,-1.2170718,"('unintelligent', 'intelligent')",-0.66408724,-0.6905731,0.19826499,0.13107285,-0.569319,-0.5921907,0.0228717
0,-1.2331247,-1.0889752,"('unsociable', 'sociable')",-0.03798893,0.072795756,-0.71229136,-0.44516152,-0.661135,-0.4871136,-0.1740214
30,-1.2182288,-1.0130278,"('intolerant', 'tolerant')",-0.49973863,-0.21671262,0.5986136,0.99940574,-0.373118,-0.0767782,-0.2963398
80,-1.1824499,-1.1585895,"('dominated', 'dominating')",0.2182832,0.48220924,-1.2294257,-0.96539587,-0.7311975,-0.5472587,-0.1839388
7,-1.1704565,-1.02384,"('insensitive', 'sensitive')",-0.9567555,-0.7522983,0.29598734,0.4620171,-0.6104082,-0.4380404,-0.1723678
62,-1.1405959,-0.94463164,"('incompetent', 'brilliant')",0.2106315,0.59253645,-0.32270768,0.16658263,-0.4175574,-0.0618375,-0.3557199
46,-1.1261925,-0.9141369,"('uncompetitive', 'competitive')",0.6590706,0.9845176,-0.75734854,-0.49093285,-0.4081568,-0.1401841,-0.2679727
41,-1.1211379,-0.81781816,"('unforgiving', 'forgiving')",-0.8330581,-0.3954032,-0.34331977,-0.36674005,-0.7658386,-0.5266538,-0.2391848
28,-1.0876348,-1.2087804,"('disloyal', 'loyal')",-0.6925006,-0.7387646,0.87185663,0.83265626,-0.3027596,-0.3716296,0.06887
25,1.0859741,0.94663024,"('egoistic', 'altruistic')",0.55727166,0.37455463,1.6820222,1.3210096,1.1084226,0.8807315,0.2276911
43,-1.0660433,-0.93455696,"('irresponsible', 'responsible')",0.07870715,0.26383534,0.22025123,0.5226597,-0.2556949,-0.049354,-0.2063409
63,-1.0219259,-0.89308697,"('unperceptive', 'insightful')",0.20981628,0.39863262,0.6400356,0.687411,-0.057358,0.0643189,-0.1216769
50,1.0091083,1.0227267,"('clumsy', 'skillful')",0.57358867,0.6367932,0.35423374,-0.00028648973,0.6456436,0.5530778,0.0925658
77,-0.96650213,-0.9321563,"('unmotivated', 'motivated')",-0.5955456,-0.4276275,-1.5236944,-1.3074157,-1.0285807,-0.8890665,-0.1395142
4,0.85159296,0.81542003,"('disliked', 'liked')",-0.117521845,-0.13029933,-6.4552145,-6.412329,-1.9070477,-1.9090695,0.0020218
19,0.8507329,0.6623294,"('inhospitable', 'hospitable')",-0.51306874,-0.6760166,0.037334356,-0.104170516,0.1249995,-0.0392859,0.1642854
54,0.84254086,0.7452541,"('incapable', 'capable')",0.37297484,0.116507195,1.3540909,1.3237054,0.8565356,0.7284889,0.1280467
82,-0.785948,-0.6560158,"('poor', 'rich')",-0.690714,-0.4912622,6.118903,6.073715,1.5474138,1.6421458,-0.094732
66,0.7679229,0.6473862,"('inactive', 'active')",1.3042399,1.2273763,1.2646425,0.81403995,1.1122684,0.8962675,0.2160009
12,-0.6913983,-0.5495194,"('unsupportive', 'supportive')",-0.5298048,-0.3289438,-2.0015056,-2.0134997,-1.0742362,-0.9639877,-0.1102485
32,-0.6897934,-0.80157596,"('unkind', 'kind')",-1.168518,-1.2638906,0.62565416,0.6428482,-0.4108857,-0.4742061,0.0633204
61,-0.6877494,-0.60055697,"('illogical', 'logical')",-0.41093913,-0.19937198,0.26200038,0.42083362,-0.278896,-0.1263651,-0.1525309
39,0.6079669,0.50514674,"('exploitative', 'cooperative')",0.52669245,0.37919092,-0.09026678,0.14818685,0.3481308,0.3441748,0.003956
29,0.5962755,0.597534,"('unfair', 'fair')",-0.6935819,-0.8291147,-0.397362,-0.5953296,-0.1648895,-0.2756368,0.1107473
84,0.5842439,0.59307593,"('inferior', 'superior')",0.9440441,0.87045723,1.0309017,1.0061125,0.8530633,0.8232152,0.0298481
64,-0.57725877,-0.5652435,"('shy', 'confident')",-0.36957312,-0.2446304,-6.904652,-6.4273906,-2.6171613,-2.4124215,-0.2047398
87,0.5646109,0.48369476,"('unsuccessful', 'successful')",1.7202594,1.7535506,1.0455706,1.1973678,1.110147,1.1448711,-0.0347241
44,0.5511187,0.40279818,"('prejudiced', 'unprejudiced')",0.6343259,0.34984243,-1.2296687,-1.0540462,-0.0147414,-0.1004685,0.0857271
67,0.5482494,0.59544766,"('doubtful', 'determined')",0.53908986,0.60198975,-0.60073406,-0.2532392,0.1622017,0.3147327,-0.152531
68,-0.5184657,-0.6122628,"('dependent', 'independent')",0.51326585,0.35687277,-0.6160406,-0.53069836,-0.2070801,-0.2620294,0.0549493
88,-0.5175445,-0.47750008,"('low', 'eminent')",-0.40695962,-0.60266566,0.38788295,0.2577393,-0.1788737,-0.2741421,0.0952684
