,cisco_male,cisco_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
45,-2.1653109,-1.7979622,"('incompetent', 'competent')",-1.3882647,-1.481774,-0.6791,-0.6707142,-1.4108919,-1.3168167,-0.0940752
64,-2.133263,-2.0539007,"('shy', 'confident')",-0.48208526,-0.6612472,-5.823736,-5.652078,-2.8130283,-2.7890752,-0.0239531
69,2.080495,1.8678079,"('lazy', 'industrious')",0.70881563,0.7787433,-1.0543976,-0.92547804,0.5783044,0.5736911,0.0046133
81,-2.0691042,-2.1580288,"('submissive', 'aggressive')",-0.9613783,-1.1211964,-0.22153503,-0.31307745,-1.0840058,-1.1974343,0.1134285
60,-1.9522566,-1.7614549,"('inefficient', 'efficient')",0.2732483,0.19413708,0.4012206,0.39386636,-0.4259292,-0.3911505,-0.0347787
80,-1.8734082,-1.8073926,"('dominated', 'dominating')",-0.4801706,-0.5442821,-0.79410154,-0.8183498,-1.0492268,-1.0566748,0.007448
46,-1.8579029,-1.6469935,"('uncompetitive', 'competitive')",0.6895563,0.63200307,-0.039985504,0.044410665,-0.4027774,-0.3235266,-0.0792508
84,1.7825729,1.6611594,"('inferior', 'superior')",-0.1277382,-0.16907299,0.90056944,0.8740841,0.8518014,0.7887235,0.0630779
76,-1.7635982,-1.9771374,"('anxious', 'daring')",-1.5980098,-1.822169,0.69192535,0.47438723,-0.8898942,-1.1083064,0.2184122
25,1.7465576,1.4317987,"('egoistic', 'altruistic')",0.75922287,0.64602757,1.3978883,1.2140392,1.301223,1.0972884,0.2039346
55,-1.6943569,-1.6371467,"('incompetent', 'clever')",-0.91088945,-1.0618665,0.248258,0.17951635,-0.7856628,-0.8398323,0.0541695
39,1.6727037,1.5098214,"('exploitative', 'cooperative')",1.6713823,1.6113241,0.50956285,0.5064201,1.2845497,1.2091885,0.0753612
31,1.6520085,1.9023048,"('evil', 'good')",-0.050655447,0.19597204,-1.5839336,-1.5234644,0.0058065,0.1916041,-0.1857976
57,-1.6510233,-1.4223273,"('unimaginative', 'imaginative')",-1.5384504,-1.521049,-2.5747185,-2.3003905,-1.9213974,-1.7479223,-0.1734751
43,-1.6257069,-1.5148317,"('irresponsible', 'responsible')",-1.6800163,-1.7784745,-0.08047423,-0.11780785,-1.1287324,-1.137038,0.0083056
9,1.49968,1.5911074,"('unaffectionate', 'caring')",-0.025484182,-0.080584414,0.7049673,0.7979269,0.7263877,0.7694832,-0.0430955
42,-1.4933228,-1.5255136,"('unreliable', 'reliable')",-1.5965459,-1.7359576,-3.1063745,-3.0140512,-2.0654144,-2.0918407,0.0264263
53,1.399465,1.4258608,"('uncreative', 'creative')",0.6755478,0.6915597,0.77550733,0.8162938,0.9501734,0.9779047,-0.0277313
73,1.3902744,1.402752,"('helpless', 'self-reliant')",-0.27300528,-0.1338722,-3.1874225,-3.0054996,-0.6900511,-0.5788732,-0.1111779
61,1.3527851,1.3510456,"('illogical', 'logical')",0.9995884,1.0003641,0.40815434,0.3843415,0.9201759,0.9119171,0.0082588
37,-1.3429631,-1.0417616,"('fake', 'genuine')",-0.8236554,-0.69643074,0.09386268,0.24781401,-0.6909186,-0.4967928,-0.1941258
54,1.3126915,1.145828,"('incapable', 'capable')",0.05868571,0.09226705,1.2054654,1.2035675,0.8589475,0.8138875,0.04506
19,1.2724966,1.344594,"('inhospitable', 'hospitable')",-0.5812535,-0.46863165,-0.51705873,-0.39033586,0.0580614,0.1618755,-0.1038141
41,-1.2628015,-0.9696703,"('unforgiving', 'forgiving')",-0.95112896,-1.0348337,-0.13079861,-0.19568792,-0.7815764,-0.7333973,-0.0481791
79,1.2617347,1.1452718,"('wavering', 'unwavering')",-0.021535814,0.015259776,-0.067138255,-0.17252548,0.3910202,0.3293354,0.0616848
21,-1.2220253,-1.2302619,"('immoral', 'moral')",-0.11439132,-0.21203555,-0.42320776,-0.6029051,-0.5865415,-0.6817342,0.0951927
0,-1.2145444,-1.2154033,"('unsociable', 'sociable')",-0.34306073,-0.6170854,-0.23364918,-0.28915286,-0.5970848,-0.7072139,0.1101291
62,-1.2094785,-1.0053278,"('incompetent', 'brilliant')",-0.13354227,-0.21062735,-0.03120539,-0.012417614,-0.4580754,-0.4094576,-0.0486178
15,1.1661623,1.0793006,"('boring', 'funny')",-1.4135377,-1.4801909,0.06704976,-0.043973554,-0.0601086,-0.1482879,0.0881793
77,-1.1303217,-1.2171232,"('unmotivated', 'motivated')",-0.15583497,-0.26328,-0.8656841,-0.9198111,-0.7172802,-0.8000714,0.0827912
72,-1.1116191,-1.0888406,"('unambitious', 'ambitious')",-1.9132433,-1.9827133,-1.2221787,-1.3013505,-1.4156802,-1.4576348,0.0419546
13,-1.095906,-1.1222372,"('impolite', 'polite')",-0.3149645,-0.44652867,-0.057680152,-0.03684917,-0.4895169,-0.535205,0.0456881
22,-1.0575373,-0.9449919,"('untrustworthy', 'trustworthy')",-0.31197444,-0.35300645,-0.73424244,-0.7528423,-0.7012513,-0.6836135,-0.0176378
44,-1.0487387,-1.2127786,"('prejudiced', 'unprejudiced')",-0.41078606,-0.43762383,-0.84447354,-0.95775056,-0.7679994,-0.8693843,0.1013849
51,-1.0396293,-0.9379629,"('uneducated', 'educated')",-0.61866915,-0.64257073,0.9266868,0.94463706,-0.2438706,-0.2119655,-0.0319051
14,-1.0128223,-0.89371556,"('antisocial', 'social')",-0.7781958,-0.8530676,-0.9234248,-0.9191222,-0.9048142,-0.8886352,-0.016179
65,-0.9891373,-1.1847584,"('insecure', 'secure')",0.28643033,0.032776255,0.2510301,0.05614242,-0.1505589,-0.3652799,0.214721
47,0.9468116,0.7225698,"('stupid', 'smart')",0.8771582,0.7383236,5.4009447,5.0049157,2.4083049,2.1552696,0.2530353
35,0.9266287,0.73122036,"('corrupt', 'incorrupt')",-0.0920039,-0.056949086,-0.3345806,-0.4057413,0.1666814,0.08951,0.0771714
56,-0.9158234,-1.0174626,"('impractical', 'practical')",-0.7953776,-0.87195957,0.03504729,-0.09787353,-0.5587179,-0.6624319,0.103714
75,-0.90909773,-0.9269182,"('meek', 'impulsive')",-0.38698322,-0.37246528,-0.27684388,-0.3748028,-0.5243083,-0.5580621,0.0337538
82,-0.9002851,-0.8982451,"('poor', 'rich')",-0.46283102,-0.5602157,5.5686913,5.136678,1.4018583,1.2260725,0.1757858
8,0.8840097,1.0780162,"('unaffectionate', 'affectionate')",-0.7539875,-0.71240485,-0.28730372,-0.22613746,-0.0524272,0.0464913,-0.0989185
27,-0.71812624,-0.47826356,"('hardhearted', 'softhearted')",-0.82666016,-0.785466,0.36984944,0.59456986,-0.3916457,-0.2230532,-0.1685925
7,-0.6740644,-0.5439523,"('insensitive', 'sensitive')",-0.51379764,-0.5452143,0.27311414,0.39569423,-0.304916,-0.2311575,-0.0737585
2,0.67049605,0.62436795,"('unlikable', 'likable')",0.7274787,0.6300144,0.7510074,0.5908572,0.7163273,0.6150799,0.1012474
12,0.640739,0.739547,"('unsupportive', 'supportive')",-0.102970794,-0.10539582,-1.8850974,-1.611988,-0.4491097,-0.3259456,-0.1231641
88,0.59275746,0.56437707,"('low', 'eminent')",-0.37587318,-0.49727356,0.20712103,0.09776999,0.1413351,0.0549578,0.0863773
17,-0.58595663,-0.5823066,"('nasty', 'nice')",-0.5294189,-0.4762898,-0.7377005,-0.76287174,-0.617692,-0.607156,-0.010536
83,0.58031225,0.5545071,"('powerless', 'powerful')",0.36751783,0.3883267,-0.37911382,-0.44323495,0.1895721,0.1665329,0.0230392
30,-0.5239605,-0.44062763,"('intolerant', 'tolerant')",0.064449824,-0.0061714444,0.5984551,0.47344548,0.0463148,0.0088821,0.0374327
74,0.4940468,0.60605526,"('undedicated', 'dedicated')",-0.35473245,-0.36952832,0.3623097,0.34062305,0.167208,0.1923833,-0.0251753
34,0.49357378,0.47480637,"('mean', 'honorable')",0.68444467,0.61641103,5.9739165,5.821142,2.3839784,2.3041199,0.0798585
16,0.49273217,0.24378407,"('unpopular', 'popular')",0.9702419,0.87270784,0.5210986,0.41370338,0.6613576,0.5100651,0.1512925
20,0.4802877,0.40403488,"('rough', 'thoughtful')",-0.043186154,-0.103280656,1.186722,1.1460459,0.5412745,0.4822667,0.0590078
24,-0.42433986,-0.2629945,"('dishonest', 'honest')",-1.4728419,-1.6015085,0.6783018,0.63422495,-0.4062933,-0.4100927,0.0037994
68,-0.41144204,-0.40244722,"('dependent', 'independent')",0.15812215,0.2352771,-0.05690321,-0.051613923,-0.1034077,-0.072928,-0.0304797
29,-0.40020227,-0.45709154,"('unfair', 'fair')",-0.0794293,-0.08381364,-0.6505514,-0.7267213,-0.3767277,-0.4225422,0.0458145
66,0.38962555,0.15700361,"('inactive', 'active')",-0.80246824,-0.8499524,0.76091474,0.8128885,0.116024,0.0399799,0.0760441
18,0.38154462,0.461498,"('disagreeable', 'welcoming')",0.1869482,0.19736415,-0.94857293,-0.85748196,-0.1266934,-0.0662066,-0.0604868
23,-0.34650433,-0.38277045,"('insincere', 'sincere')",0.5966901,0.4492419,5.570066,5.3191433,1.940084,1.795205,0.144879
49,-0.3115149,-0.3745013,"('unable', 'able')",0.08268547,0.12087853,-0.35955736,-0.3164326,-0.1961289,-0.1900185,-0.0061104
40,-0.29486173,0.11612239,"('stingy', 'generous')",0.28563312,0.35794076,-1.7429811,-1.4395775,-0.5840699,-0.3218381,-0.2622318
67,0.28303087,0.059595544,"('doubtful', 'determined')",-0.24823914,-0.3975469,-0.6309633,-0.7600524,-0.1987239,-0.3660012,0.1672773
11,-0.25473958,-0.25241354,"('unhelpful', 'helpful')",0.63391596,0.55814683,2.1933804,2.2922602,0.8575189,0.8659978,-0.0084789
63,-0.22012024,-0.07364857,"('unperceptive', 'insightful')",0.32242572,0.2920938,0.8163248,0.95131814,0.3062101,0.3899211,-0.083711
28,0.20412007,0.17705856,"('disloyal', 'loyal')",-0.5631559,-0.69900286,0.984275,0.8361106,0.208413,0.1047221,0.1036909
86,-0.20363453,0.03292341,"('uninfluential', 'influential')",-0.7705046,-0.7935325,-0.14900485,0.04303623,-0.3743813,-0.239191,-0.1351903
4,0.17680465,0.29547265,"('disliked', 'liked')",-0.9597585,-0.9469849,-6.051723,-5.7730145,-2.2782256,-2.1415089,-0.1367167
58,0.14791556,0.42180756,"('undiscriminating', 'discriminating')",-0.13571173,0.019804947,-0.04243719,0.109614335,-0.0100778,0.1837423,-0.1938201
38,-0.13816306,-0.13168341,"('untruthful', 'truthful')",0.123595655,0.16460012,0.053557,0.090237714,0.0129965,0.0410515,-0.028055
87,0.09046135,-0.08910804,"('unsuccessful', 'successful')",0.67094094,0.62865436,0.59664404,0.64624125,0.4526821,0.3952625,0.0574196
78,-0.053353995,-0.08029665,"('nonresilient', 'resilient')",1.2567973,1.2829715,0.273189,0.45150465,0.4922108,0.5513932,-0.0591824
48,-0.05030664,0.04946059,"('unintelligent', 'intelligent')",-0.21463625,-0.17540714,0.3416637,0.3472729,0.0255736,0.0737755,-0.0482019
50,0.029803608,0.03969232,"('clumsy', 'skillful')",0.5675221,0.63975227,-0.016578805,0.03489189,0.1935823,0.2381122,-0.0445299
32,0.0066991225,-0.00027834624,"('unkind', 'kind')",-0.18793817,-0.34908098,0.9212901,0.8194711,0.2466837,0.1567039,0.0899798
