,darden_male,darden_female,tuple,restaurants_male,restaurants_female,inc_male,inc_female,average_male,average_female,male-female
57,-1.6936777,-1.5683546,"('unimaginative', 'imaginative')",0.38129756,0.49095213,-2.5559328,-2.4973373,-1.2894376,-1.19158,-0.0978576
58,-1.5637797,-1.2512889,"('undiscriminating', 'discriminating')",-0.32022184,-0.17365313,-0.15508005,-0.25873798,-0.6796939,-0.5612267,-0.1184672
86,-1.563048,-1.4581105,"('uninfluential', 'influential')",0.8511157,0.94343114,0.053622346,0.09451535,-0.2194366,-0.1400547,-0.0793819
1,-1.5183915,-1.7708342,"('unfriendly', 'friendly')",0.46015546,0.25586987,1.8172964,1.7510048,0.2530201,0.0786802,0.1743399
10,-1.4535862,-1.1396762,"('unsympathetic', 'sympathetic')",0.379839,0.50721556,-0.27352047,-0.29626516,-0.4490892,-0.3095753,-0.1395139
0,-1.2383806,-1.1875684,"('unsociable', 'sociable')",1.891958,1.913854,-0.21498716,-0.061101604,0.1461968,0.221728,-0.0755312
27,-1.2334119,-0.9679912,"('hardhearted', 'softhearted')",0.24417318,0.37978432,1.3292655,1.2908329,0.1133422,0.2342087,-0.1208665
35,1.2241156,0.76778644,"('corrupt', 'incorrupt')",-1.7952198,-1.9520158,-0.42232352,-0.5956511,-0.3311426,-0.5932935,0.2621509
41,-1.1310705,-0.39727452,"('unforgiving', 'forgiving')",0.6804134,0.8355006,-0.08483711,-0.007621038,-0.1784981,0.143535,-0.3220331
59,1.0752219,0.89615256,"('foolish', 'wise')",-0.6288154,-0.5847255,0.49294913,0.4736928,0.3131185,0.2617066,0.0514119
72,-1.0728853,-0.626259,"('unambitious', 'ambitious')",-0.6984151,-0.4934325,-0.9420796,-0.8639548,-0.90446,-0.6612154,-0.2432446
77,-1.069931,-1.0861729,"('unmotivated', 'motivated')",0.051076762,0.07993573,-0.9889732,-1.0707499,-0.6692758,-0.6923291,0.0230533
83,-1.0186876,-1.0780485,"('powerless', 'powerful')",-0.29877946,-0.21794459,-1.3310959,-1.4167376,-0.8828543,-0.9042435,0.0213892
17,-0.98963773,-0.9487848,"('nasty', 'nice')",-0.48427463,-0.40601736,-0.40659016,-0.365964,-0.6268342,-0.5735887,-0.0532455
20,-0.9513476,-0.84559745,"('rough', 'thoughtful')",-0.46787763,-0.3403963,1.027794,1.1517208,-0.1304771,-0.0114243,-0.1190528
43,-0.9479731,-0.606856,"('irresponsible', 'responsible')",1.3445877,1.7281082,0.6648943,0.9613733,0.3538363,0.6942085,-0.3403722
3,-0.9380128,-0.7100112,"('repellent', 'pleasant')",-0.6273963,-0.48103914,0.0055395924,0.023363287,-0.5199565,-0.389229,-0.1307275
69,0.8543938,0.665742,"('lazy', 'industrious')",-0.26044625,-0.15220076,-0.46271145,-0.42285776,0.0437454,0.0302278,0.0135176
48,-0.7826356,-0.7492892,"('unintelligent', 'intelligent')",0.5788717,0.52759165,0.67764866,0.650265,0.1579616,0.1428558,0.0151058
61,-0.762996,-0.65966576,"('illogical', 'logical')",0.53578585,0.5714689,0.40160087,0.3618566,0.0581302,0.0912199,-0.0330897
21,-0.7156765,-0.47062558,"('immoral', 'moral')",1.4304582,1.575031,-0.41559565,-0.5016126,0.0997287,0.2009309,-0.1012022
39,0.7118274,0.89945686,"('exploitative', 'cooperative')",1.4086504,1.5554115,0.2342473,0.33003637,0.7849083,0.9283016,-0.1433933
82,0.6414546,0.4213369,"('poor', 'rich')",0.8686827,0.8455355,6.4802895,6.301877,2.6634757,2.5229165,0.1405592
60,-0.6326332,0.101520106,"('inefficient', 'efficient')",2.3830636,2.6277194,0.5301324,0.9035219,0.7601876,1.2109205,-0.4507329
40,-0.63030475,-0.74564755,"('stingy', 'generous')",0.05970063,-0.16785543,-1.3193705,-1.7520591,-0.6299915,-0.8885207,0.2585292
45,-0.61752844,-0.29553136,"('incompetent', 'competent')",1.1416116,1.2069659,0.024365583,0.08015706,0.1828162,0.3305305,-0.1477143
14,-0.6048715,-0.08648512,"('antisocial', 'social')",1.7473599,2.0526147,-0.69454396,-0.48797345,0.1493148,0.4927187,-0.3434039
26,-0.59789586,-0.5721854,"('hardhearted', 'benevolent')",0.5799549,0.5524109,0.99551904,1.2791747,0.3258594,0.4198,-0.0939406
28,-0.5896799,-0.65453476,"('disloyal', 'loyal')",-0.0048214197,-0.09058946,1.0050924,0.8728778,0.1368637,0.0425845,0.0942792
70,-0.5894246,-0.34405056,"('lethargic', 'energetic')",0.3786149,0.6754076,0.8312996,1.0021871,0.20683,0.4445147,-0.2376847
37,0.5717927,0.38903666,"('fake', 'genuine')",-0.00083984435,-0.15817866,0.38314253,0.20921548,0.3180318,0.1466912,0.1713406
15,0.5643827,0.3425705,"('boring', 'funny')",0.70415425,0.81109744,0.23824675,0.2763158,0.5022612,0.4766612,0.0256
81,-0.56228757,-0.33455798,"('submissive', 'aggressive')",0.84158164,0.7822585,-0.5477402,-0.55178654,-0.089482,-0.0346953,-0.0547867
7,-0.5512583,-0.07185393,"('insensitive', 'sensitive')",0.3228161,0.587566,0.77910686,0.84587,0.1835549,0.4538607,-0.2703058
79,0.5413216,0.06724112,"('wavering', 'unwavering')",-1.0423946,-1.0606251,0.08253484,-0.16892701,-0.1395127,-0.387437,0.2479243
23,-0.5180551,-0.4167786,"('insincere', 'sincere')",0.46170565,0.7215763,5.832744,5.7380195,1.9254649,2.0142724,-0.0888075
36,-0.51613736,-0.6548557,"('hostile', 'amicable')",-1.3154806,-1.3472656,-0.22456387,-0.20567118,-0.685394,-0.7359308,0.0505368
71,0.5098531,0.36488095,"('diffident', 'self-confident')",1.7177496,1.8028419,0.58588713,0.65948266,0.93783,0.9424019,-0.0045719
65,-0.49379212,-0.1444631,"('insecure', 'secure')",0.017075773,0.20766327,-0.054974116,-0.01056074,-0.1772302,0.0175465,-0.1947767
9,-0.46512944,-0.6155395,"('unaffectionate', 'caring')",0.36650616,0.29114425,1.2436053,1.1592382,0.3816607,0.278281,0.1033797
63,-0.45796332,-0.4643291,"('unperceptive', 'insightful')",0.801758,0.8892757,1.5886381,1.5095487,0.6441443,0.6448318,-0.0006875
78,-0.44775122,-0.6335857,"('nonresilient', 'resilient')",0.8034595,0.75264263,0.7902271,0.6019914,0.3819785,0.2403495,0.141629
5,0.43278888,0.20206833,"('distant', 'outgoing')",0.21701851,0.21034259,0.3785194,0.3989333,0.3427756,0.2704481,0.0723275
53,-0.42006433,-0.5527148,"('uncreative', 'creative')",-0.21132895,-0.104601316,0.85928774,0.83499235,0.0759648,0.0592254,0.0167394
2,0.39777166,0.6943994,"('unlikable', 'likable')",1.2446504,1.5817698,0.75426775,0.9639616,0.7988966,1.0800436,-0.281147
73,0.37914267,0.1538856,"('helpless', 'self-reliant')",0.3883445,0.09201461,-3.1681201,-3.314093,-0.800211,-1.022731,0.22252
88,-0.379021,-0.4061814,"('low', 'eminent')",-0.752172,-0.5886554,-0.1092607,0.12218929,-0.4134845,-0.2908825,-0.122602
34,0.3354835,0.15815467,"('mean', 'honorable')",0.60553455,0.64861953,6.3390665,6.166175,2.4266949,2.3243163,0.1023786
80,-0.33537173,-0.26321864,"('dominated', 'dominating')",0.28407717,0.26115388,-1.0088826,-1.1638497,-0.3533924,-0.3886382,0.0352458
44,0.32646948,0.4849154,"('prejudiced', 'unprejudiced')",-0.87240005,-0.7379553,-1.6095744,-1.4687486,-0.7185016,-0.5739295,-0.1445721
32,-0.32630056,-0.0931359,"('unkind', 'kind')",0.5521538,0.79382795,0.96752673,0.95445615,0.3977933,0.5517161,-0.1539228
47,-0.3237031,-0.055582553,"('stupid', 'smart')",0.77456397,1.1505306,5.727468,5.855642,2.059443,2.3168634,-0.2574204
30,-0.32082698,0.082019694,"('intolerant', 'tolerant')",1.4848142,1.5155195,1.065226,1.2593637,0.7430711,0.9523009,-0.2092298
38,0.32039037,0.1090806,"('untruthful', 'truthful')",-0.074272215,-0.17761366,0.49798265,0.48209026,0.2480336,0.1378524,0.1101812
55,0.31005827,0.5037507,"('incompetent', 'clever')",1.4557691,1.7040542,0.24289913,0.4111577,0.6695755,0.8729875,-0.203412
24,0.27550644,0.29226494,"('dishonest', 'honest')",0.9440037,0.9383607,1.0126269,0.9382294,0.7440457,0.7229517,0.021094
29,0.2750969,0.24333306,"('unfair', 'fair')",-0.5722436,-0.50084054,-0.47770298,-0.60384685,-0.2582832,-0.2871181,0.0288349
75,0.27260083,-0.10476637,"('meek', 'impulsive')",-1.3169668,-1.4304402,-0.5403287,-0.6347214,-0.5282315,-0.7233094,0.1950779
50,0.25616166,0.36147586,"('clumsy', 'skillful')",-1.5543878,-1.311637,0.22581297,0.14360768,-0.3574711,-0.2688512,-0.0886199
67,0.24824755,0.34788525,"('doubtful', 'determined')",0.08176802,0.24631685,-0.38411114,-0.088640705,-0.0180319,0.1685205,-0.1865524
49,-0.24552688,0.0052735433,"('unable', 'able')",-0.016498178,0.29595777,0.06188591,0.3184202,-0.0667131,0.2065505,-0.2732636
6,0.2453368,-0.015193232,"('distant', 'open')",0.22073436,0.21007678,0.80385387,0.7061558,0.4233083,0.3003464,0.1229619
76,-0.23862363,-0.07292792,"('anxious', 'daring')",0.9251318,1.1801853,0.5656084,0.59738624,0.4173722,0.5682145,-0.1508423
74,-0.23689385,-0.06690304,"('undedicated', 'dedicated')",0.5857996,0.8272667,-0.082064025,0.21821865,0.0889472,0.3261941,-0.2372469
66,0.22884324,-0.378478,"('inactive', 'active')",-0.41579908,-0.40521333,0.8924913,0.62841415,0.2351785,-0.051759,0.2869375
85,0.22014382,-0.12472561,"('insignificant', 'prestigious')",-0.81287146,-0.85520476,0.43668815,0.420072,-0.0520132,-0.1866195,0.1346063
56,0.1960541,0.40404516,"('impractical', 'practical')",1.7437617,1.8654352,0.32039165,0.39784598,0.7534025,0.8891088,-0.1357063
