,darden_male,darden_female,tuple,restaurants_male,restaurants_female,inc_male,inc_female,average_male,average_female,male-female
13,-0.17462088,-0.026097517,"('impolite', 'polite')",2.1163,2.1742113,0.23997375,0.347926,0.7272177,0.8320132,-0.1047955
54,0.1660184,-0.0044023152,"('incapable', 'capable')",0.7177906,0.9562375,1.0811229,1.2183249,0.6549773,0.7233867,-0.0684094
19,-0.15476388,-0.4852442,"('inhospitable', 'hospitable')",-0.52897537,-0.59174025,0.12664765,0.18580005,-0.1856972,-0.2970614,0.1113642
84,0.14096248,0.034503147,"('inferior', 'superior')",-0.2371543,-0.21239501,0.67755884,0.69994587,0.193789,0.174018,0.019771
62,0.13883801,0.41483933,"('incompetent', 'brilliant')",1.2964897,1.5629017,0.6269394,0.67135054,0.6874224,0.8830305,-0.1956081
11,-0.12573119,-0.18401271,"('unhelpful', 'helpful')",0.33023176,0.4230963,2.347862,2.4160612,0.8507876,0.8850482,-0.0342606
12,0.115842305,0.29044977,"('unsupportive', 'supportive')",0.9124143,1.2035717,-1.2736415,-1.1130115,-0.0817949,0.1270033,-0.2087982
8,-0.11519647,-0.29313985,"('unaffectionate', 'affectionate')",-0.32831448,-0.38362932,0.65151495,0.6964496,0.0693347,0.0065601,0.0627746
64,-0.11492966,0.18907332,"('shy', 'confident')",-0.60393816,-0.521859,-6.267096,-6.095829,-2.3286546,-2.1428715,-0.1857831
68,-0.106023386,-0.3193176,"('dependent', 'independent')",-0.18336344,-0.18003617,-0.2287956,-0.280077,-0.1727275,-0.2598102,0.0870827
46,-0.1002862,-0.002140969,"('uncompetitive', 'competitive')",1.4145477,1.6619208,-0.4440203,-0.4244169,0.2900804,0.4117876,-0.1217072
87,0.09781082,-0.024266329,"('unsuccessful', 'successful')",0.7855237,0.6946751,0.91952527,0.9089143,0.6009533,0.526441,0.0745123
18,-0.079598926,0.3587548,"('disagreeable', 'welcoming')",-0.2137639,0.16853654,-0.36179423,-0.14299932,-0.2183857,0.1280973,-0.346483
42,0.072956294,0.42002603,"('unreliable', 'reliable')",0.33570537,0.5932729,-2.5323098,-2.4110901,-0.7078827,-0.4659304,-0.2419523
16,0.059307173,-0.2649904,"('unpopular', 'popular')",-0.8403281,-0.7396172,0.78976285,0.5476134,0.002914,-0.1523314,0.1552454
25,0.05799838,-0.32336402,"('egoistic', 'altruistic')",0.5717509,0.4436302,1.2989173,1.1955799,0.6428889,0.4386154,0.2042735
33,-0.0547975,-0.15056676,"('wrong', 'right')",-0.29229155,-0.33299,-0.553014,-0.5960706,-0.3000343,-0.3598758,0.0598415
51,-0.047487717,-0.25079036,"('uneducated', 'educated')",0.43855268,0.42722994,0.4382636,0.41276538,0.2764428,0.1964017,0.0800411
4,0.04037718,-0.104629405,"('disliked', 'liked')",-0.18916747,-0.33206218,-5.842272,-5.8644643,-1.9970207,-2.1003853,0.1033646
22,-0.025303153,0.19181195,"('untrustworthy', 'trustworthy')",0.48073694,0.68491393,-0.72731066,-0.57800967,-0.0906256,0.0995721,-0.1901977
31,-0.012130015,-0.2025799,"('evil', 'good')",-1.4066316,-1.5087279,-1.0254769,-1.063339,-0.8147462,-0.9248823,0.1101361
52,-0.00037563592,-0.2810233,"('irrational', 'rational')",-0.68800896,-0.8386745,-0.26811242,-0.4714596,-0.3188323,-0.5303858,0.2115535
