,franklin_male,franklin_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
36,-1.7329571,-1.6438308,"('hostile', 'amicable')",-2.0409274,-2.1813986,0.42926702,0.33788937,-1.1148725,-1.1624467,0.0475742
16,-1.6325564,-1.6739004,"('unpopular', 'popular')",-0.08783853,-0.09321774,0.41629508,0.33768153,-0.4347,-0.4764789,0.0417789
6,-1.5092299,-1.4090227,"('distant', 'open')",-1.2033176,-1.217831,0.233809,0.33631536,-0.8262462,-0.7635128,-0.0627334
39,1.4965458,1.3992218,"('exploitative', 'cooperative')",0.0651024,0.018231584,0.13774927,0.12860247,0.5664658,0.515352,0.0511138
62,1.3200922,1.2847042,"('incompetent', 'brilliant')",0.31060764,0.42899486,-0.23292336,-0.19399552,0.4659255,0.5065679,-0.0406424
0,-1.2752919,-1.4040049,"('unsociable', 'sociable')",-0.07894777,-0.14228648,-0.658893,-0.8404817,-0.6710442,-0.795591,0.1245468
60,1.2459531,1.0261458,"('inefficient', 'efficient')",1.0472414,1.0214636,-0.16721027,-0.1602526,0.7086614,0.6291189,0.0795425
73,1.1239918,1.1377821,"('helpless', 'self-reliant')",0.7364257,0.6937289,-2.9191053,-2.8508513,-0.3528959,-0.3397801,-0.0131158
24,1.1045679,1.0738652,"('dishonest', 'honest')",0.28208634,0.34363267,0.45596188,0.5984801,0.6142054,0.6719926,-0.0577872
4,-1.1028636,-1.1643296,"('disliked', 'liked')",-0.4839115,-0.48408946,-6.207168,-6.06407,-2.5979811,-2.5708297,-0.0271514
9,1.0902401,1.1156464,"('unaffectionate', 'caring')",0.59644806,0.6864773,0.9232546,0.9674671,0.869981,0.923197,-0.053216
56,1.0794724,1.0435095,"('impractical', 'practical')",0.53448236,0.69963795,-0.67973036,-0.6201555,0.3114081,0.3743306,-0.0629225
44,-1.063508,-1.1483082,"('prejudiced', 'unprejudiced')",-0.8481426,-0.79441476,-1.1815275,-1.2358546,-1.0310594,-1.0595258,0.0284664
53,1.0541079,1.0534085,"('uncreative', 'creative')",0.65219605,0.50307465,0.79874486,0.7579736,0.8350163,0.7714856,0.0635307
5,-1.0087422,-0.9062582,"('distant', 'outgoing')",-0.81423855,-0.81181145,-0.32112622,-0.22866005,-0.7147023,-0.6489099,-0.0657924
33,0.98405045,1.0922714,"('wrong', 'right')",0.993296,1.0053105,-0.46363205,-0.46655717,0.5045714,0.5436749,-0.0391035
