,prudential_male,prudential_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
85,2.8371646,2.274605,"('insignificant', 'prestigious')",1.8847234,1.6330006,0.9339371,0.4311902,1.885275,1.4462652,0.4390098
69,2.4621608,2.4677267,"('lazy', 'industrious')",1.0701708,1.0241802,-0.4195679,-0.7573473,1.0375879,0.9115198,0.1260681
86,-2.395856,-2.5031626,"('uninfluential', 'influential')",-0.20702383,-0.33891428,-0.0014580265,-0.04935646,-0.8681126,-0.9638111,0.0956985
79,2.240395,2.0215364,"('wavering', 'unwavering')",-0.03361912,0.05527102,0.43845218,0.26751155,0.8817427,0.7814396,0.1003031
55,-2.1943161,-1.9238337,"('incompetent', 'clever')",-0.8773305,-0.9759427,-0.35048544,-0.043382682,-1.1407107,-0.981053,-0.1596577
0,-2.1662881,-2.34631,"('unsociable', 'sociable')",-0.09269158,-0.22565554,-0.6104159,-0.56636673,-0.9564652,-1.0461107,0.0896455
66,2.1463919,1.7965262,"('inactive', 'active')",1.6122416,1.3526539,1.609098,1.0868442,1.7892439,1.412008,0.3772359
10,-2.0979714,-2.1440659,"('unsympathetic', 'sympathetic')",-0.9675955,-1.0661685,-0.3837343,-0.31012237,-1.1497671,-1.1734522,0.0236851
60,-2.0382144,-1.6554352,"('inefficient', 'efficient')",-0.06867668,0.13906255,-0.34098357,0.22096841,-0.8159583,-0.4318014,-0.3841569
73,2.0010095,2.044037,"('helpless', 'self-reliant')",1.08377,0.9940623,-3.08415,-3.1331072,0.0002098,-0.0316693,0.0318791
48,-1.916358,-2.0547256,"('unintelligent', 'intelligent')",-0.6606473,-0.75421405,0.11295591,0.20854294,-0.8213499,-0.8667989,0.045449
3,-1.887952,-1.7699968,"('repellent', 'pleasant')",-0.36973783,-0.36943614,0.12860642,0.39423648,-0.7096945,-0.5817322,-0.1279623
45,-1.835884,-1.5362958,"('incompetent', 'competent')",-0.9678334,-0.87602675,-0.72314817,-0.56548095,-1.1756218,-0.9926012,-0.1830206
33,1.7886492,1.4458683,"('wrong', 'right')",1.2647753,1.1361048,-0.5144763,-0.8094959,0.846316,0.5908257,0.2554903
42,1.7635224,1.8635094,"('unreliable', 'reliable')",1.0968714,0.99477154,-2.6476946,-2.67268,0.0708997,0.061867,0.0090327
36,1.697405,1.2046127,"('hostile', 'amicable')",0.21717843,0.031341348,0.5469807,0.26283923,0.8205214,0.4995977,0.3209237
46,-1.6813076,-1.2980701,"('uncompetitive', 'competitive')",0.7526775,0.651104,-0.61601365,-0.53019154,-0.5148812,-0.3923859,-0.1224953
35,1.6270095,1.6328701,"('corrupt', 'incorrupt')",-0.4764766,-0.42920804,0.072226174,-0.11986375,0.4075864,0.3612661,0.0463203
44,1.5835726,1.8815181,"('prejudiced', 'unprejudiced')",-0.07459566,-0.08392877,-1.2629474,-1.2381333,0.0820098,0.1864853,-0.1044755
62,-1.5697442,-1.0215435,"('incompetent', 'brilliant')",0.4196389,0.7384529,-0.19436309,0.31062618,-0.4481562,0.0091785,-0.4573347
81,-1.527568,-1.2074671,"('submissive', 'aggressive')",0.25732702,0.37062997,-0.79143715,-0.5238329,-0.6872261,-0.4535567,-0.2336694
82,-1.5066607,-0.85531104,"('poor', 'rich')",-0.7873966,-0.40253162,5.7864895,6.553774,1.164144,1.7653104,-0.6011664
5,1.4985433,1.4733914,"('distant', 'outgoing')",0.68482774,0.81085515,-0.02013547,-0.15292391,0.7210786,0.7104409,0.0106377
2,1.4415871,1.4533428,"('unlikable', 'likable')",2.3251595,2.3393228,0.28476754,0.30978078,1.3505047,1.367482,-0.0169773
51,-1.307373,-1.0919327,"('uneducated', 'educated')",-0.09625936,-0.048839554,0.69280547,0.79432374,-0.2369423,-0.1154828,-0.1214595
14,-1.278064,-1.2946135,"('antisocial', 'social')",0.9360499,0.8701199,-1.058895,-0.8257161,-0.4669697,-0.4167365,-0.0502332
71,1.1765276,1.0331026,"('diffident', 'self-confident')",2.0501184,2.0092802,0.68459684,0.6345788,1.3037476,1.2256538,0.0780938
24,-1.1540157,-1.4125016,"('dishonest', 'honest')",-0.24457306,-0.15737808,0.3032221,0.47642624,-0.3651222,-0.3644845,-0.0006377
6,1.1438974,0.96897197,"('distant', 'open')",-0.02819562,0.01352153,0.55219424,0.4216687,0.5559653,0.4680541,0.0879112
57,-1.1423827,-1.2832004,"('unimaginative', 'imaginative')",-0.18645403,-0.43263236,-2.706677,-2.932844,-1.3451713,-1.549559,0.2043877
28,-1.1408292,-1.442434,"('disloyal', 'loyal')",-0.13063987,-0.14034815,0.69710016,0.8337672,-0.1914563,-0.2496717,0.0582154
34,1.1295285,1.3473309,"('mean', 'honorable')",0.59428996,0.7099043,6.105285,6.389058,2.6097012,2.815431,-0.2057298
80,-1.0664437,-0.78255117,"('dominated', 'dominating')",-0.17243555,-0.37058678,-0.93423945,-0.9835767,-0.7243729,-0.7122382,-0.0121347
11,-1.064712,-0.7525249,"('unhelpful', 'helpful')",0.13737431,0.29499504,1.7437284,1.943821,0.2721302,0.4954304,-0.2233002
77,-1.0622879,-0.909515,"('unmotivated', 'motivated')",0.93562824,0.92197907,-1.0182984,-0.97403866,-0.3816527,-0.3205249,-0.0611278
23,-1.0464944,-1.1634024,"('insincere', 'sincere')",0.6482196,0.7254176,5.77732,6.279651,1.793015,1.9472221,-0.1542071
70,-1.0459776,-0.87411016,"('lethargic', 'energetic')",0.0836358,0.10008875,0.54997975,0.6906049,-0.137454,-0.0278055,-0.1096485
50,1.0190094,1.2576579,"('clumsy', 'skillful')",0.79451054,0.8144958,0.35111672,0.35915095,0.7215455,0.8104348,-0.0888893
84,0.99351454,0.947348,"('inferior', 'superior')",0.4572699,0.50204295,1.0864408,0.86811984,0.8457417,0.7725035,0.0732382
65,-0.9690753,-0.85687995,"('insecure', 'secure')",-0.21559227,-0.31262147,-0.5868242,-0.25562766,-0.5904973,-0.475043,-0.1154543
63,-0.9412156,-0.91530764,"('unperceptive', 'insightful')",1.5015434,1.4356947,1.129849,1.1738003,0.5633922,0.5647291,-0.0013369
59,0.9389902,0.85134816,"('foolish', 'wise')",0.7866256,0.72800946,0.5226878,0.3586654,0.7494345,0.6460077,0.1034268
54,0.93156046,0.71291924,"('incapable', 'capable')",1.3827226,1.3214289,1.2926708,1.3636298,1.202318,1.1326593,0.0696587
83,0.9191449,0.96958077,"('powerless', 'powerful')",0.7850185,0.8096748,-1.0012783,-0.96934235,0.2342951,0.2699711,-0.035676
72,-0.8899267,-0.756577,"('unambitious', 'ambitious')",-0.06886709,0.04955512,-1.1471814,-0.7770908,-0.7019917,-0.4947042,-0.2072875
26,0.87391967,0.28090385,"('hardhearted', 'benevolent')",1.2820119,1.0634592,1.5639503,1.24295,1.2399606,0.8624376,0.377523
13,-0.85096186,-0.72912115,"('impolite', 'polite')",0.10704157,0.19928391,-0.3795569,-0.20222765,-0.3744924,-0.2440216,-0.1304708
22,-0.84564745,-0.72373164,"('untrustworthy', 'trustworthy')",-0.5842997,-0.63740474,-1.0678167,-0.9076616,-0.832588,-0.756266,-0.076322
75,0.816841,1.2026975,"('meek', 'impulsive')",-0.20518206,-0.0016130153,-0.5384774,-0.49899077,0.0243938,0.2340312,-0.2096374
87,0.7719141,0.9844755,"('unsuccessful', 'successful')",1.4703008,1.4463512,0.8322869,0.68334746,1.0248339,1.038058,-0.0132241
