,prudential_male,prudential_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
17,0.72232014,0.75691456,"('nasty', 'nice')",-0.11282992,0.008778546,-0.52780414,-0.5420451,0.0272287,0.0745493,-0.0473206
21,-0.70974815,-0.54034483,"('immoral', 'moral')",0.4098856,0.36961544,-0.73652595,-0.6459354,-0.3454628,-0.2722216,-0.0732412
41,-0.63745356,-0.9584104,"('unforgiving', 'forgiving')",0.7458361,0.6515559,-0.22285001,-0.37503022,-0.0381558,-0.2272949,0.1891391
39,-0.5990222,-0.6985481,"('exploitative', 'cooperative')",0.85430396,0.8280355,0.03694219,0.07272215,0.097408,0.0674032,0.0300048
7,-0.59550405,-0.84606326,"('insensitive', 'sensitive')",0.6624397,0.51641726,0.8320198,0.8161513,0.2996518,0.1621684,0.1374834
25,0.5844838,0.3893357,"('egoistic', 'altruistic')",0.24375248,0.22690314,1.5921993,1.670609,0.8068119,0.7622826,0.0445293
76,-0.5691159,-0.29172218,"('anxious', 'daring')",0.18788561,0.19853464,0.013119545,0.27162167,-0.1227036,0.059478,-0.1821816
49,-0.55014944,-0.09183788,"('unable', 'able')",-1.0491036,-0.77497214,-0.31981635,-0.0677359,-0.6396898,-0.3115153,-0.3281745
43,-0.5355456,-0.52833384,"('irresponsible', 'responsible')",0.8144966,0.77615243,0.34028268,0.39588496,0.2064112,0.2145679,-0.0081567
52,0.53221923,0.15165815,"('irrational', 'rational')",0.17426233,-0.0069278143,-0.107859954,-0.33020502,0.1995405,-0.0618249,0.2613654
15,0.5214206,0.3117314,"('boring', 'funny')",0.021308787,0.14444584,0.22123353,0.16414586,0.2546543,0.2067744,0.0478799
4,0.49128824,0.67608726,"('disliked', 'liked')",-0.0023525972,0.042959943,-6.5381203,-6.890294,-2.0163949,-2.0570823,0.0406874
27,0.48096022,0.28254247,"('hardhearted', 'softhearted')",-0.31456855,-0.47994286,1.6787556,1.3334706,0.6150491,0.3786901,0.236359
32,-0.47102943,-0.4509117,"('unkind', 'kind')",0.27435735,0.24541095,0.6599277,0.7567714,0.1544185,0.1837569,-0.0293384
61,-0.4526769,-0.57518387,"('illogical', 'logical')",1.0996903,1.1108664,0.11464816,0.13740838,0.2538872,0.2243636,0.0295236
30,-0.4518877,-0.55673456,"('intolerant', 'tolerant')",0.13374943,0.24462466,0.76607335,0.8786985,0.1493117,0.1888629,-0.0395512
31,0.43010956,0.09421379,"('evil', 'good')",-0.5587578,-0.6307175,-1.0863284,-1.2435062,-0.4049922,-0.5933367,0.1883445
37,-0.4298697,-0.58853906,"('fake', 'genuine')",-0.6371687,-0.7917129,0.33030346,0.42456377,-0.2455783,-0.3185627,0.0729844
88,-0.39014474,-0.60828674,"('low', 'eminent')",-0.93771935,-0.92495,0.05767223,0.04401023,-0.4233973,-0.4964088,0.0730115
58,0.38987198,0.014344003,"('undiscriminating', 'discriminating')",1.6855631,1.4072945,0.34299466,0.07248815,0.8061433,0.4980422,0.3081011
56,-0.35615343,-0.039852876,"('impractical', 'practical')",0.230706,0.45944744,-0.4012074,-0.11010593,-0.1755516,0.1031629,-0.2787145
67,-0.3012089,-0.43329808,"('doubtful', 'determined')",-0.3457125,-0.2108463,-1.0801116,-1.006262,-0.5756777,-0.5501355,-0.0255422
78,0.2637098,0.6118811,"('nonresilient', 'resilient')",1.4121512,1.3179318,0.8496535,0.7514138,0.8418382,0.8937422,-0.051904
18,-0.24797566,-0.43628955,"('disagreeable', 'welcoming')",-0.3035262,-0.4050135,-0.2681207,-0.36004308,-0.2732075,-0.4004487,0.1272412
40,0.23457272,-0.01755821,"('stingy', 'generous')",1.2644596,1.0241764,-1.6299263,-1.8918974,-0.0436313,-0.2950931,0.2514618
20,-0.20184445,-0.1428142,"('rough', 'thoughtful')",0.12243593,0.06135577,1.050741,0.9360025,0.3237775,0.284848,0.0389295
9,0.1932744,-0.30507642,"('unaffectionate', 'caring')",1.5111009,1.4558356,1.152907,1.2037318,0.9524274,0.7848303,0.1675971
68,-0.18413326,-0.0585374,"('dependent', 'independent')",-1.7767591,-1.8464829,-0.44524753,-0.5003407,-0.8020466,-0.801787,-0.0002596
74,-0.17479138,-0.22594386,"('undedicated', 'dedicated')",0.7567893,0.6951142,0.26839122,0.13453165,0.283463,0.201234,0.082229
53,-0.15262473,-0.27486616,"('uncreative', 'creative')",1.348145,1.210271,0.8086673,0.7828173,0.6680625,0.5727407,0.0953218
12,0.1491346,0.07477185,"('unsupportive', 'supportive')",1.3245345,1.2624849,-1.7473688,-1.9250921,-0.0912332,-0.1959451,0.1047119
16,-0.117275745,0.11983428,"('unpopular', 'popular')",-0.09113908,-0.14831045,0.40213525,0.33522218,0.0645735,0.1022487,-0.0376752
8,-0.113542326,-0.5449479,"('unaffectionate', 'affectionate')",0.24708511,0.18004905,0.6012925,0.56551963,0.2449451,0.0668736,0.1780715
47,-0.094469726,0.105018556,"('stupid', 'smart')",0.6148144,0.75305444,5.502431,5.905739,2.0075919,2.254604,-0.2470121
38,-0.059854392,-0.10106853,"('untruthful', 'truthful')",0.7035958,0.8620707,-0.10545808,0.034627788,0.1794278,0.26521,-0.0857822
29,0.027536407,0.12711845,"('unfair', 'fair')",-0.24941516,-0.26626098,-0.5644938,-0.728496,-0.2621242,-0.2892128,0.0270886
64,0.013290316,0.016306177,"('shy', 'confident')",0.7108506,0.56023264,-6.775515,-7.0624437,-2.0171248,-2.1619682,0.1448434
1,0.009230349,-0.5364617,"('unfriendly', 'friendly')",1.5817823,1.3246359,2.0478237,1.9060922,1.2129455,0.8980888,0.3148567
19,0.0073561426,0.056114215,"('inhospitable', 'hospitable')",-0.098348394,0.0070303604,0.04900759,-0.1765285,-0.0139949,-0.0377946,0.0237997
