,macys_male,macys_female,tuple,inc_male,inc_female,average_male,average_female,male-female
9,0.3392606,0.64653325,"('unaffectionate', 'caring')",0.9516155,1.2643865,0.6454381,0.9554599,-0.3100218
20,0.31336525,0.24500003,"('rough', 'thoughtful')",1.3027116,1.2875682,0.8080384,0.7662841,0.0417543
51,-0.2995649,-0.29641396,"('uneducated', 'educated')",0.64956695,0.7635618,0.175001,0.2335739,-0.0585729
15,0.2987499,0.40474397,"('boring', 'funny')",0.24451232,0.2173956,0.2716311,0.3110698,-0.0394387
14,-0.29034793,-0.7361572,"('antisocial', 'social')",-1.0287212,-1.215704,-0.6595346,-0.9759306,0.316396
0,0.2788552,-0.04385581,"('unsociable', 'sociable')",-0.53690153,-0.5856401,-0.1290232,-0.3147479,0.1857247
30,0.23918283,0.16368446,"('intolerant', 'tolerant')",0.8294035,0.7089491,0.5342932,0.4363168,0.0979764
5,0.23604184,0.43676013,"('distant', 'outgoing')",-0.4802191,-0.41282278,-0.1220886,0.0119687,-0.1340573
52,-0.23547937,-0.25636625,"('irrational', 'rational')",0.19099742,0.19629046,-0.022241,-0.0300379,0.0077969
40,-0.22524476,-0.2690019,"('stingy', 'generous')",-1.4838296,-1.3220582,-0.8545372,-0.7955301,-0.0590071
6,0.22336996,0.4736965,"('distant', 'open')",0.3788231,0.44216284,0.3010965,0.4579297,-0.1568332
79,-0.21883777,-0.27941352,"('wavering', 'unwavering')",0.04665257,0.06675285,-0.0860926,-0.1063303,0.0202377
83,-0.20429973,-0.31506094,"('powerless', 'powerful')",-1.0698192,-1.1092238,-0.6370595,-0.7121424,0.0750829
48,0.2023212,0.11762134,"('unintelligent', 'intelligent')",0.6109762,0.67375326,0.4066487,0.3956873,0.0109614
62,-0.19919825,-0.42400712,"('incompetent', 'brilliant')",-0.016205497,-0.015452458,-0.1077019,-0.2197298,0.1120279
23,0.19661117,0.23860534,"('insincere', 'sincere')",5.8421564,5.693489,3.0193839,2.9660473,0.0533366
86,0.1886562,0.103051856,"('uninfluential', 'influential')",0.058293268,0.19095334,0.1234747,0.1470026,-0.0235279
25,0.18580979,0.2890392,"('egoistic', 'altruistic')",1.3937757,1.4077721,0.7897928,0.8484056,-0.0586128
38,0.16840765,0.11707497,"('untruthful', 'truthful')",0.03709009,0.10856892,0.1027489,0.1128219,-0.010073
66,-0.1664983,-0.06785943,"('inactive', 'active')",0.84883255,0.9828799,0.3411671,0.4575102,-0.1163431
50,0.14703268,0.22851568,"('clumsy', 'skillful')",0.16772419,0.34484267,0.1573784,0.2866792,-0.1293008
59,-0.14634801,0.077958986,"('foolish', 'wise')",0.07935497,0.2002315,-0.0334965,0.1390952,-0.1725917
58,-0.14321212,-0.31771442,"('undiscriminating', 'discriminating')",-0.06124071,0.035436723,-0.1022264,-0.1411389,0.0389125
70,0.12381154,-0.09738521,"('lethargic', 'energetic')",0.68383837,0.5852925,0.403825,0.2439536,0.1598714
81,-0.102371305,-0.5758942,"('submissive', 'aggressive')",-0.8492191,-1.0479037,-0.4757952,-0.8118989,0.3361037
28,-0.10133918,-0.27741122,"('disloyal', 'loyal')",1.0350192,1.0782536,0.46684,0.4004212,0.0664188
36,-0.08585498,-0.06942115,"('hostile', 'amicable')",0.466377,0.49294397,0.190261,0.2117614,-0.0215004
7,-0.08069076,-0.09810978,"('insensitive', 'sensitive')",0.47499064,0.5652492,0.1971499,0.2335697,-0.0364198
10,-0.07314237,-0.36464468,"('unsympathetic', 'sympathetic')",-0.32765064,-0.25943378,-0.2003965,-0.3120392,0.1116427
8,0.06673163,0.2665557,"('unaffectionate', 'affectionate')",0.80137527,1.0007973,0.4340535,0.6336765,-0.199623
88,0.0242974,0.044764124,"('low', 'eminent')",0.11717858,0.21983093,0.070738,0.1322975,-0.0615595
24,0.016493533,-0.030222554,"('dishonest', 'honest')",0.8457864,0.77157307,0.43114,0.3706753,0.0604647
84,-0.004226108,-0.10572447,"('inferior', 'superior')",0.8952516,0.8773111,0.4455127,0.3857933,0.0597194
