,pulte_male,pulte_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.4388828,-2.1966588,"('uninfluential', 'influential')",-0.62326,-0.40264577,-0.666588,-0.50096273,-1.2429103,-1.0334225,-0.2094878
10,-2.3353806,-1.7865307,"('unsympathetic', 'sympathetic')",-0.4888452,-0.18150464,-0.7357841,-0.3678815,-1.1866699,-0.7786389,-0.408031
45,-2.002027,-1.5490263,"('incompetent', 'competent')",-0.173199,0.12502995,-0.8148337,-0.57335275,-0.9966865,-0.665783,-0.3309035
57,-1.923727,-1.5839816,"('unimaginative', 'imaginative')",-0.68840456,-0.5664873,-2.6635325,-2.6122642,-1.7585548,-1.5875777,-0.1709771
9,-1.8669473,-1.7474723,"('unaffectionate', 'caring')",-0.107697114,-0.045714617,1.2398877,1.2695996,-0.2449189,-0.1745291,-0.0703898
35,1.8208985,1.4336896,"('corrupt', 'incorrupt')",-0.9924272,-1.1973424,0.33814532,-0.019591399,0.3888722,0.0722519,0.3166203
12,-1.6536559,-1.1039944,"('unsupportive', 'supportive')",0.21225403,0.6615823,-1.9090436,-1.6624962,-1.1168151,-0.7016361,-0.415179
0,-1.5423789,-1.458075,"('unsociable', 'sociable')",0.18353164,0.11758502,-0.65665084,-0.5794193,-0.6718327,-0.6399697,-0.031863
69,1.5401715,1.4765003,"('lazy', 'industrious')",0.11735953,0.16298074,-0.3534332,-0.48151505,0.4346993,0.3859887,0.0487106
1,-1.499118,-1.6587298,"('unfriendly', 'friendly')",-0.33091533,-0.39391375,2.0088265,1.7953815,0.0595977,-0.085754,0.1453517
11,-1.4869735,-1.1109974,"('unhelpful', 'helpful')",-0.6051493,-0.30276453,1.3689399,1.7545322,-0.241061,0.1135901,-0.3546511
3,-1.3875128,-1.2201185,"('repellent', 'pleasant')",0.43369162,0.41179168,-0.032103565,0.060981426,-0.3286416,-0.2491151,-0.0795265
53,-1.386859,-1.4003489,"('uncreative', 'creative')",-0.18798454,-0.23713319,0.9630888,0.835957,-0.2039183,-0.267175,0.0632567
