,pulte_male,pulte_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
48,-1.3826522,-1.4450256,"('unintelligent', 'intelligent')",-0.05489699,-0.15759964,0.12696719,0.34882545,-0.4368606,-0.4179333,-0.0189273
84,1.3611789,0.9957955,"('inferior', 'superior')",0.47407785,0.353854,1.1858958,1.0465326,1.0070508,0.7987274,0.2083234
23,-1.3424903,-1.2543937,"('insincere', 'sincere')",0.0034334697,0.2046199,5.470944,5.688523,1.3772957,1.5462497,-0.168954
51,-1.2884624,-0.96053416,"('uneducated', 'educated')",0.2020167,0.36621377,0.15651551,0.29206058,-0.3099767,-0.1007533,-0.2092234
13,-1.1746123,-0.6361942,"('impolite', 'polite')",-0.58865684,-0.32163107,-0.90065575,-0.56270504,-0.887975,-0.5068434,-0.3811316
24,-1.1555136,-0.86629206,"('dishonest', 'honest')",-0.51317894,-0.25543052,0.27166295,0.45328644,-0.4656765,-0.2228121,-0.2428644
46,-1.1346775,-0.8550894,"('uncompetitive', 'competitive')",1.0704514,1.2410921,-0.99160314,-0.82403684,-0.3519431,-0.1460114,-0.2059317
62,-1.1282643,-0.64992446,"('incompetent', 'brilliant')",0.5344155,0.88231456,-0.31592515,0.23744449,-0.303258,0.1566115,-0.4598695
63,-1.1219172,-0.5424395,"('unperceptive', 'insightful')",0.5453711,0.85179204,0.4777581,0.7942896,-0.0329293,0.3678807,-0.40081
55,-1.1181862,-0.96423423,"('incompetent', 'clever')",0.90211,0.9514998,-0.2974838,-0.08224254,-0.1711867,-0.031659,-0.1395277
38,-1.0975382,-0.66848767,"('untruthful', 'truthful')",-1.4062668,-1.0009292,-0.33655012,0.01594906,-0.9467851,-0.551156,-0.3956291
43,-1.0804098,-0.6360457,"('irresponsible', 'responsible')",0.6776395,0.969868,0.32973465,0.6664802,-0.0243452,0.3334342,-0.3577794
67,1.0553243,1.0150157,"('doubtful', 'determined')",0.5856683,0.58037007,-0.47698426,-0.27503604,0.3880028,0.4401166,-0.0521138
61,-1.0391755,-0.95697576,"('illogical', 'logical')",-0.26042482,-0.2696919,0.20175253,0.26288432,-0.3659493,-0.3212611,-0.0446882
7,-1.0341026,-0.78313565,"('insensitive', 'sensitive')",-0.33731398,-0.12667355,0.44824636,0.6796777,-0.3077234,-0.0767105,-0.2310129
8,-1.0079848,-1.0069373,"('unaffectionate', 'affectionate')",0.09462062,0.08446723,1.1159028,1.0588292,0.0675129,0.0454531,0.0220598
41,-0.9813206,-0.6948504,"('unforgiving', 'forgiving')",0.11223851,0.34775096,0.1029346,0.14321172,-0.2553825,-0.0679626,-0.1874199
73,0.9728052,1.2340783,"('helpless', 'self-reliant')",0.34011084,0.44856322,-2.8795147,-3.0017931,-0.5221996,-0.4397172,-0.0824824
77,-0.92137545,-0.8987896,"('unmotivated', 'motivated')",0.47222936,0.46451518,-1.3377609,-1.1387048,-0.5956357,-0.5243264,-0.0713093
44,0.90879446,0.71948606,"('prejudiced', 'unprejudiced')",-0.17064145,-0.25985205,-1.1524808,-1.244013,-0.1381093,-0.2614596,0.1233503
59,0.9080327,0.76647115,"('foolish', 'wise')",-0.66134495,-0.66458,0.5967054,0.5555056,0.281131,0.2191322,0.0619988
37,0.8758201,0.9436553,"('fake', 'genuine')",0.046322573,0.33623606,0.4475031,0.52415407,0.4565486,0.6013485,-0.1447999
28,-0.8016154,-1.1906103,"('disloyal', 'loyal')",0.23868515,0.10310933,1.0144409,0.8094414,0.1505035,-0.0926865,0.24319
32,-0.7934574,-0.6301261,"('unkind', 'kind')",0.18794377,0.35029086,0.51421595,0.64485216,-0.0304326,0.1216723,-0.1521049
80,-0.735054,-0.31036875,"('dominated', 'dominating')",0.55312276,0.75245273,-1.6996349,-1.352796,-0.6271887,-0.3035707,-0.323618
70,-0.7250093,-0.20475647,"('lethargic', 'energetic')",0.31856304,0.627948,0.1604807,0.41072798,-0.0819885,0.2779732,-0.3599617
2,0.7190922,0.9888328,"('unlikable', 'likable')",1.6400855,1.9604193,0.41284567,0.74813443,0.9240077,1.2324622,-0.3084545
78,-0.7167575,-0.66665834,"('nonresilient', 'resilient')",0.7493294,0.86441505,0.103746586,0.22017354,0.0454395,0.1393101,-0.0938706
39,0.68575037,0.64844036,"('exploitative', 'cooperative')",1.692708,1.6183513,0.25640926,0.27506435,0.8782892,0.8472854,0.0310038
88,-0.6784003,-0.787934,"('low', 'eminent')",-1.0046537,-1.0717444,0.14728808,0.04854674,-0.511922,-0.6037106,0.0917886
30,-0.66715276,-0.34333578,"('intolerant', 'tolerant')",0.50091314,0.6024604,1.1309016,1.2764355,0.321554,0.5118534,-0.1902994
15,0.658301,0.8001999,"('boring', 'funny')",-0.9150574,-0.74795884,0.40083236,0.41197118,0.0480253,0.1547374,-0.1067121
22,-0.6511436,-0.12809217,"('untrustworthy', 'trustworthy')",0.23163697,0.51073194,-1.316016,-1.0663183,-0.5785075,-0.2278928,-0.3506147
60,-0.6381475,-0.47664183,"('inefficient', 'efficient')",1.0656871,1.2092854,-0.48132852,-0.051897176,-0.0179296,0.2269155,-0.2448451
18,-0.6261151,-0.5144945,"('disagreeable', 'welcoming')",-0.7782717,-0.60741675,-0.42867592,-0.37481594,-0.6110209,-0.4989091,-0.1121118
75,0.6230379,0.8994499,"('meek', 'impulsive')",-1.0800537,-0.8805619,-0.3821483,-0.25976354,-0.2797214,-0.0802918,-0.1994296
58,-0.6204501,-0.4624839,"('undiscriminating', 'discriminating')",0.8525824,0.90293634,0.27576008,0.18797041,0.1692975,0.2094743,-0.0401768
34,-0.6053194,-0.35324138,"('mean', 'honorable')",-0.023064882,0.12949476,5.8876195,6.1145267,1.7530785,1.9635933,-0.2105148
26,-0.5905998,-0.65262294,"('hardhearted', 'benevolent')",1.4157449,1.3031886,1.892819,1.9038674,0.9059881,0.8514776,0.0545105
81,-0.57966083,-0.29834762,"('submissive', 'aggressive')",1.21029,1.1930987,-1.0155294,-0.8323036,-0.1283001,0.0208158,-0.1491159
65,-0.54850817,-0.54706305,"('insecure', 'secure')",0.68760973,0.5314024,-0.6351843,-0.4943847,-0.1653609,-0.1700151,0.0046542
40,-0.5481997,-0.4351636,"('stingy', 'generous')",0.3491429,0.40582064,-1.5185553,-1.5839925,-0.5725373,-0.5377785,-0.0347588
4,-0.5254586,-0.3113164,"('disliked', 'liked')",-0.584209,-0.47589368,-6.671004,-6.7420654,-2.593557,-2.5097585,-0.0837985
36,0.51986146,0.08985909,"('hostile', 'amicable')",-0.57114744,-0.95895827,1.050844,0.39188498,0.333186,-0.1590714,0.4922574
19,-0.5160852,-0.34061816,"('inhospitable', 'hospitable')",-1.5987661,-1.4495434,-0.12655734,-0.08733006,-0.7471362,-0.6258305,-0.1213057
82,-0.51433927,-0.6519747,"('poor', 'rich')",-0.020451093,-0.08120371,5.7933254,5.858679,1.752845,1.7085002,0.0443448
72,-0.49913338,-0.51256764,"('unambitious', 'ambitious')",0.7445207,0.64400345,-0.7303916,-0.58199376,-0.1616681,-0.150186,-0.0114821
71,-0.49645936,-0.52518535,"('diffident', 'self-confident')",0.05500871,0.06310046,0.54171485,0.64423347,0.0334214,0.0607162,-0.0272948
87,-0.4710199,-0.20270549,"('unsuccessful', 'successful')",1.1146246,1.2408321,0.5882697,0.8316553,0.4106248,0.6232607,-0.2126359
14,-0.4626461,-0.3485342,"('antisocial', 'social')",1.6833925,1.6842934,-0.47827727,-0.29519224,0.2474897,0.3468556,-0.0993659
27,-0.42077103,-0.46505693,"('hardhearted', 'softhearted')",-0.42090145,-0.38519698,1.4340807,1.29167,0.1974694,0.1471387,0.0503307
74,-0.36708188,-0.07393284,"('undedicated', 'dedicated')",1.164526,1.4341328,0.007106373,0.09295931,0.2681835,0.4843864,-0.2162029
29,0.3541891,0.21337764,"('unfair', 'fair')",-0.4199249,-0.46345,-0.41599277,-0.54746217,-0.1605762,-0.2658448,0.1052686
50,0.33159044,0.3900727,"('clumsy', 'skillful')",-0.3415394,-0.02791889,0.10606172,0.20266649,0.0320376,0.1882734,-0.1562358
76,0.3237362,0.4610112,"('anxious', 'daring')",0.6090733,0.71429026,0.105984665,0.17471594,0.3462647,0.4500058,-0.1037411
21,-0.3196366,0.032170456,"('immoral', 'moral')",0.32911083,0.5745299,-1.063057,-0.81520116,-0.3511942,-0.0695003,-0.2816939
49,-0.3163268,-0.34149092,"('unable', 'able')",-0.92317736,-0.78167945,-0.45212668,-0.27396896,-0.5638769,-0.4657131,-0.0981638
17,-0.31631568,-0.2620835,"('nasty', 'nice')",-1.0345942,-0.99950224,-0.5257713,-0.6154519,-0.6255604,-0.6256792,0.0001188
56,-0.30501655,0.015725568,"('impractical', 'practical')",0.60761034,0.79394335,-0.3030116,-0.057711452,-0.0001393,0.2506525,-0.2507918
16,-0.27553335,-0.20197117,"('unpopular', 'popular')",-0.30220592,-0.26210362,0.4422544,0.430189,-0.0451616,-0.0112953,-0.0338663
33,0.2552338,0.38034514,"('wrong', 'right')",-0.22228435,-0.07709022,-0.2900834,-0.33993232,-0.0857113,-0.0122258,-0.0734855
52,0.22787005,0.054439582,"('irrational', 'rational')",-0.351939,-0.3950761,0.71845996,0.39893016,0.1981303,0.0194312,0.1786991
42,0.22116616,0.52202445,"('unreliable', 'reliable')",0.8594508,1.0599201,-3.148586,-3.1419554,-0.689323,-0.5200036,-0.1693194
85,0.20283705,0.0018106569,"('insignificant', 'prestigious')",-0.26520404,-0.4274558,1.0349491,0.7511142,0.324194,0.1084897,0.2157043
47,-0.20243877,0.08872236,"('stupid', 'smart')",0.5677171,0.8410235,5.2851286,5.5142045,1.8834689,2.1479834,-0.2645145
68,0.18257447,-0.039828047,"('dependent', 'independent')",-0.3717343,-0.49844253,-0.67675656,-0.774701,-0.2886388,-0.4376572,0.1490184
5,-0.17623593,-0.08250609,"('distant', 'outgoing')",-1.7653908,-1.5657394,-0.09114734,-0.15320171,-0.6775913,-0.6004824,-0.0771089
54,-0.16195232,-0.15916444,"('incapable', 'capable')",-0.11209292,0.056054354,1.1150268,1.2159331,0.2803272,0.370941,-0.0906138
83,0.15067145,0.28039682,"('powerless', 'powerful')",0.37191933,0.57156175,-0.772116,-0.75035924,-0.0831751,0.0338664,-0.1170415
79,-0.14002684,-0.20566149,"('wavering', 'unwavering')",-1.9389853,-1.7366827,0.08114184,-0.01098786,-0.6659568,-0.6511107,-0.0148461
6,-0.13612188,-0.14716381,"('distant', 'open')",-1.8243873,-1.7097769,0.5411058,0.3619877,-0.4731344,-0.4983177,0.0251833
64,0.13094695,0.21299689,"('shy', 'confident')",0.5183021,0.6070712,-6.83586,-6.7195883,-2.0622036,-1.9665066,-0.095697
31,-0.12561437,-0.073318005,"('evil', 'good')",-1.2044885,-1.1492493,-0.6272694,-0.8905075,-0.6524574,-0.7043583,0.0519009
25,0.12402181,-0.1412408,"('egoistic', 'altruistic')",0.26459098,0.06458963,1.8335412,1.5700257,0.740718,0.4977915,0.2429265
66,0.061536744,0.24313517,"('inactive', 'active')",0.34385964,0.34612623,1.068657,1.0728889,0.4913511,0.5540501,-0.062699
20,-0.008554206,0.059764598,"('rough', 'thoughtful')",1.6085787,1.7030201,1.3036975,1.3706805,0.9679073,1.0444884,-0.0765811
