,union_male,union_female,tuple,pacific_male,pacific_female,corp_male,corp_female,average_male,average_female,male-female
55,-3.0335307,-2.74489,"('incompetent', 'clever')",-1.4580138,-1.4926829,0.5048978,0.3323499,-1.3288823,-1.301741,-0.0271413
81,-2.816961,-2.3370872,"('submissive', 'aggressive')",-1.1881322,-1.270115,-0.6613563,-0.7326173,-1.5554832,-1.4466065,-0.1088767
45,-2.1352594,-1.6001183,"('incompetent', 'competent')",-1.1666629,-0.9446357,-0.05871663,-0.11622493,-1.120213,-0.886993,-0.23322
13,-2.1008518,-1.8620801,"('impolite', 'polite')",-1.4851302,-1.5238672,-0.7034868,-0.7298043,-1.4298229,-1.3719171,-0.0579058
49,-2.0947838,-1.8825488,"('unable', 'able')",-0.8407646,-0.6530678,-0.5098762,-0.31552643,-1.1484749,-0.950381,-0.1980939
82,-2.0779898,-1.6426294,"('poor', 'rich')",-0.5128161,-0.21605857,6.660058,6.88628,1.3564173,1.6758641,-0.3194468
60,-2.0567446,-1.8271893,"('inefficient', 'efficient')",-0.9075906,-0.9406906,0.09060177,0.005192723,-0.9579112,-0.9208957,-0.0370155
30,-2.0411987,-1.6992372,"('intolerant', 'tolerant')",-1.6836467,-1.7269311,0.2750751,0.12738392,-1.1499234,-1.0995948,-0.0503286
57,-2.0011349,-1.7974834,"('unimaginative', 'imaginative')",-0.4449683,-0.2623504,-3.1562488,-3.1803102,-1.8674507,-1.7467146,-0.1207361
46,-1.9815767,-1.6256999,"('uncompetitive', 'competitive')",-0.3710985,-0.28887102,-0.64834344,-0.7923056,-1.0003395,-0.9022922,-0.0980473
22,-1.978205,-1.7099407,"('untrustworthy', 'trustworthy')",-0.79369974,-0.73748887,-1.0981328,-1.0800521,-1.2900125,-1.1758273,-0.1141852
69,1.959649,1.5982198,"('lazy', 'industrious')",1.2605443,1.2316365,-0.9735122,-1.0720109,0.7488937,0.5859485,0.1629452
52,1.8351439,1.3826717,"('irrational', 'rational')",-0.056297615,-0.16027927,-0.25930417,-0.2646602,0.506514,0.3192441,0.1872699
62,-1.7774192,-1.2334454,"('incompetent', 'brilliant')",-0.8220284,-0.6417729,0.2959614,0.35164675,-0.7678288,-0.5078572,-0.2599716
51,-1.6950346,-1.6158597,"('uneducated', 'educated')",-0.70124304,-0.82460296,0.20202604,0.0527948,-0.7314172,-0.7958893,0.0644721
77,-1.5860708,-1.6732676,"('unmotivated', 'motivated')",-0.37091494,-0.3530815,-0.81280005,-0.9177516,-0.923262,-0.9813669,0.0581049
11,-1.5754367,-1.2145542,"('unhelpful', 'helpful')",-1.6497855,-1.428005,1.2931818,1.4487458,-0.6440134,-0.3979377,-0.2460757
10,-1.5621625,-1.3889488,"('unsympathetic', 'sympathetic')",-1.8149133,-1.7561394,0.074516535,-0.03200167,-1.100853,-1.05903,-0.041823
65,-1.515127,-1.3677651,"('insecure', 'secure')",-0.57642967,-0.6193562,0.080692634,0.2117,-0.670288,-0.5918071,-0.0784809
70,-1.4955537,-1.0968324,"('lethargic', 'energetic')",-0.7392951,-0.5292206,0.35363454,0.3990739,-0.6270715,-0.408993,-0.2180785
86,-1.4765176,-1.299005,"('uninfluential', 'influential')",-0.5389658,-0.56282866,-0.33902824,-0.35165316,-0.7848372,-0.737829,-0.0470082
6,1.4219621,1.0626482,"('distant', 'open')",-0.02815068,-0.08737633,-0.57658696,-0.5380366,0.2724082,0.1457451,0.1266631
25,1.4025879,0.82203394,"('egoistic', 'altruistic')",0.36882836,0.030541915,1.2816058,1.074655,1.017674,0.6424103,0.3752637
85,1.4023613,0.8841343,"('insignificant', 'prestigious')",-0.024387993,-0.04521645,-1.1152138,-1.0996327,0.0875865,-0.086905,0.1744915
48,-1.3692396,-1.1159148,"('unintelligent', 'intelligent')",-0.64432275,-0.61523956,0.7531103,0.6002183,-0.4201506,-0.3769787,-0.0431719
54,-1.3549318,-1.3618375,"('incapable', 'capable')",-0.22674152,0.02792514,0.5621569,0.73949623,-0.3398388,-0.1981387,-0.1417001
26,1.3170443,1.3043122,"('hardhearted', 'benevolent')",1.1544346,1.1605117,1.4172378,1.2503965,1.2962389,1.2384068,0.0578321
73,1.2964495,1.401877,"('helpless', 'self-reliant')",-0.2007662,-0.17748347,-3.6965487,-3.5715194,-0.8669551,-0.7823753,-0.0845798
47,-1.1151053,-0.88510895,"('stupid', 'smart')",-0.47413144,-0.38390693,5.4744906,5.5474043,1.2950846,1.4261295,-0.1310449
63,-1.0792779,-0.75498796,"('unperceptive', 'insightful')",-0.71621746,-0.4089285,0.2241063,0.3109157,-0.5237963,-0.2843336,-0.2394627
0,-1.0720925,-1.2048006,"('unsociable', 'sociable')",-1.32345,-1.3546731,-0.18323733,-0.41037223,-0.8595933,-0.9899487,0.1303554
67,1.0200642,1.1966734,"('doubtful', 'determined')",-0.55898046,-0.45812234,-0.67371434,-0.735676,-0.0708769,0.0009583,-0.0718352
68,-1.0116988,-0.8362936,"('dependent', 'independent')",-1.1023469,-1.151942,-1.0207882,-1.0161364,-1.0449446,-1.0014574,-0.0434872
21,-0.9931849,-0.98800135,"('immoral', 'moral')",-0.079099864,-0.24216744,-0.056767743,-0.17169216,-0.3763508,-0.467287,0.0909362
41,-0.97608095,-1.3126407,"('unforgiving', 'forgiving')",-0.15217826,-0.1447737,-0.1332915,-0.43205434,-0.4205169,-0.6298229,0.209306
79,0.89666975,0.67785674,"('wavering', 'unwavering')",-0.32714272,-0.13167432,-0.70314705,-0.44535655,-0.04454,0.0336086,-0.0781486
87,-0.8657292,-0.58949,"('unsuccessful', 'successful')",0.35128713,0.5557599,0.8357967,0.8860252,0.1071182,0.2840984,-0.1769802
64,-0.85687613,-0.9901172,"('shy', 'confident')",-0.9398751,-1.2325379,-6.3112106,-6.7036076,-2.7026539,-2.975421,0.2727671
23,-0.8235595,-0.7545222,"('insincere', 'sincere')",-0.96968997,-0.7896496,5.9286447,6.0146112,1.378465,1.4901465,-0.1116815
50,-0.7932619,-0.8494852,"('clumsy', 'skillful')",-0.14316113,-0.043455847,0.01826945,0.13581058,-0.3060512,-0.2523768,-0.0536744
59,0.7916139,0.7989442,"('foolish', 'wise')",0.04485379,0.119298965,-0.11796644,-0.10969202,0.2395004,0.269517,-0.0300166
76,-0.7785502,-0.64591527,"('anxious', 'daring')",-0.06986573,0.006236933,0.23606685,0.30907,-0.2041164,-0.1102028,-0.0939136
20,-0.76371956,-0.6497971,"('rough', 'thoughtful')",0.23958302,0.36377653,1.0586792,0.98339134,0.1781809,0.2324569,-0.054276
