,sovereign_male,sovereign_female,tuple,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
56,0.9789817,1.3021477,"('impractical', 'practical')",0.006922044,0.27899504,-0.33402494,-0.0014012195,0.2172929,0.5265805,-0.3092876
25,-0.960992,-1.1305767,"('egoistic', 'altruistic')",0.7219883,0.6858522,1.718103,1.5710349,0.4930331,0.3754368,0.1175963
72,0.94968855,1.0609628,"('unambitious', 'ambitious')",-1.0960703,-1.034497,-0.9199894,-0.624227,-0.3554571,-0.1992537,-0.1562034
3,-0.9066412,-0.96100736,"('repellent', 'pleasant')",-0.5337174,-0.49489108,0.0040718038,0.23856544,-0.4787623,-0.4057777,-0.0729846
24,0.8920695,0.5878135,"('dishonest', 'honest')",-1.6243086,-1.6375612,0.61856323,0.60364896,-0.0378919,-0.1486996,0.1108077
33,0.8917464,0.73388135,"('wrong', 'right')",1.4295648,1.3074332,-0.5124532,-0.8355485,0.6029527,0.401922,0.2010307
5,0.87489104,0.94678074,"('distant', 'outgoing')",1.1950083,1.182171,-0.092950724,-0.19895256,0.6589829,0.6433331,0.0156498
42,0.87317187,0.976696,"('unreliable', 'reliable')",0.68343973,0.7514825,-2.7317984,-2.6047063,-0.391729,-0.2921759,-0.0995531
66,0.86439884,0.71330976,"('inactive', 'active')",1.2928342,1.1394373,1.1949625,0.6804212,1.1173985,0.8443894,0.2730091
28,0.8530914,0.6819615,"('disloyal', 'loyal')",-1.0605518,-1.1015735,0.92764133,0.8592279,0.2400603,0.1465386,0.0935217
83,0.84795165,0.8214664,"('powerless', 'powerful')",0.6090747,0.5707146,-0.99643606,-0.9611928,0.1535301,0.1436627,0.0098674
59,0.79791486,0.920799,"('foolish', 'wise')",0.17721502,0.09572721,0.5530794,0.44409555,0.5094031,0.4868739,0.0225292
68,-0.7927206,-0.9195829,"('dependent', 'independent')",-1.5863912,-1.6086868,-0.56490475,-0.6243074,-0.9813388,-1.0508591,0.0695203
7,0.73743355,0.661238,"('insensitive', 'sensitive')",-0.31090695,-0.24861148,0.7706487,0.84462297,0.3990584,0.4190832,-0.0200248
21,-0.71941036,-0.74711156,"('immoral', 'moral')",-0.9811225,-0.89388835,-0.8674155,-0.84921503,-0.8559828,-0.8300716,-0.0259112
52,-0.709337,-0.781823,"('irrational', 'rational')",-0.0039749295,-0.07158418,0.027030965,-0.1582007,-0.2287603,-0.3372026,0.1084423
67,0.6984919,0.94642776,"('doubtful', 'determined')",0.0931911,0.17864922,-0.9623977,-0.8475688,-0.0569049,0.0925027,-0.1494076
55,-0.68062395,-0.74102074,"('incompetent', 'clever')",-1.9041809,-1.8412498,-0.1928774,0.07289951,-0.925894,-0.836457,-0.089437
27,0.66523534,0.3936919,"('hardhearted', 'softhearted')",-0.0484298,-0.11887604,1.5367898,1.2927669,0.7178651,0.5225276,0.1953375
22,-0.6580301,-0.78813547,"('untrustworthy', 'trustworthy')",-1.0766336,-1.0439252,-0.90496683,-0.8537114,-0.8798769,-0.8952573,0.0153804
31,-0.6528245,-0.5667915,"('evil', 'good')",0.63679594,0.53799134,-0.820379,-0.8840269,-0.2788025,-0.3042757,0.0254732
38,0.6427629,0.76631695,"('untruthful', 'truthful')",-0.08242187,0.034558676,-0.13916323,-0.09978861,0.1403926,0.2336957,-0.0933031
2,0.6202723,0.6614959,"('unlikable', 'likable')",1.2951227,1.2300876,0.57209164,0.48768038,0.8291622,0.793088,0.0360742
70,0.6126479,0.71822065,"('lethargic', 'energetic')",-1.0027204,-0.8042482,0.81480527,1.0168116,0.1415776,0.3102613,-0.1686837
80,0.5999831,0.5155225,"('dominated', 'dominating')",-0.37429115,-0.304773,-1.0727544,-1.0740997,-0.2823542,-0.2877834,0.0054292
6,0.5994595,0.6315784,"('distant', 'open')",1.0319093,0.94604903,0.69200724,0.47259623,0.7744587,0.6834079,0.0910508
46,-0.5313977,-0.57669973,"('uncompetitive', 'competitive')",-0.4151226,-0.4035696,-0.87093353,-0.82223153,-0.605818,-0.6008336,-0.0049844
15,0.5157731,0.6052097,"('boring', 'funny')",1.303248,1.3042754,0.46004543,0.4669174,0.7596889,0.7921341,-0.0324452
17,-0.4915732,-0.48095095,"('nasty', 'nice')",0.64141065,0.6590373,-0.7315973,-0.84851515,-0.19392,-0.2234763,0.0295563
77,-0.44733298,-0.55772835,"('unmotivated', 'motivated')",0.6619499,0.6620109,-1.42608,-1.4651663,-0.403821,-0.4536279,0.0498069
58,0.4008412,0.24581614,"('undiscriminating', 'discriminating')",1.0010692,0.9437619,0.26916865,0.16856879,0.5570263,0.4527156,0.1043107
40,0.39000422,0.25867704,"('stingy', 'generous')",0.8548666,0.81047213,-1.4592495,-1.5178936,-0.0714595,-0.1495815,0.078122
87,0.3899674,0.29222357,"('unsuccessful', 'successful')",0.9965142,0.8829552,0.71388924,0.51676154,0.7001236,0.5639801,0.1361435
18,-0.37894347,-0.73701787,"('disagreeable', 'welcoming')",-0.20233154,-0.40176013,-0.39278087,-0.6389119,-0.3246853,-0.5925633,0.267878
13,0.3772833,0.6555746,"('impolite', 'polite')",-0.38302472,-0.24785793,-0.55553895,-0.47855145,-0.1870935,-0.0236116,-0.1634819
50,0.37480143,0.48409852,"('clumsy', 'skillful')",0.6074726,0.5670789,0.36856213,0.44926605,0.4502787,0.5001478,-0.0498691
57,-0.36291575,-0.5893793,"('unimaginative', 'imaginative')",-0.34482193,-0.30548203,-2.6648176,-2.656007,-1.1241851,-1.1836228,0.0594377
35,0.33332485,0.35566634,"('corrupt', 'incorrupt')",1.2768722,1.1138244,0.22441062,-0.10528813,0.6115359,0.4547342,0.1568017
76,0.3257795,0.44290286,"('anxious', 'daring')",0.1660555,0.17737791,0.17089103,0.41604018,0.2209087,0.3454403,-0.1245316
62,0.31972522,0.51167,"('incompetent', 'brilliant')",-0.4253286,-0.2259406,-0.07428018,0.38601425,-0.0599612,0.2239145,-0.2838757
53,-0.31166032,-0.38819686,"('uncreative', 'creative')",0.6168117,0.5877659,1.0552016,1.006675,0.453451,0.4020813,0.0513697
37,0.30791056,0.2834583,"('fake', 'genuine')",-1.0361153,-1.0698085,0.5211282,0.5976615,-0.0690255,-0.0628962,-0.0061293
86,-0.28444034,-0.5102388,"('uninfluential', 'influential')",-1.3814647,-1.4092952,0.0584038,-0.011162996,-0.5358337,-0.6435657,0.107732
88,0.2815157,0.049448267,"('low', 'eminent')",-1.0840024,-1.1573317,0.30004415,0.41333842,-0.1674808,-0.231515,0.0640342
60,-0.28051785,-0.13807343,"('inefficient', 'efficient')",-0.69741565,-0.48938522,-0.15147322,0.22994572,-0.3764689,-0.1325043,-0.2439646
32,0.26440525,0.31799817,"('unkind', 'kind')",0.018811537,0.049061812,1.0076474,1.1680176,0.4302881,0.5116925,-0.0814044
47,-0.25298846,-0.12275444,"('stupid', 'smart')",-0.009889479,-0.0008470677,5.830285,5.8193336,1.8558024,1.8985774,-0.042775
20,0.24271294,0.14494887,"('rough', 'thoughtful')",0.22547427,0.2144762,1.2227272,1.1531626,0.5636381,0.5041959,0.0594422
8,0.23268569,0.20739493,"('unaffectionate', 'affectionate')",-0.37992853,-0.46248037,1.1084502,1.1495453,0.3204024,0.2981533,0.0222491
14,-0.23261324,-0.32503778,"('antisocial', 'social')",-0.8331174,-0.7446806,-0.8490915,-0.8223843,-0.638274,-0.6307009,-0.0075731
29,-0.22909674,-0.17385687,"('unfair', 'fair')",0.0077879354,0.060037337,-0.47633395,-0.5213737,-0.2325476,-0.2117311,-0.0208165
51,0.21260558,0.35088676,"('uneducated', 'educated')",-1.3362367,-1.2562311,0.37559342,0.43192703,-0.2493459,-0.1578058,-0.0915401
10,0.20670383,0.105049014,"('unsympathetic', 'sympathetic')",-2.2072375,-2.1495938,-0.2870791,-0.16110271,-0.7625376,-0.7352158,-0.0273218
45,-0.17317116,-0.050114177,"('incompetent', 'competent')",-1.3748058,-1.3086108,-0.27325913,-0.027367609,-0.6070787,-0.4620308,-0.1450479
65,0.17061287,0.2759981,"('insecure', 'secure')",-0.48299682,-0.40860915,-0.42818353,-0.2182591,-0.2468558,-0.1169567,-0.1298991
78,0.16656302,0.12208966,"('nonresilient', 'resilient')",0.9586903,0.9419522,0.4115577,0.29420638,0.5122703,0.4527494,0.0595209
19,0.16571736,0.19140941,"('inhospitable', 'hospitable')",-0.29931,-0.39495683,-0.06342252,-0.31020075,-0.0656717,-0.1712494,0.1055777
69,0.15446249,0.07945327,"('lazy', 'industrious')",2.2197626,2.1113834,-0.53235316,-0.8389231,0.6139573,0.4506379,0.1633194
0,-0.14142153,-0.2960801,"('unsociable', 'sociable')",-0.39577994,-0.39104724,-0.39269745,-0.29725423,-0.3099663,-0.3281272,0.0181609
11,0.12166659,0.26879638,"('unhelpful', 'helpful')",-1.2662251,-1.0437111,1.6467264,1.8089577,0.1673893,0.344681,-0.1772917
36,0.114056975,-0.123941675,"('hostile', 'amicable')",1.9454296,1.7049551,0.5653904,0.18472329,0.874959,0.5885789,0.2863801
49,0.0964818,0.06503521,"('unable', 'able')",-0.4615744,-0.43720067,-0.25806838,-0.20302002,-0.2077203,-0.1917285,-0.0159918
48,0.063665606,-0.015040711,"('unintelligent', 'intelligent')",-1.3309315,-1.2691262,0.31309825,0.5527995,-0.3180559,-0.2437891,-0.0742668
61,-0.062019035,-0.11998391,"('illogical', 'logical')",0.1384663,0.1529167,0.18222328,0.045098025,0.0862235,0.0260103,0.0602132
64,-0.04219897,-0.077767804,"('shy', 'confident')",-0.7998707,-0.7506428,-7.0727215,-6.9927893,-2.6382637,-2.6070666,-0.0311971
34,0.038354434,-0.20779437,"('mean', 'honorable')",0.36732998,0.34197798,6.2067733,6.0080833,2.2041526,2.0474223,0.1567303
4,-0.032250654,0.06740715,"('disliked', 'liked')",0.50630504,0.56346965,-6.700758,-6.705516,-2.0755679,-2.0248798,-0.0506881
41,0.022383312,-0.1367528,"('unforgiving', 'forgiving')",0.5429536,0.5661143,-0.16849963,-0.2940458,0.1322791,0.0451052,0.0871739
1,0.022073708,-0.29162273,"('unfriendly', 'friendly')",0.44031042,0.32763672,2.2577055,2.1022525,0.9066966,0.7127555,0.1939411
