,qwest_male,qwest_female,tuple,communications_male,communications_female,intl_male,intl_female,inc_male,inc_female,average_male,average_female,male-female
82,-0.8376651,-0.74994427,"('poor', 'rich')",1.0335004,1.1318759,1.1634037,1.1453066,6.353383,6.3176494,1.9281555,1.9612219,-0.0330664
42,0.83474386,0.9196418,"('unreliable', 'reliable')",0.76201385,0.8949211,0.1710109,0.29453632,-2.9353206,-2.9649017,-0.291888,-0.2139506,-0.0779374
85,0.78788984,0.65880966,"('insignificant', 'prestigious')",-0.94712615,-1.0848296,-1.3543472,-1.1899054,-0.04046833,-0.056222502,-0.388513,-0.418037,0.029524
33,0.78215414,0.71792656,"('wrong', 'right')",0.39483702,0.34247747,0.27502292,0.31604436,-0.60204697,-0.5726343,0.2124918,0.2009535,0.0115383
47,-0.7809637,-0.54778063,"('stupid', 'smart')",0.59667593,0.76847553,0.005985912,-0.01882539,5.367012,5.3399773,1.2971776,1.3854617,-0.0882841
65,-0.73128676,-0.57614106,"('insecure', 'secure')",0.28191897,0.36143783,-0.1394869,-0.15512282,0.06368115,0.04144814,-0.1312934,-0.0820945,-0.0491989
54,-0.7124897,-0.6009466,"('incapable', 'capable')",-1.2658116,-1.0620992,-0.59319043,-0.45702007,0.8154988,0.92021906,-0.4389982,-0.2999617,-0.1390365
41,-0.7021712,-0.66543186,"('unforgiving', 'forgiving')",-0.9799422,-1.0387378,-0.7579691,-0.77201176,0.063755825,-0.052295547,-0.5940817,-0.6321192,0.0380375
36,0.68693995,0.414792,"('hostile', 'amicable')",-1.5626434,-1.9168646,-0.07343432,-0.07680497,-0.09726176,-0.09688491,-0.2615999,-0.4189406,0.1573407
8,-0.6831813,-0.848782,"('unaffectionate', 'affectionate')",-0.8330143,-0.9693649,-2.3678064,-2.3808272,0.055561207,-0.036171746,-0.9571102,-1.0587865,0.1016763
11,-0.675546,-0.52307415,"('unhelpful', 'helpful')",0.98499835,1.1316878,-1.4180833,-1.392485,2.08202,2.0215404,0.2433473,0.3094172,-0.0660699
40,0.67230695,0.49500054,"('stingy', 'generous')",0.18639909,0.061267752,-0.6875213,-0.69652605,-1.2641959,-1.3729671,-0.2732528,-0.3783062,0.1050534
28,-0.67219263,-0.8294382,"('disloyal', 'loyal')",-0.29772615,-0.50409174,-1.6954025,-1.8115697,1.0540007,0.84544885,-0.4028302,-0.5749127,0.1720825
18,-0.65692466,-0.6136404,"('disagreeable', 'welcoming')",-0.33978254,-0.30485606,-0.4786912,-0.35645854,-0.38537115,-0.3746194,-0.4651924,-0.4123936,-0.0527988
45,-0.6443015,-0.6307395,"('incompetent', 'competent')",0.3875604,0.49775308,-0.8890585,-0.99799687,0.065787435,-0.16123979,-0.270003,-0.3230558,0.0530528
7,-0.6369132,-0.60947955,"('insensitive', 'sensitive')",0.38143227,0.51281875,-0.45461085,-0.5588676,1.0307646,0.8880343,0.0801682,0.0581265,0.0220417
51,-0.6349148,-0.69969857,"('uneducated', 'educated')",0.6739923,0.55668175,0.0059566274,-0.0705269,0.9677313,0.78140426,0.2531914,0.1419651,0.1112263
70,-0.61865896,-0.4592402,"('lethargic', 'energetic')",0.9963769,1.2088901,-0.05961772,-0.070968,1.1850325,1.1312474,0.3757832,0.4524823,-0.0766991
68,-0.6177054,-0.5185394,"('dependent', 'independent')",-0.20280275,-0.1137853,-0.16456158,-0.10974699,-0.4416712,-0.5226427,-0.3566852,-0.3161786,-0.0405066
76,0.5389656,0.67044777,"('anxious', 'daring')",1.0941569,1.3015829,0.57847303,0.6158109,0.43548456,0.5693519,0.66177,0.7892984,-0.1275284
56,-0.5205606,-0.24750619,"('impractical', 'practical')",1.0662191,1.3955888,-0.07430823,-0.006789459,-0.19114053,-0.22826919,0.0700524,0.228256,-0.1582036
15,0.5124705,0.3827149,"('boring', 'funny')",-0.8649739,-0.9460375,0.6325375,0.6120412,-0.08256211,-0.05490627,0.049368,-0.0015469,0.0509149
26,-0.5120384,-0.6592894,"('hardhearted', 'benevolent')",-0.41187847,-0.48019433,0.39751068,0.2702444,1.2443768,1.194264,0.1794927,0.0812562,0.0982365
61,-0.4726904,-0.43948823,"('illogical', 'logical')",1.0002316,1.0551293,-0.027837764,-0.037461434,0.66639477,0.5898531,0.2915246,0.2920082,-0.0004836
79,0.470036,0.4179065,"('wavering', 'unwavering')",-0.73140204,-0.77229804,-0.031152558,0.16190296,-0.19871938,-0.12437338,-0.1228095,-0.0792155,-0.043594
9,-0.45601326,-0.565623,"('unaffectionate', 'caring')",-0.03080482,-0.08865371,-2.57902,-2.5878062,0.9322919,0.85293084,-0.5333865,-0.5972881,0.0639016
62,-0.45125496,-0.24815735,"('incompetent', 'brilliant')",1.0309341,1.3966669,-0.97293556,-0.9676611,0.60802823,0.5975109,0.053693,0.1945898,-0.1408968
66,0.44434884,0.3098606,"('inactive', 'active')",-0.2593506,-0.35438365,1.5149761,1.4396218,0.93454355,0.9065358,0.6586295,0.5754086,0.0832209
71,0.439672,0.4783326,"('diffident', 'self-confident')",0.4365905,0.5315406,-0.6454143,-0.6551437,0.3375126,0.27192733,0.1420902,0.1566642,-0.014574
88,-0.4143403,-0.51766145,"('low', 'eminent')",-0.20525429,-0.2177239,-1.1899091,-1.249691,-0.059310492,-0.12705849,-0.4672035,-0.5280337,0.0608302
46,-0.3809907,-0.38754392,"('uncompetitive', 'competitive')",1.8818035,1.936245,-0.93086225,-1.0207888,0.28332463,0.18238086,0.2133188,0.1775733,0.0357455
31,0.36472833,0.21979497,"('evil', 'good')",-1.2327404,-1.4769509,-1.066976,-1.0304602,-1.592635,-1.7131128,-0.8819058,-1.0001823,0.1182765
30,-0.35576227,-0.23884302,"('intolerant', 'tolerant')",1.3988508,1.5501955,-0.6851264,-0.656904,0.9025027,1.0025942,0.3151162,0.4142607,-0.0991445
32,-0.3408654,-0.32974103,"('unkind', 'kind')",0.35651615,0.39669317,-0.29383418,-0.3315287,1.1110295,1.01966,0.2082115,0.1887709,0.0194406
50,0.32467252,0.22886205,"('clumsy', 'skillful')",0.1800384,0.09607494,0.5572382,0.5356569,0.33031976,0.30587977,0.3480672,0.2916184,0.0564488
84,0.3230666,0.31338978,"('inferior', 'superior')",0.1731968,0.18800506,0.60559124,0.61559755,0.6283314,0.7394567,0.4325465,0.4641123,-0.0315658
63,-0.32114983,-0.2887713,"('unperceptive', 'insightful')",1.5881062,1.6887262,-0.78480494,-0.7680335,1.3750837,1.2810171,0.4643088,0.4782346,-0.0139258
2,0.3099483,0.43304247,"('unlikable', 'likable')",1.0384864,1.2085525,0.364251,0.4774317,0.5852057,0.6223661,0.5744728,0.6853482,-0.1108754
4,0.30878398,0.17822583,"('disliked', 'liked')",-0.85871196,-1.0208544,-0.80556035,-0.7335068,-6.7372975,-6.7466173,-2.0231965,-2.0806882,0.0574917
13,-0.30783576,-0.07581751,"('impolite', 'polite')",0.5238702,0.7394124,0.41429314,0.40161824,0.31794012,0.28506708,0.2370669,0.3375701,-0.1005032
87,0.29960585,0.35719702,"('unsuccessful', 'successful')",1.2359412,1.319675,0.6232772,0.6132015,0.37634104,0.42325085,0.6337913,0.6783311,-0.0445398
23,-0.27717313,-0.19427112,"('insincere', 'sincere')",0.702977,0.88888025,-1.0111146,-1.0900533,6.1470256,5.997267,1.3904288,1.4004557,-0.0100269
83,-0.2637959,-0.357458,"('powerless', 'powerful')",0.7162914,0.70069176,-1.0397367,-1.0496631,-0.3719073,-0.47790605,-0.2397871,-0.2960838,0.0562967
12,-0.26075262,-0.22739163,"('unsupportive', 'supportive')",0.40703914,0.53076005,-2.4939926,-2.492037,-1.6813381,-1.8713156,-1.007261,-1.0149961,0.0077351
29,0.24548018,0.19243747,"('unfair', 'fair')",-0.60421395,-0.63403136,-1.0085795,-0.9686534,-0.5231855,-0.6757653,-0.4726247,-0.5215032,0.0488785
19,-0.23846443,-0.24572721,"('inhospitable', 'hospitable')",-0.34355512,-0.34790933,-0.83510846,-0.7702709,-0.6885391,-0.64117485,-0.5264168,-0.5012705,-0.0251463
22,-0.2313941,-0.12957458,"('untrustworthy', 'trustworthy')",0.6897758,0.78469795,-1.1601874,-1.1368057,-0.82746524,-0.92948526,-0.3823177,-0.3527919,-0.0295258
35,0.22708668,0.14201689,"('corrupt', 'incorrupt')",-1.9906149,-2.0711894,0.5096283,0.58382297,-0.81515044,-0.7193332,-0.5172626,-0.5161707,-0.0010919
3,-0.21081801,-0.12414854,"('repellent', 'pleasant')",0.045327164,0.13257545,0.120312475,0.108589396,0.3487525,0.2874286,0.0758935,0.1011112,-0.0252177
25,-0.20786208,-0.43628418,"('egoistic', 'altruistic')",0.06623148,-0.10341865,-0.0018815324,-0.018768296,1.6507385,1.6590405,0.3768066,0.2751423,0.1016643
74,-0.20194376,-0.14017716,"('undedicated', 'dedicated')",0.26915446,0.38314736,-0.6724738,-0.6586544,-0.057784766,-0.19592306,-0.165762,-0.1529018,-0.0128602
6,0.1842649,0.12909098,"('distant', 'open')",-1.4155072,-1.506739,-0.7993172,-0.66256315,-0.12787937,-0.11452817,-0.5396097,-0.5386848,-0.0009249
24,0.13134249,0.20866431,"('dishonest', 'honest')",0.08774389,0.17694454,-0.9005101,-0.9116897,0.9473988,0.8919639,0.0664938,0.0914708,-0.024977
27,-0.118427545,-0.25909588,"('hardhearted', 'softhearted')",-1.1266323,-1.1428074,-0.017343698,-0.20964268,1.1290336,1.0403059,-0.0333425,-0.14281,0.1094675
58,-0.11208053,-0.2279957,"('undiscriminating', 'discriminating')",1.2488422,1.2144072,-0.6936082,-0.83245015,0.050030544,-0.06190992,0.123296,0.0230129,0.1002831
34,-0.11142128,0.009791285,"('mean', 'honorable')",0.41776985,0.5515318,0.4056752,0.38829884,5.9424243,6.013211,1.663612,1.7407081,-0.0770961
44,0.08993685,0.31488866,"('prejudiced', 'unprejudiced')",-0.890189,-0.65755033,0.10542203,0.24519101,-1.5411646,-1.3439199,-0.5589987,-0.3603476,-0.1986511
80,0.08186291,-0.018602684,"('dominated', 'dominating')",0.80643666,0.7886084,0.047730148,-0.04936464,-0.84986216,-0.9409023,0.0215419,-0.0550653,0.0766072
38,-0.06451514,-0.08987152,"('untruthful', 'truthful')",-0.039611284,0.0033640303,-1.6269269,-1.5430111,0.049485613,0.0477009,-0.4203919,-0.3954544,-0.0249375
64,-0.060466006,0.019849904,"('shy', 'confident')",0.042073905,0.130173,-0.88594353,-0.8400371,-6.386651,-6.3957562,-1.8227466,-1.7714427,-0.0513039
5,-0.05510736,-0.016702352,"('distant', 'outgoing')",-1.1015105,-1.0584985,-1.038649,-0.8778082,-0.8648584,-0.76500183,-0.7650313,-0.6795027,-0.0855286
75,0.04222236,0.09619321,"('meek', 'impulsive')",-0.89087653,-0.8702969,0.050317813,0.16162935,-0.4541353,-0.37167782,-0.3131179,-0.246038,-0.0670799
67,-0.04151252,0.08255531,"('doubtful', 'determined')",-0.36021894,-0.2499343,0.9690612,0.9435409,-0.35695577,-0.2805634,0.0525935,0.1238996,-0.0713061
37,-0.031249255,-0.102098845,"('fake', 'genuine')",0.31905335,0.2859246,-0.15343556,-0.20543964,0.6583908,0.51411474,0.1981898,0.1231252,0.0750646
16,0.017404929,-0.021719296,"('unpopular', 'popular')",-0.49717534,-0.55593526,0.11258784,0.11867231,0.4768612,0.5044586,0.0274197,0.0113691,0.0160506
17,-0.013882801,0.0028618407,"('nasty', 'nice')",-1.576585,-1.5686011,-0.9582756,-0.94741005,-0.9345681,-0.8847555,-0.8708279,-0.8494762,-0.0213517
