,qwest_male,qwest_female,tuple,communications_male,communications_female,intl_male,intl_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.720664,-1.6463499,"('unsympathetic', 'sympathetic')",0.32162002,0.42542255,-1.4493998,-1.56953,0.36030284,0.24433799,-0.6220353,-0.6365298,0.0144945
14,-1.6547217,-1.4604368,"('antisocial', 'social')",0.89781946,1.0870943,-0.14219773,-0.20712937,-0.29043734,-0.39105138,-0.2973843,-0.2428808,-0.0545035
81,-1.6546654,-1.4983435,"('submissive', 'aggressive')",0.9367722,1.0288919,0.06275853,0.062297754,-0.5594878,-0.5165709,-0.3036556,-0.2309312,-0.0727244
0,-1.6533096,-1.629114,"('unsociable', 'sociable')",0.032172624,0.08329762,-1.0278393,-1.2185367,-0.14370085,-0.29001045,-0.6981693,-0.7635909,0.0654216
86,-1.6453501,-1.7837236,"('uninfluential', 'influential')",0.7941223,0.7554317,-1.7846047,-1.8087935,0.10015065,-0.10381408,-0.6339205,-0.7352249,0.1013044
57,-1.5561208,-1.651459,"('unimaginative', 'imaginative')",-0.40407252,-0.41353065,-1.0404806,-1.0669335,-2.2921982,-2.39244,-1.323218,-1.3810909,0.0578729
21,-1.4401159,-1.2784119,"('immoral', 'moral')",0.70227957,0.7644818,-0.58013034,-0.5666613,-0.45778102,-0.5756218,-0.4439369,-0.4140533,-0.0298836
55,-1.3600125,-1.2999655,"('incompetent', 'clever')",0.24796182,0.3191896,-1.029437,-1.1947168,0.64232945,0.42559397,-0.3747895,-0.4374747,0.0626852
49,-1.3522273,-1.1728977,"('unable', 'able')",-1.066177,-0.77565783,-0.7126056,-0.65953827,-0.55535996,-0.43715474,-0.9215925,-0.7613121,-0.1602804
60,-1.234642,-1.0212456,"('inefficient', 'efficient')",1.8068696,2.1234531,-0.5737451,-0.63824654,0.59052986,0.5485992,0.1472531,0.25314,-0.1058869
39,1.1916152,1.3711965,"('exploitative', 'cooperative')",0.70486796,0.92216516,0.17454165,0.22754015,0.02497194,0.039065592,0.5239992,0.6399919,-0.1159927
73,1.1674631,1.2892125,"('helpless', 'self-reliant')",0.3271856,0.35626078,-0.8845145,-0.73866546,-4.135918,-3.9835272,-0.881446,-0.7691798,-0.1122662
53,-1.1257076,-1.2456263,"('uncreative', 'creative')",0.68932873,0.74828076,-0.66745883,-0.6308926,1.4570235,1.3625455,0.0882964,0.0585768,0.0297196
48,-1.1200199,-1.3137505,"('unintelligent', 'intelligent')",0.16929413,0.068101436,-1.512421,-1.7031535,0.75229275,0.60801035,-0.4277135,-0.585198,0.1574845
72,-1.1124732,-1.0917063,"('unambitious', 'ambitious')",-0.67805064,-0.6228923,-1.3054821,-1.3041314,-0.5882486,-0.72414035,-0.9210637,-0.9357176,0.0146539
52,1.071817,0.845487,"('irrational', 'rational')",-0.44732696,-0.7641623,-1.1960626,-1.1265643,-0.48963368,-0.5732612,-0.2653015,-0.4046252,0.1393237
77,-1.0628687,-1.0701319,"('unmotivated', 'motivated')",0.68566394,0.7279783,-0.64147365,-0.6486901,-0.42537332,-0.41864625,-0.3610129,-0.3523725,-0.0086404
59,1.0455977,0.9933479,"('foolish', 'wise')",-0.2878253,-0.3519842,0.10961427,0.23178452,-0.114397734,-0.08029567,0.1882472,0.1982131,-0.0099659
20,-1.0226539,-0.9894921,"('rough', 'thoughtful')",-0.19240277,-0.06358908,-0.18903662,-0.23371147,0.9812856,0.9263905,-0.1057019,-0.0901005,-0.0156014
69,0.9869879,0.94819707,"('lazy', 'industrious')",-0.1513947,-0.1418666,1.459076,1.4620664,-0.88209677,-0.78672534,0.3531431,0.3704179,-0.0172748
78,-0.93065876,-0.9762234,"('nonresilient', 'resilient')",0.9428894,0.94221795,-0.2401478,-0.3053557,0.5722478,0.5868498,0.0860827,0.0618722,0.0242105
1,-0.8823293,-1.1693115,"('unfriendly', 'friendly')",0.10373482,-0.0505432,-1.6150099,-1.619009,1.3447304,1.2554523,-0.2622185,-0.3958529,0.1336344
43,-0.8403388,-0.64271647,"('irresponsible', 'responsible')",0.43203157,0.74779665,-1.5825602,-1.5181748,1.0308052,0.88319474,-0.2400155,-0.1324749,-0.1075406
