,harley_male,harley_female,tuple,davidson_male,davidson_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.6502767,-2.092467,"('unsympathetic', 'sympathetic')",-0.6293551,-1.0067571,0.2256821,0.14146146,-0.6846499,-0.9859209,0.301271
85,1.5176331,1.4266826,"('insignificant', 'prestigious')",0.43144172,0.28638083,0.004601216,-0.02742227,0.6512253,0.5618804,0.0893449
42,-1.3664219,-1.2120303,"('unreliable', 'reliable')",-1.1967043,-1.003392,-3.510455,-3.2257433,-2.0245269,-1.8137218,-0.2108051
29,1.3586308,1.1954643,"('unfair', 'fair')",-0.06773159,-0.17677239,-0.1810571,-0.30950645,0.3699474,0.2363952,0.1335522
81,-1.2378796,-1.3367302,"('submissive', 'aggressive')",0.13886306,0.12587114,-0.54107624,-0.5973356,-0.5466976,-0.6027315,0.0560339
45,-1.2305452,-1.3671234,"('incompetent', 'competent')",-0.36266997,-0.37542516,0.22630061,0.22128233,-0.4556382,-0.5070887,0.0514505
71,1.2108182,1.187839,"('diffident', 'self-confident')",1.6269548,1.5185372,0.36906686,0.41594505,1.0689466,1.0407737,0.0281729
27,-1.1420083,-1.4933554,"('hardhearted', 'softhearted')",-0.8571851,-1.1180327,1.3104458,1.2304403,-0.2295825,-0.460316,0.2307335
33,1.1072503,0.9275893,"('wrong', 'right')",0.683325,0.39452922,-0.8272432,-0.8635175,0.3211107,0.152867,0.1682437
18,-1.0936478,-1.3541368,"('disagreeable', 'welcoming')",-1.5408474,-1.7329376,-0.4484765,-0.5299407,-1.0276573,-1.2056716,0.1780143
62,-1.0643616,-1.1101656,"('incompetent', 'brilliant')",-0.6090085,-0.6129086,0.5039325,0.7437077,-0.3898125,-0.3264555,-0.063357
65,-1.0095521,-0.9829068,"('insecure', 'secure')",-0.028827801,-0.15215676,-0.03867504,0.07654065,-0.3590183,-0.352841,-0.0061773
75,1.0080936,1.1921744,"('meek', 'impulsive')",0.24100482,0.51799256,-0.31619388,-0.31757545,0.3109682,0.4641972,-0.153229
73,0.9945759,1.3483094,"('helpless', 'self-reliant')",-0.13366763,0.12702101,-3.5106223,-3.3040876,-0.883238,-0.6095858,-0.2736522
44,-0.9565909,-0.64676225,"('prejudiced', 'unprejudiced')",-0.7935986,-0.48249662,-1.6789051,-1.5690638,-1.1430316,-0.8994409,-0.2435907
67,0.947285,0.799178,"('doubtful', 'determined')",0.51110506,0.44823685,-0.5938381,-0.60716236,0.288184,0.2134175,0.0747665
55,-0.94644964,-1.2513926,"('incompetent', 'clever')",-0.3684136,-0.56272256,0.5290521,0.42469606,-0.261937,-0.4631397,0.2012027
22,-0.93664306,-0.9580768,"('untrustworthy', 'trustworthy')",-0.22113514,-0.25225016,-0.6784047,-0.74540627,-0.612061,-0.6519111,0.0398501
28,-0.9334845,-1.3162704,"('disloyal', 'loyal')",-0.36190546,-0.7163333,1.3791549,1.3164066,0.0279217,-0.2387324,0.2666541
84,0.913373,0.9507286,"('inferior', 'superior')",0.55835825,0.59021264,1.0141586,1.0076739,0.82863,0.8495383,-0.0209083
57,-0.8920022,-1.2336323,"('unimaginative', 'imaginative')",-0.9582378,-1.2503932,-2.4967082,-2.7238133,-1.4489827,-1.7359463,0.2869636
5,0.85249853,0.6889427,"('distant', 'outgoing')",-0.14342965,-0.347143,-0.52841216,-0.5447329,0.0602189,-0.0676444,0.1278633
70,-0.8430163,-0.73795015,"('lethargic', 'energetic')",-0.04110757,0.24546923,0.71883607,0.8637022,-0.055096,0.1237404,-0.1788364
13,-0.8271937,-1.0405022,"('impolite', 'polite')",-0.09578368,-0.37559992,0.3154784,0.19792901,-0.2024996,-0.4060577,0.2035581
17,-0.8211273,-0.9301266,"('nasty', 'nice')",-0.5703643,-0.63722223,-0.81131417,-0.9006249,-0.7342686,-0.8226579,0.0883893
83,0.77408934,0.6510668,"('powerless', 'powerful')",0.60819364,0.3363054,-0.92476726,-1.0017879,0.1525052,-0.0048052,0.1573104
49,-0.76651824,-0.5702862,"('unable', 'able')",-0.7275701,-0.62684965,-0.06516306,-0.0032378659,-0.5197505,-0.4001246,-0.1196259
1,0.730577,0.321259,"('unfriendly', 'friendly')",0.37840462,-0.03470322,1.9283731,1.9171382,1.0124516,0.7345646,0.277887
59,0.73021674,0.7320478,"('foolish', 'wise')",0.045709327,-0.040698797,0.10051711,0.067797646,0.2921477,0.2530489,0.0390988
78,-0.7291961,-0.7612254,"('nonresilient', 'resilient')",0.89174783,0.84418607,0.7671446,0.6174083,0.3098988,0.2334563,0.0764425
56,0.70874786,0.81113136,"('impractical', 'practical')",1.3540108,1.3242453,-0.09600935,0.12225774,0.6555831,0.7525448,-0.0969617
39,-0.6538842,-0.59934145,"('exploitative', 'cooperative')",-0.2905552,-0.43945673,-0.028880725,-0.018806437,-0.32444,-0.3525349,0.0280949
41,-0.6443154,-1.0511668,"('unforgiving', 'forgiving')",-0.47745597,-0.8402135,-0.2537707,-0.54712486,-0.458514,-0.8128351,0.3543211
68,-0.60942256,-0.7858788,"('dependent', 'independent')",-1.0588114,-1.1810044,-0.09705022,-0.3091634,-0.5884281,-0.7586822,0.1702541
34,0.6049492,0.62735087,"('mean', 'honorable')",0.7122859,0.7487146,6.4461136,6.4869366,2.5877829,2.6210006,-0.0332177
0,-0.5871545,-0.9951111,"('unsociable', 'sociable')",0.6175699,0.17862846,0.10386451,-0.10963376,0.04476,-0.3087055,0.3534655
50,-0.52974176,-0.27824193,"('clumsy', 'skillful')",0.25348902,0.3741499,0.5285084,0.56903523,0.0840852,0.2216477,-0.1375625
11,-0.5239205,-0.4425311,"('unhelpful', 'helpful')",0.39847934,0.39376166,2.6877143,2.8147395,0.8540911,0.92199,-0.0678989
74,0.52163696,0.36893946,"('undedicated', 'dedicated')",0.40351433,0.35096768,0.31487992,0.3862551,0.4133437,0.3687208,0.0446229
88,-0.5069738,-0.6755524,"('low', 'eminent')",-0.595164,-0.7425379,0.38520747,0.47046366,-0.2389768,-0.3158756,0.0768988
52,0.49726573,0.16970664,"('irrational', 'rational')",-0.574163,-1.0820494,-0.383888,-0.5816955,-0.1535951,-0.4980127,0.3444176
3,-0.44165316,-0.6371578,"('repellent', 'pleasant')",-0.3362831,-0.2843835,0.6083395,0.45331705,-0.0565322,-0.1560748,0.0995426
76,-0.43372372,-0.36676013,"('anxious', 'daring')",0.34824347,0.51970077,0.64933544,0.7819371,0.1879517,0.3116259,-0.1236742
15,0.42067796,0.5447715,"('boring', 'funny')",0.1355237,0.16661522,0.1865603,0.13719043,0.2475873,0.282859,-0.0352717
86,0.40596825,-0.2889657,"('uninfluential', 'influential')",0.9268158,0.33551902,0.46404123,0.03747815,0.5989418,0.0280105,0.5709313
63,-0.40230384,-0.65167195,"('unperceptive', 'insightful')",0.8246862,0.7385585,1.481663,1.464618,0.6346818,0.5171682,0.1175136
82,-0.3956226,-0.30809513,"('poor', 'rich')",0.29533374,0.6312798,6.632146,6.921911,2.1772857,2.4150318,-0.2377461
7,-0.38444635,-0.45998967,"('insensitive', 'sensitive')",-0.4888824,-0.5549131,1.0403907,1.1218091,0.0556873,0.0356354,0.0200519
31,-0.38062376,-0.49404666,"('evil', 'good')",-1.2109597,-1.3343375,-1.6280978,-1.8366389,-1.0732271,-1.2216744,0.1484473
6,0.37794682,0.17814308,"('distant', 'open')",-0.7983628,-1.0794352,-0.24131882,-0.2568149,-0.2205783,-0.3860357,0.1654574
35,0.37777168,0.4135127,"('corrupt', 'incorrupt')",-0.17633027,-0.09733716,-0.68849075,-0.7208009,-0.1623498,-0.1348751,-0.0274747
66,-0.37322903,-0.751897,"('inactive', 'active')",-0.30547202,-0.553932,0.54065007,0.24887416,-0.046017,-0.3523183,0.3063013
54,-0.36806646,-0.33449212,"('incapable', 'capable')",0.014913827,-0.0963711,1.2245134,1.395805,0.2904536,0.3216473,-0.0311937
61,-0.3661703,-0.5578696,"('illogical', 'logical')",0.027678177,-0.2707154,0.5192772,0.46207142,0.0602617,-0.1221712,0.1824329
30,-0.32960027,-0.4708966,"('intolerant', 'tolerant')",-0.5853583,-0.8393193,0.9328067,0.96763533,0.0059494,-0.1141935,0.1201429
9,0.3111935,0.044875227,"('unaffectionate', 'caring')",-0.054506347,-0.40132084,1.0129296,1.0927656,0.4232056,0.24544,0.1777656
72,0.30125612,-0.03905105,"('unambitious', 'ambitious')",-0.5531291,-0.9030569,-0.46228266,-0.38735598,-0.2380519,-0.4431547,0.2051028
48,-0.27924567,-0.61657566,"('unintelligent', 'intelligent')",0.6051094,0.20031981,0.89262927,0.75270593,0.4061643,0.11215,0.2940143
20,-0.2655147,-0.338936,"('rough', 'thoughtful')",0.13424042,0.09301416,1.0922059,1.016927,0.3203105,0.2570017,0.0633088
46,-0.25844187,-0.4288713,"('uncompetitive', 'competitive')",0.5096039,0.48819494,0.30006704,0.18110687,0.183743,0.0801435,0.1035995
77,0.2553697,-0.010503726,"('unmotivated', 'motivated')",0.92026216,0.6378038,-0.6771576,-0.8903056,0.1661581,-0.0876685,0.2538266
2,0.2545619,0.13171673,"('unlikable', 'likable')",0.1602391,0.12960796,0.517587,0.57120574,0.310796,0.2775101,0.0332859
37,-0.24711967,-0.4060061,"('fake', 'genuine')",-0.19739266,-0.38186792,0.62867594,0.7125256,0.0613879,-0.0251161,0.086504
8,-0.24303243,-0.46945307,"('unaffectionate', 'affectionate')",-0.71545523,-0.9792255,0.4725777,0.5138716,-0.16197,-0.3116023,0.1496323
12,0.2160297,0.048263207,"('unsupportive', 'supportive')",0.62664896,0.38268146,-1.3820658,-1.409017,-0.1797957,-0.3260241,0.1462284
60,-0.20973548,-0.41696623,"('inefficient', 'efficient')",0.749707,0.5029453,0.9087169,0.95883775,0.4828961,0.3482723,0.1346238
51,-0.20204493,-0.49042264,"('uneducated', 'educated')",0.94161475,0.72614264,1.1663679,0.9960196,0.6353126,0.4105799,0.2247327
