,te_male,te_female,tuple,connectivity_male,connectivity_female,ltd_male,ltd_female,average_male,average_female,male-female
8,-2.3729088,-1.8971802,"('unaffectionate', 'affectionate')",-1.6963501,-0.82332826,0.3991361,0.7661017,-1.2233742,-0.651469,-0.5719052
60,2.1313438,1.8569001,"('inefficient', 'efficient')",3.0366046,2.0613768,0.4863055,0.32888332,1.8847515,1.41572,0.4690315
61,2.023802,1.799346,"('illogical', 'logical')",2.057935,1.8987808,-0.033082154,0.029691689,1.3495517,1.2426062,0.1069455
6,-2.0171716,-1.685617,"('distant', 'open')",-1.2016143,-0.32010525,-0.06348372,0.28195125,-1.0940898,-0.5745904,-0.5194994
31,-1.8226583,-1.4557177,"('evil', 'good')",-2.167462,-1.1705874,-0.67260367,-0.35016713,-1.5542413,-0.9921574,-0.5620839
21,1.7889036,1.5070342,"('immoral', 'moral')",0.70819145,0.10579594,-0.38894925,-0.62191445,0.7027153,0.3303052,0.3724101
35,-1.7296201,-1.3540021,"('corrupt', 'incorrupt')",-2.439658,-1.5628216,-0.30085564,0.10977154,-1.4900446,-0.9356841,-0.5543605
14,1.7229484,1.6797081,"('antisocial', 'social')",2.1864054,1.4874288,0.043437354,-0.13088761,1.317597,1.0120831,0.3055139
39,1.6559798,1.7396495,"('exploitative', 'cooperative')",1.4422772,1.432553,0.28260413,0.2854998,1.1269538,1.1525675,-0.0256137
43,1.612355,1.524962,"('irresponsible', 'responsible')",1.4395685,1.0215784,1.0118488,1.0674068,1.3545907,1.204649,0.1499417
56,1.5034294,1.3866234,"('impractical', 'practical')",1.5581322,0.95941305,0.71298385,0.51563317,1.2581818,0.9538898,0.304292
36,-1.4611953,-1.1556906,"('hostile', 'amicable')",-1.474809,-0.3989466,0.19825438,0.54547673,-0.9125834,-0.3363868,-0.5761966
62,1.4433188,1.0052984,"('incompetent', 'brilliant')",2.287999,1.5273963,0.48241088,0.46883902,1.4045761,1.0005112,0.4040649
5,-1.405602,-1.1201422,"('distant', 'outgoing')",-1.1611999,-0.42960012,-0.37096503,-0.04818598,-0.9792557,-0.5326428,-0.4466129
17,-1.3307357,-1.0989882,"('nasty', 'nice')",-0.72959155,-0.1935619,-0.16598734,0.21873385,-0.7421048,-0.3579388,-0.384166
71,1.3183454,1.8192133,"('diffident', 'self-confident')",1.7528249,2.1257687,0.13998735,0.5875516,1.0703859,1.5108445,-0.4404586
70,1.1442646,1.232741,"('lethargic', 'energetic')",2.2481165,1.6459295,1.1837503,1.1129405,1.5253771,1.330537,0.1948401
