,comerica_male,comerica_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-2.128091,-2.588969,"('distant', 'open')",0.45851097,0.15389395,-0.8347901,-1.2175375,0.3827474
31,-2.0225427,-2.2786362,"('evil', 'good')",-1.316966,-1.4374254,-1.6697544,-1.8580308,0.1882764
86,-1.8535118,-1.7344466,"('uninfluential', 'influential')",-0.10406614,-0.061890014,-0.978789,-0.8981683,-0.0806207
79,-1.7360095,-1.9327173,"('wavering', 'unwavering')",0.057755083,-0.073511675,-0.8391272,-1.0031145,0.1639873
5,-1.541748,-1.8939531,"('distant', 'outgoing')",-0.026347943,-0.27237236,-0.784048,-1.0831628,0.2991148
60,1.4665611,1.8824604,"('inefficient', 'efficient')",0.69769186,0.8591266,1.0821265,1.3707935,-0.288667
1,-1.4137553,-1.3214818,"('unfriendly', 'friendly')",1.6467793,1.633671,0.116512,0.1560946,-0.0395826
8,-1.2871855,-1.4055756,"('unaffectionate', 'affectionate')",0.93057644,0.77374643,-0.1783046,-0.3159146,0.13761
57,-1.248748,-1.1377742,"('unimaginative', 'imaginative')",-2.96663,-2.901774,-2.1076889,-2.019774,-0.0879149
39,1.1716524,1.1813669,"('exploitative', 'cooperative')",0.09220608,0.19671915,0.6319293,0.689043,-0.0571137
36,-1.1610084,-1.604592,"('hostile', 'amicable')",-0.048099738,-0.2993465,-0.6045541,-0.9519693,0.3474152
30,1.1500973,1.5348432,"('intolerant', 'tolerant')",1.4890469,1.5117803,1.3195721,1.5233117,-0.2037396
80,1.1410729,1.3370948,"('dominated', 'dominating')",-1.2031304,-1.2217188,-0.0310287,0.057688,-0.0887167
11,1.1102375,1.4088193,"('unhelpful', 'helpful')",2.4219968,2.5223563,1.7661171,1.9655879,-0.1994708
16,-1.0891649,-1.2291595,"('unpopular', 'popular')",0.2686601,0.15328291,-0.4102524,-0.5379383,0.1276859
76,1.0778817,1.0717702,"('anxious', 'daring')",0.5852196,0.6247268,0.8315507,0.8482485,-0.0166978
85,-1.0435389,-1.4945529,"('insignificant', 'prestigious')",-0.20526764,-0.3454915,-0.6244033,-0.9200222,0.2956189
84,1.021057,1.0164683,"('inferior', 'superior')",1.0249704,0.9955044,1.0230137,1.0059863,0.0170274
9,-1.007874,-1.1919377,"('unaffectionate', 'caring')",1.4949359,1.3309681,0.2435309,0.0695152,0.1740157
14,0.99900806,1.2756867,"('antisocial', 'social')",-0.76447433,-0.63058245,0.1172669,0.3225521,-0.2052852
75,-0.9834616,-1.0506424,"('meek', 'impulsive')",-0.5578293,-0.57062745,-0.7706455,-0.8106349,0.0399894
53,-0.96908975,-1.0955088,"('uncreative', 'creative')",0.9522698,0.8074931,-0.00841,-0.1440079,0.1355979
19,-0.94782436,-0.83270645,"('inhospitable', 'hospitable')",0.07509241,0.033251867,-0.436366,-0.3997273,-0.0366387
81,0.90185136,1.2316263,"('submissive', 'aggressive')",-0.19805318,-0.07129271,0.3518991,0.5801668,-0.2282677
56,0.8731897,1.3021889,"('impractical', 'practical')",0.3284977,0.4619005,0.6008437,0.8820447,-0.281201
62,0.81866294,1.2120577,"('incompetent', 'brilliant')",0.8449049,0.94482464,0.8317839,1.0784411,-0.2466572
42,0.7954807,0.80258423,"('unreliable', 'reliable')",-2.920429,-2.8913448,-1.0624741,-1.0443803,-0.0180938
72,-0.7827555,-1.0416967,"('unambitious', 'ambitious')",-0.20195808,-0.4897732,-0.4923568,-0.7657349,0.2733781
55,0.7657853,1.0302494,"('incompetent', 'clever')",0.28982618,0.36221147,0.5278057,0.6962304,-0.1684247
48,0.7441407,0.8388629,"('unintelligent', 'intelligent')",0.9805803,0.9563485,0.8623605,0.8976057,-0.0352452
52,-0.7306757,-0.9144903,"('irrational', 'rational')",-0.24124344,-0.36939755,-0.4859596,-0.6419439,0.1559843
44,0.6786242,0.39962804,"('prejudiced', 'unprejudiced')",-1.443479,-1.5494952,-0.3824274,-0.5749336,0.1925062
65,0.65121245,0.793966,"('insecure', 'secure')",-0.06508682,-0.16415592,0.2930628,0.314905,-0.0218422
26,-0.65072024,-0.5346414,"('hardhearted', 'benevolent')",1.1064007,1.2685606,0.2278402,0.3669596,-0.1391194
4,-0.62592256,-0.7985131,"('disliked', 'liked')",-7.416286,-7.12923,-4.0211043,-3.9638715,-0.0572328
54,-0.6250245,-0.668914,"('incapable', 'capable')",1.6363552,1.5192881,0.5056653,0.425187,0.0804783
35,-0.6228625,-1.2025516,"('corrupt', 'incorrupt')",-0.4663429,-0.64636207,-0.5446027,-0.9244568,0.3798541
45,-0.6093456,-0.09524553,"('incompetent', 'competent')",-0.03950235,0.05430031,-0.324424,-0.0204726,-0.3039514
37,0.5969681,0.68624616,"('fake', 'genuine')",0.7207725,0.65159714,0.6588703,0.6689216,-0.0100513
82,-0.5930949,-0.41175404,"('poor', 'rich')",7.1144533,7.0460067,3.2606792,3.3171263,-0.0564471
66,-0.5903406,-0.61729705,"('inactive', 'active')",0.49920464,0.2807,-0.045568,-0.1682985,0.1227305
77,-0.5885297,-0.6175399,"('unmotivated', 'motivated')",-1.1063049,-1.1148901,-0.8474173,-0.866215,0.0187977
67,0.5754569,0.83368504,"('doubtful', 'determined')",-0.41423023,-0.2898697,0.0806133,0.2719077,-0.1912944
21,0.57237935,0.67174923,"('immoral', 'moral')",-0.5329808,-0.38725346,0.0196993,0.1422479,-0.1225486
10,-0.5463758,-0.19690771,"('unsympathetic', 'sympathetic')",0.16278683,0.1322965,-0.1917945,-0.0323056,-0.1594889
47,0.5276256,0.7588339,"('stupid', 'smart')",6.4350657,6.1673746,3.4813457,3.4631042,0.0182415
74,-0.5082927,-0.3707091,"('undedicated', 'dedicated')",-0.051418934,0.04015493,-0.2798558,-0.1652771,-0.1145787
49,0.4828102,0.3657769,"('unable', 'able')",0.4386642,0.359606,0.4607372,0.3626915,0.0980457
43,0.44658682,0.69912285,"('irresponsible', 'responsible')",1.0171337,0.9306723,0.7318603,0.8148975,-0.0830372
88,-0.42400068,-0.35889015,"('low', 'eminent')",0.3540339,0.40254706,-0.0349834,0.0218285,-0.0568119
59,0.41888276,0.06980414,"('foolish', 'wise')",0.70726234,0.40217364,0.5630726,0.2359889,0.3270837
28,-0.40604448,-0.45451838,"('disloyal', 'loyal')",1.2289761,1.2265444,0.4114658,0.386013,0.0254528
13,0.39765137,0.9310052,"('impolite', 'polite')",-0.15014043,-0.041236393,0.1237555,0.4448844,-0.3211289
69,0.3538642,0.06653331,"('lazy', 'industrious')",-0.8632549,-0.98047054,-0.2546954,-0.4569686,0.2022732
70,0.3520725,0.60501176,"('lethargic', 'energetic')",0.8675368,0.88224286,0.6098046,0.7436273,-0.1338227
0,-0.35168713,-0.026553974,"('unsociable', 'sociable')",-0.58269274,-0.5372555,-0.4671899,-0.2819048,-0.1852851
73,0.3471083,0.17884502,"('helpless', 'self-reliant')",-3.3913717,-3.417539,-1.5221317,-1.619347,0.0972153
58,-0.30709568,-0.2479073,"('undiscriminating', 'discriminating')",0.033333685,-0.020679139,-0.136881,-0.1342932,-0.0025878
34,0.29774225,0.50282687,"('mean', 'honorable')",6.7112327,6.6635294,3.5044875,3.583178,-0.0786905
32,0.27975458,0.42392823,"('unkind', 'kind')",1.1509571,1.2027638,0.7153559,0.813346,-0.0979901
27,-0.2753426,-0.40857434,"('hardhearted', 'softhearted')",1.653227,1.4365985,0.6889422,0.5140121,0.1749301
68,0.2709959,-0.0602212,"('dependent', 'independent')",-0.108613744,-0.4318171,0.0811911,-0.2460192,0.3272103
61,-0.2699339,-0.17445838,"('illogical', 'logical')",0.28813878,0.16539752,0.0091024,-0.0045304,0.0136328
22,-0.2369142,-0.23762488,"('untrustworthy', 'trustworthy')",-0.77981365,-0.84996027,-0.5083639,-0.5437926,0.0354287
2,0.23456924,0.28570536,"('unlikable', 'likable')",0.5847142,0.62248033,0.4096417,0.4540929,-0.0444512
50,0.22998449,0.20574823,"('clumsy', 'skillful')",0.3664691,0.31454894,0.2982268,0.2601486,0.0380782
38,-0.22660089,-0.147624,"('untruthful', 'truthful')",0.4221968,0.3707322,0.097798,0.1115541,-0.0137561
46,0.22127202,0.54896474,"('uncompetitive', 'competitive')",-0.57461596,-0.45233878,-0.176672,0.048313,-0.224985
71,0.22028373,-0.08676713,"('diffident', 'self-confident')",0.40062577,0.289158,0.3104548,0.1011954,0.2092594
25,-0.20553073,-0.46583286,"('egoistic', 'altruistic')",1.0670273,0.9996648,0.4307483,0.266916,0.1638323
64,0.2004553,0.0218217,"('shy', 'confident')",-7.0372987,-6.843284,-3.4184217,-3.4107313,-0.0076904
15,-0.18185923,-0.107739076,"('boring', 'funny')",0.4733262,0.45175475,0.1457335,0.1720078,-0.0262743
3,-0.16396789,-0.060777713,"('repellent', 'pleasant')",0.107571945,0.23691095,-0.028198,0.0880666,-0.1162646
63,0.15840967,0.35379365,"('unperceptive', 'insightful')",1.3774917,1.4055595,0.7679507,0.8796766,-0.1117259
83,-0.14527266,-0.0017977841,"('powerless', 'powerful')",-0.7603037,-0.7880135,-0.4527882,-0.3949057,-0.0578825
40,0.140593,-0.26102787,"('stingy', 'generous')",-1.8238287,-2.046318,-0.8416178,-1.1536729,0.3120551
51,-0.1316835,0.02917288,"('uneducated', 'educated')",0.5831415,0.59573513,0.225729,0.312454,-0.086725
18,-0.12421529,-0.3844321,"('disagreeable', 'welcoming')",-0.29257196,-0.41444832,-0.2083936,-0.3994402,0.1910466
78,0.123230435,-0.1270324,"('nonresilient', 'resilient')",0.14901704,0.150244,0.1361237,0.0116058,0.1245179
23,0.103263974,0.40675268,"('insincere', 'sincere')",6.87713,6.7133837,3.4901969,3.5600681,-0.0698712
41,-0.081397876,0.15153736,"('unforgiving', 'forgiving')",0.11447558,0.118589796,0.0165389,0.1350636,-0.1185247
12,0.05208313,0.120301515,"('unsupportive', 'supportive')",-1.6997073,-1.7141778,-0.8238121,-0.7969382,-0.0268739
7,-0.04460012,0.12691048,"('insensitive', 'sensitive')",0.8308011,0.7699074,0.3931005,0.448409,-0.0553085
17,-0.042088196,-0.016865622,"('nasty', 'nice')",-0.5441948,-0.4984483,-0.2931415,-0.257657,-0.0354845
20,-0.025433931,-0.015333865,"('rough', 'thoughtful')",1.0250373,0.9999462,0.4998017,0.4923061,0.0074956
87,0.019430742,0.20706864,"('unsuccessful', 'successful')",0.3866957,0.40440384,0.2030632,0.3057362,-0.102673
33,-0.016601656,-0.14351621,"('wrong', 'right')",-0.6832695,-0.92961216,-0.3499356,-0.5365642,0.1866286
29,0.012011839,-0.15032217,"('unfair', 'fair')",-0.3454792,-0.53160137,-0.1667337,-0.3409618,0.1742281
24,-0.0109370835,0.026514146,"('dishonest', 'honest')",1.3633875,1.2550187,0.6762252,0.6407664,0.0354588
