,westrock_male,westrock_female,tuple,co_male,co_female,average_male,average_female,male-female
48,-1.1898812,-1.1619002,"('unintelligent', 'intelligent')",-0.3390999,-0.3998465,-0.7644905,-0.7808733,0.0163828
77,-1.124562,-1.0490392,"('unmotivated', 'motivated')",-1.7092965,-1.7791729,-1.4169292,-1.4141061,-0.0028231
43,-1.0989146,-0.7771308,"('irresponsible', 'responsible')",0.5029336,0.44018248,-0.2979905,-0.1684742,-0.1295163
88,-1.0898021,-0.7697032,"('low', 'eminent')",-0.44391447,-0.38502502,-0.7668583,-0.5773641,-0.1894942
27,-1.065517,-0.9826033,"('hardhearted', 'softhearted')",1.2176673,1.3458123,0.0760752,0.1816045,-0.1055293
21,-1.0276874,-0.65313035,"('immoral', 'moral')",-1.2005485,-1.1462507,-1.114118,-0.8996905,-0.2144275
18,-1.0084949,-1.013395,"('disagreeable', 'welcoming')",-0.5237571,-0.5292582,-0.766126,-0.7713265,0.0052005
0,-0.94646156,-0.6371038,"('unsociable', 'sociable')",-0.31267494,-0.353192,-0.6295682,-0.4951479,-0.1344203
86,-0.9315625,-0.5229414,"('uninfluential', 'influential')",-0.3231989,-0.2408208,-0.6273807,-0.3818811,-0.2454996
6,-0.806611,-1.0527856,"('distant', 'open')",0.44207415,0.63226116,-0.1822684,-0.2102622,0.0279938
49,-0.7658,-0.9728896,"('unable', 'able')",-0.810759,-0.78234506,-0.7882795,-0.8776174,0.0893379
42,0.7588113,0.7439298,"('unreliable', 'reliable')",-3.0820746,-3.2338018,-1.1616317,-1.244936,0.0833043
80,0.71714276,1.0046756,"('dominated', 'dominating')",-0.9998789,-1.0116875,-0.1413681,-0.0035059,-0.1378622
81,-0.6951422,-0.020399652,"('submissive', 'aggressive')",-1.0847644,-1.1035354,-0.8899533,-0.5619676,-0.3279857
5,-0.69172657,-0.8084999,"('distant', 'outgoing')",0.106961764,0.3691942,-0.2923824,-0.2196528,-0.0727296
13,-0.6805629,-0.4293461,"('impolite', 'polite')",-0.51530844,-0.44478002,-0.5979357,-0.4370631,-0.1608726
66,0.67897606,0.60463846,"('inactive', 'active')",0.66217816,0.7981298,0.6705771,0.7013841,-0.030807
