,cisco_male,cisco_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
85,3.5777721,3.500082,"('insignificant', 'prestigious')",1.676075,1.508761,0.6124757,0.39251497,1.955441,1.8004527,0.1549883
1,3.4004328,2.905234,"('unfriendly', 'friendly')",1.0014261,0.78812385,1.6737787,1.1903228,2.0252124,1.6278936,0.3973188
6,2.8237693,2.723861,"('distant', 'open')",0.059470758,0.0833111,0.14597769,-0.010702826,1.0097392,0.9321564,0.0775828
71,2.6324444,2.507976,"('diffident', 'self-confident')",0.52661574,0.6434747,0.6233076,0.59508055,1.2607892,1.2488437,0.0119455
36,2.6265543,2.3289776,"('hostile', 'amicable')",0.5033342,0.24020946,0.52473384,0.109510444,1.2182074,0.8928992,0.3253082
70,-2.539765,-2.3186262,"('lethargic', 'energetic')",-1.8441709,-1.6789588,0.49558264,0.79090273,-1.2961178,-1.0688941,-0.2272237
26,2.4901514,2.4133523,"('hardhearted', 'benevolent')",-0.25863114,-0.27780476,1.353897,1.1330047,1.1951391,1.0895174,0.1056217
33,2.4549017,2.323373,"('wrong', 'right')",0.9079524,0.76876664,-0.3217152,-0.5507487,1.013713,0.8471303,0.1665827
81,-2.3850245,-2.2547257,"('submissive', 'aggressive')",-1.5480103,-1.4145156,-0.92807066,-0.68974257,-1.6203685,-1.4529947,-0.1673738
64,-2.3793352,-2.4066074,"('shy', 'confident')",-0.9947217,-0.9335752,-6.356505,-6.281545,-3.2435207,-3.2072426,-0.0362781
59,2.2110462,2.2154577,"('foolish', 'wise')",0.114537135,0.12918444,-0.04346934,-0.15950115,0.7607047,0.7283804,0.0323243
10,-2.1861682,-2.3683372,"('unsympathetic', 'sympathetic')",-1.529839,-1.6731247,-0.27011237,-0.30974853,-1.3287065,-1.4504035,0.121697
52,2.179377,2.0317013,"('irrational', 'rational')",0.64639145,0.6033258,-0.24876976,-0.48130578,0.8589996,0.7179071,0.1410925
5,2.1646402,2.0852573,"('distant', 'outgoing')",-0.24971724,-0.16001338,-0.5386528,-0.64171875,0.4587567,0.4278417,0.030915
42,-2.0994523,-1.8463519,"('unreliable', 'reliable')",-2.19234,-2.0565736,-3.258546,-3.1070013,-2.5167793,-2.3366423,-0.180137
76,-2.0893397,-1.8342738,"('anxious', 'daring')",-1.7686712,-1.7138777,0.15713981,0.40226144,-1.2336237,-1.04863,-0.1849937
80,-2.0640724,-1.8652452,"('dominated', 'dominating')",-0.54352355,-0.4815882,-0.9865118,-0.892629,-1.1980359,-1.0798208,-0.1182151
3,-1.9541445,-1.9980124,"('repellent', 'pleasant')",0.48142096,0.40717363,0.29189965,0.2768553,-0.3936079,-0.4379945,0.0443866
25,1.9355576,1.8685737,"('egoistic', 'altruistic')",1.2102145,1.1465943,1.7521658,1.566,1.6326459,1.5270561,0.1055898
45,-1.8844844,-1.9096323,"('incompetent', 'competent')",-1.4274977,-1.4352696,-0.4669965,-0.59603745,-1.2596595,-1.3136465,0.053987
31,1.8692243,1.7501822,"('evil', 'good')",0.20781949,0.2874261,-0.71931416,-1.0172975,0.4525766,0.3401035,0.1124731
44,-1.8194609,-1.5230876,"('prejudiced', 'unprejudiced')",-0.7221308,-0.58078057,-1.174327,-1.0798193,-1.2386395,-1.0612292,-0.1774103
60,-1.7754042,-1.7109997,"('inefficient', 'efficient')",-0.030687034,0.00044983998,-0.00081987865,0.22525708,-0.6023037,-0.4950976,-0.1072061
46,-1.7640696,-1.6438067,"('uncompetitive', 'competitive')",0.5146869,0.5205385,-0.33075032,-0.3392725,-0.526711,-0.4875135,-0.0391975
9,1.7638315,1.5578157,"('unaffectionate', 'caring')",0.116620965,-0.005658442,1.1095655,0.8825642,0.9966726,0.8115738,0.1850988
43,-1.6713197,-1.6511247,"('irresponsible', 'responsible')",-2.116112,-2.048342,-0.12765568,-0.022616785,-1.3050292,-1.2406945,-0.0643347
56,-1.611359,-1.5645728,"('impractical', 'practical')",-1.545276,-1.4984474,-0.7168329,-0.5462575,-1.291156,-1.2030926,-0.0880634
69,1.5225819,1.6286845,"('lazy', 'industrious')",0.7314543,0.73780453,-0.9131457,-1.0184499,0.4469635,0.4493463,-0.0023828
84,1.5214844,1.6117336,"('inferior', 'superior')",-0.12640125,-0.07429728,0.81033176,0.75909674,0.7351383,0.765511,-0.0303727
55,-1.5200527,-1.4794655,"('incompetent', 'clever')",-1.1317347,-1.1237878,0.2548968,0.19433995,-0.7989635,-0.8029711,0.0040076
39,1.4888377,1.4254879,"('exploitative', 'cooperative')",1.4465637,1.4076693,0.7205043,0.6082523,1.2186352,1.1471364,0.0714988
53,1.454071,1.1812493,"('uncreative', 'creative')",0.8012225,0.5797186,0.94535017,0.68404734,1.0668813,0.8150051,0.2518762
21,-1.4506239,-1.654765,"('immoral', 'moral')",-0.34787217,-0.5540084,-0.7357996,-0.7342521,-0.8447652,-0.9810085,0.1362433
61,1.4218162,1.2705647,"('illogical', 'logical')",1.1108054,1.0515348,0.5038201,0.33222687,1.0121473,0.8847755,0.1273718
57,-1.3439064,-1.4751135,"('unimaginative', 'imaginative')",-1.4276954,-1.5226927,-2.3569973,-2.545684,-1.7095331,-1.8478301,0.138297
72,-1.332115,-1.2796577,"('unambitious', 'ambitious')",-2.1625,-2.1466873,-1.0512687,-1.0469913,-1.5152946,-1.4911121,-0.0241825
19,1.3219233,1.2381241,"('inhospitable', 'hospitable')",-0.27791157,-0.33834007,-0.14714387,-0.10996251,0.298956,0.2632739,0.0356821
13,-1.2988011,-1.6144391,"('impolite', 'polite')",-0.7561862,-0.971414,-0.028452806,0.02438572,-0.69448,-0.8538225,0.1593425
62,-1.2191986,-1.065656,"('incompetent', 'brilliant')",-0.28722465,-0.120422706,-0.30255938,-0.07699984,-0.6029942,-0.4210262,-0.181968
8,1.2020922,1.1611874,"('unaffectionate', 'affectionate')",-0.53317577,-0.5584406,0.40754986,0.14755094,0.3588221,0.2500992,0.1087229
0,-1.1857955,-1.4436305,"('unsociable', 'sociable')",-0.81268567,-0.90743214,-0.3558216,-0.47090518,-0.7847676,-0.9406559,0.1558883
65,-1.1220767,-1.1782962,"('insecure', 'secure')",-0.022509757,-0.15593275,-0.006738141,0.079446085,-0.3837749,-0.418261,0.0344861
79,1.1118467,1.064045,"('wavering', 'unwavering')",0.070621915,-0.036705855,-0.32804665,-0.3283076,0.2848073,0.2330105,0.0517968
73,1.0901275,1.2336905,"('helpless', 'self-reliant')",-0.19089915,-0.14314419,-3.1390996,-3.0410037,-0.7466238,-0.6501524,-0.0964714
37,-1.0752016,-0.8186691,"('fake', 'genuine')",-0.8115708,-0.71236056,0.454917,0.41507837,-0.4772851,-0.3719838,-0.1053013
54,1.0744495,1.2172511,"('incapable', 'capable')",0.045863632,0.17429952,1.044112,1.2142705,0.721475,0.868607,-0.147132
14,-1.0669544,-0.9495736,"('antisocial', 'social')",-1.1063286,-1.0143166,-0.68011147,-0.67012763,-0.9511315,-0.8780059,-0.0731256
75,-1.0389957,-0.94822824,"('meek', 'impulsive')",-0.36452377,-0.23621365,-0.4782014,-0.34237212,-0.6272403,-0.508938,-0.1183023
15,0.9971325,0.80200404,"('boring', 'funny')",-1.5158279,-1.5744224,0.25003156,0.21681131,-0.0895546,-0.1852023,0.0956477
41,-0.96296483,-1.2413113,"('unforgiving', 'forgiving')",-1.2207803,-1.2787216,0.24602655,-0.084197685,-0.6459062,-0.8680769,0.2221707
77,-0.9535661,-0.92714816,"('unmotivated', 'motivated')",0.15653871,0.17955077,-1.1304703,-1.0396956,-0.6424992,-0.5957643,-0.0467349
22,-0.9382964,-0.9915113,"('untrustworthy', 'trustworthy')",-0.46603358,-0.43575618,-0.49683905,-0.577687,-0.633723,-0.6683181,0.0345951
51,-0.9362248,-1.0688332,"('uneducated', 'educated')",-0.8324606,-0.827909,0.7798131,0.8324439,-0.3296241,-0.3547661,0.025142
82,-0.83489805,-0.82635856,"('poor', 'rich')",-0.5960356,-0.5619038,5.7606845,5.824846,1.4432503,1.4788612,-0.0356109
35,0.78513235,0.6785407,"('corrupt', 'incorrupt')",0.18323447,0.108732596,-0.121458314,-0.40541622,0.2823028,0.1272857,0.1550171
12,0.7797997,0.74694973,"('unsupportive', 'supportive')",-0.14095794,-0.051276915,-1.6899822,-1.8071094,-0.3503801,-0.3704789,0.0200988
88,0.7275264,0.66932786,"('low', 'eminent')",-0.36932078,-0.5223662,-0.14051124,-0.2595322,0.0725648,-0.0375235,0.1100883
17,-0.6482948,-0.76055586,"('nasty', 'nice')",-0.42580235,-0.43544865,-0.53051287,-0.49200335,-0.53487,-0.5626693,0.0277993
68,-0.62082946,-0.7146737,"('dependent', 'independent')",-0.015146853,-0.062334575,-0.15855043,-0.24418597,-0.2648423,-0.3403981,0.0755558
18,0.55031824,0.49559855,"('disagreeable', 'welcoming')",0.092600286,0.084431745,-0.33187976,-0.530651,0.1036796,0.0164598,0.0872198
49,-0.529665,-0.58970153,"('unable', 'able')",0.17475823,0.16050014,-0.43300086,-0.32318473,-0.2626359,-0.2507954,-0.0118405
20,0.49179015,0.58644235,"('rough', 'thoughtful')",0.18348566,0.098243296,1.2635638,0.9647413,0.6462799,0.549809,0.0964709
74,0.47495702,0.54048014,"('undedicated', 'dedicated')",-0.51272875,-0.33607537,0.20317857,0.09392713,0.0551356,0.099444,-0.0443084
11,-0.4645016,-0.39320117,"('unhelpful', 'helpful')",0.42143503,0.5469878,1.8294483,1.9383355,0.5954606,0.697374,-0.1019134
30,-0.42596704,-0.57385343,"('intolerant', 'tolerant')",-0.26832616,-0.35328883,0.47635296,0.44689897,-0.0726467,-0.1600811,0.0874344
58,0.42222428,0.37951314,"('undiscriminating', 'discriminating')",0.070559725,0.113465324,0.16830407,0.13119785,0.2203627,0.2080588,0.0123039
47,0.4086119,0.49531984,"('stupid', 'smart')",0.30721027,0.34871787,5.0381837,5.1985574,1.918002,2.0141983,-0.0961963
34,0.40205863,0.38438764,"('mean', 'honorable')",0.5347379,0.565117,5.9389,6.04941,2.2918989,2.3329716,-0.0410727
29,-0.391833,-0.3897452,"('unfair', 'fair')",-0.13220452,-0.024758965,-0.41210717,-0.46439052,-0.3120482,-0.2929649,-0.0190833
7,-0.3716756,-0.43314016,"('insensitive', 'sensitive')",-0.5596305,-0.580616,0.74172634,0.66186744,-0.0631933,-0.1172962,0.0541029
78,0.3422985,0.099506706,"('nonresilient', 'resilient')",1.7837039,1.6847014,0.3441703,0.31329566,0.8233909,0.699168,0.1242229
24,-0.33434576,-0.36394885,"('dishonest', 'honest')",-1.8698394,-1.8692662,0.7390973,0.55785465,-0.4883626,-0.5584535,0.0700909
67,-0.32363537,-0.099624775,"('doubtful', 'determined')",-0.95891947,-0.81028086,-1.2230948,-1.0546901,-0.8352165,-0.6548653,-0.1803512
38,-0.321276,-0.33053416,"('untruthful', 'truthful')",-0.08280396,-0.0005098153,-0.18478379,-0.21837398,-0.1962879,-0.1831393,-0.0131486
2,0.26105565,0.28480464,"('unlikable', 'likable')",0.49283594,0.50170153,0.31128064,0.34087908,0.3550574,0.3757951,-0.0207377
28,0.24175029,-0.040045198,"('disloyal', 'loyal')",-0.66829544,-0.8263654,0.95275724,0.6256148,0.175404,-0.0802653,0.2556693
87,-0.2260342,-0.17351934,"('unsuccessful', 'successful')",0.88123035,0.9239608,0.703673,0.6964821,0.4529564,0.4823078,-0.0293514
23,-0.22570232,-0.2610764,"('insincere', 'sincere')",0.40209764,0.3748628,5.5399284,5.6282673,1.9054413,1.9140178,-0.0085765
86,0.21197537,0.038998134,"('uninfluential', 'influential')",-0.80857563,-0.9053779,0.15740742,-0.008797057,-0.1463976,-0.2917256,0.145328
48,0.20587382,0.07236412,"('unintelligent', 'intelligent')",-0.16751239,-0.23108439,0.40129623,0.23265155,0.1465526,0.0246438,0.1219088
66,-0.18606877,-0.17022955,"('inactive', 'active')",-0.74766034,-0.7865902,0.94867635,0.8454633,0.0049824,-0.0371188,0.0421012
50,0.18100709,0.37933576,"('clumsy', 'skillful')",0.83521205,0.7812444,0.07365817,0.025707036,0.3632925,0.3954291,-0.0321366
83,0.17509392,0.33836973,"('powerless', 'powerful')",0.1086459,0.24939363,-0.81264955,-0.71395785,-0.1763032,-0.0420648,-0.1342384
16,0.15521735,0.069675334,"('unpopular', 'popular')",0.9291945,0.94602233,0.75414634,0.61206424,0.6128527,0.5425873,0.0702654
63,-0.15049195,-0.2194854,"('unperceptive', 'insightful')",0.16525,0.19159386,0.8057726,0.8590211,0.2735102,0.2770432,-0.003533
40,0.13845742,0.12607743,"('stingy', 'generous')",0.24875747,0.23084101,-1.0990391,-1.5204345,-0.2372747,-0.3878387,0.150564
4,-0.070133805,-0.16847365,"('disliked', 'liked')",-1.124627,-1.1615684,-6.4168243,-6.5999484,-2.537195,-2.6433301,0.1061351
27,-0.04573152,-0.40951028,"('hardhearted', 'softhearted')",-0.3053254,-0.55753046,1.3154279,1.0382313,0.321457,0.0237302,0.2977268
32,0.027079634,-0.124097675,"('unkind', 'kind')",-0.53564775,-0.6479244,0.92678106,0.7552335,0.1394043,-0.0055962,0.1450005
