,emerson_male,emerson_female,tuple,electric_male,electric_female,co_male,co_female,average_male,average_female,male-female
13,-0.5519419,-0.40439448,"('impolite', 'polite')",-0.6258256,-0.4260422,-0.04842877,-0.25753143,-0.4087321,-0.362656,-0.0460761
51,0.5448561,0.5331672,"('uneducated', 'educated')",-0.22511613,-0.19493575,0.5492202,0.6506601,0.2896534,0.3296305,-0.0399771
34,-0.49909884,-0.7456226,"('mean', 'honorable')",-0.16743028,-0.29020566,4.9999332,4.5733194,1.444468,1.1791638,0.2653042
71,0.49839354,0.7884397,"('diffident', 'self-confident')",0.5190799,0.59406626,-0.18740757,-0.012855563,0.2766886,0.4565501,-0.1798615
61,-0.49315396,-0.37112898,"('illogical', 'logical')",-0.5955504,-0.49258623,-0.8930348,-0.90028036,-0.6605797,-0.5879985,-0.0725812
59,0.49275172,0.7641204,"('foolish', 'wise')",0.54028517,0.571969,-0.12835407,-0.17102417,0.301561,0.3883551,-0.0867941
57,-0.46811968,-0.50549424,"('unimaginative', 'imaginative')",-0.46858928,-0.43420678,-3.1858852,-2.9691007,-1.374198,-1.3029339,-0.0712641
70,0.45212728,0.44549254,"('lethargic', 'energetic')",-0.85703623,-0.7162839,0.47842282,0.4254868,0.0245046,0.0515651,-0.0270605
33,0.44880348,0.6544518,"('wrong', 'right')",0.939398,0.876713,-0.9253039,-0.9264233,0.1542992,0.2015805,-0.0472813
83,0.44735482,0.40664428,"('powerless', 'powerful')",0.5394221,0.56811357,-1.311435,-1.1634699,-0.1082193,-0.062904,-0.0453153
27,-0.4294056,-0.548368,"('hardhearted', 'softhearted')",-0.6951277,-0.6854922,0.35396,0.17862041,-0.2568578,-0.3517466,0.0948888
21,-0.4269569,-0.28765658,"('immoral', 'moral')",-0.75466347,-0.55395126,-0.6621358,-0.6023596,-0.6145854,-0.4813224,-0.133263
68,-0.41600198,-0.24554747,"('dependent', 'independent')",-1.258577,-1.0963733,-1.9096018,-1.8477471,-1.1947269,-1.0632226,-0.1315043
36,-0.40583327,-0.359826,"('hostile', 'amicable')",-0.36416447,-0.4135892,-0.93021595,-0.67470115,-0.5667379,-0.4827054,-0.0840325
63,0.40510526,0.2577105,"('unperceptive', 'insightful')",-0.79824036,-0.8214021,0.41505694,0.39020205,0.0073073,-0.0578299,0.0651372
35,0.385005,0.711,"('corrupt', 'incorrupt')",-0.042309582,0.03284646,-1.1158823,-0.8710219,-0.257729,-0.0423918,-0.2153372
66,0.37412304,0.39844236,"('inactive', 'active')",-0.14089918,-0.09040962,-0.0019742567,0.14592955,0.0770832,0.1513208,-0.0742376
86,0.35283473,0.3932462,"('uninfluential', 'influential')",0.13052835,0.18080333,-0.2983596,-0.29332748,0.0616678,0.093574,-0.0319062
82,0.34289902,0.136215,"('poor', 'rich')",-0.2637078,-0.4474476,5.978688,5.6242795,2.019293,1.7710156,0.2482774
20,0.3370264,0.16876629,"('rough', 'thoughtful')",-0.24631904,-0.29399312,0.34150958,0.34385484,0.1440723,0.072876,0.0711963
41,0.32868397,0.13131884,"('unforgiving', 'forgiving')",-1.072988,-1.1199474,0.1680426,0.120688856,-0.1920872,-0.2893133,0.0972261
25,-0.31739736,-0.37628433,"('egoistic', 'altruistic')",0.5945317,0.486171,0.88953024,1.010718,0.3888882,0.3735349,0.0153533
88,0.292425,0.38089857,"('low', 'eminent')",0.02459796,0.09682717,-0.24183422,-0.0917056,0.0250629,0.1286734,-0.1036105
14,-0.28718254,-0.08346905,"('antisocial', 'social')",0.0062136054,0.18369256,-0.4590326,-0.2480134,-0.2466672,-0.0492633,-0.1974039
23,0.28682905,0.1905082,"('insincere', 'sincere')",-0.96048355,-1.0256245,5.4051895,4.687525,1.5771783,1.2841361,0.2930422
19,0.28513038,0.5905829,"('inhospitable', 'hospitable')",0.14802368,0.19681874,-0.16963832,-0.07004755,0.0878386,0.239118,-0.1512794
87,-0.27776122,0.033063978,"('unsuccessful', 'successful')",-0.6210189,-0.5685612,-0.080643594,0.1380337,-0.3264746,-0.1324878,-0.1939868
15,0.27080998,0.4502037,"('boring', 'funny')",0.24982533,0.30896175,0.5591194,0.6133798,0.3599182,0.4575151,-0.0975969
42,-0.24842797,-0.1441118,"('unreliable', 'reliable')",-1.6636174,-1.5310662,-2.5903687,-2.1434662,-1.5008047,-1.2728813,-0.2279234
30,0.2387841,0.21071102,"('intolerant', 'tolerant')",-0.22571352,-0.13578188,0.5438409,0.51067424,0.1856372,0.1952011,-0.0095639
38,0.2365067,0.24809249,"('untruthful', 'truthful')",-0.11661917,-0.06734205,0.27453935,0.106696814,0.1314756,0.0958157,0.0356599
58,0.20463581,0.03099554,"('undiscriminating', 'discriminating')",-0.03730068,-0.05865748,-0.009148985,0.1622391,0.0527287,0.0448591,0.0078696
50,0.1913632,0.43135568,"('clumsy', 'skillful')",-0.77348393,-0.65832907,-0.092739955,0.09087679,-0.2249536,-0.0453655,-0.1795881
76,0.18956229,0.3140816,"('anxious', 'daring')",-1.1723943,-0.9981192,0.09768842,0.4092713,-0.2950478,-0.0915888,-0.203459
7,-0.16731916,0.0013984069,"('insensitive', 'sensitive')",-0.833365,-0.61207896,-0.06016746,-0.17859487,-0.3536172,-0.2630918,-0.0905254
46,0.13839678,-0.022807943,"('uncompetitive', 'competitive')",-0.82802063,-0.75731677,-0.45047495,-0.3587419,-0.3800329,-0.3796222,-0.0004107
52,0.13752751,0.11440055,"('irrational', 'rational')",-0.12072314,-0.15622124,-0.71643925,-0.71582,-0.2332116,-0.2525469,0.0193353
81,-0.13248563,-0.026920468,"('submissive', 'aggressive')",-0.15790598,0.009254485,-0.2330223,-0.40222678,-0.1744713,-0.1399643,-0.034507
32,0.13150541,0.10488705,"('unkind', 'kind')",-0.75904226,-0.6972287,1.0437031,1.0404624,0.1387221,0.1493736,-0.0106515
5,0.11219768,0.3226218,"('distant', 'outgoing')",0.6769585,0.6068433,-0.7922523,-0.8779921,-0.001032,0.0171577,-0.0181897
60,-0.10532561,-0.15737274,"('inefficient', 'efficient')",0.06627832,0.15886721,0.1555591,-0.13458878,0.0388373,-0.0443648,0.0832021
69,0.10357757,0.29273775,"('lazy', 'industrious')",0.8829166,0.9017056,-1.1480526,-0.98465943,-0.0538528,0.069928,-0.1237808
18,0.10341449,0.20997433,"('disagreeable', 'welcoming')",-0.21600586,-0.19916546,-1.3314787,-1.1809558,-0.4813567,-0.390049,-0.0913077
54,-0.07832625,0.0320394,"('incapable', 'capable')",-0.9725943,-0.91945654,0.5725898,0.52220666,-0.1594436,-0.1217368,-0.0377068
53,0.07762608,0.15769634,"('uncreative', 'creative')",-0.19059083,-0.31428158,0.47523105,0.5646912,0.1207554,0.1360353,-0.0152799
11,0.048259415,0.0090947,"('unhelpful', 'helpful')",-0.33717674,-0.25770974,2.8530176,2.5604002,0.8547001,0.7705951,0.084105
6,0.033181965,0.16028506,"('distant', 'open')",0.43813822,0.31807196,-0.63997453,-0.7182123,-0.0562181,-0.0799518,0.0237337
64,-0.022384753,0.3269818,"('shy', 'confident')",-0.4985908,-0.19858763,-5.5616107,-4.9163785,-2.0275288,-1.5959948,-0.431534
48,0.022170441,-0.32802168,"('unintelligent', 'intelligent')",0.09283972,0.023797471,-0.17573872,-0.41176715,-0.0202429,-0.2386638,0.2184209
10,-0.021858314,-0.10516515,"('unsympathetic', 'sympathetic')",-1.9240506,-1.8160428,0.01680829,-0.21805799,-0.6430335,-0.7130887,0.0700552
4,-0.014281652,-0.03240241,"('disliked', 'liked')",0.32957438,0.33608505,-6.4140635,-5.6724405,-2.0329235,-1.7895859,-0.2433376
1,0.0023467373,-0.2562326,"('unfriendly', 'friendly')",0.38697696,0.0630154,1.4075083,1.1027701,0.598944,0.3031843,0.2957597
62,0.0019052923,-0.08805512,"('incompetent', 'brilliant')",-0.51828855,-0.5353834,0.005109325,-0.2935357,-0.1704247,-0.3056581,0.1352334
