,allergan_male,allergan_female,tuple,plc_male,plc_female,average_male,average_female,male-female
41,-0.77639574,-0.6778417,"('unforgiving', 'forgiving')",0.6138201,0.4574115,-0.0812878,-0.1102151,0.0289273
16,-0.7669613,-0.77695787,"('unpopular', 'popular')",-0.33395207,-0.59094393,-0.5504566,-0.6839509,0.1334943
38,-0.76596993,-0.55656946,"('untruthful', 'truthful')",0.2651505,0.36917162,-0.2504097,-0.0936989,-0.1567108
74,-0.7461365,-0.56263536,"('undedicated', 'dedicated')",0.63737816,0.57766664,-0.0543792,0.0075156,-0.0618948
28,-0.74478936,-0.7862515,"('disloyal', 'loyal')",0.4216128,0.18497746,-0.1615883,-0.300637,0.1390487
58,-0.72127664,-0.72342503,"('undiscriminating', 'discriminating')",1.1783522,0.90348095,0.2285378,0.090028,0.1385098
13,-0.69598824,-0.392815,"('impolite', 'polite')",-0.29810745,-0.18302347,-0.4970478,-0.2879192,-0.2091286
43,-0.65326124,-0.5182879,"('irresponsible', 'responsible')",1.1568341,1.0245754,0.2517864,0.2531437,-0.0013573
26,-0.649793,-0.795759,"('hardhearted', 'benevolent')",2.3931835,2.0865788,0.8716952,0.6454099,0.2262853
52,-0.6480534,-0.755984,"('irrational', 'rational')",-0.49826866,-0.7219162,-0.573161,-0.7389501,0.1657891
6,-0.60297483,-0.66690385,"('distant', 'open')",-0.32655787,-0.47793776,-0.4647664,-0.5724208,0.1076544
70,-0.5934641,-0.24375042,"('lethargic', 'energetic')",0.46269882,0.46909717,-0.0653826,0.1126734,-0.178056
18,-0.5764436,-0.66406274,"('disagreeable', 'welcoming')",-1.2291617,-1.3830506,-0.9028027,-1.0235567,0.120754
46,-0.5303529,-0.37255976,"('uncompetitive', 'competitive')",-0.14157669,-0.22233318,-0.3359648,-0.2974465,-0.0385183
55,-0.5140246,-0.25014105,"('incompetent', 'clever')",0.12144936,0.123542726,-0.1962876,-0.0632992,-0.1329884
29,-0.5106977,-0.4093727,"('unfair', 'fair')",-0.42776978,-0.45191365,-0.4692338,-0.4306432,-0.0385906
67,0.49432302,0.34139508,"('doubtful', 'determined')",-0.39110202,-0.45291054,0.0516105,-0.0557577,0.1073682
45,-0.4854449,-0.10385087,"('incompetent', 'competent')",1.2636651,1.2592685,0.3891101,0.5777088,-0.1885987
7,-0.48447368,-0.36278656,"('insensitive', 'sensitive')",0.63564026,0.6486711,0.0755833,0.1429423,-0.067359
56,0.46804738,0.7814746,"('impractical', 'practical')",1.0103657,1.5199536,0.7392066,1.1507142,-0.4115076
83,0.4608569,0.43857253,"('powerless', 'powerful')",-0.17460519,-0.18674916,0.1431259,0.1259117,0.0172142
14,0.44399473,0.59706396,"('antisocial', 'social')",0.9678982,1.0388038,0.7059464,0.8179339,-0.1119875
22,-0.43165547,-0.072919935,"('untrustworthy', 'trustworthy')",-0.39026117,-0.18403506,-0.4109583,-0.1284775,-0.2824808
3,-0.41317564,-0.4300885,"('repellent', 'pleasant')",-0.2778203,-0.35807046,-0.345498,-0.3940795,0.0485815
12,-0.40196893,-0.27023432,"('unsupportive', 'supportive')",-0.6139761,-0.5661785,-0.5079725,-0.4182064,-0.0897661
30,0.3965047,0.60814893,"('intolerant', 'tolerant')",0.87124914,0.8737701,0.6338769,0.7409595,-0.1070826
75,0.3734424,0.4322595,"('meek', 'impulsive')",-0.98326015,-0.9110096,-0.3049089,-0.2393751,-0.0655338
5,-0.3398319,-0.5066024,"('distant', 'outgoing')",-0.052619055,-0.15167034,-0.1962255,-0.3291364,0.1329109
72,-0.30780163,-0.28577864,"('unambitious', 'ambitious')",0.5701419,0.75380087,0.1311701,0.2340111,-0.102841
81,0.2968779,0.36611378,"('submissive', 'aggressive')",-0.37155223,-0.24190539,-0.0373372,0.0621042,-0.0994414
84,0.2959802,0.21941158,"('inferior', 'superior')",0.7575112,0.6768235,0.5267457,0.4481176,0.0786281
35,0.28906503,0.06948185,"('corrupt', 'incorrupt')",-0.8093295,-1.1742458,-0.2601323,-0.552382,0.2922497
2,0.2752686,0.25441352,"('unlikable', 'likable')",0.28007662,0.25105464,0.2776726,0.2527341,0.0249385
49,-0.26876077,-0.06367648,"('unable', 'able')",-0.57167006,-0.39171493,-0.4202154,-0.2276957,-0.1925197
60,0.2632036,0.46901077,"('inefficient', 'efficient')",0.35656866,0.6258746,0.3098861,0.5474427,-0.2375566
42,0.24889182,0.38785362,"('unreliable', 'reliable')",-1.568276,-1.6428214,-0.6596921,-0.6274839,-0.0322082
47,-0.24378136,-0.028855957,"('stupid', 'smart')",3.8641067,3.933877,1.8101627,1.9525105,-0.1423478
34,-0.23213048,-0.27775076,"('mean', 'honorable')",3.4447982,3.412119,1.6063339,1.5671841,0.0391498
39,0.23091917,0.20087631,"('exploitative', 'cooperative')",0.35715306,0.27181754,0.2940361,0.2363469,0.0576892
4,0.21805404,0.3248698,"('disliked', 'liked')",-3.4009845,-3.3443215,-1.5914652,-1.5097258,-0.0817394
65,-0.19035563,-0.005965609,"('insecure', 'secure')",0.3907163,0.61105233,0.1001803,0.3025434,-0.2023631
68,-0.17985052,-0.13636498,"('dependent', 'independent')",-0.89174795,-0.8549422,-0.5357993,-0.4956536,-0.0401457
76,-0.16002427,0.062655106,"('anxious', 'daring')",-0.1604062,-0.13838905,-0.1602152,-0.037867,-0.1223482
25,-0.14006798,-0.29435456,"('egoistic', 'altruistic')",0.8440063,0.5368697,0.3519692,0.1212576,0.2307116
15,-0.12378351,0.014846396,"('boring', 'funny')",-0.2858775,-0.10166608,-0.2048305,-0.0434098,-0.1614207
66,-0.12213226,-0.52156025,"('inactive', 'active')",0.8240735,0.3283661,0.3509706,-0.0965971,0.4475677
17,-0.11462588,-0.1537309,"('nasty', 'nice')",-1.3282748,-1.4379821,-0.7214504,-0.7958565,0.0744061
50,0.099064894,0.17061082,"('clumsy', 'skillful')",-0.82896936,-1.0882016,-0.3649522,-0.4587954,0.0938432
87,-0.098688506,-0.11468646,"('unsuccessful', 'successful')",1.5442815,1.4236026,0.7227965,0.654458,0.0683385
59,-0.080242485,-0.06921683,"('foolish', 'wise')",-0.47635406,-0.69741786,-0.2782983,-0.3833174,0.1050191
40,0.06590789,0.20753784,"('stingy', 'generous')",-1.2057807,-1.322612,-0.5699365,-0.5575371,-0.0123994
79,0.043466773,-0.057303093,"('wavering', 'unwavering')",-0.4331369,-0.5995795,-0.1948351,-0.3284413,0.1336062
62,0.037536442,0.46025205,"('incompetent', 'brilliant')",0.6565895,1.0973957,0.347063,0.7788239,-0.4317609
33,0.010752119,-0.19554907,"('wrong', 'right')",0.13059501,-0.18687357,0.0706736,-0.1912113,0.2618849
