,tiffany_male,tiffany_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,male-female
85,2.6028562,2.7787895,"('insignificant', 'prestigious')",2.2329588,2.4075847,1.329089,1.2740177,2.054968,2.153464,-0.098496
26,2.562462,2.430118,"('hardhearted', 'benevolent')",2.7547522,2.6137316,1.521934,1.3744913,2.279716,2.1394471,0.1402689
64,-2.427813,-2.3984127,"('shy', 'confident')",-0.8001131,-0.7390294,-6.296089,-6.097131,-3.1746718,-3.0781911,-0.0964807
45,-2.2168446,-2.1645234,"('incompetent', 'competent')",-1.2462646,-1.2845984,-1.5051041,-1.5382135,-1.656071,-1.6624451,0.0063741
22,-2.212849,-2.2729452,"('untrustworthy', 'trustworthy')",-1.5696871,-1.6597842,-2.2304506,-2.204048,-2.0043289,-2.0455923,0.0412634
25,2.1982992,2.3425193,"('egoistic', 'altruistic')",1.6215231,1.710241,1.870351,1.836508,1.8967244,1.9630893,-0.0663649
9,2.1380692,2.2176194,"('unaffectionate', 'caring')",0.82170033,0.93745714,1.5223925,1.5276481,1.494054,1.5609082,-0.0668542
44,-2.1342196,-2.1901336,"('prejudiced', 'unprejudiced')",-0.9186374,-1.0146433,-1.5360805,-1.4950092,-1.5296458,-1.5665954,0.0369496
81,-2.119283,-2.2742338,"('submissive', 'aggressive')",-1.208092,-1.1706984,-1.95872,-1.9709123,-1.7620316,-1.8052815,0.0432499
65,-2.0585878,-2.0492966,"('insecure', 'secure')",-1.2992513,-1.3179275,-1.5961204,-1.6697927,-1.6513198,-1.6790056,0.0276858
71,1.9049194,1.8823512,"('diffident', 'self-confident')",0.5166899,0.52008855,0.31409863,0.35846624,0.9119027,0.9203019,-0.0083992
6,1.8853983,2.050159,"('distant', 'open')",1.0175247,1.0679767,0.5440202,0.43206137,1.1489811,1.183399,-0.0344179
79,1.8211937,1.9124377,"('wavering', 'unwavering')",0.47272718,0.56250024,0.33108324,0.40930912,0.8750014,0.9614157,-0.0864143
11,-1.8123683,-1.8958869,"('unhelpful', 'helpful')",-1.8674902,-1.7119284,1.2804701,1.492846,-0.7997961,-0.7049898,-0.0948063
69,1.7839125,1.8922706,"('lazy', 'industrious')",1.197221,1.0868887,0.55812967,0.36644772,1.1797544,1.1152023,0.0645521
46,-1.7439647,-1.6233,"('uncompetitive', 'competitive')",-1.2868768,-1.140673,-0.73563063,-0.62159777,-1.2554906,-1.1285236,-0.126967
8,1.7282915,1.7782036,"('unaffectionate', 'affectionate')",1.3583668,1.441408,1.4201612,1.4243898,1.5022732,1.5480005,-0.0457273
5,1.7117486,1.8480991,"('distant', 'outgoing')",1.0882211,1.1739602,0.40444705,0.3827899,1.0681389,1.1349498,-0.0668109
36,1.6395522,1.7895492,"('hostile', 'amicable')",0.65311503,0.6385414,0.8732136,0.741056,1.0552936,1.0563822,-0.0010886
33,1.6273926,1.6145797,"('wrong', 'right')",1.8403548,1.8104297,-0.070888124,-0.13084905,1.1322865,1.0980534,0.0342331
70,-1.6129053,-1.6337637,"('lethargic', 'energetic')",-1.0131068,-0.9017653,-0.5317706,-0.502075,-1.0525942,-1.0125346,-0.0400596
80,-1.5947753,-1.6754817,"('dominated', 'dominating')",-1.1780834,-1.0676622,-1.0356542,-0.95164543,-1.2695042,-1.2315965,-0.0379077
3,-1.5898626,-1.6337409,"('repellent', 'pleasant')",-1.212291,-1.3187549,0.6229906,0.60328734,-0.7263877,-0.7830695,0.0566818
35,1.5721326,1.5515549,"('corrupt', 'incorrupt')",0.52073216,0.44483316,0.28322467,0.07597913,0.7920298,0.6907891,0.1012407
54,1.5478835,1.6485884,"('incapable', 'capable')",1.2407017,1.4702045,1.0759057,1.2303417,1.2881637,1.4497115,-0.1615478
1,1.4458222,1.4650414,"('unfriendly', 'friendly')",1.5536525,1.7211763,1.8892127,1.8591298,1.6295625,1.6817826,-0.0522201
13,-1.4178064,-1.5395385,"('impolite', 'polite')",-1.2901881,-1.2702419,-0.92524886,-0.8617873,-1.2110811,-1.2238559,0.0127748
78,1.3947747,1.4579356,"('nonresilient', 'resilient')",0.55274314,0.6840855,1.5163822,1.5793105,1.1546334,1.2404439,-0.0858105
68,-1.3557811,-1.4073657,"('dependent', 'independent')",-1.5787013,-1.675938,-1.4619595,-1.7125607,-1.4654806,-1.5986214,0.1331408
10,-1.3336596,-1.3498303,"('unsympathetic', 'sympathetic')",-1.5458739,-1.4491619,-0.47753912,-0.4045566,-1.1190242,-1.0678496,-0.0511746
57,-1.2646936,-1.2790446,"('unimaginative', 'imaginative')",-1.0641682,-0.9487443,-3.0215435,-2.9892912,-1.7834684,-1.7390267,-0.0444417
15,1.1808307,1.1150758,"('boring', 'funny')",0.6628773,0.6929957,0.17768237,0.13641131,0.6737968,0.648161,0.0256358
72,1.0670246,1.1484011,"('unambitious', 'ambitious')",-0.20128253,-0.054905973,-1.0850484,-0.92744684,-0.0731021,0.0553494,-0.1284515
74,1.0353551,1.0624325,"('undedicated', 'dedicated')",0.49569958,0.60182023,-0.10528049,-0.071154535,0.4752581,0.5310327,-0.0557746
21,-1.020508,-1.0516714,"('immoral', 'moral')",-0.7138009,-0.72593975,-1.368288,-1.3597612,-1.034199,-1.0457908,0.0115918
12,1.017285,1.0189139,"('unsupportive', 'supportive')",0.9458682,1.1620018,-1.3457978,-1.161388,0.2057851,0.3398426,-0.1340575
47,-1.0165966,-1.0727729,"('stupid', 'smart')",0.0508205,0.07605232,3.5654545,3.4818606,0.8665595,0.82838,0.0381795
31,0.9925847,1.0738376,"('evil', 'good')",0.7523744,0.6269284,0.17004547,-0.03561303,0.6383349,0.555051,0.0832839
18,-0.92073095,-1.1279052,"('disagreeable', 'welcoming')",0.9512105,0.8002144,-1.1310403,-1.3581059,-0.3668536,-0.5619322,0.1950786
84,0.8796906,0.8056129,"('inferior', 'superior')",0.07373424,0.13579792,0.2897634,0.31083047,0.414396,0.4174138,-0.0030178
83,0.87835896,1.1193055,"('powerless', 'powerful')",0.32188722,0.5974907,-0.9578345,-0.7693369,0.0808039,0.3158198,-0.2350159
53,0.86830235,1.0372095,"('uncreative', 'creative')",0.78970283,1.0554227,1.1294742,1.2282044,0.9291598,1.1069455,-0.1777857
27,0.85154986,0.8564505,"('hardhearted', 'softhearted')",0.19795083,0.23410322,1.0116568,0.8882171,0.6870525,0.6595903,0.0274622
75,-0.8443289,-0.7651012,"('meek', 'impulsive')",0.04321418,0.15897183,0.4032856,0.51290005,-0.1326097,-0.0310764,-0.1015333
24,-0.8435463,-0.9018138,"('dishonest', 'honest')",-0.37344947,-0.42035797,-0.6288165,-0.6952271,-0.6152707,-0.6724663,0.0571956
73,0.82527673,0.95488906,"('helpless', 'self-reliant')",0.01490232,0.14221571,-2.7193868,-2.6145685,-0.6264026,-0.5058212,-0.1205814
55,-0.7883908,-0.8222662,"('incompetent', 'clever')",-0.645103,-0.56253713,-1.119931,-1.0970755,-0.8511416,-0.8272929,-0.0238487
32,0.7500881,0.7709707,"('unkind', 'kind')",-0.105659574,-0.010784272,0.40945354,0.38714683,0.351294,0.3824444,-0.0311504
51,-0.7347548,-0.8103059,"('uneducated', 'educated')",-0.006951511,-0.04420495,-0.17365661,-0.28459513,-0.305121,-0.379702,0.074581
7,-0.7280233,-0.77436334,"('insensitive', 'sensitive')",-1.1122161,-0.9944206,-0.47115225,-0.45405582,-0.7704639,-0.7409466,-0.0295173
29,-0.72312325,-0.62627536,"('unfair', 'fair')",-0.3400491,-0.26762065,-1.0123178,-1.0551671,-0.69183,-0.6496877,-0.0421423
60,-0.7065791,-0.6235963,"('inefficient', 'efficient')",-0.41672105,-0.29744264,-0.90389854,-0.7682355,-0.6757329,-0.5630915,-0.1126414
0,-0.67126983,-0.88662755,"('unsociable', 'sociable')",-0.0048017893,-0.07466674,-0.26922172,-0.29755002,-0.3150978,-0.4196148,0.104517
50,0.65356886,0.85001385,"('clumsy', 'skillful')",1.5769506,1.6974661,1.0770625,1.1961808,1.1025273,1.247887,-0.1453597
34,0.65144473,0.7201638,"('mean', 'honorable')",0.10885111,0.1607014,5.120175,5.082641,1.9601569,1.9878354,-0.0276785
43,-0.5788936,-0.60085917,"('irresponsible', 'responsible')",-0.66452634,-0.5464753,-0.112989426,0.0047076195,-0.4521364,-0.3808756,-0.0712608
77,-0.5302981,-0.4718945,"('unmotivated', 'motivated')",-0.06276836,0.06574123,-0.005526785,0.13326791,-0.1995311,-0.0909618,-0.1085693
52,-0.51005983,-0.28018072,"('irrational', 'rational')",0.46150634,0.44955367,0.033366516,-0.043695875,-0.0050623,0.0418924,-0.0469547
19,0.4564019,0.42402387,"('inhospitable', 'hospitable')",-0.21991293,-0.27777418,0.34653413,0.25741726,0.194341,0.1345556,0.0597854
28,0.45340854,0.4493808,"('disloyal', 'loyal')",-0.5331599,-0.4625691,0.10594463,0.082326114,0.0087311,0.0230459,-0.0143148
