,donnelley_male,donnelley_female,tuple,rr_male,rr_female,&_male,&_female,sons_male,sons_female,co_male,co_female,average_male,average_female,male-female
1,-2.2473605,-2.0134819,"('unfriendly', 'friendly')",-0.85157543,-0.681752,0.28109142,0.9397721,-1.011832,-0.9420736,1.5516632,1.8334924,-0.4556026,-0.1728086,-0.282794
52,-1.5946894,-1.6677524,"('irrational', 'rational')",-1.0881622,-1.0942223,-0.41950327,-0.44865063,-1.3527639,-1.1349065,-0.53398794,-0.6545741,-0.9978213,-1.0000212,0.0021999
31,-1.4511048,-0.922143,"('evil', 'good')",-0.5311496,0.08007746,-0.36091897,0.21628812,-1.2828041,-0.80096036,-1.4553859,-1.0727428,-1.0162727,-0.4998961,-0.5163766
6,-1.4320476,-1.0981519,"('distant', 'open')",0.14228936,0.4925691,0.57462865,1.2663648,-1.4297471,-0.8844428,-0.4630164,-0.085854694,-0.5215786,-0.0619031,-0.4596755
85,-1.4248348,-0.94935167,"('insignificant', 'prestigious')",-0.55242276,-0.12752308,1.1534839,1.379526,-0.9155145,-0.6118718,-0.84760886,-0.6171152,-0.5173794,-0.1852671,-0.3321123
25,-1.4072474,-1.4662724,"('egoistic', 'altruistic')",-1.1945038,-1.1884054,-0.1686148,-0.34007496,-0.5480417,-0.5880891,0.93123287,0.7734792,-0.477435,-0.5618725,0.0844375
36,-1.3946207,-0.88558406,"('hostile', 'amicable')",-1.4807315,-0.91907984,0.025469273,0.44500437,-1.8517315,-1.4947494,-0.20586169,-0.12787394,-0.9814952,-0.5964566,-0.3850386
75,1.3348953,1.7017264,"('meek', 'impulsive')",-0.4446024,-0.25694945,0.9591078,1.2060416,-0.6068848,-0.056302633,-0.25882187,-0.08736757,0.1967388,0.5014297,-0.3046909
80,1.2061319,1.0556518,"('dominated', 'dominating')",0.33541238,0.06740223,-0.33881873,-0.7809283,0.06120964,-0.08737551,-0.9728651,-1.0218744,0.058214,-0.1534248,0.2116388
87,1.2006897,0.77878076,"('unsuccessful', 'successful')",0.36461645,0.29302847,1.6617533,1.3574381,1.4263045,1.3679606,0.34015018,0.17171465,0.9987028,0.7937845,0.2049183
88,-1.149596,-1.4591397,"('low', 'eminent')",-1.0403574,-1.373257,0.42818543,0.19109084,-0.42987826,-0.7538609,-0.21408492,-0.22074366,-0.4811462,-0.7231821,0.2420359
81,1.1241767,0.51012826,"('submissive', 'aggressive')",0.02307202,-0.67709523,0.049392864,-0.88600045,0.5233529,-0.017797515,-0.9110403,-1.363613,0.1617908,-0.4868756,0.6486664
