,sun_male,sun_female,tuple,microsystems_male,microsystems_female,inc_male,inc_female,average_male,average_female,male-female
87,-1.282706,-1.1174916,"('unsuccessful', 'successful')",-0.3703598,-0.12114802,0.54180354,0.646622,-0.3704208,-0.1973392,-0.1730816
21,-1.2649436,-1.7311633,"('immoral', 'moral')",-2.6328719,-2.7186592,-0.848625,-0.8942746,-1.5821468,-1.7813657,0.1992189
57,-1.2624364,-1.544304,"('unimaginative', 'imaginative')",-1.5580425,-1.7348436,-2.214841,-2.4270756,-1.6784399,-1.9020745,0.2236346
84,1.1942459,1.1703651,"('inferior', 'superior')",1.3052301,1.2829952,0.7217106,0.69453174,1.0737289,1.0492973,0.0244316
59,1.181299,1.2326715,"('foolish', 'wise')",0.6873964,0.6124708,-0.4769244,-0.55339646,0.4639237,0.430582,0.0333417
22,-1.1803491,-1.3569354,"('untrustworthy', 'trustworthy')",-1.6898874,-1.6924915,-0.9086875,-0.7900269,-1.2596413,-1.279818,0.0201767
1,1.1740211,0.6026243,"('unfriendly', 'friendly')",0.54437315,0.18695557,1.7686824,1.5176669,1.1623589,0.7690822,0.3932767
52,1.1459982,0.79223686,"('irrational', 'rational')",1.7543644,1.4525278,-0.30217245,-0.59241414,0.8660634,0.5507835,0.3152799
65,-1.1336957,-1.2398844,"('insecure', 'secure')",-2.172864,-2.1452525,-0.6218966,-0.47717348,-1.3094854,-1.2874368,-0.0220486
39,1.0492247,0.8822911,"('exploitative', 'cooperative')",0.15965268,0.2274493,0.44527113,0.3870018,0.5513829,0.4989141,0.0524688
36,1.023478,0.506382,"('hostile', 'amicable')",2.40695,1.8284005,0.68550485,0.0716175,1.3719776,0.8021334,0.5698442
44,-0.9929109,-0.726046,"('prejudiced', 'unprejudiced')",0.55387485,0.73856634,-1.3133858,-1.2083613,-0.5841406,-0.3986137,-0.1855269
83,0.99097764,0.9249789,"('powerless', 'powerful')",0.43156955,0.41313586,-0.7799134,-0.8136954,0.2142113,0.1748065,0.0394048
48,0.95428574,0.3910945,"('unintelligent', 'intelligent')",-0.117793,-0.11636423,0.4819589,0.5293145,0.4394839,0.2680149,0.171469
31,0.9468386,0.82687396,"('evil', 'good')",2.227441,1.8932306,-0.5129355,-0.8149266,0.8871147,0.6350593,0.2520554
11,-0.9263522,-0.838774,"('unhelpful', 'helpful')",-1.2166234,-1.0257396,1.4206688,1.8566427,-0.2407689,-0.0026236,-0.2381453
66,-0.9080332,-0.7310809,"('inactive', 'active')",-0.47365505,-0.5668331,0.7874731,0.37732273,-0.1980717,-0.3068638,0.1087921
58,-0.90555155,-1.128328,"('undiscriminating', 'discriminating')",-0.44401678,-0.6318668,0.008636899,-0.12281351,-0.4469771,-0.6276694,0.1806923
26,0.8996466,0.78559136,"('hardhearted', 'benevolent')",1.4608479,1.4094343,1.6589966,1.5294185,1.3398304,1.2414814,0.098349
0,-0.8920713,-1.2369636,"('unsociable', 'sociable')",-1.8997139,-1.9892515,-0.78155756,-0.780951,-1.1911143,-1.335722,0.1446077
8,0.8596449,0.592098,"('unaffectionate', 'affectionate')",0.34517202,0.26393092,0.44566372,0.38980314,0.5501602,0.4152774,0.1348828
20,0.8322001,0.6042825,"('rough', 'thoughtful')",0.78986365,0.70366395,1.3377525,1.0941033,0.9866054,0.8006833,0.1859221
4,-0.78529716,-0.7425536,"('disliked', 'liked')",1.0002414,0.8416844,-6.307619,-6.438281,-2.0308916,-2.1130501,0.0821585
38,-0.78521997,-0.66283584,"('untruthful', 'truthful')",-1.0883415,-0.9309679,-0.50693333,-0.29186165,-0.7934982,-0.6285551,-0.1649431
28,-0.7832452,-1.2973945,"('disloyal', 'loyal')",-1.3129771,-1.5237995,0.8109508,0.54451394,-0.4284239,-0.7588934,0.3304695
88,-0.77056867,-0.891324,"('low', 'eminent')",-0.40041324,-0.47798494,-0.11841893,0.02377452,-0.4298003,-0.4485115,0.0187112
73,0.74890846,1.0491421,"('helpless', 'self-reliant')",1.0298721,1.0861763,-3.0912573,-2.8977017,-0.4374923,-0.2541278,-0.1833645
32,-0.7293055,-0.81707287,"('unkind', 'kind')",-1.2911437,-1.2100184,0.79765147,0.93359256,-0.4075992,-0.3644996,-0.0430996
35,0.7182095,0.8191259,"('corrupt', 'incorrupt')",2.3104997,2.1572926,-0.041343268,-0.3525736,0.9957887,0.874615,0.1211737
7,-0.6827956,-0.8925172,"('insensitive', 'sensitive')",-1.2147803,-1.2143494,0.7420453,0.7012367,-0.3851769,-0.4685433,0.0833664
54,0.663163,0.4151549,"('incapable', 'capable')",0.5498042,0.38213697,1.0024371,1.0203556,0.7384681,0.6058825,0.1325856
29,0.65039086,0.46536392,"('unfair', 'fair')",0.191666,0.12041798,-0.467748,-0.5511228,0.1247696,0.011553,0.1132166
50,-0.63555765,-0.7796903,"('clumsy', 'skillful')",1.0598614,0.9533727,0.19290672,0.17685139,0.2057368,0.1168446,0.0888922
79,0.5936864,0.8304183,"('wavering', 'unwavering')",0.58403623,0.4698021,-0.14085774,-0.12026098,0.3456217,0.3933198,-0.0476981
67,-0.5447015,-0.25573185,"('doubtful', 'determined')",-0.07586027,0.07768447,-1.0398594,-0.82413983,-0.5534737,-0.3340624,-0.2194113
30,-0.52084225,-0.76765865,"('intolerant', 'tolerant')",-1.7231742,-1.7654443,0.36455017,0.50739795,-0.6264888,-0.675235,0.0487462
17,0.5019083,0.4187503,"('nasty', 'nice')",0.8243898,0.75851756,-0.473626,-0.41825745,0.284224,0.2530034,0.0312206
74,-0.47143453,-0.60544825,"('undedicated', 'dedicated')",-0.59082025,-0.65019953,0.11962471,0.0725483,-0.31421,-0.3943665,0.0801565
15,-0.4497923,-0.33855364,"('boring', 'funny')",-0.4149085,-0.36075544,0.35040078,0.3827824,-0.1714333,-0.1055089,-0.0659244
37,-0.44833517,-0.6040106,"('fake', 'genuine')",-0.6102411,-0.6317904,0.4055153,0.3919725,-0.217687,-0.2812761,0.0635891
75,-0.44434944,-0.23124875,"('meek', 'impulsive')",0.8834908,0.87692875,-0.3132745,-0.14374194,0.0419556,0.1673127,-0.1253571
72,-0.4363777,-0.19367503,"('unambitious', 'ambitious')",-1.2985733,-1.1899778,-0.8756501,-0.6704,-0.8702004,-0.6846843,-0.1855161
41,-0.41656947,-1.0631106,"('unforgiving', 'forgiving')",-0.7676396,-1.0400158,0.3489625,0.072402366,-0.2784155,-0.676908,0.3984925
78,-0.40915582,-0.74495083,"('nonresilient', 'resilient')",1.3556634,1.2429429,0.50834996,0.28713772,0.4849525,0.2617099,0.2232426
16,0.3962065,0.22566678,"('unpopular', 'popular')",0.58840597,0.44543272,0.3871316,0.18572032,0.457248,0.2856066,0.1716414
47,-0.37713808,-0.41652262,"('stupid', 'smart')",-0.76204497,-0.78632474,4.806091,4.8493013,1.2223026,1.2154846,0.006818
19,0.35823405,0.31878147,"('inhospitable', 'hospitable')",0.23205218,0.0468145,-0.15023693,-0.17350343,0.1466831,0.0640308,0.0826523
6,0.33584672,0.48911345,"('distant', 'open')",0.15721916,0.0055019595,0.020055793,-0.107013255,0.1710406,0.1292007,0.0418399
69,-0.32441837,-0.36138994,"('lazy', 'industrious')",2.3102825,2.1451392,-0.80873555,-1.1028273,0.3923762,0.226974,0.1654022
53,0.3229187,0.058324635,"('uncreative', 'creative')",0.25905043,0.10175184,0.83072877,0.6893275,0.4708993,0.2831347,0.1877646
18,0.30080593,-0.14835006,"('disagreeable', 'welcoming')",0.25174183,-0.04434243,-0.6305302,-0.781133,-0.0259941,-0.3246085,0.2986144
12,0.20560773,-0.032864094,"('unsupportive', 'supportive')",-0.5768534,-0.6467904,-1.9424776,-1.8235832,-0.7712411,-0.8344126,0.0631715
77,-0.19729689,-0.5922846,"('unmotivated', 'motivated')",-0.6989575,-0.7686155,-1.1539241,-1.1770451,-0.6833928,-0.8459818,0.162589
2,0.18237215,0.063448116,"('unlikable', 'likable')",-0.03879286,-0.048802063,0.42200142,0.5169852,0.1885269,0.1772104,0.0113165
23,-0.1554468,-0.2575497,"('insincere', 'sincere')",-1.8941348,-1.8072858,5.2990527,5.6625147,1.0831571,1.1992264,-0.1160693
27,0.149239,-0.09335366,"('hardhearted', 'softhearted')",-0.1974492,-0.30230227,1.7179358,1.3423852,0.5565752,0.3155764,0.2409988
34,0.1322924,-0.12086714,"('mean', 'honorable')",-0.5241875,-0.5723994,5.8539004,6.0042114,1.8206684,1.770315,0.0503534
86,-0.101555645,-0.8303956,"('uninfluential', 'influential')",-1.3584802,-1.6270844,0.36416385,0.04510646,-0.3652906,-0.8041245,0.4388339
49,-0.090754725,-0.3001637,"('unable', 'able')",0.07321523,0.01874253,-0.43305942,-0.4307081,-0.1501996,-0.2373764,0.0871768
40,-0.07202354,-0.37249807,"('stingy', 'generous')",0.5439851,0.3757095,-1.1923052,-1.336978,-0.2401145,-0.4445888,0.2044743
61,0.047096297,-0.19042346,"('illogical', 'logical')",-0.36522967,-0.3904602,0.31493983,0.12815988,-0.0010645,-0.1509079,0.1498434
3,0.028769739,-0.31382325,"('repellent', 'pleasant')",-1.0412358,-1.0961719,0.4808878,0.48618257,-0.1771928,-0.3079375,0.1307447
5,0.01763992,0.2390071,"('distant', 'outgoing')",0.4842534,0.43614408,-0.79959255,-0.70772624,-0.0992331,-0.0108584,-0.0883747
