,bank_male,bank_female,tuple,of_male,of_female,new_male,new_female,york_male,york_female,mellon_male,mellon_female,corp_male,corp_female,average_male,average_female,male-female
71,2.0084312,1.8917984,"('diffident', 'self-confident')",0.19520013,0.019927986,0.45108724,0.44782403,0.67280537,0.81639105,1.8358527,1.9300097,0.3141173,0.3099637,0.9129157,0.9026525,0.0102632
83,1.8164208,1.6461786,"('powerless', 'powerful')",0.7439306,0.77656555,-0.007795565,-0.47842348,0.43392476,-0.027626203,0.98102957,0.7502228,-0.71837384,-0.6070152,0.5415227,0.343317,0.1982057
2,1.6940742,1.955209,"('unlikable', 'likable')",0.81357765,1.230659,0.46767488,0.9739306,1.6632336,2.09489,1.8135555,1.7994884,0.6600695,0.82662356,1.1853642,1.4801335,-0.2947693
34,1.5413903,1.4725748,"('mean', 'honorable')",0.5171074,0.48112568,-0.9864239,-0.79794174,0.018639136,0.2726329,0.54657453,0.4183213,5.3162174,5.2947545,1.1589174,1.1902446,-0.0313272
9,1.4295394,1.175102,"('unaffectionate', 'caring')",-1.0025952,-1.2687157,-0.3108688,-0.119409114,0.16268533,0.06155674,3.621711,3.2504086,1.6627977,1.4964874,0.9272116,0.765905,0.1613066
15,1.3969476,1.3752898,"('boring', 'funny')",0.6558172,0.44601414,0.860028,0.63762003,0.03574651,0.035374142,1.3618839,1.3723072,0.042200804,0.113002196,0.7254373,0.6632679,0.0621694
56,1.3313994,1.1688709,"('impractical', 'practical')",-0.75779516,-0.40922326,-1.5978243,-1.225299,-1.0446378,-0.59678954,-1.5941939,-1.6884822,-0.82883763,-0.5129281,-0.7486482,-0.5439752,-0.204673
68,-1.3123116,-1.494333,"('dependent', 'independent')",0.23411995,0.45600027,-0.987241,-0.92266554,-0.63503027,-0.67787945,-2.047498,-2.0591066,-1.3395431,-1.3255686,-1.0145841,-1.0039256,-0.0106585
66,1.2098504,1.0054983,"('inactive', 'active')",1.316922,0.7865872,1.6024313,1.1470634,1.4708873,0.9714883,2.3369517,2.3328452,0.84217536,0.361239,1.463203,1.1007869,0.3624161
61,1.1985813,0.8482335,"('illogical', 'logical')",-0.6322252,-0.6994532,-0.421859,-0.61958146,-0.18132445,-0.3903341,1.1814207,0.99128896,0.66673905,0.52781653,0.3018887,0.1096617,0.192227
87,1.187697,1.2022786,"('unsuccessful', 'successful')",-0.288956,-0.2955079,-0.18525875,-0.32312268,0.07243589,-0.076661944,0.24161257,0.20195723,0.30730736,0.33317688,0.222473,0.1736867,0.0487863
39,1.1525753,0.8591422,"('exploitative', 'cooperative')",0.54853565,0.41559666,-0.07173195,-0.16961834,0.3459433,0.12534373,1.5525266,1.489273,0.23415942,0.20650719,0.6270014,0.4877074,0.139294
42,1.0968496,1.0076629,"('unreliable', 'reliable')",1.1137462,1.4329638,0.7630461,0.8819988,0.60769856,0.43634388,-0.74377334,-0.87644815,-2.7965305,-2.4548259,0.0068394,0.0712825,-0.0644431
63,1.0956091,1.0640792,"('unperceptive', 'insightful')",0.07531036,0.30185494,-1.5739273,-1.6014818,0.30903125,0.12377144,-0.02530161,-0.35938177,0.4767194,0.57791,0.0595735,0.017792,0.0417815
