,jabil_male,jabil_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.211098,-2.4969056,"('unfriendly', 'friendly')",0.95992833,0.90527576,-0.6255848,-0.7958149,0.1702301
9,-2.002249,-2.0936484,"('unaffectionate', 'caring')",0.38436088,0.5621109,-0.808944,-0.7657688,-0.0431752
53,-1.890676,-1.9413356,"('uncreative', 'creative')",0.26900247,0.23936358,-0.8108368,-0.850986,0.0401492
6,-1.768191,-1.7490436,"('distant', 'open')",-0.4902524,-0.58914083,-1.1292217,-1.1690922,0.0398705
8,-1.6802776,-1.8067342,"('unaffectionate', 'affectionate')",0.100998715,0.1517649,-0.7896394,-0.8274847,0.0378453
86,-1.4236239,-1.9407047,"('uninfluential', 'influential')",-0.037290648,-0.11352892,-0.7304573,-1.0271168,0.2966595
5,-1.3927306,-1.2228799,"('distant', 'outgoing')",-0.8388155,-0.85137457,-1.1157731,-1.0371273,-0.0786458
19,-1.3828777,-1.197047,"('inhospitable', 'hospitable')",-0.3983628,-0.5155429,-0.8906202,-0.856295,-0.0343252
36,-1.3568822,-1.5340279,"('hostile', 'amicable')",-0.13511932,-0.6081081,-0.7460008,-1.071068,0.3250672
72,-1.1476053,-1.103287,"('unambitious', 'ambitious')",-1.1942115,-0.94673324,-1.1709085,-1.0250101,-0.1458984
71,-1.0777987,-1.113308,"('diffident', 'self-confident')",0.19113165,0.20863658,-0.4433335,-0.4523357,0.0090022
66,-1.0446489,-1.0247982,"('inactive', 'active')",0.3807271,0.24602242,-0.3319609,-0.3893879,0.057427
77,-1.0144597,-1.1640991,"('unmotivated', 'motivated')",-0.96883494,-0.8457633,-0.9916474,-1.0049312,0.0132838
42,0.9010318,0.9762181,"('unreliable', 'reliable')",-2.7237363,-2.6791153,-0.9113523,-0.8514486,-0.0599037
79,-0.8877384,-0.91762507,"('wavering', 'unwavering')",-0.19251058,-0.26665106,-0.5401245,-0.5921381,0.0520136
2,0.85513,0.61453515,"('unlikable', 'likable')",0.4110082,0.32665986,0.6330691,0.4705975,0.1624716
62,0.8484436,0.9506459,"('incompetent', 'brilliant')",0.5654177,0.8653574,0.7069306,0.9080017,-0.2010711
30,0.84823334,0.70306325,"('intolerant', 'tolerant')",1.6482972,1.629724,1.2482653,1.1663936,0.0818717
28,-0.82761526,-1.1265209,"('disloyal', 'loyal')",0.79963106,0.8285052,-0.0139921,-0.1490078,0.1350157
38,-0.8235165,-0.73599064,"('untruthful', 'truthful')",-0.34871203,-0.12218097,-0.5861143,-0.4290858,-0.1570285
22,0.8215122,0.475718,"('untrustworthy', 'trustworthy')",-0.4112256,-0.5293276,0.2051433,-0.0268048,0.2319481
44,0.80522245,0.8756584,"('prejudiced', 'unprejudiced')",-1.3377203,-1.5066804,-0.2662489,-0.315511,0.0492621
25,-0.79756975,-0.9586401,"('egoistic', 'altruistic')",1.0310961,0.7514771,0.1167632,-0.1035815,0.2203447
10,-0.794954,-1.1015201,"('unsympathetic', 'sympathetic')",-0.19836931,-0.0025179386,-0.4966617,-0.552019,0.0553573
0,-0.7939471,-1.1166626,"('unsociable', 'sociable')",0.060608566,-0.022705983,-0.3666693,-0.5696843,0.203015
31,-0.78715336,-0.7555634,"('evil', 'good')",-1.3278422,-1.4989694,-1.0574977,-1.1272664,0.0697687
59,0.7554291,0.82804245,"('foolish', 'wise')",0.21645135,0.11221276,0.4859402,0.4701276,0.0158126
80,0.7202545,0.71027565,"('dominated', 'dominating')",-0.7044958,-0.6871167,0.0078793,0.0115795,-0.0037002
78,-0.71871686,-0.5932892,"('nonresilient', 'resilient')",0.46664357,0.66801757,-0.1260366,0.0373642,-0.1634008
54,-0.7182647,-0.5901859,"('incapable', 'capable')",0.923568,1.0028707,0.1026517,0.2063424,-0.1036907
57,-0.7072695,-0.87628585,"('unimaginative', 'imaginative')",-2.1981535,-2.34148,-1.4527115,-1.6088829,0.1561714
87,0.6994006,0.8441555,"('unsuccessful', 'successful')",0.9438917,1.0470722,0.8216462,0.9456139,-0.1239677
23,-0.6751687,-0.90945363,"('insincere', 'sincere')",5.2993717,5.6372633,2.3121016,2.363905,-0.0518034
61,-0.67445606,-0.7538272,"('illogical', 'logical')",0.2559909,0.09431802,-0.2092326,-0.3297546,0.120522
82,-0.66714084,-0.67745984,"('poor', 'rich')",5.587039,5.798584,2.459949,2.5605621,-0.1006131
76,0.6587952,0.7121591,"('anxious', 'daring')",0.69806015,0.83318555,0.6784277,0.7726723,-0.0942446
73,0.6471351,0.73791254,"('helpless', 'self-reliant')",-2.6706166,-2.6437612,-1.0117408,-0.9529243,-0.0588165
