,western_male,western_female,tuple,union_male,union_female,co_male,co_female,average_male,average_female,male-female
56,1.8085352,1.2731408,"('impractical', 'practical')",2.077338,1.6716914,0.18743913,0.27355805,1.3577708,1.0727968,0.284974
39,1.725757,1.3095405,"('exploitative', 'cooperative')",0.3677889,0.17829865,0.4980862,0.439718,0.8638774,0.6425191,0.2213583
35,-1.624473,-1.6436794,"('corrupt', 'incorrupt')",-0.975223,-0.79679966,-0.89987206,-0.94792646,-1.1665227,-1.1294685,-0.0370542
31,-1.5617957,-1.3334738,"('evil', 'good')",-0.24304245,-0.07543217,-1.2705781,-1.2148876,-1.0251388,-0.8745979,-0.1505409
36,-1.5431367,-1.5577036,"('hostile', 'amicable')",-0.05672522,0.018368825,-0.45163482,-0.5829197,-0.6838322,-0.7074181,0.0235859
16,-1.4509321,-1.2994257,"('unpopular', 'popular')",-1.1245284,-1.0318441,-0.08358291,-0.14725325,-0.8863478,-0.8261743,-0.0601735
42,1.4147725,1.2490898,"('unreliable', 'reliable')",0.33239356,0.21399775,-2.72243,-2.4255097,-0.325088,-0.3208074,-0.0042806
2,1.3651389,1.061523,"('unlikable', 'likable')",0.598854,0.44411024,0.6742057,0.81035835,0.8793995,0.7719972,0.1074023
23,1.3321351,0.8832802,"('insincere', 'sincere')",0.15075181,-0.101071194,6.472063,6.1334324,2.65165,2.3052138,0.3464362
6,-1.3253342,-1.2506493,"('distant', 'open')",0.23174609,0.44917104,-0.54649943,-0.40237018,-0.5466959,-0.4012828,-0.1454131
5,-1.2378604,-1.2306118,"('distant', 'outgoing')",-0.07122329,0.121763796,-0.7238133,-0.5804701,-0.6776323,-0.563106,-0.1145263
14,1.2146027,1.1516166,"('antisocial', 'social')",1.3849628,1.1466879,-0.07142128,-0.14525643,0.8427147,0.7176827,0.125032
30,1.1590235,0.95749754,"('intolerant', 'tolerant')",0.3620659,0.2809576,0.8368403,0.92265373,0.7859766,0.7203697,0.0656069
21,1.1511304,0.7179175,"('immoral', 'moral')",0.22884458,-0.11321541,-0.6541343,-0.5894398,0.2419469,0.0050874,0.2368595
62,1.1506633,0.9807414,"('incompetent', 'brilliant')",-0.027079035,-0.19255988,0.08705949,0.06455467,0.4035479,0.2842454,0.1193025
77,-1.1208788,-1.0328192,"('unmotivated', 'motivated')",-1.3103796,-1.3385148,-1.2113854,-1.2132223,-1.2142146,-1.1948521,-0.0193625
80,1.0806767,0.98404825,"('dominated', 'dominating')",0.29755622,0.29688197,-0.4867332,-0.5448962,0.2971666,0.2453447,0.0518219
85,-1.0704432,-0.94415224,"('insignificant', 'prestigious')",-0.87863946,-0.69887865,-1.1127115,-1.2278188,-1.0205981,-0.9569499,-0.0636482
7,1.0691447,0.8098251,"('insensitive', 'sensitive')",0.0027577467,-0.10639577,0.42512262,0.3615531,0.4990084,0.3549941,0.1440143
76,1.0607785,0.9142302,"('anxious', 'daring')",-0.76418644,-0.83050627,0.1554016,0.16316159,0.1506645,0.0822952,0.0683693
65,1.0417873,0.5145348,"('insecure', 'secure')",0.11837198,-0.46575776,0.45094076,0.40768617,0.5370333,0.1521544,0.3848789
8,-0.9922158,-0.8727956,"('unaffectionate', 'affectionate')",-0.7885405,-0.5778857,0.527672,0.39331692,-0.4176947,-0.3524547,-0.06524
43,0.93319243,0.5122683,"('irresponsible', 'responsible')",0.49253595,0.2823249,0.89457273,0.97207737,0.7734337,0.5888902,0.1845435
15,0.8835657,0.6456016,"('boring', 'funny')",0.976369,0.67987317,0.57544225,0.7331553,0.8117924,0.68621,0.1255824
37,0.8493434,0.7151184,"('fake', 'genuine')",-0.37885845,-0.38019168,0.053022236,0.27303398,0.1745024,0.2026536,-0.0281512
41,0.81384856,0.6131125,"('unforgiving', 'forgiving')",0.011855658,-0.10057663,0.5308798,0.5275161,0.4521947,0.346684,0.1055107
78,-0.8021356,-0.6069443,"('nonresilient', 'resilient')",-0.586664,-0.504703,-0.058258638,-0.053966474,-0.4823528,-0.388538,-0.0938148
86,-0.75900656,-0.2694371,"('uninfluential', 'influential')",-0.37688768,-0.2524034,-0.44330522,-0.21378416,-0.5263999,-0.2452082,-0.2811917
50,-0.74481696,-0.4102002,"('clumsy', 'skillful')",-1.0783784,-0.96078205,-0.36197275,-0.20731091,-0.7283894,-0.5260977,-0.2022917
4,-0.726097,-0.47000387,"('disliked', 'liked')",0.3654247,0.40687466,-7.3472853,-6.9991536,-2.5693192,-2.3540943,-0.2152249
70,0.7098589,0.5664034,"('lethargic', 'energetic')",-0.5965656,-0.5986969,0.49180713,0.6051262,0.2017001,0.1909442,0.0107559
32,0.7006194,0.31338406,"('unkind', 'kind')",0.04768798,-0.30979246,1.2277576,1.1748968,0.6586883,0.3928295,0.2658588
19,-0.6985891,-0.5003554,"('inhospitable', 'hospitable')",-0.57880956,-0.33632344,-0.65875894,-0.38783154,-0.6453858,-0.4081701,-0.2372157
81,0.6889972,0.46881664,"('submissive', 'aggressive')",-0.14683573,-0.33170012,-0.19232273,-0.20216489,0.1166129,-0.0216828,0.1382957
