,western_male,western_female,tuple,union_male,union_female,co_male,co_female,average_male,average_female,male-female
60,0.67731774,0.36807534,"('inefficient', 'efficient')",-0.4432313,-0.7223534,0.041613095,0.15186329,0.0918998,-0.0674716,0.1593714
10,0.64362663,0.3932036,"('unsympathetic', 'sympathetic')",-0.7712913,-0.839245,0.23179594,0.2613625,0.0347104,-0.0615596,0.09627
27,-0.6378055,-0.84364706,"('hardhearted', 'softhearted')",-0.8565454,-0.697307,0.63480455,0.75068355,-0.2865155,-0.2634235,-0.023092
26,0.629115,1.0862899,"('hardhearted', 'benevolent')",2.3615363,2.4836168,1.4240172,1.5687714,1.471556,1.7128927,-0.2413367
24,0.5976497,0.45860353,"('dishonest', 'honest')",-0.17436424,-0.21115868,0.9557212,0.97422314,0.4596689,0.4072227,0.0524462
44,0.58281714,0.18844487,"('prejudiced', 'unprejudiced')",-0.21507311,-0.5928827,-1.0850539,-1.3192245,-0.2391033,-0.5745541,0.3354508
25,-0.5797755,-0.39628494,"('egoistic', 'altruistic')",-0.05115687,-0.011019886,0.87872595,0.81492054,0.0825979,0.1358719,-0.053274
58,0.5701628,0.6071055,"('undiscriminating', 'discriminating')",-0.12565899,0.0022431836,-0.28081465,-0.061868962,0.054563,0.1824932,-0.1279302
49,-0.5646209,-0.75757056,"('unable', 'able')",-0.525295,-0.61927676,-0.72243994,-0.7300837,-0.6041187,-0.7023103,0.0981916
63,0.5611599,0.71790326,"('unperceptive', 'insightful')",-0.028006492,0.14023863,0.29275823,0.57568264,0.2753039,0.4779415,-0.2026376
18,-0.55774903,-0.49009147,"('disagreeable', 'welcoming')",-0.6952305,-0.7310072,-1.0204865,-0.9847661,-0.757822,-0.7352883,-0.0225337
66,0.54313165,0.4332791,"('inactive', 'active')",-0.55556417,-0.46789923,0.008903764,0.048884813,-0.0011763,0.0047549,-0.0059312
47,0.5415256,0.31075466,"('stupid', 'smart')",0.23361464,0.13960657,5.554313,5.449041,2.1098178,1.9664674,0.1433504
28,0.5219596,0.27053326,"('disloyal', 'loyal')",-0.20223352,-0.26235136,0.9697121,0.7888625,0.4298127,0.2656815,0.1641312
73,0.51201576,0.54473364,"('helpless', 'self-reliant')",0.86920905,0.9380778,-3.952178,-3.7542515,-0.8569844,-0.7571467,-0.0998377
83,0.5036831,0.44962436,"('powerless', 'powerful')",-0.042602416,-0.12065095,-1.157127,-1.1965487,-0.2320155,-0.2891918,0.0571763
33,0.47779146,0.61109835,"('wrong', 'right')",0.057234444,0.18829618,-0.7014644,-0.7225025,-0.0554795,0.0256307,-0.0811102
11,0.46202713,0.19292748,"('unhelpful', 'helpful')",-0.13746788,-0.28307876,2.503239,2.4803565,0.9425994,0.796735,0.1458644
52,-0.4488065,-0.49796492,"('irrational', 'rational')",-0.18181178,0.1372368,-0.32024795,-0.42271146,-0.3169554,-0.2611465,-0.0558089
72,0.43738893,0.29871768,"('unambitious', 'ambitious')",0.16181983,-0.028497854,-0.13463375,-0.31579664,0.1548583,-0.0151923,0.1700506
75,-0.41810068,-0.31591654,"('meek', 'impulsive')",-0.6248213,-0.53276384,-0.7169718,-0.6523111,-0.5866313,-0.5003305,-0.0863008
40,0.40254208,0.6368277,"('stingy', 'generous')",-0.0968629,0.055705957,-2.511183,-2.4878135,-0.735168,-0.5984266,-0.1367414
29,0.3926104,0.34204322,"('unfair', 'fair')",-1.1326103,-1.0030541,-0.62687266,-0.65983206,-0.4556242,-0.440281,-0.0153432
12,0.37465075,0.45386997,"('unsupportive', 'supportive')",-0.10417956,-0.074317396,-1.9194918,-1.8424966,-0.5496735,-0.487648,-0.0620255
45,0.3707523,0.4950547,"('incompetent', 'competent')",0.29732153,0.3240267,-0.3700608,-0.29818225,0.0993377,0.1736331,-0.0742954
74,0.36417156,0.36342254,"('undedicated', 'dedicated')",0.8005824,0.77173716,-0.17634659,-0.008160386,0.3294691,0.3756665,-0.0461974
57,-0.3441586,-0.4536092,"('unimaginative', 'imaginative')",-0.89252067,-1.0540961,-3.283921,-3.1666043,-1.5068668,-1.5581032,0.0512364
46,0.33469886,0.21525142,"('uncompetitive', 'competitive')",-0.23584846,-0.3427704,-0.88695776,-0.8901252,-0.2627025,-0.3392147,0.0765122
34,0.3275611,0.07404303,"('mean', 'honorable')",0.26880297,0.06974049,5.3551993,5.2995243,1.9838545,1.814436,0.1694185
71,0.3260595,0.17080727,"('diffident', 'self-confident')",1.0155678,0.9010491,0.26939827,0.14249796,0.5370085,0.4047848,0.1322237
53,-0.3216324,-0.3527999,"('uncreative', 'creative')",-2.107212,-2.0560913,0.44485432,0.507072,-0.6613301,-0.6339397,-0.0273904
1,-0.3212847,-0.40969783,"('unfriendly', 'friendly')",-0.39489368,-0.32139227,1.4605294,1.4569561,0.248117,0.2419554,0.0061616
67,0.31877702,0.58084553,"('doubtful', 'determined')",1.274284,1.3767192,-0.24773516,-0.0120054055,0.4484419,0.6485198,-0.2000779
38,0.3096464,0.31672326,"('untruthful', 'truthful')",-0.06589492,0.11586985,0.2963392,0.30168214,0.1800302,0.2447584,-0.0647282
9,0.30845782,0.017833337,"('unaffectionate', 'caring')",-0.0346056,0.21010278,1.0385525,0.9180788,0.4374683,0.382005,0.0554633
22,0.29908887,0.21055558,"('untrustworthy', 'trustworthy')",-0.40566283,-0.6091795,-0.59681964,-0.5827261,-0.2344645,-0.3271167,0.0926522
88,-0.28532377,-0.4349915,"('low', 'eminent')",-0.52454656,-0.8290888,-0.44477934,-0.3384452,-0.4182165,-0.5341752,0.1159587
79,-0.27847126,-0.15383106,"('wavering', 'unwavering')",0.41066906,0.56063145,-0.4501691,-0.43398055,-0.1059904,-0.0090601,-0.0969303
17,-0.2627437,-0.3789306,"('nasty', 'nice')",-0.009442745,0.14713588,-0.12603772,-0.20963162,-0.1327414,-0.1471421,0.0144007
3,0.21881665,0.13036148,"('repellent', 'pleasant')",-0.1658044,-0.19682345,0.47577062,0.48883367,0.1762609,0.1407906,0.0354703
64,-0.21022858,-0.23874286,"('shy', 'confident')",0.04157351,-0.11792761,-6.249016,-6.0656013,-2.1392236,-2.1407572,0.0015336
13,0.20164558,-0.19745798,"('impolite', 'polite')",-0.33829892,-0.5203557,0.008125942,-0.023621604,-0.0428425,-0.2471451,0.2043026
54,-0.18783483,-0.067208916,"('incapable', 'capable')",-0.52737,-0.32917407,0.55159074,0.52771324,-0.054538,0.0437768,-0.0983148
84,0.18636999,0.055548675,"('inferior', 'superior')",-0.118040815,-0.2275819,0.026200365,0.13715899,0.0315098,-0.0116247,0.0431345
61,0.18311822,-0.25054786,"('illogical', 'logical')",-0.93042165,-1.0205256,-0.06843122,-0.21352722,-0.2719115,-0.4948669,0.2229554
69,-0.17968741,0.09135669,"('lazy', 'industrious')",1.1317064,1.2212657,-1.0619432,-0.8909259,-0.0366414,0.1405655,-0.1772069
20,0.15465216,0.04632062,"('rough', 'thoughtful')",-0.67438287,-0.8884201,0.36319107,0.36684614,-0.0521799,-0.1584178,0.1062379
48,0.123578094,-0.0050489083,"('unintelligent', 'intelligent')",-1.3760633,-1.6400052,0.030138172,0.025205944,-0.407449,-0.5399494,0.1325004
68,-0.08605963,-0.21890014,"('dependent', 'independent')",-0.6198079,-0.77066696,-1.8076062,-1.7258309,-0.8378246,-0.9051327,0.0673081
51,0.06952594,0.44390398,"('uneducated', 'educated')",-0.8002637,-0.63499784,0.43365392,0.5772422,-0.0990279,0.1287161,-0.227744
87,0.068592966,0.02921334,"('unsuccessful', 'successful')",-0.3130445,-0.33848104,-0.04441225,-0.047714643,-0.0962879,-0.1189941,0.0227062
55,0.0631394,0.03595849,"('incompetent', 'clever')",-1.5336503,-1.7646466,0.016435957,0.009405792,-0.4846916,-0.5730941,0.0884025
0,-0.06054385,-0.38954723,"('unsociable', 'sociable')",0.51636595,0.23304959,-0.03803099,-0.06104617,0.1392637,-0.0725146,0.2117783
82,0.03699763,-0.012914918,"('poor', 'rich')",-1.3451668,-1.4657693,6.1269336,6.033015,1.6062549,1.5181103,0.0881446
59,-0.005325482,0.1466227,"('foolish', 'wise')",0.7222662,0.99080557,0.07991581,0.03728366,0.2656188,0.3915706,-0.1259518
