,avon_male,avon_female,tuple,products_male,products_female,inc_male,inc_female,average_male,average_female,male-female
31,-2.7713692,-2.0345144,"('evil', 'good')",-1.1107461,-1.1742165,-1.2878362,-1.3875725,-1.7233171,-1.5321012,-0.1912159
36,-2.6905038,-1.7219301,"('hostile', 'amicable')",-2.0434148,-1.8914783,-0.41586992,-0.3787844,-1.7165961,-1.330731,-0.3858651
56,2.3335955,1.7894415,"('impractical', 'practical')",1.916923,1.8567665,0.22895485,0.19033533,1.4931579,1.2788477,0.2143102
60,2.3166404,1.1720461,"('inefficient', 'efficient')",1.9687961,1.7411532,0.35303253,0.37066695,1.5461564,1.0946221,0.4515343
46,2.120362,0.9896006,"('uncompetitive', 'competitive')",1.2047002,1.0563198,0.107440345,0.06670138,1.1441675,0.7042073,0.4399602
81,2.0714145,0.84073377,"('submissive', 'aggressive')",1.1712279,0.87833405,0.05657608,-0.033079207,1.0997395,0.5619962,0.5377433
35,-2.0275536,-0.88107455,"('corrupt', 'incorrupt')",-0.99585027,-0.8301254,-0.65208745,-0.59135187,-1.2251638,-0.7675172,-0.4576466
10,1.9774237,0.96440744,"('unsympathetic', 'sympathetic')",0.20647404,0.11324312,-0.0019452162,0.015711788,0.7273175,0.3644541,0.3628634
13,1.8460094,1.0436558,"('impolite', 'polite')",0.34130976,0.29250777,0.03530158,0.10826973,0.7408736,0.4814777,0.2593959
69,-1.7457538,-0.64508164,"('lazy', 'industrious')",0.7697925,1.1326061,-0.26898682,-0.23561448,-0.4149827,0.08397,-0.4989527
52,-1.7296448,-1.4958394,"('irrational', 'rational')",-0.61380744,-0.73517597,-0.4372098,-0.59695476,-0.9268874,-0.9426567,0.0157693
44,-1.7243419,-1.4485745,"('prejudiced', 'unprejudiced')",-1.0624654,-0.9623752,-1.7907889,-1.7528623,-1.5258654,-1.3879374,-0.137928
