,avon_male,avon_female,tuple,products_male,products_female,inc_male,inc_female,average_male,average_female,male-female
85,-1.7047926,-0.46569204,"('insignificant', 'prestigious')",-0.8705833,-0.63860893,0.27011803,0.26526582,-0.7684193,-0.2796784,-0.4887409
29,-1.6471217,-1.2258583,"('unfair', 'fair')",-0.76309955,-0.7488438,-0.74125767,-0.6285406,-1.0504929,-0.8677475,-0.1827454
86,1.6411103,0.899287,"('uninfluential', 'influential')",0.0047748387,-0.14068924,0.050860107,0.093145184,0.5655817,0.2839143,0.2816674
6,-1.5907527,-0.7730714,"('distant', 'open')",-1.0218989,-0.88368195,0.026441619,0.19889489,-0.86207,-0.4859528,-0.3761172
30,1.5011187,0.9642974,"('intolerant', 'tolerant')",0.8727162,0.6276097,1.1761458,1.1912919,1.1833269,0.927733,0.2555939
71,1.454997,1.9422988,"('diffident', 'self-confident')",0.36565983,0.6138545,0.21806961,0.22009927,0.6795754,0.9254175,-0.2458421
12,1.4372808,1.0048356,"('unsupportive', 'supportive')",0.4990887,0.5782992,-1.3482139,-1.421277,0.1960518,0.0539526,0.1420992
21,1.4251693,0.45631,"('immoral', 'moral')",0.78864384,0.5314933,-0.3981907,-0.44207764,0.6052075,0.1819086,0.4232989
74,1.3706708,1.3702899,"('undedicated', 'dedicated')",0.7946222,0.76872516,0.07245904,0.0635028,0.7459173,0.7341727,0.0117446
79,-1.3573886,-0.7428446,"('wavering', 'unwavering')",-1.1935863,-1.0755229,-0.02708141,0.07639892,-0.8593521,-0.5806562,-0.2786959
16,-1.3407856,-1.0700128,"('unpopular', 'popular')",-0.09101432,8.3286315e-05,0.6353932,0.7193695,-0.2654689,-0.1168533,-0.1486156
75,-1.3338753,-0.6484808,"('meek', 'impulsive')",-1.4336708,-1.3297281,-0.2987996,-0.21981893,-1.0221152,-0.7326759,-0.2894393
55,1.3295065,0.20364627,"('incompetent', 'clever')",0.71447366,0.35126898,0.32622316,0.15161614,0.7900678,0.2355105,0.5545573
62,1.3070139,0.5342195,"('incompetent', 'brilliant')",0.90019536,0.7589001,0.36410394,0.3401193,0.8571044,0.544413,0.3126914
24,1.3020797,0.90714514,"('dishonest', 'honest')",-0.89024425,-0.8921397,0.7218866,0.7803489,0.3779074,0.2651181,0.1127893
11,1.274513,0.73034024,"('unhelpful', 'helpful')",0.7519018,0.70401186,2.1229205,2.2138002,1.3831118,1.2160508,0.167061
5,-1.260468,-0.4370038,"('distant', 'outgoing')",-0.9061677,-0.78764254,-0.310605,-0.2101621,-0.8257469,-0.4782695,-0.3474774
73,1.2388034,1.753856,"('helpless', 'self-reliant')",0.47821218,0.7478886,-2.914265,-3.0839252,-0.3990831,-0.1940602,-0.2050229
70,1.2319058,0.56336796,"('lethargic', 'energetic')",0.05291734,-0.015981253,0.8227987,0.9433222,0.7025406,0.4969029,0.2056377
25,-1.2191926,-0.9451511,"('egoistic', 'altruistic')",0.45217544,0.3621525,1.079506,0.9674985,0.104163,0.1281666,-0.0240036
23,1.2098981,0.47037897,"('insincere', 'sincere')",0.69551516,0.56466943,5.2209234,5.2640715,2.3754455,2.0997066,0.2757389
84,1.2032464,1.3637303,"('inferior', 'superior')",0.5537617,0.62598145,0.98373795,1.0378807,0.913582,1.0091975,-0.0956155
4,-1.1801059,-0.7140141,"('disliked', 'liked')",-0.25038698,-0.1436736,-5.311217,-5.5052986,-2.2472366,-2.1209955,-0.1262411
50,-1.1498293,-0.95988894,"('clumsy', 'skillful')",-6.6295266e-05,0.11001069,0.2885837,0.27652732,-0.287104,-0.191117,-0.095987
66,-1.0744395,-0.14850906,"('inactive', 'active')",-1.1248512,-0.6911567,0.8164327,1.224494,-0.4609527,0.1282761,-0.5892288
48,0.9823546,0.009589277,"('unintelligent', 'intelligent')",0.53087056,0.036645345,0.8605039,0.5771529,0.791243,0.2077958,0.5834472
37,0.92387813,0.78033733,"('fake', 'genuine')",0.2796405,0.32740533,0.30440253,0.34887433,0.5026404,0.485539,0.0171014
39,0.8879214,0.9116699,"('exploitative', 'cooperative')",0.20148413,0.16343126,-0.27564335,-0.26780117,0.2712541,0.2691,0.0021541
0,0.8748429,0.14850903,"('unsociable', 'sociable')",0.28505042,0.16776748,-0.23383129,-0.21133897,0.3086873,0.0349792,0.2737081
26,0.8683014,0.9595108,"('hardhearted', 'benevolent')",0.6391342,0.66116923,1.043406,1.0043918,0.8502805,0.875024,-0.0247435
65,0.8594561,-0.00021012127,"('insecure', 'secure')",0.06715259,-0.111228704,-0.31710765,-0.31828752,0.203167,-0.1432421,0.3464091
47,0.80939233,0.829538,"('stupid', 'smart')",0.6459078,0.6825283,4.9313803,5.2963557,2.1288935,2.269474,-0.1405805
72,0.80771476,0.7666109,"('unambitious', 'ambitious')",-0.8798732,-0.78962916,-1.2471323,-1.2917347,-0.4397636,-0.438251,-0.0015126
19,-0.78533787,-0.34692594,"('inhospitable', 'hospitable')",-0.8580115,-0.8222478,0.17394722,0.23085156,-0.4898007,-0.3127741,-0.1770266
8,-0.7735563,-0.53248185,"('unaffectionate', 'affectionate')",-1.0744671,-1.139361,0.10159533,-0.0442766,-0.5821427,-0.5720398,-0.0101029
53,-0.7177447,-0.70172656,"('uncreative', 'creative')",-1.0863901,-1.0679957,0.6031714,0.63672507,-0.4003212,-0.3776657,-0.0226555
67,0.7108173,0.76736057,"('doubtful', 'determined')",0.40682814,0.60119224,-0.38727033,-0.15419091,0.2434584,0.4047873,-0.1613289
45,0.70568186,-0.044032402,"('incompetent', 'competent')",0.65990233,0.5191961,0.056938358,-0.012130778,0.4741742,0.1543443,0.3198299
80,0.67889845,0.18450573,"('dominated', 'dominating')",0.907757,0.9272775,-0.94350564,-0.79677385,0.2143832,0.1050031,0.1093801
40,-0.65672827,-0.8578958,"('stingy', 'generous')",0.007706467,-0.012003796,-1.2434938,-1.4454296,-0.6308386,-0.7717764,0.1409378
42,-0.64038545,-0.7339283,"('unreliable', 'reliable')",-0.30806187,-0.091766804,-2.7015033,-2.734263,-1.2166502,-1.1866527,-0.0299975
77,-0.6228562,-1.2507292,"('unmotivated', 'motivated')",0.44776285,0.26051876,-0.7173882,-0.74699503,-0.2974939,-0.5790685,0.2815746
59,-0.59886867,0.11684969,"('foolish', 'wise')",-0.73870033,-0.64181155,-0.17491901,-0.04850509,-0.5041627,-0.1911556,-0.3130071
54,-0.5986435,-0.18155101,"('incapable', 'capable')",-0.08517438,-0.076532625,0.8363242,0.9187806,0.0508355,0.2202323,-0.1693968
43,0.58483636,0.19068386,"('irresponsible', 'responsible')",-0.087221175,-0.1520957,0.2330277,0.36092702,0.2435476,0.1331717,0.1103759
9,0.5791173,0.68982285,"('unaffectionate', 'caring')",-0.23755449,-0.2588032,0.8715916,0.71639776,0.4043848,0.3824725,0.0219123
49,0.57746196,0.43410993,"('unable', 'able')",0.443815,0.16742885,-0.032600142,0.04447317,0.3295589,0.2153373,0.1142216
15,0.5762177,0.86161876,"('boring', 'funny')",-0.079866506,-0.20928073,0.40447083,0.30748004,0.300274,0.3199394,-0.0196654
18,-0.5544702,-0.7390846,"('disagreeable', 'welcoming')",-0.7730539,-1.032742,-0.70513415,-0.6410971,-0.6775527,-0.8043079,0.1267552
7,0.5520763,0.20610689,"('insensitive', 'sensitive')",-0.33879784,-0.31906605,0.6304809,0.6750896,0.2812531,0.1873768,0.0938763
58,-0.5481415,-0.08051549,"('undiscriminating', 'discriminating')",0.20057322,0.46467137,-0.15228958,-0.013310283,-0.1666193,0.1236152,-0.2902345
78,0.5416613,0.027696531,"('nonresilient', 'resilient')",1.3982263,1.2226892,0.8777683,0.71409905,0.9392186,0.6548282,0.2843904
14,0.5202725,-0.043548398,"('antisocial', 'social')",0.40692884,0.42087734,-0.7820676,-0.8032013,0.0483779,-0.1419575,0.1903354
27,0.50684834,0.58776623,"('hardhearted', 'softhearted')",0.024750467,-0.0075679626,1.4291847,1.4315077,0.6535945,0.6705686,-0.0169741
2,-0.45824146,-0.31859216,"('unlikable', 'likable')",-0.20843436,-0.20092219,0.33591142,0.46629882,-0.1102548,-0.0177385,-0.0925163
32,0.45539555,-0.07388305,"('unkind', 'kind')",0.17456661,-0.09548726,0.9214916,0.7697574,0.5171513,0.200129,0.3170223
57,0.4435738,-0.023730911,"('unimaginative', 'imaginative')",-0.8613834,-1.014621,-2.2157414,-2.422069,-0.8778503,-1.1534737,0.2756234
61,0.41981894,0.2124295,"('illogical', 'logical')",-0.035422277,-0.20655692,0.06886689,0.06586145,0.1510879,0.0239113,0.1271766
17,-0.40330327,-0.24259317,"('nasty', 'nice')",0.15852772,0.1750091,-0.44683015,-0.5031686,-0.2305352,-0.1902509,-0.0402843
87,0.39977062,0.53064114,"('unsuccessful', 'successful')",0.9402929,1.1167892,0.9330199,0.9500989,0.7576945,0.8658431,-0.1081486
3,-0.38507792,-0.7611386,"('repellent', 'pleasant')",0.33950752,0.35020915,-0.13220227,-0.17281653,-0.0592576,-0.194582,0.1353244
22,0.3845292,-0.009679414,"('untrustworthy', 'trustworthy')",-0.2823208,-0.49500832,-0.99778366,-1.064167,-0.2985251,-0.5229516,0.2244265
41,-0.37488407,-0.802702,"('unforgiving', 'forgiving')",-0.2375904,-0.48713273,-0.0020610634,-0.093890026,-0.2048452,-0.4612416,0.2563964
83,0.37222248,0.28937104,"('powerless', 'powerful')",-0.32669547,-0.25428873,-0.8411039,-0.8890495,-0.2651923,-0.2846557,0.0194634
63,0.3655009,-0.20129687,"('unperceptive', 'insightful')",0.5089837,0.4244917,1.3304559,1.2744825,0.7349801,0.4992258,0.2357543
76,0.32841322,0.06004466,"('anxious', 'daring')",0.2377801,0.33056554,0.43816817,0.54895794,0.3347872,0.3131894,0.0215978
20,-0.32369357,-0.36842117,"('rough', 'thoughtful')",0.6578661,0.6909818,0.79809004,0.73264635,0.3774209,0.3517357,0.0256852
88,0.29991013,0.06598096,"('low', 'eminent')",-0.03920355,-0.151979,0.120606676,0.08586724,0.1271044,-4.36e-05,0.127148
64,0.27540085,-0.040821146,"('shy', 'confident')",-0.017136462,0.022137664,-5.6891103,-5.89483,-1.8102819,-1.9711712,0.1608893
38,-0.26471195,-0.17907451,"('untruthful', 'truthful')",-0.3651513,-0.29461998,0.12771904,0.2650701,-0.1673814,-0.0695415,-0.0978399
68,-0.2157191,-0.33622518,"('dependent', 'independent')",-0.2591487,-0.41066188,-0.21693982,-0.14570244,-0.2306025,-0.2975298,0.0669273
28,0.21296544,-0.3387541,"('disloyal', 'loyal')",0.5087681,0.4777009,1.0268128,0.9992061,0.5828488,0.3793843,0.2034645
51,0.16649587,-0.31068632,"('uneducated', 'educated')",0.3041628,0.18425322,0.49273396,0.65982115,0.3211309,0.177796,0.1433349
34,0.15639931,-0.13274713,"('mean', 'honorable')",0.24236384,0.23484722,5.691331,5.973654,2.0300314,2.0252512,0.0047802
82,-0.14180778,-0.5698149,"('poor', 'rich')",0.22724931,0.03927471,5.962738,6.104388,2.0160599,1.8579493,0.1581106
33,0.12172498,0.67298377,"('wrong', 'right')",0.026370898,0.16457577,-0.7125539,-0.7489215,-0.1881527,0.029546,-0.2176987
1,0.05509732,0.26373866,"('unfriendly', 'friendly')",-0.3929988,-0.5174321,1.3254362,1.2574246,0.3291783,0.334577,-0.0053987
