,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
40,-0.7829792,-0.7395925,"('stingy', 'generous')",0.674777,0.5741607,-0.35973513,-0.212369,-2.262114,-2.178807,-0.6825129,-0.6391519,-0.043361
42,0.7665236,0.8121471,"('unreliable', 'reliable')",0.6434433,0.37288284,0.6288493,0.57620245,-2.6512637,-2.7610312,-0.1531119,-0.2499497,0.0968378
88,-0.76480466,-0.6962818,"('low', 'eminent')",-0.6672306,-0.5440861,-0.22898772,-0.0990349,-1.2834239,-1.0893465,-0.7361117,-0.6071873,-0.1289244
30,0.74485356,1.0017191,"('intolerant', 'tolerant')",2.0352643,2.0387757,0.34699875,0.3106242,-0.0013157651,-0.030161276,0.7814502,0.8302394,-0.0487892
68,0.6661664,0.7435705,"('dependent', 'independent')",-0.6039859,-0.616295,-0.8372315,-0.8331648,-1.3915195,-1.4269662,-0.5416427,-0.5332139,-0.0084288
60,-0.6539961,-0.25886178,"('inefficient', 'efficient')",1.4268957,1.4172589,-0.015001193,-0.035861865,-0.30066788,-0.34527358,0.1143076,0.1943154,-0.0800078
20,-0.6310196,-0.5870706,"('rough', 'thoughtful')",0.22122744,0.3205806,0.15663743,0.3091085,-0.7320853,-0.44999397,-0.24631,-0.1018439,-0.1444661
10,-0.60627687,-0.27847415,"('unsympathetic', 'sympathetic')",0.6698421,0.68226314,0.27886456,0.23114364,0.5058402,0.5417514,0.2120675,0.294171,-0.0821035
13,0.60534036,0.88297164,"('impolite', 'polite')",0.7951716,0.80545515,0.17619711,0.15966469,0.14774716,0.07414676,0.431114,0.4805595,-0.0494455
37,0.5787279,0.3691622,"('fake', 'genuine')",-0.019499008,-0.050649118,-0.22580393,-0.33997336,0.19695416,0.17468566,0.1325948,0.0383063,0.0942885
69,0.5498358,0.41670015,"('lazy', 'industrious')",0.040642023,-0.04803635,0.47410887,0.5733688,-0.022078946,-0.04700182,0.2606269,0.2237577,0.0368692
11,-0.52983934,-0.45113575,"('unhelpful', 'helpful')",0.6222125,0.5980455,-0.52972615,-0.6546569,1.8790432,1.9906749,0.3604226,0.3707319,-0.0103093
36,-0.52694625,-0.7462984,"('hostile', 'amicable')",-1.5111609,-1.6467475,-0.45289093,-0.2905578,0.07876536,0.13804877,-0.6030582,-0.6363888,0.0333306
38,-0.5268235,-0.6457894,"('untruthful', 'truthful')",-0.49023575,-0.6512298,-0.6310995,-0.7027367,0.43789908,0.24596292,-0.3025649,-0.4384483,0.1358834
12,-0.5171268,-0.4195179,"('unsupportive', 'supportive')",1.5684153,1.5319084,1.1315536,1.1041032,-1.5346291,-1.6117383,0.1620533,0.1511888,0.0108645
78,-0.5101133,-0.23977146,"('nonresilient', 'resilient')",-0.44298273,-0.25694874,0.649968,0.7660016,1.0840527,1.2693403,0.1952312,0.3846554,-0.1894242
83,-0.4957432,-0.37641135,"('powerless', 'powerful')",-0.26053494,-0.27661917,0.11690962,0.21747293,-1.2249688,-1.2122012,-0.4660843,-0.4119397,-0.0541446
87,0.47622013,0.49461296,"('unsuccessful', 'successful')",-0.13076901,-0.07743722,2.3445995,2.4069831,0.8960902,0.91828585,0.8965352,0.9356112,-0.039076
70,0.46706763,0.52767754,"('lethargic', 'energetic')",0.6709232,0.5128829,0.38268444,0.19519386,-0.20731199,-0.2016526,0.3283408,0.2585254,0.0698154
63,-0.44553947,-0.4225332,"('unperceptive', 'insightful')",0.90954286,0.84624606,1.3611383,1.306668,0.5583167,0.6221662,0.5958646,0.5881368,0.0077278
7,-0.4298408,-0.42673352,"('insensitive', 'sensitive')",2.0498915,1.8212367,0.16078568,0.09695785,-0.019774986,-0.022337034,0.4402653,0.367281,0.0729843
75,0.4224028,0.024251802,"('meek', 'impulsive')",-0.75595653,-1.0604078,-0.47551474,-0.53836435,0.092514634,-0.028913792,-0.1791385,-0.4008585,0.22172
54,-0.40529355,-0.44032255,"('incapable', 'capable')",-0.6725016,-0.91365737,0.26714855,0.2553443,0.58723307,0.650819,-0.0558534,-0.1119542,0.0561008
22,0.3993801,0.5412089,"('untrustworthy', 'trustworthy')",1.0270631,0.85919476,-0.15354712,-0.15373255,-1.1036135,-1.1279757,0.0423206,0.0296739,0.0126467
3,0.37007207,0.48028052,"('repellent', 'pleasant')",-0.83530885,-0.8627194,-0.7504012,-0.8371057,0.53108805,0.550797,-0.1711375,-0.1671869,-0.0039506
49,-0.3382866,-0.19263656,"('unable', 'able')",-1.0125991,-0.9704517,-0.27465072,-0.23848931,-0.6777607,-0.485542,-0.5758243,-0.4717799,-0.1040444
74,-0.33651403,-0.28062662,"('undedicated', 'dedicated')",0.7198312,0.84063256,0.79982686,0.81328505,0.03158317,0.032570463,0.3036818,0.3514654,-0.0477836
31,-0.33481222,-0.4573906,"('evil', 'good')",-2.0867932,-2.1288402,-0.458359,-0.34990707,-0.6470914,-0.72299165,-0.8817639,-0.9147824,0.0330185
62,-0.3295262,-0.043495804,"('incompetent', 'brilliant')",1.2002203,1.0987809,-0.12997761,-0.18445332,-0.4515757,-0.4037692,0.0722852,0.1167656,-0.0444804
82,-0.3217601,-0.37850246,"('poor', 'rich')",-0.06412771,-0.07850237,-0.12283827,-0.20781887,4.0567656,4.485645,0.8870099,0.9552053,-0.0681954
55,-0.31366414,0.003949426,"('incompetent', 'clever')",2.1960623,2.147038,0.44420603,0.33867353,-0.5307721,-0.4591294,0.448958,0.5076329,-0.0586749
76,-0.29718104,-0.17923549,"('anxious', 'daring')",0.62266564,0.66346437,0.8448632,0.7684375,-0.107157916,0.033672266,0.2657975,0.3215846,-0.0557871
46,-0.2685206,-0.14458595,"('uncompetitive', 'competitive')",0.95071805,0.7573331,0.71601033,0.581829,0.21893819,0.23314294,0.4042865,0.3569298,0.0473567
51,0.24899891,0.46997687,"('uneducated', 'educated')",0.7080778,0.746588,0.43789598,0.51253414,-0.38720393,-0.18074068,0.2519422,0.3870896,-0.1351474
43,-0.24710533,-0.18747473,"('irresponsible', 'responsible')",1.2543707,1.2738326,-0.027851952,-0.10030502,0.2654476,0.2664762,0.3112153,0.3131323,-0.001917
2,-0.23206662,-0.20354913,"('unlikable', 'likable')",-0.1353557,-0.2037201,0.9751608,1.0213076,0.72213054,0.7337967,0.3324673,0.3369588,-0.0044915
33,-0.21218245,-0.21466194,"('wrong', 'right')",0.2808939,0.3040047,0.58428735,0.70601565,-0.70513713,-0.7444018,-0.0130346,0.0127392,-0.0257738
50,0.2109163,-0.0026298175,"('clumsy', 'skillful')",-0.17438081,-0.47120732,1.3078631,1.3138577,0.5523452,0.8331357,0.4741859,0.4182891,0.0558968
84,0.20788671,0.28531122,"('inferior', 'superior')",1.2046745,1.1866145,0.91169834,0.9729362,0.37852105,0.5705036,0.6756951,0.7538414,-0.0781463
81,0.20764315,0.5582025,"('submissive', 'aggressive')",0.30489323,0.50593287,0.24250582,0.2070464,-1.1094737,-1.0508707,-0.0886079,0.0550778,-0.1436857
19,0.19321291,0.12993604,"('inhospitable', 'hospitable')",-0.03476579,-0.043543912,-0.7256176,-0.69555193,0.17154826,0.24552366,-0.0989056,-0.090909,-0.0079966
21,0.16991517,0.51744854,"('immoral', 'moral')",0.2066353,0.23292933,-0.008635342,0.06626901,-1.3107076,-1.2438645,-0.2356981,-0.1068044,-0.1288937
5,-0.16660881,-0.20715131,"('distant', 'outgoing')",-1.0469916,-0.8413501,0.1205246,0.20799658,0.049923442,0.11832184,-0.2607881,-0.1805457,-0.0802424
24,-0.16543666,-0.0619187,"('dishonest', 'honest')",0.5392335,0.62631905,-0.01294731,0.03231489,0.047089677,0.0248736,0.1019848,0.1553972,-0.0534124
39,-0.16416351,-0.109699726,"('exploitative', 'cooperative')",0.48531955,0.4920135,-0.06027136,-0.04248426,0.14921369,0.12446514,0.1025246,0.1160737,-0.0135491
45,0.1639041,0.21967912,"('incompetent', 'competent')",1.3807102,1.2172763,1.0656993,0.7810071,-0.05447666,-0.25820804,0.6389592,0.4899386,0.1490206
65,-0.16323249,0.09420026,"('insecure', 'secure')",1.0673827,0.9500566,0.17950246,0.091091156,-0.69909453,-0.6906736,0.0961395,0.1111686,-0.0150291
79,0.15654203,-0.07775591,"('wavering', 'unwavering')",-1.4356912,-1.5372872,0.18389204,0.18531588,0.013926824,0.05204403,-0.2703326,-0.3444208,0.0740882
47,-0.15521191,-0.04818915,"('stupid', 'smart')",0.4478676,0.6061772,0.6376039,0.6337545,3.6053803,3.784617,1.1339099,1.2440898,-0.1101799
17,-0.11573618,-0.2559159,"('nasty', 'nice')",-0.4027996,-0.589145,0.35380003,0.34670177,-0.16235377,-0.19486517,-0.0817724,-0.1733061,0.0915337
59,-0.096675076,-0.23616809,"('foolish', 'wise')",-0.3434692,-0.4206968,1.0851911,1.2344402,-0.32011524,-0.14039713,0.0812329,0.1092945,-0.0280616
56,0.09105293,0.43590108,"('impractical', 'practical')",1.8791397,2.052475,0.045846224,-0.0054030744,-0.50630677,-0.55948985,0.377433,0.4808708,-0.1034378
29,-0.0901632,-0.059380006,"('unfair', 'fair')",-0.31872615,-0.43274722,-0.3842435,-0.3875308,-0.9052199,-0.9495193,-0.4245882,-0.4572943,0.0327061
71,0.062231675,0.035136253,"('diffident', 'self-confident')",0.2415441,0.13532753,0.5483062,0.509434,0.17645235,-0.042565316,0.2571336,0.1593331,0.0978005
58,-0.05673313,-0.16412377,"('undiscriminating', 'discriminating')",0.1404028,-0.08738668,0.24971268,0.25299066,0.6940923,0.4983896,0.2568687,0.1249675,0.1319012
4,0.056048334,-0.06776111,"('disliked', 'liked')",-1.1495683,-1.2617234,-0.13576463,-0.1503992,-5.4882402,-5.7786074,-1.6793811,-1.8146228,0.1352417
66,-0.05147163,-0.13035166,"('inactive', 'active')",-1.1678231,-1.1191597,1.3228533,1.3629133,1.7655048,1.7611892,0.4672659,0.4686478,-0.0013819
34,-0.05111587,-0.042952884,"('mean', 'honorable')",-0.93763494,-0.7875036,0.28944635,0.3393892,5.021029,5.1655755,1.0804311,1.168627,-0.0881959
14,0.038802393,0.28004792,"('antisocial', 'social')",1.1327829,1.1556432,1.3204958,1.2569833,-0.24603383,-0.38614598,0.5615118,0.5766321,-0.0151203
15,0.03275086,-0.04039638,"('boring', 'funny')",0.31039855,0.21439444,0.29870546,0.23215872,0.049492493,0.002313491,0.1728368,0.1021176,0.0707192
27,-0.013878699,-0.09574425,"('hardhearted', 'softhearted')",-0.4738629,-0.6085814,-0.22904214,-0.24392736,0.37640962,0.33105773,-0.0850935,-0.1542988,0.0692053
35,0.008543411,-0.30662182,"('corrupt', 'incorrupt')",-1.8538752,-1.8255949,-0.6902005,-0.5569298,-0.42470574,-0.41580376,-0.7400595,-0.7762375,0.036178
