,at&t_male,at&t_female,tuple,inc_male,inc_female,average_male,average_female,male-female
30,-2.5048618,-2.2345448,"('intolerant', 'tolerant')",-1.7389213,-1.3291674,-2.1218915,-1.7818561,-0.3400354
65,-2.4699035,-2.0989184,"('insecure', 'secure')",-1.8611603,-1.6171967,-2.1655319,-1.8580575,-0.3074744
0,-2.2656062,-2.0307922,"('unsociable', 'sociable')",-2.4036682,-2.436989,-2.3346372,-2.2338905,-0.1007467
56,-2.2006755,-1.3249971,"('impractical', 'practical')",-2.6754687,-2.330523,-2.4380722,-1.82776,-0.6103122
75,2.077156,1.8519385,"('meek', 'impulsive')",0.4923385,0.49079952,1.2847472,1.171369,0.1133782
23,-2.0443475,-1.5505207,"('insincere', 'sincere')",-2.2319803,-2.0495524,-2.138164,-1.8000365,-0.3381275
10,-1.8685881,-1.354714,"('unsympathetic', 'sympathetic')",-2.3601203,-2.1520689,-2.1143541,-1.7533915,-0.3609626
43,-1.8116107,-1.1105819,"('irresponsible', 'responsible')",-2.5868382,-2.0057323,-2.1992245,-1.5581571,-0.6410674
85,1.6929404,0.5370802,"('insignificant', 'prestigious')",3.233028,2.8110132,2.4629841,1.6740468,0.7889373
69,1.6757531,1.3614011,"('lazy', 'industrious')",1.8039875,1.333062,1.7398703,1.3472316,0.3926387
11,-1.5846151,-1.2008786,"('unhelpful', 'helpful')",-2.7913017,-2.4875376,-2.1879585,-1.8442081,-0.3437504
81,-1.5248855,-1.1116761,"('submissive', 'aggressive')",-1.9570906,-1.8591939,-1.740988,-1.485435,-0.255553
55,-1.3992718,-1.0853664,"('incompetent', 'clever')",-1.3538762,-1.3445358,-1.376574,-1.214951,-0.161623
60,-1.3239979,-0.3537914,"('inefficient', 'efficient')",-2.1104987,-1.7616854,-1.7172482,-1.0577384,-0.6595098
57,-1.2552694,-1.3608364,"('unimaginative', 'imaginative')",-1.7472568,-1.8242612,-1.5012631,-1.5925488,0.0912857
47,-1.2490143,-0.8428016,"('stupid', 'smart')",-1.323352,-0.97650635,-1.2861831,-0.909654,-0.3765291
28,-1.2446809,-1.0762619,"('disloyal', 'loyal')",-1.1841134,-1.3414614,-1.2143972,-1.2088616,-0.0055356
35,1.2441065,0.7167753,"('corrupt', 'incorrupt')",1.163896,1.091074,1.2040012,0.9039246,0.3000766
86,-1.2213957,-1.0235144,"('uninfluential', 'influential')",-2.0959473,-2.1803677,-1.6586715,-1.6019411,-0.0567304
82,-1.2174206,-0.90550715,"('poor', 'rich')",-0.9495643,-0.8471911,-1.0834924,-0.8763491,-0.2071433
13,-1.203151,-0.3861579,"('impolite', 'polite')",-2.6344795,-2.0237706,-1.9188153,-1.2049643,-0.713851
46,-1.1609472,-0.75357056,"('uncompetitive', 'competitive')",-2.066182,-1.9170152,-1.6135645,-1.3352928,-0.2782717
66,1.1583184,1.0183756,"('inactive', 'active')",1.2475781,0.982728,1.2029483,1.0005518,0.2023965
14,-1.1450999,-0.63182104,"('antisocial', 'social')",-1.5084932,-1.6017488,-1.3267965,-1.1167849,-0.2100116
6,1.1017134,0.98466885,"('distant', 'open')",2.3960779,2.244937,1.7488956,1.6148028,0.1340928
32,-1.0740157,-0.5827637,"('unkind', 'kind')",-0.69801795,-0.5688445,-0.8860168,-0.5758041,-0.3102127
73,1.0658594,1.1379601,"('helpless', 'self-reliant')",0.28511184,0.4721641,0.6754856,0.8050621,-0.1295765
77,-1.043456,-0.62489057,"('unmotivated', 'motivated')",-0.3210432,-0.51007533,-0.6822495,-0.5674829,-0.1147666
