,at&t_male,at&t_female,tuple,inc_male,inc_female,average_male,average_female,male-female
67,-0.9650232,-0.51582247,"('doubtful', 'determined')",-0.70644885,-0.46092924,-0.835736,-0.4883758,-0.3473602
70,-0.9594177,-0.326399,"('lethargic', 'energetic')",-2.1912222,-1.6390343,-1.57532,-0.9827166,-0.5926034
40,0.94867736,0.858793,"('stingy', 'generous')",-0.29736835,-0.19150448,0.3256545,0.3336443,-0.0079898
37,0.9369218,1.1920779,"('fake', 'genuine')",-0.8287987,-0.7117837,0.0540615,0.2401471,-0.1860856
38,-0.9296006,-0.519568,"('untruthful', 'truthful')",-1.6256583,-1.3699095,-1.2776294,-0.9447387,-0.3328907
45,-0.86611044,-0.5409558,"('incompetent', 'competent')",-2.2690704,-2.1381073,-1.5675905,-1.3395315,-0.228059
63,-0.8494124,-0.50361484,"('unperceptive', 'insightful')",-0.8554819,-0.89783883,-0.8524472,-0.7007269,-0.1517203
22,-0.77188456,-0.74043256,"('untrustworthy', 'trustworthy')",-1.2330503,-1.1907498,-1.0024674,-0.9655912,-0.0368762
80,0.7695221,0.94973516,"('dominated', 'dominating')",-0.78700423,-1.1298794,-0.0087411,-0.0900721,0.081331
78,-0.7143859,-0.900703,"('nonresilient', 'resilient')",-0.2022621,-0.5502802,-0.458324,-0.7254916,0.2671676
8,-0.7094488,-1.3479947,"('unaffectionate', 'affectionate')",0.22325578,0.15919268,-0.2430965,-0.594401,0.3513045
48,-0.6964963,-0.7961079,"('unintelligent', 'intelligent')",-0.812521,-0.880901,-0.7545086,-0.8385044,0.0839958
33,0.6914775,0.6563571,"('wrong', 'right')",1.6126883,1.5719664,1.1520829,1.1141617,0.0379212
34,-0.66849214,-0.51005596,"('mean', 'honorable')",-0.82833666,-0.7720697,-0.7484144,-0.6410629,-0.1073515
12,-0.6670689,-0.66739255,"('unsupportive', 'supportive')",-1.1247354,-1.1091197,-0.8959022,-0.8882561,-0.0076461
1,-0.65808684,-0.9514743,"('unfriendly', 'friendly')",-0.016626738,0.13117775,-0.3373568,-0.4101483,0.0727915
27,-0.64929235,-0.7946131,"('hardhearted', 'softhearted')",-0.9925723,-0.5532803,-0.8209323,-0.6739467,-0.1469856
41,-0.6467779,-0.635997,"('unforgiving', 'forgiving')",-1.1733755,-1.0099444,-0.9100767,-0.8229707,-0.087106
31,0.61870044,0.030864641,"('evil', 'good')",1.4840341,1.2836274,1.0513673,0.657246,0.3941213
29,0.61399424,0.77641845,"('unfair', 'fair')",1.0857611,1.0673126,0.8498777,0.9218655,-0.0719878
4,0.61293525,0.4004776,"('disliked', 'liked')",0.36681613,0.22447672,0.4898757,0.3124772,0.1773985
21,-0.5428482,0.02267074,"('immoral', 'moral')",-0.5542041,-0.48754895,-0.5485262,-0.2324391,-0.3160871
18,-0.49554598,-0.82618153,"('disagreeable', 'welcoming')",0.60445833,0.64675975,0.0544562,-0.0897109,0.1441671
19,0.49506754,0.3334788,"('inhospitable', 'hospitable')",0.8766806,0.7309146,0.6858741,0.5321967,0.1536774
72,-0.491834,-0.0042321235,"('unambitious', 'ambitious')",-1.4109164,-0.8430609,-0.9513752,-0.4236465,-0.5277287
59,0.4853807,0.332987,"('foolish', 'wise')",1.7296127,1.7748762,1.1074967,1.0539316,0.0535651
68,0.47707942,0.5124441,"('dependent', 'independent')",-0.9057246,-0.7761201,-0.2143226,-0.131838,-0.0824846
76,-0.4605375,0.1480581,"('anxious', 'daring')",-0.372499,-0.03165126,-0.4165182,0.0582034,-0.4747216
2,0.44783783,0.531293,"('unlikable', 'likable')",1.5421001,1.6675375,0.994969,1.0994152,-0.1044462
25,0.42886102,0.057393298,"('egoistic', 'altruistic')",0.954619,0.6761065,0.69174,0.3667499,0.3249901
49,-0.42745313,-0.46111977,"('unable', 'able')",-0.2562976,-0.30970585,-0.3418754,-0.3854128,0.0435374
79,0.41181153,-0.20652199,"('wavering', 'unwavering')",1.258345,1.0140091,0.8350782,0.4037436,0.4313346
87,0.38986316,0.53814954,"('unsuccessful', 'successful')",1.173749,1.0625346,0.7818061,0.8003421,-0.018536
50,0.3706528,0.1699913,"('clumsy', 'skillful')",0.76544774,0.60668373,0.5680503,0.3883375,0.1797128
84,-0.3634744,-0.44701844,"('inferior', 'superior')",0.5875661,0.61230755,0.1120458,0.0826446,0.0294012
52,0.32699758,-0.0148812905,"('irrational', 'rational')",1.5606513,1.70915,0.9438244,0.8471344,0.09669
24,-0.3053159,0.17264843,"('dishonest', 'honest')",-0.7383362,-0.3414923,-0.521826,-0.0844219,-0.4374041
16,0.29890016,0.20280668,"('unpopular', 'popular')",0.8278702,0.94006383,0.5633852,0.5714353,-0.0080501
3,-0.2926773,0.051000033,"('repellent', 'pleasant')",-1.4638207,-1.4965191,-0.878249,-0.7227595,-0.1554895
64,0.288217,0.43985477,"('shy', 'confident')",-0.48526543,-0.3619571,-0.0985242,0.0389488,-0.137473
36,0.28689885,-0.4612605,"('hostile', 'amicable')",0.87536186,0.6022578,0.5811304,0.0704986,0.5106318
26,0.27699274,-0.21865615,"('hardhearted', 'benevolent')",1.5031108,1.3913022,0.8900517,0.586323,0.3037287
7,-0.2526551,0.35816512,"('insensitive', 'sensitive')",-1.6691352,-1.5255208,-0.9608952,-0.5836778,-0.3772174
51,-0.23165798,-0.17054327,"('uneducated', 'educated')",-0.17415988,-0.3353018,-0.2029089,-0.2529225,0.0500136
20,0.22427732,0.2534441,"('rough', 'thoughtful')",0.6010018,0.4732918,0.4126396,0.363368,0.0492716
61,0.22316986,0.63736343,"('illogical', 'logical')",0.07455155,0.20731258,0.1488607,0.422338,-0.2734773
44,0.2202627,0.08732683,"('prejudiced', 'unprejudiced')",0.2151256,0.1972136,0.2176942,0.1422702,0.075424
54,0.15107419,0.018814398,"('incapable', 'capable')",0.7295258,0.6238281,0.4403,0.3213212,0.1189788
88,-0.14957933,-0.270531,"('low', 'eminent')",-0.14908946,-0.048981406,-0.1493344,-0.1597562,0.0104218
9,-0.1444782,-0.28208047,"('unaffectionate', 'caring')",0.08531016,0.11284937,-0.029584,-0.0846156,0.0550316
58,-0.1407853,-0.15372972,"('undiscriminating', 'discriminating')",-0.298538,-0.20366634,-0.2196617,-0.178698,-0.0409637
71,0.094293594,0.05742921,"('diffident', 'self-confident')",-0.4596489,-0.6312272,-0.1826777,-0.286899,0.1042213
5,0.08858246,-0.0868513,"('distant', 'outgoing')",1.5662265,1.5521749,0.8274045,0.7326618,0.0947427
62,-0.08664301,0.6685309,"('incompetent', 'brilliant')",-1.9378166,-1.4889075,-1.0122298,-0.4101883,-0.6020415
15,0.085032,-0.18430442,"('boring', 'funny')",1.5002681,1.5009403,0.79265,0.6583179,0.1343321
42,0.06946599,0.37722746,"('unreliable', 'reliable')",0.6978623,0.85808426,0.3836642,0.6176559,-0.2339917
74,0.06220664,0.18366039,"('undedicated', 'dedicated')",-0.20417297,-0.14923742,-0.0709832,0.0172115,-0.0881947
17,0.039866008,-0.29042464,"('nasty', 'nice')",-0.81276256,-0.852621,-0.3864483,-0.5715228,0.1850745
53,-0.03159999,0.0304804,"('uncreative', 'creative')",0.06309187,0.03136067,0.0157459,0.0309205,-0.0151746
83,0.029737454,0.008674737,"('powerless', 'powerful')",-0.24386719,-0.47329748,-0.1070649,-0.2323114,0.1252465
39,-0.017862927,-0.0012996085,"('exploitative', 'cooperative')",-0.42913207,-0.47755837,-0.2234975,-0.239429,0.0159315
