,american_male,american_female,tuple,express_male,express_female,co_male,co_female,average_male,average_female,male-female
26,0.23867774,0.49675784,"('hardhearted', 'benevolent')",0.9250644,1.1348752,0.8618353,1.0754207,0.6751924,0.9023512,-0.2271588
20,0.2215879,0.13574138,"('rough', 'thoughtful')",-0.16100988,-0.1286161,0.4793571,0.56277233,0.1799784,0.1899659,-0.0099875
85,0.21084958,0.53633976,"('insignificant', 'prestigious')",-0.70309716,-0.39133048,-0.9707314,-0.739387,-0.4876597,-0.1981259,-0.2895338
9,0.2090611,0.29823333,"('unaffectionate', 'caring')",0.386166,0.36252278,0.8568712,0.94140214,0.4840328,0.5340528,-0.05002
10,-0.1777132,-0.07659547,"('unsympathetic', 'sympathetic')",-0.2830883,-0.38440284,-0.13354237,-0.2323224,-0.1981146,-0.2311069,0.0329923
83,0.17752513,0.33839938,"('powerless', 'powerful')",0.67549944,0.7572745,-1.2367663,-1.2290695,-0.1279139,-0.0444652,-0.0834487
25,-0.16758499,0.054590464,"('egoistic', 'altruistic')",0.7904465,0.9111693,0.9558162,1.1543156,0.5262259,0.7066917,-0.1804658
7,0.16449857,0.006868325,"('insensitive', 'sensitive')",0.08000361,-0.11194558,0.22615533,0.09272741,0.1568858,-0.0041166,0.1610024
61,0.15930843,0.19295198,"('illogical', 'logical')",-0.40671462,-0.45919314,0.017867975,-0.08961171,-0.0765127,-0.1186176,0.0421049
62,-0.14191176,-0.0073331287,"('incompetent', 'brilliant')",0.81086165,0.69238436,0.24830095,0.15478124,0.3057503,0.2799442,0.0258061
60,-0.13668814,-0.12004038,"('inefficient', 'efficient')",1.1976526,1.0202675,0.37902755,0.21036403,0.4799973,0.3701971,0.1098002
19,0.12032835,0.43045327,"('inhospitable', 'hospitable')",-0.67867225,-0.43741158,-0.34568462,-0.17743242,-0.3013428,-0.0614636,-0.2398792
59,-0.116680615,-0.046012357,"('foolish', 'wise')",-1.0527116,-0.9812129,0.13341759,0.18334681,-0.3453249,-0.2812928,-0.0640321
48,0.11490008,0.20206301,"('unintelligent', 'intelligent')",0.26864862,0.18423805,-0.19591036,-0.092323,0.0625461,0.0979927,-0.0354466
52,-0.08663756,0.20099887,"('irrational', 'rational')",-0.72025657,-0.6526681,-0.4297141,-0.23495519,-0.4122028,-0.2288748,-0.183328
43,0.084862575,0.11741868,"('irresponsible', 'responsible')",-0.00042635202,-0.11446752,0.64473444,0.5904361,0.2430569,0.1977957,0.0452612
87,-0.08298822,-0.13881588,"('unsuccessful', 'successful')",0.37272164,0.26082,0.096433386,0.014176868,0.1287223,0.0453937,0.0833286
68,0.07210416,0.108880535,"('dependent', 'independent')",-1.3206139,-1.2666665,-1.279908,-1.3403232,-0.8428059,-0.8327031,-0.0101028
5,0.053167526,0.26618597,"('distant', 'outgoing')",-0.27019042,-0.08204888,-0.42023614,-0.2279419,-0.2124197,-0.0146016,-0.1978181
28,-0.044781853,-0.15684798,"('disloyal', 'loyal')",-0.5908241,-0.6749184,0.5363786,0.54287636,-0.0330758,-0.0962967,0.0632209
27,-0.04389911,0.0684961,"('hardhearted', 'softhearted')",0.015032556,-0.051098056,0.8199869,0.84220046,0.2637068,0.2865328,-0.022826
54,0.03242012,0.16636929,"('incapable', 'capable')",-0.44356114,-0.26927188,0.8087851,0.8633345,0.132548,0.2534773,-0.1209293
35,0.022020452,0.058054842,"('corrupt', 'incorrupt')",-0.86840314,-0.6465,-1.0427781,-0.7820134,-0.6297203,-0.4568195,-0.1729008
32,0.013520457,-0.016870787,"('unkind', 'kind')",-0.14528784,-0.18450259,1.0810053,1.0432749,0.3164126,0.2806338,0.0357788
