,american_male,american_female,tuple,express_male,express_female,co_male,co_female,average_male,average_female,male-female
73,1.7215064,1.6029563,"('helpless', 'self-reliant')",0.27044636,0.3549843,-3.3237367,-3.3541517,-0.443928,-0.4654037,0.0214757
47,-1.367717,-1.2023342,"('stupid', 'smart')",0.117066264,0.13966587,5.5402684,5.5542426,1.4298725,1.4971914,-0.0673189
0,-1.307492,-1.1039925,"('unsociable', 'sociable')",0.26524964,0.31657344,-0.2566399,-0.2370056,-0.4329607,-0.3414749,-0.0914858
45,-1.2032673,-1.188895,"('incompetent', 'competent')",-0.12565643,-0.35857654,-0.30412203,-0.57004184,-0.5443486,-0.7058378,0.1614892
42,1.0848778,1.0012438,"('unreliable', 'reliable')",0.27205884,0.23142187,-2.5997794,-2.6529615,-0.4142809,-0.4734319,0.059151
55,-1.0321854,-0.8345575,"('incompetent', 'clever')",-0.066634595,-0.19102564,0.17605631,0.077796474,-0.3075879,-0.3159289,0.008341
29,-0.95775956,-0.7728245,"('unfair', 'fair')",-0.9015266,-0.80737394,-0.6213482,-0.552238,-0.8268781,-0.7108122,-0.1160659
66,0.9516031,1.0408616,"('inactive', 'active')",-0.37441522,-0.31702477,0.23998988,0.37988403,0.2723926,0.367907,-0.0955144
36,-0.9228623,-0.72563547,"('hostile', 'amicable')",-0.19358683,-0.005350288,-0.4783539,-0.27925652,-0.531601,-0.3367474,-0.1948536
31,-0.9194865,-0.6075107,"('evil', 'good')",-0.8721084,-0.6632814,-0.9130073,-0.88624513,-0.9015341,-0.7190124,-0.1825217
8,-0.915947,-0.6467359,"('unaffectionate', 'affectionate')",-0.1053389,0.03012243,0.13661402,0.33272254,-0.2948906,-0.0946303,-0.2002603
79,0.88550407,0.75576043,"('wavering', 'unwavering')",-0.93176955,-0.7837288,-0.54032475,-0.5211921,-0.1955301,-0.1830535,-0.0124766
16,-0.8603214,-0.86615074,"('unpopular', 'popular')",-0.6056577,-0.58811057,0.20352225,0.20115384,-0.420819,-0.4177025,-0.0031165
49,-0.8154166,-0.7234302,"('unable', 'able')",-0.3145687,-0.20456214,-0.6069485,-0.5549118,-0.5789779,-0.4943014,-0.0846765
22,-0.81153536,-0.8956879,"('untrustworthy', 'trustworthy')",-0.5483089,-0.55762815,-0.5738765,-0.6088833,-0.6445736,-0.6873998,0.0428262
76,0.7952532,0.7334047,"('anxious', 'daring')",0.7016984,0.56309247,0.16213337,0.13718951,0.5530283,0.4778955,0.0751328
64,0.78570676,0.6022612,"('shy', 'confident')",-0.1464217,-0.2772867,-5.7583027,-5.9168177,-1.7063392,-1.8639477,0.1576085
77,-0.7636997,-0.84137535,"('unmotivated', 'motivated')",-0.008137524,-0.27100712,-1.0501941,-1.1882666,-0.6073438,-0.7668831,0.1595393
56,0.740534,0.74296176,"('impractical', 'practical')",1.1476657,1.1005841,0.019194204,-0.043419585,0.635798,0.6000421,0.0357559
41,-0.7389659,-0.21861711,"('unforgiving', 'forgiving')",0.4507286,0.48399314,0.10374459,0.12818183,-0.0614976,0.1311859,-0.1926835
39,0.7227571,0.7710469,"('exploitative', 'cooperative')",0.5527604,0.45717248,0.36934108,0.49353126,0.5482862,0.5739169,-0.0256307
33,0.6992892,0.7678579,"('wrong', 'right')",0.3638037,0.42050624,-0.6626305,-0.61557126,0.1334875,0.190931,-0.0574435
78,-0.6942535,-0.79337144,"('nonresilient', 'resilient')",-0.5062482,-0.5385993,-0.29896036,-0.36930874,-0.4998207,-0.5670931,0.0672724
75,0.6796295,0.5308969,"('meek', 'impulsive')",-0.1305306,-0.19767731,-0.3917788,-0.4256023,0.05244,-0.0307942,0.0832342
82,-0.67232287,-0.69232875,"('poor', 'rich')",-0.18524307,-0.2215152,6.4523425,6.322301,1.8649255,1.8028189,0.0621066
3,-0.63791335,-0.8582807,"('repellent', 'pleasant')",-0.59442043,-0.7905527,0.7440811,0.5868683,-0.1627509,-0.3539884,0.1912375
67,0.6205706,0.78656816,"('doubtful', 'determined')",0.29469904,0.4182561,-0.26725712,-0.1425152,0.2160042,0.354103,-0.1380988
50,0.58316076,0.24840878,"('clumsy', 'skillful')",-0.6492273,-0.7635487,-0.15014091,-0.17782411,-0.0720692,-0.230988,0.1589188
40,0.58139277,0.73545945,"('stingy', 'generous')",0.41114134,0.47248048,-2.4229696,-2.4252863,-0.4768118,-0.4057821,-0.0710297
57,-0.5730747,-0.6224307,"('unimaginative', 'imaginative')",-0.72962576,-0.8844945,-3.443118,-3.5233924,-1.5819395,-1.6767724,0.0948329
71,0.5662806,0.4420043,"('diffident', 'self-confident')",0.55657005,0.46568602,0.29781824,0.3282529,0.4735563,0.4119811,0.0615752
53,-0.560543,-0.50268614,"('uncreative', 'creative')",-0.7948293,-0.80406743,0.6193631,0.58948827,-0.2453364,-0.2390885,-0.0062479
51,0.5486376,0.64028096,"('uneducated', 'educated')",0.10580713,0.21900359,0.74810463,0.6704449,0.4675165,0.5099098,-0.0423933
1,-0.5463123,-0.1989606,"('unfriendly', 'friendly')",0.0697536,0.1805613,1.2865331,1.4959576,0.2699915,0.4925195,-0.222528
17,-0.53720325,-0.3533858,"('nasty', 'nice')",0.18597195,0.29337427,-0.20161803,-0.10548069,-0.1842831,-0.0551641,-0.129119
14,-0.5316884,-0.47084025,"('antisocial', 'social')",0.32976222,0.28837538,-0.32142824,-0.51933944,-0.1744515,-0.2339348,0.0594833
30,-0.52206224,-0.16702941,"('intolerant', 'tolerant')",0.530252,0.5404773,0.6624729,0.7947185,0.2235542,0.3893888,-0.1658346
81,0.512554,0.4255086,"('submissive', 'aggressive')",0.98906636,0.75100255,-0.42837235,-0.6262119,0.3577493,0.1834331,0.1743162
38,0.47993624,0.47876287,"('untruthful', 'truthful')",0.32844472,0.36457303,0.1537072,0.12957707,0.3206961,0.3243043,-0.0036082
69,0.4792101,0.39865723,"('lazy', 'industrious')",0.32368034,0.39437807,-0.8127359,-0.7914635,-0.0032818,0.0005239,-0.0038057
72,0.45352843,0.41569167,"('unambitious', 'ambitious')",0.5094194,0.54316807,-0.21458496,-0.36145693,0.2494543,0.1991343,0.05032
44,0.43581885,0.25747046,"('prejudiced', 'unprejudiced')",-0.07315166,-0.14192975,-1.097172,-1.0644774,-0.2448349,-0.3163122,0.0714773
80,0.4135998,0.26256844,"('dominated', 'dominating')",0.2146157,-0.003239818,-0.7808422,-0.9508457,-0.0508756,-0.2305057,0.1796301
12,0.4091538,0.55104524,"('unsupportive', 'supportive')",-0.09768382,-0.092995204,-2.038343,-2.0446656,-0.5756243,-0.5288719,-0.0467524
34,-0.40701976,-0.27848402,"('mean', 'honorable')",-0.04346308,0.007868033,5.428568,5.416952,1.6593617,1.7154454,-0.0560837
24,0.40120226,0.73918164,"('dishonest', 'honest')",0.5084564,0.6206192,0.96285933,1.0180081,0.6241727,0.792603,-0.1684303
13,-0.40010348,-0.4124054,"('impolite', 'polite')",0.5557179,0.48809564,0.19207683,0.12294819,0.1158971,0.0662128,0.0496843
2,0.3870198,0.65262556,"('unlikable', 'likable')",1.03934,1.1260062,0.88388956,1.0137192,0.7700831,0.9307837,-0.1607006
74,0.38539374,0.5862373,"('undedicated', 'dedicated')",0.04840724,0.13778216,-0.19373673,-0.13486421,0.0800214,0.1963851,-0.1163637
46,-0.3621615,-0.46224236,"('uncompetitive', 'competitive')",0.501042,0.23334295,-1.1758304,-1.2857509,-0.34565,-0.5048834,0.1592334
86,-0.36024475,-0.15326627,"('uninfluential', 'influential')",-0.40075964,-0.2371285,-0.46972287,-0.54003495,-0.4102424,-0.3101432,-0.1000992
63,0.35590425,0.33666998,"('unperceptive', 'insightful')",0.40397376,0.31468725,0.44217682,0.29647753,0.400685,0.3159449,0.0847401
37,-0.3548945,-0.37476587,"('fake', 'genuine')",-0.2618386,-0.31649137,0.049002364,0.027861964,-0.1892436,-0.2211318,0.0318882
18,0.35207587,0.67933095,"('disagreeable', 'welcoming')",-0.1099291,0.18482557,-0.8821099,-0.7319674,-0.213321,0.044063,-0.257384
88,0.34573042,0.46312895,"('low', 'eminent')",-0.09896644,0.07640834,-0.43824893,-0.33255285,-0.0638283,0.0689948,-0.1328231
70,0.31215212,0.16368583,"('lethargic', 'energetic')",-0.1102819,-0.31632003,0.61077476,0.42002174,0.2708817,0.0891292,0.1817525
11,0.28539568,0.10796298,"('unhelpful', 'helpful')",0.11238961,-0.21975984,2.2777195,2.2457094,0.8918349,0.7113042,0.1805307
21,-0.28137016,-0.12052662,"('immoral', 'moral')",-0.056142136,-0.036507275,-0.7318288,-0.7715523,-0.3564471,-0.3095287,-0.0469184
58,0.27868176,0.31937543,"('undiscriminating', 'discriminating')",-0.025920242,0.034094796,0.06656223,-0.07204799,0.1064412,0.0938074,0.0126338
23,-0.27590403,-0.39905748,"('insincere', 'sincere')",0.10328263,-0.07187157,6.279409,6.113324,2.0355959,1.8807983,0.1547976
84,0.27290708,0.23555598,"('inferior', 'superior')",-0.16940376,-0.061118804,0.46722168,0.5898883,0.1902417,0.2547751,-0.0645334
4,-0.2725596,-0.11287868,"('disliked', 'liked')",0.014933763,0.08798877,-7.089504,-7.1681314,-2.4490433,-2.3976738,-0.0513695
65,-0.26924402,-0.5152884,"('insecure', 'secure')",-0.16427791,-0.3772511,0.41642886,0.24496067,-0.0056977,-0.2158596,0.2101619
15,-0.2635513,-0.0031942322,"('boring', 'funny')",0.46165246,0.4683863,0.46014175,0.5757325,0.2194143,0.3469748,-0.1275605
6,-0.24066874,0.054310113,"('distant', 'open')",-0.6299775,-0.3113263,-0.3891012,-0.043231856,-0.4199158,-0.1000827,-0.3198331
