,fidelity_male,fidelity_female,tuple,national_male,national_female,info_male,info_female,svcs_male,svcs_female,inc_male,inc_female,average_male,average_female,male-female
39,2.3378494,2.4091823,"('exploitative', 'cooperative')",1.9036093,2.0244198,1.3278787,1.4907618,1.6227782,1.6585112,-0.08896958,0.04401076,1.4206292,1.5253772,-0.104748
23,2.069032,1.878618,"('insincere', 'sincere')",1.0632188,0.96475697,1.6690104,1.5028425,0.32083505,0.06731509,4.3518577,4.515439,1.8947906,1.7857944,0.1089962
12,1.9164348,1.7377986,"('unsupportive', 'supportive')",0.9936551,0.8698566,0.9140761,0.8007165,-0.23334852,-0.3561427,-1.5222865,-1.7192068,0.4137062,0.2666044,0.1471018
62,1.8877361,1.468444,"('incompetent', 'brilliant')",0.7676795,0.49133596,1.6773866,1.4655854,1.2738739,0.9890554,0.018851288,-0.014530597,1.1251055,0.8799781,0.2451274
31,-1.8739958,-1.8047742,"('evil', 'good')",-1.1656511,-1.3228993,-2.0849013,-2.088669,-1.5605425,-1.484531,-1.4393785,-1.5672168,-1.6248938,-1.653618,0.0287242
35,-1.8694856,-1.5307262,"('corrupt', 'incorrupt')",-1.6610816,-1.5462918,-2.161697,-1.8326012,-1.163038,-0.99710196,-0.322236,-0.24656773,-1.4355076,-1.2306578,-0.2048498
60,1.731321,1.5786221,"('inefficient', 'efficient')",1.1824626,1.0877837,3.3557987,3.160584,1.9278274,1.678503,0.25830373,0.22245651,1.6911427,1.5455898,0.1455529
34,1.7075942,1.5215589,"('mean', 'honorable')",0.08977092,0.11934415,0.7809219,0.8674122,-0.19068028,-0.17086023,4.9040384,4.855437,1.458329,1.4385783,0.0197507
7,1.5889249,1.5791632,"('insensitive', 'sensitive')",0.5715226,0.5790699,0.6412,0.3985784,0.618627,0.44003123,0.22631383,0.082911134,0.7293177,0.6159508,0.1133669
65,1.5821611,1.5090916,"('insecure', 'secure')",1.372157,1.4001266,1.8184085,1.7375897,1.259667,1.1572648,-0.14904886,-0.025551235,1.1766689,1.1557043,0.0209646
30,1.5547007,1.6387082,"('intolerant', 'tolerant')",0.61619323,0.631245,1.6123013,1.7417821,1.5020529,1.4370323,1.1016397,1.2624897,1.2773776,1.3422515,-0.0648739
44,-1.54125,-1.6566912,"('prejudiced', 'unprejudiced')",0.5605782,0.56580496,-0.003609188,-0.042270415,1.3343759,1.3403542,-1.3268212,-1.2576995,-0.1953453,-0.2101004,0.0147551
11,1.5336615,1.4102988,"('unhelpful', 'helpful')",1.1644325,1.1342573,2.7845721,2.6643095,0.6530493,0.5813265,2.1433442,2.124255,1.6558119,1.5828894,0.0729225
10,1.5139315,1.6615998,"('unsympathetic', 'sympathetic')",0.83360237,0.85764295,0.12149736,0.12366824,-0.18140881,-0.36710533,-0.37036282,-0.11373948,0.3834519,0.4324132,-0.0489613
24,1.5096716,1.5303887,"('dishonest', 'honest')",0.7727624,0.79765016,0.38653734,0.48105666,0.32511315,0.13597885,0.68306416,0.91030735,0.7354297,0.7710764,-0.0356467
56,1.3779471,1.2137012,"('impractical', 'practical')",1.3516953,1.2685754,2.078586,1.9859176,1.0145372,0.7973902,0.04789611,0.084724516,1.1741323,1.0700617,0.1040706
83,1.3517349,1.5575198,"('powerless', 'powerful')",0.63907546,0.8231373,0.45693713,0.6507269,-0.5338497,-0.33003488,-1.0631471,-0.89797133,0.1701501,0.3606755,-0.1905254
4,-1.3473381,-1.3368114,"('disliked', 'liked')",-1.346329,-1.4395512,-1.7435104,-1.7690499,-0.66548157,-0.5200888,-4.5014753,-4.753197,-1.9208267,-1.9637398,0.0429131
6,-1.2969334,-1.2453322,"('distant', 'open')",-1.725134,-1.9586084,-1.6214851,-1.4971093,-1.5717642,-1.6209706,0.10051037,-0.067130625,-1.2229612,-1.2778302,0.054869
9,1.2103934,1.2931741,"('unaffectionate', 'caring')",-0.41336316,-0.5753979,-0.040385343,0.040006824,-1.7284354,-1.8726327,0.90556014,0.8278877,-0.0132461,-0.0573924,0.0441463
61,1.204983,1.3195262,"('illogical', 'logical')",0.010286355,-0.027469361,1.4651928,1.5704308,0.3915136,0.3637595,-0.15722135,-0.13523808,0.5829509,0.6182018,-0.0352509
5,-1.199181,-1.1902834,"('distant', 'outgoing')",-1.7434938,-1.9724594,-1.2596071,-1.1257012,-1.2953457,-1.2945335,-0.38307834,-0.49888518,-1.1761412,-1.2163725,0.0402313
38,1.1480181,1.1251953,"('untruthful', 'truthful')",0.43290597,0.3852203,0.6406753,0.7260537,-0.6346132,-0.71485794,-0.018200073,0.0363864,0.3137572,0.3115995,0.0021577
78,1.1446021,1.1341268,"('nonresilient', 'resilient')",-0.6739476,-0.7255146,-0.10820056,-0.111709684,-0.9179675,-0.9154515,0.21508802,-0.09180528,-0.0680851,-0.1420709,0.0739858
17,1.1122034,1.0173045,"('nasty', 'nice')",-0.82545924,-0.7964622,-0.15443176,-0.12868063,-0.72585046,-0.6483499,-0.8645294,-0.7868187,-0.2916135,-0.2686014,-0.0230121
75,-1.0908216,-1.0752305,"('meek', 'impulsive')",-1.3262126,-1.1982762,-0.8666019,-0.7777132,-0.19292721,-0.011592217,-0.356064,-0.3476176,-0.7665255,-0.6820859,-0.0844396
29,-1.0903324,-1.0369976,"('unfair', 'fair')",-0.55840194,-0.6584556,-0.70425326,-0.7697176,-0.5936569,-0.5962894,-0.8983773,-0.92816573,-0.7690043,-0.7979252,0.0289209
72,1.089106,0.9474049,"('unambitious', 'ambitious')",-0.14199488,-0.091836266,0.1440157,0.07427416,-1.0746996,-1.2102745,-1.3715402,-1.2143565,-0.2710226,-0.2989576,0.027935
43,1.0693519,1.0246824,"('irresponsible', 'responsible')",0.54557705,0.5079144,1.096022,1.065323,0.12203231,-0.0933478,0.3203249,0.4528845,0.6306616,0.5914913,0.0391703
16,-1.0552516,-0.89801866,"('unpopular', 'popular')",-0.6217675,-0.5833189,-0.72374594,-0.60975605,-1.1009051,-0.8582403,0.47444418,0.5999522,-0.6054451,-0.4698763,-0.1355688
68,-1.0375941,-1.1022874,"('dependent', 'independent')",-0.13814732,-0.13866416,-0.4097818,-0.4013215,-0.46495536,-0.5462045,-0.55933493,-0.7330052,-0.5219627,-0.5842966,0.0623339
13,1.0293843,1.125411,"('impolite', 'polite')",1.199626,1.2615331,1.7850571,1.7989203,1.3499779,1.2876719,0.117721505,0.047665223,1.0963533,1.1042403,-0.007887
74,1.0281564,0.95210296,"('undedicated', 'dedicated')",0.769973,0.71204513,0.020082787,0.02944481,0.2959068,0.21961302,0.34116292,0.48232293,0.4910564,0.4791058,0.0119506
46,0.9811226,0.68504554,"('uncompetitive', 'competitive')",1.4593197,1.5049074,1.4058285,1.343823,1.0270997,0.9852093,-0.05420866,0.022465266,0.9638324,0.9082901,0.0555423
28,0.9690244,1.2874782,"('disloyal', 'loyal')",0.71670735,0.6646869,0.038379602,0.2262553,-0.5718414,-0.5388234,0.8001977,0.9854106,0.3904935,0.5250015,-0.134508
76,0.8953726,0.79704183,"('anxious', 'daring')",0.91028994,1.1075507,0.023516148,-0.05607374,0.99457544,0.91235155,0.4548269,0.74424374,0.6557162,0.7010228,-0.0453066
19,-0.8865376,-0.8196686,"('inhospitable', 'hospitable')",-1.0967853,-1.0718061,-0.9131861,-0.9122837,-1.2343854,-1.2801176,-0.3043019,-0.24910489,-0.8870392,-0.8665962,-0.020443
18,-0.88275814,-0.69397545,"('disagreeable', 'welcoming')",0.9060875,0.96457356,0.005648002,0.049540848,-0.41153142,-0.3546182,-0.2387924,-0.20253381,-0.1242693,-0.0474026,-0.0768667
21,0.8252974,0.8756934,"('immoral', 'moral')",1.3561879,1.4624193,0.8846908,1.0698142,1.3163877,1.3216823,-1.0086646,-0.64125645,0.6747798,0.8176705,-0.1428907
53,-0.82309645,-0.5965616,"('uncreative', 'creative')",-1.4110193,-1.4420823,-0.9121936,-0.7978884,-0.89948857,-0.9052171,1.0879308,0.8659342,-0.5915734,-0.575163,-0.0164104
25,-0.8144739,-0.7138661,"('egoistic', 'altruistic')",-1.2096198,-1.320522,-1.473812,-1.2980653,-1.3451924,-1.2643433,1.0258715,1.11046,-0.7634453,-0.6972673,-0.066178
73,0.77230525,0.7100575,"('helpless', 'self-reliant')",0.15897319,0.1927209,-0.1048301,-0.16595148,0.08682631,0.07271421,-2.6320674,-2.8183951,-0.3437585,-0.4017708,0.0580123
2,0.7619964,0.962936,"('unlikable', 'likable')",0.7966418,0.9418406,1.1482238,1.2423276,0.84278554,0.937032,0.698309,1.024277,0.8495914,1.0216825,-0.1720911
20,0.73689204,0.6024257,"('rough', 'thoughtful')",0.052343473,0.08640978,-0.30825746,-0.29206628,0.23601046,0.2715359,0.49998677,0.62214184,0.2433951,0.2580894,-0.0146943
55,0.7261587,0.6158189,"('incompetent', 'clever')",0.3490532,0.2831756,1.5923692,1.4288245,0.6891435,0.55998343,-0.18698145,-0.015396964,0.6339486,0.5744811,0.0594675
33,0.6953232,0.6464978,"('wrong', 'right')",0.4237794,0.20544344,-0.12460212,-0.099268764,0.45599744,0.49500456,-0.69050175,-0.8838861,0.1519992,0.0727582,0.079241
66,-0.6918865,-0.44560087,"('inactive', 'active')",-0.164395,0.13508514,-1.0705357,-1.025472,-0.7772135,-0.6522122,0.5335792,0.5788251,-0.4340903,-0.281875,-0.1522153
84,0.6841827,0.78981745,"('inferior', 'superior')",0.7362165,0.7628028,0.3824557,0.35436323,-0.11117706,-0.11130408,0.6695829,0.71035564,0.4722521,0.501207,-0.0289549
50,0.6795594,0.82946706,"('clumsy', 'skillful')",-0.318812,-0.10412464,0.67656785,0.6203667,0.16137452,0.33203617,0.32645386,0.3723859,0.3050287,0.4100262,-0.1049975
70,0.6771979,0.2544169,"('lethargic', 'energetic')",0.9290416,0.85724944,0.16226405,-0.16441013,1.2828407,0.9935423,0.8561627,0.65580493,0.7815014,0.5193207,0.2621807
32,0.66990995,1.0062912,"('unkind', 'kind')",1.0897357,1.2769015,0.40517297,0.5474529,0.50689536,0.5717256,1.2506479,1.5407726,0.7844724,0.9886288,-0.2041564
15,-0.6632297,-0.6387836,"('boring', 'funny')",-0.57906526,-0.65278023,-0.1594413,-0.099826865,0.14481282,0.1390061,0.33956122,0.40463555,-0.1834725,-0.1695498,-0.0139227
41,-0.66249335,-0.5413346,"('unforgiving', 'forgiving')",-0.08119445,-0.08879352,-0.37314132,-0.38292152,0.047415372,0.05203934,-0.06044513,-0.049228713,-0.2259718,-0.2020478,-0.023924
71,0.65480113,0.79357445,"('diffident', 'self-confident')",0.685023,0.56759477,0.8067648,0.93638724,-0.73043585,-0.707703,0.030076765,-0.1206139,0.289246,0.2938479,-0.0046019
63,0.6404659,0.39123926,"('unperceptive', 'insightful')",0.84588504,0.7702854,0.5808618,0.36125,0.19099085,0.050664306,1.1073322,0.8785916,0.6731072,0.4904061,0.1827011
42,0.634755,0.6536934,"('unreliable', 'reliable')",1.0818521,1.0388408,-0.08625548,-0.29135567,0.79683155,0.66452754,-2.286278,-2.2516503,0.028181,-0.0371888,0.0653698
69,-0.6052892,-0.50089884,"('lazy', 'industrious')",-0.3256667,-0.37451842,-0.87062454,-0.72671884,0.4951776,0.64254373,-0.14755423,-0.48532295,-0.2907914,-0.2889831,-0.0018083
87,0.53667265,0.5823763,"('unsuccessful', 'successful')",0.8598185,0.90737325,0.88189673,0.86919385,0.748225,0.7280247,0.571215,0.72785354,0.7195656,0.7629643,-0.0433987
57,-0.5191251,-0.7298485,"('unimaginative', 'imaginative')",-0.8686032,-0.94939226,-0.48908874,-0.4689606,-0.22373655,-0.3331245,-1.7314272,-2.0394645,-0.7663962,-0.904158,0.1377618
14,0.51317763,0.6122078,"('antisocial', 'social')",1.4480238,1.617201,1.914682,2.0016966,0.99747604,1.0453746,-0.9494337,-0.66587615,0.7847852,0.9221207,-0.1373355
40,0.49937266,0.46679613,"('stingy', 'generous')",0.29875255,-0.013175549,-1.0726808,-1.2617656,0.42148647,0.2916672,-0.9231841,-1.4267039,-0.1552506,-0.3886364,0.2333858
49,-0.4896086,-0.36560446,"('unable', 'able')",-1.4372964,-1.2845287,-0.52064854,-0.3379893,-0.7661585,-0.638314,-0.76343626,-0.6340949,-0.7954297,-0.6521063,-0.1433234
47,0.46427476,0.5726708,"('stupid', 'smart')",0.35638824,0.50665456,1.0087583,1.1448431,0.5036232,0.62214756,4.15316,4.333879,1.2972409,1.436039,-0.1387981
86,0.46173993,0.44793147,"('uninfluential', 'influential')",0.048334543,-0.070551775,0.1982457,0.22107996,-0.8543977,-0.9590287,-0.4453408,-0.5434539,-0.1182837,-0.1808046,0.0625209
36,-0.43733892,-0.07752214,"('hostile', 'amicable')",-1.9617231,-1.8426311,-1.2653924,-0.95886564,-2.089804,-1.7170426,-0.009278651,0.097866066,-1.1527074,-0.899639,-0.2530684
88,0.43430054,0.70691574,"('low', 'eminent')",0.44984785,0.6153033,-0.13847369,0.06225517,-0.24070826,-0.25978172,0.56170183,0.8988591,0.2133337,0.4047103,-0.1913766
27,0.3949277,0.22969662,"('hardhearted', 'softhearted')",-1.6639613,-1.8368496,-1.0090615,-1.1473902,-0.40029085,-0.61624694,0.929389,0.6690742,-0.3497993,-0.5403432,0.1905439
64,-0.38907033,-0.25318506,"('shy', 'confident')",0.20609346,0.3441393,0.39314863,0.4352244,1.201919,1.130925,-4.915729,-4.9462824,-0.7007277,-0.6578357,-0.042892
85,0.38308513,0.48170647,"('insignificant', 'prestigious')",-1.4519391,-1.3698772,-2.4266756,-2.2051113,-1.794403,-1.5847067,0.23751129,0.34682107,-1.0104843,-0.8662334,-0.1442509
22,0.31742018,0.13670911,"('untrustworthy', 'trustworthy')",0.990108,0.93352175,0.6705319,0.67254716,1.073501,1.0107523,-0.75418866,-0.74415606,0.4594746,0.4018749,0.0575997
48,0.31330365,0.3365278,"('unintelligent', 'intelligent')",-0.37715784,-0.58791894,0.13533081,0.067314774,-0.96546,-1.0707401,0.21250734,0.1120302,-0.1362952,-0.2285573,0.0922621
77,0.30067545,0.15208003,"('unmotivated', 'motivated')",-0.7350299,-0.86237186,0.20538354,0.1700038,0.39865246,0.30437025,-0.8944658,-1.0131327,-0.1449569,-0.2498101,0.1048532
81,-0.29809615,-0.17232443,"('submissive', 'aggressive')",1.1351267,1.2195168,1.6349765,1.5832279,0.8853562,0.8593274,-0.6973146,-0.54394597,0.5320097,0.5891603,-0.0571506
0,0.27455252,0.4381323,"('unsociable', 'sociable')",0.24545214,0.17869881,1.2166638,1.1854945,0.083774,-0.027520254,-0.18199441,-0.16537835,0.3276896,0.3218854,0.0058042
80,0.26373732,0.11068427,"('dominated', 'dominating')",0.6896755,0.6191561,0.72422814,0.54886013,1.4088643,1.2288632,-1.4916118,-1.4060668,0.3189787,0.2202994,0.0986793
58,0.25491318,0.123810254,"('undiscriminating', 'discriminating')",-0.21117795,-0.3807674,0.6831026,0.6093328,-0.016100176,-0.00030749664,-0.09503329,-0.14633946,0.1231409,0.0411457,0.0819952
45,0.22425607,-0.029518358,"('incompetent', 'competent')",-0.064033836,-0.35800466,0.84160405,0.5902394,0.5216247,0.34713668,-0.1960784,-0.27051923,0.2654745,0.0558668,0.2096077
82,0.22150883,0.18916091,"('poor', 'rich')",-0.28699428,-0.29239458,0.7407757,0.6681525,-0.595738,-0.5402625,5.4463115,5.6269293,1.1051727,1.1303171,-0.0251444
54,-0.20916879,-0.16774692,"('incapable', 'capable')",-0.6356363,-0.623147,-0.03508416,0.033720188,-0.25002486,-0.24246314,0.40157846,0.6041377,-0.1456671,-0.0790998,-0.0665673
59,0.20654272,0.32106715,"('foolish', 'wise')",0.21125397,0.15596333,0.5264306,0.5058659,-0.39033574,-0.31653103,0.18948643,0.15813631,0.1486756,0.1649003,-0.0162247
52,-0.19950546,-0.041586943,"('irrational', 'rational')",-1.3046533,-1.2275472,-0.28687447,-0.09831856,-0.48313782,-0.38356927,-0.50821686,-0.36209214,-0.5564776,-0.4226228,-0.1338548
1,-0.17714277,-0.06411682,"('unfriendly', 'friendly')",-1.1305448,-1.43483,-0.7182673,-0.6427484,-1.5134622,-1.5013924,1.34815,1.2413924,-0.4382534,-0.4803391,0.0420857
37,-0.15654092,-0.3367535,"('fake', 'genuine')",-0.027430061,-0.17866309,-0.31586295,-0.47800094,0.16088559,-0.07832584,0.31026527,0.32651055,-0.0057366,-0.1490466,0.14331
79,0.13586304,0.23984382,"('wavering', 'unwavering')",-0.1969734,-0.14030848,-0.8534197,-0.74548197,-1.7560253,-1.7424991,-0.2861302,-0.27371994,-0.5913371,-0.5324332,-0.0589039
67,0.1164375,0.35271877,"('doubtful', 'determined')",0.6164961,0.731566,0.7143342,0.7715618,1.2804271,1.3088503,-0.4678007,-0.21180521,0.4519789,0.5905784,-0.1385995
26,-0.10494421,-0.039063916,"('hardhearted', 'benevolent')",0.9156467,0.751342,-0.11058961,-0.16283074,-0.70917577,-0.6810179,1.2486904,1.3945712,0.2479255,0.2526001,-0.0046746
51,-0.009626456,0.11695016,"('uneducated', 'educated')",0.6672929,0.689122,0.7327994,0.58448607,-0.11833547,-0.08874848,0.45907155,0.40673277,0.3462404,0.3417085,0.0045319
