,aetna_male,aetna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-1.5915518,-1.7284068,"('uninfluential', 'influential')",-0.19706246,-0.29108924,-0.8943071,-1.009748,0.1154409
10,-1.5667498,-1.4902349,"('unsympathetic', 'sympathetic')",-0.2814872,-0.15168673,-0.9241185,-0.8209608,-0.1031577
53,-1.5618286,-1.5075012,"('uncreative', 'creative')",0.62266403,0.5789046,-0.4695823,-0.4642983,-0.005284
19,-1.4809086,-1.3593374,"('inhospitable', 'hospitable')",-0.14325188,-0.17460681,-0.8120803,-0.7669721,-0.0451082
1,-1.4584206,-1.6308109,"('unfriendly', 'friendly')",1.4052444,1.187081,-0.0265881,-0.2218649,0.1952768
0,-1.2219777,-1.2651885,"('unsociable', 'sociable')",-0.4274597,-0.38836452,-0.8247187,-0.8267765,0.0020578
5,-1.2156901,-1.5075282,"('distant', 'outgoing')",-0.68979007,-0.858374,-0.9527401,-1.1829511,0.230211
69,1.2083472,0.99098545,"('lazy', 'industrious')",-0.6397924,-0.81242883,0.2842774,0.0892783,0.1949991
9,-1.2049366,-1.3384943,"('unaffectionate', 'caring')",0.7400766,0.6499955,-0.23243,-0.3442494,0.1118194
23,-1.1837623,-0.94760865,"('insincere', 'sincere')",5.4289327,5.622303,2.1225853,2.3373473,-0.214762
8,-1.1419586,-1.2487097,"('unaffectionate', 'affectionate')",0.26621932,0.21269983,-0.4378696,-0.5180049,0.0801353
57,-1.0988096,-1.2555082,"('unimaginative', 'imaginative')",-2.3721564,-2.428755,-1.7354829,-1.8421316,0.1066487
6,-1.0769852,-1.3273664,"('distant', 'open')",-0.2644718,-0.38224196,-0.6707285,-0.8548042,0.1840757
45,-1.0577871,-1.0892265,"('incompetent', 'competent')",-0.44864023,-0.4511049,-0.7532136,-0.7701657,0.0169521
18,-1.007194,-0.8328229,"('disagreeable', 'welcoming')",-0.54418766,-0.5666269,-0.7756909,-0.6997249,-0.075966
38,-0.9963981,-1.0159711,"('untruthful', 'truthful')",-0.28131425,-0.20849124,-0.6388562,-0.6122311,-0.0266251
41,-0.9907298,-0.85647464,"('unforgiving', 'forgiving')",0.07145177,-0.004765922,-0.459639,-0.4306203,-0.0290187
36,-0.94553435,-0.8855784,"('hostile', 'amicable')",0.006889716,-0.047424924,-0.4693223,-0.4665017,-0.0028206
29,-0.94286644,-1.1289437,"('unfair', 'fair')",-0.43784517,-0.64364356,-0.6903558,-0.8862936,0.1959378
63,-0.90546584,-0.7987324,"('unperceptive', 'insightful')",0.9762142,0.8509177,0.0353742,0.0260926,0.0092816
28,-0.84945977,-0.7014532,"('disloyal', 'loyal')",0.66458356,0.82422143,-0.0924381,0.0613841,-0.1538222
43,-0.8286094,-0.8054666,"('irresponsible', 'responsible')",0.52428085,0.5943693,-0.1521643,-0.1055487,-0.0466156
58,-0.80862474,-0.9670136,"('undiscriminating', 'discriminating')",0.20775764,0.03731183,-0.3004335,-0.4648509,0.1644174
24,-0.77154744,-0.7011521,"('dishonest', 'honest')",0.6564468,0.7197316,-0.0575503,0.0092898,-0.0668401
79,-0.7701032,-0.7487756,"('wavering', 'unwavering')",-0.18849203,-0.27820233,-0.4792976,-0.5134889,0.0341913
51,-0.7447528,-0.65969986,"('uneducated', 'educated')",0.9439868,0.9979409,0.099617,0.1691205,-0.0695035
22,-0.74312276,-0.5387163,"('untrustworthy', 'trustworthy')",-0.9322091,-0.81085217,-0.8376659,-0.6747842,-0.1628817
3,-0.73380136,-0.5351912,"('repellent', 'pleasant')",0.32009724,0.50264,-0.2068521,-0.0162756,-0.1905765
77,-0.7302782,-0.7995267,"('unmotivated', 'motivated')",-1.2702405,-1.2786044,-1.0002594,-1.0390656,0.0388062
78,-0.7070542,-0.88784766,"('nonresilient', 'resilient')",0.43023482,0.21969603,-0.1384097,-0.3340758,0.1956661
54,-0.6947874,-0.52010125,"('incapable', 'capable')",1.0448288,1.1814141,0.1750207,0.3306564,-0.1556357
64,0.673116,0.44887504,"('shy', 'confident')",-6.1174436,-6.1588516,-2.7221637,-2.8549883,0.1328246
