,aetna_male,aetna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
70,-0.6542877,-0.53359264,"('lethargic', 'energetic')",0.45715848,0.64585674,-0.0985646,0.056132,-0.1546966
68,-0.64820975,-0.685548,"('dependent', 'independent')",-0.27797943,-0.43935183,-0.4630946,-0.5624499,0.0993553
82,-0.644073,-0.29408407,"('poor', 'rich')",5.4910145,5.885073,2.4234707,2.7954946,-0.3720239
31,-0.63983214,-0.76815957,"('evil', 'good')",-1.34555,-1.6255177,-0.992691,-1.1968386,0.2041476
66,-0.6164035,-0.72508794,"('inactive', 'active')",0.7192064,0.52870077,0.0514014,-0.0981936,0.149595
14,-0.6068809,-0.4574409,"('antisocial', 'social')",-0.48904896,-0.37766775,-0.5479649,-0.4175543,-0.1304106
11,-0.58054066,-0.40623155,"('unhelpful', 'helpful')",1.6689302,1.7964506,0.5441948,0.6951095,-0.1509147
7,-0.57614857,-0.43535852,"('insensitive', 'sensitive')",0.6096823,0.6582287,0.0167669,0.1114351,-0.0946682
13,-0.56906176,-0.5078891,"('impolite', 'polite')",-0.56959236,-0.4583611,-0.5693271,-0.4831251,-0.086202
74,-0.53780466,-0.39825323,"('undedicated', 'dedicated')",0.15391819,0.20830414,-0.1919432,-0.0949745,-0.0969687
46,-0.4986444,-0.4031933,"('uncompetitive', 'competitive')",-0.4759307,-0.32502586,-0.4872876,-0.3641096,-0.123178
16,-0.47963324,-0.31829673,"('unpopular', 'popular')",0.24064839,0.34869286,-0.1194924,0.0151981,-0.1346905
49,-0.47081855,-0.38715887,"('unable', 'able')",-0.10915019,-0.071108624,-0.2899844,-0.2291338,-0.0608506
27,-0.45898142,-0.65640557,"('hardhearted', 'softhearted')",1.5104859,1.2344373,0.5257522,0.2890159,0.2367363
33,0.45799002,0.19845065,"('wrong', 'right')",-0.8955942,-1.0379595,-0.2188021,-0.4197544,0.2009523
71,-0.45458236,-0.5751169,"('diffident', 'self-confident')",0.4271473,0.27612153,-0.0137175,-0.1494977,0.1357802
25,-0.44935077,-0.23553132,"('egoistic', 'altruistic')",1.2484121,1.3380088,0.3995307,0.5512387,-0.151708
81,0.4392099,0.67188585,"('submissive', 'aggressive')",-0.5219974,-0.21234325,-0.0413937,0.2297713,-0.271165
73,0.42932156,0.47515124,"('helpless', 'self-reliant')",-3.0260246,-2.9958572,-1.2983515,-1.260353,-0.0379985
52,-0.41782188,-0.36202657,"('irrational', 'rational')",-0.09584459,-0.011310422,-0.2568332,-0.1866685,-0.0701647
21,-0.40747565,-0.12828238,"('immoral', 'moral')",-0.3596036,-0.054026257,-0.3835396,-0.0911543,-0.2923853
2,0.40263036,0.6156897,"('unlikable', 'likable')",0.7091578,0.85728884,0.5558941,0.7364893,-0.1805952
34,-0.40137428,-0.3050772,"('mean', 'honorable')",5.9551497,6.0176206,2.7768877,2.8562717,-0.079384
84,0.39605513,0.37072206,"('inferior', 'superior')",0.91127646,0.8701351,0.6536658,0.6204286,0.0332372
40,-0.39041618,-0.6145077,"('stingy', 'generous')",-1.4508777,-1.7292151,-0.9206469,-1.1718614,0.2512145
72,-0.3877589,-0.3494846,"('unambitious', 'ambitious')",-1.1229237,-1.0969629,-0.7553413,-0.7232237,-0.0321176
39,0.3656779,0.4876541,"('exploitative', 'cooperative')",0.23007973,0.40171087,0.2978788,0.4446825,-0.1468037
30,-0.36028305,-0.1174575,"('intolerant', 'tolerant')",1.2688049,1.5593144,0.4542609,0.7209284,-0.2666675
83,-0.3523987,-0.29928282,"('powerless', 'powerful')",-0.87842053,-0.7826595,-0.6154096,-0.5409712,-0.0744384
42,-0.33936942,-0.21296735,"('unreliable', 'reliable')",-2.9967124,-2.8334122,-1.668041,-1.5231898,-0.1448512
32,-0.33856693,-0.068263285,"('unkind', 'kind')",0.8850403,1.0919944,0.2732367,0.5118656,-0.2386289
88,-0.33706835,-0.10087666,"('low', 'eminent')",0.47917598,0.67718774,0.0710538,0.2881556,-0.2171018
67,0.3357669,0.34945372,"('doubtful', 'determined')",-0.7982941,-0.55930847,-0.2312636,-0.1049274,-0.1263362
55,-0.28992328,-0.1910747,"('incompetent', 'clever')",0.32241186,0.5214995,0.0162443,0.1652124,-0.1489681
61,-0.27958122,-0.22956148,"('illogical', 'logical')",0.31590307,0.32581812,0.0181609,0.0481283,-0.0299674
44,0.26691806,0.20408118,"('prejudiced', 'unprejudiced')",-1.3532588,-1.3071724,-0.5431704,-0.5515456,0.0083752
76,-0.23509337,0.10368809,"('anxious', 'daring')",0.2528448,0.63733894,0.0088757,0.3705135,-0.3616378
17,-0.23258781,-0.21517129,"('nasty', 'nice')",-0.3248046,-0.34229827,-0.2786962,-0.2787348,3.86e-05
75,0.2317288,0.23951462,"('meek', 'impulsive')",-0.55819774,-0.67128253,-0.1632345,-0.215884,0.0526495
87,-0.22024791,-0.063874535,"('unsuccessful', 'successful')",0.76736677,0.7975652,0.2735594,0.3668453,-0.0932859
37,0.21240798,0.17978053,"('fake', 'genuine')",0.12451005,0.21277234,0.168459,0.1962764,-0.0278174
85,0.21205261,0.120416,"('insignificant', 'prestigious')",0.7345289,0.5865255,0.4732907,0.3534707,0.11982
47,-0.19563663,0.050209433,"('stupid', 'smart')",4.9696045,5.15878,2.3869839,2.6044948,-0.2175109
59,0.19040938,0.22652838,"('foolish', 'wise')",0.07752369,0.14212906,0.1339665,0.1843287,-0.0503622
56,-0.18302436,-0.15230489,"('impractical', 'practical')",-0.13111585,0.09797782,-0.1570701,-0.0271635,-0.1299066
48,-0.17392112,-0.16199277,"('unintelligent', 'intelligent')",1.138091,1.0677347,0.4820849,0.452871,0.0292139
15,-0.16765408,-0.12925544,"('boring', 'funny')",0.34238708,0.44649804,0.0873665,0.1586213,-0.0712548
50,0.1601481,0.3585308,"('clumsy', 'skillful')",0.1974888,0.2417619,0.1788184,0.3001463,-0.1213279
62,-0.14333673,-0.0719073,"('incompetent', 'brilliant')",0.20257129,0.28965646,0.0296173,0.1088746,-0.0792573
35,0.11843459,0.10488962,"('corrupt', 'incorrupt')",-0.34418783,-0.39814994,-0.1128766,-0.1466302,0.0337536
80,-0.104007356,-0.038869772,"('dominated', 'dominating')",-1.1006598,-0.9598068,-0.6023336,-0.4993383,-0.1029953
20,0.09072946,0.19165234,"('rough', 'thoughtful')",1.3372195,1.2387062,0.7139745,0.7151793,-0.0012048
4,-0.08665424,-0.18463916,"('disliked', 'liked')",-6.1131096,-6.2713537,-3.0998819,-3.2279963,0.1281144
60,0.08221491,0.102995984,"('inefficient', 'efficient')",0.15800704,0.24258447,0.120111,0.1727902,-0.0526792
12,-0.08162931,-0.31754005,"('unsupportive', 'supportive')",-1.6457958,-1.8378308,-0.8637125,-1.0776854,0.2139729
65,-0.03935933,0.18610421,"('insecure', 'secure')",-0.20309323,-0.07331293,-0.1212263,0.0563956,-0.1776219
26,0.0076094717,0.06747754,"('hardhearted', 'benevolent')",1.932454,1.8706081,0.9700317,0.9690428,0.0009889
