,weatherford_male,weatherford_female,tuple,international_male,international_female,plc_male,plc_female,average_male,average_female,male-female
31,-1.0751323,-1.242584,"('evil', 'good')",-0.45653185,-0.37311757,-0.47302148,-0.26325303,-0.6682285,-0.6263182,-0.0419103
40,-1.0456853,-0.9038364,"('stingy', 'generous')",-0.010915395,0.04657401,-1.2867033,-1.3678144,-0.7811014,-0.7416923,-0.0394091
88,-1.0424595,-1.1708727,"('low', 'eminent')",-0.57734185,-0.5905691,0.060565203,0.056281816,-0.5197453,-0.5683866,0.0486413
85,-1.0378007,-1.5429547,"('insignificant', 'prestigious')",-0.91943705,-1.1146122,-0.4098088,-0.29285878,-0.7890155,-0.9834753,0.1944598
23,-1.0259427,-0.62802655,"('insincere', 'sincere')",-0.8522123,-0.5015319,3.5792906,3.9347618,0.5670452,0.9350678,-0.3680226
0,-1.0051093,-0.65980655,"('unsociable', 'sociable')",0.034716718,0.17132086,-0.4384855,-0.4895029,-0.469626,-0.3259962,-0.1436298
27,-1.0006554,-0.939064,"('hardhearted', 'softhearted')",-0.6467925,-0.48195842,0.05019899,0.048135012,-0.5324163,-0.4576291,-0.0747872
19,-0.99507684,-1.0775124,"('inhospitable', 'hospitable')",-1.115759,-1.0284914,-0.6859909,-0.5763039,-0.9322756,-0.8941026,-0.038173
63,-0.97421825,-0.45707953,"('unperceptive', 'insightful')",0.4685078,0.7948968,1.0367228,1.177173,0.1770041,0.5049968,-0.3279927
34,-0.876423,-0.6899897,"('mean', 'honorable')",0.0963942,0.38812664,3.5699172,3.9725885,0.9299628,1.2235752,-0.2936124
15,-0.86848444,-0.82341295,"('boring', 'funny')",0.056726836,0.2616572,-0.19564706,-0.005207585,-0.3358016,-0.1889878,-0.1468138
64,0.85017335,0.8955023,"('shy', 'confident')",0.867515,0.7273942,-3.9980056,-4.261748,-0.7601058,-0.8796171,0.1195113
26,-0.8343012,-0.9420308,"('hardhearted', 'benevolent')",1.4173285,1.4829366,2.660121,2.6615946,1.0810494,1.0675001,0.0135493
48,-0.82303715,-0.7206558,"('unintelligent', 'intelligent')",-0.6068344,-0.49970746,-0.4872565,-0.6075802,-0.6390427,-0.6093145,-0.0297282
43,-0.79934585,-0.40773475,"('irresponsible', 'responsible')",0.2092191,0.39660853,1.0979201,1.0592126,0.1692644,0.3493621,-0.1800977
3,-0.7855236,-0.7203781,"('repellent', 'pleasant')",-0.66577435,-0.6467133,-0.28128543,-0.5082083,-0.5775278,-0.6250999,0.0475721
49,-0.7820718,-0.6154251,"('unable', 'able')",-0.7244148,-0.5097469,-1.0399523,-0.92608166,-0.848813,-0.6837513,-0.1650617
21,-0.7693623,-0.33135822,"('immoral', 'moral')",-0.45525417,-0.37771007,-1.5794268,-1.62848,-0.9346811,-0.7791828,-0.1554983
75,0.72303826,0.68304783,"('meek', 'impulsive')",0.23642132,0.3024267,-0.8988753,-0.8005554,0.0201947,0.0616397,-0.041445
35,0.7136039,0.21970797,"('corrupt', 'incorrupt')",-0.483251,-0.78378415,-0.27899742,-0.3965887,-0.0162148,-0.3202216,0.3040068
47,-0.6837952,-0.44363222,"('stupid', 'smart')",-0.5904589,-0.39364856,4.1961746,4.460389,0.9739735,1.2077028,-0.2337293
44,0.6691983,0.502629,"('prejudiced', 'unprejudiced')",0.16294064,0.0010007322,-1.1311461,-1.3837166,-0.0996691,-0.2933623,0.1936932
87,0.66866904,0.5238714,"('unsuccessful', 'successful')",1.6130419,1.3816315,1.7546098,1.5926825,1.3454402,1.1660618,0.1793784
56,0.6586062,1.1576072,"('impractical', 'practical')",1.2129251,1.5665268,0.5979745,0.775682,0.8231686,1.1666053,-0.3434367
11,-0.65208286,-0.259088,"('unhelpful', 'helpful')",-0.06661068,0.21288705,1.0671312,1.3102399,0.1161459,0.4213463,-0.3052004
2,-0.6458971,-0.45704722,"('unlikable', 'likable')",0.88201237,0.9633452,0.3121867,0.33440387,0.1827673,0.280234,-0.0974667
5,-0.6161299,-0.70862246,"('distant', 'outgoing')",-0.096219204,-0.054306224,0.16190648,0.2809818,-0.1834809,-0.160649,-0.0228319
72,-0.61559635,-0.70658755,"('unambitious', 'ambitious')",-0.36083165,-0.44826806,0.83876294,0.8037691,-0.0458884,-0.1170288,0.0711404
81,0.6119139,0.91903067,"('submissive', 'aggressive')",0.3026284,0.34124923,-0.9226124,-1.1560779,-0.00269,0.034734,-0.037424
80,0.6119107,0.8666326,"('dominated', 'dominating')",0.26245704,0.18902752,0.77867126,0.5261737,0.551013,0.5272779,0.0237351
73,0.6035589,0.55694824,"('helpless', 'self-reliant')",0.57519835,0.52150214,-2.1764374,-2.2731435,-0.3325601,-0.398231,0.0656709
38,-0.5996888,-0.2857085,"('untruthful', 'truthful')",-0.6928975,-0.40823987,0.16299151,0.45889598,-0.3765316,-0.0783508,-0.2981808
67,0.5905881,0.53691477,"('doubtful', 'determined')",0.7034184,0.5848275,-0.12261534,-0.18592419,0.3904637,0.3119394,0.0785243
79,-0.5890528,-0.707369,"('wavering', 'unwavering')",-0.46297893,-0.4888576,-0.17276122,0.045677423,-0.4082643,-0.3835164,-0.0247479
12,-0.56427777,-0.15799046,"('unsupportive', 'supportive')",-0.06646286,0.14105153,-1.0942578,-0.9614163,-0.5749995,-0.3261184,-0.2488811
24,-0.5527196,-0.29854816,"('dishonest', 'honest')",-0.44721016,-0.23126222,0.44079447,0.49773034,-0.1863784,-0.0106933,-0.1756851
66,-0.51585525,-0.49493217,"('inactive', 'active')",1.3047117,1.2110959,1.0780307,1.2179459,0.6222957,0.6447032,-0.0224075
20,-0.49830285,-0.45814624,"('rough', 'thoughtful')",0.2902737,0.2738474,1.3803568,1.1825987,0.3907759,0.3327666,0.0580093
54,-0.4403066,-0.45520285,"('incapable', 'capable')",-0.21604384,-0.21627827,0.19297145,0.26574725,-0.1544597,-0.1352446,-0.0192151
71,0.43258128,0.30352825,"('diffident', 'self-confident')",0.7489628,0.7961844,0.45188916,0.5942169,0.5444777,0.5646431,-0.0201654
78,-0.40354678,-0.24140614,"('nonresilient', 'resilient')",0.60329986,0.59901446,0.71599144,0.7565195,0.3052482,0.371376,-0.0661278
58,-0.40194973,-0.339684,"('undiscriminating', 'discriminating')",0.8081198,0.811466,1.0285009,1.0464602,0.4782236,0.5060807,-0.0278571
16,-0.36393914,-0.67200196,"('unpopular', 'popular')",0.52884614,0.25283375,0.02026166,-0.028234504,0.0617229,-0.1491342,0.2108571
61,-0.35444584,-0.14757931,"('illogical', 'logical')",-0.05741644,0.051952228,0.9536638,1.0077977,0.1806005,0.3040569,-0.1234564
68,-0.3217702,-0.4130195,"('dependent', 'independent')",-0.010382656,-0.06155335,-1.0320722,-1.1995693,-0.4547417,-0.5580474,0.1033057
51,-0.3191578,-0.21158683,"('uneducated', 'educated')",0.42477477,0.47938854,0.098921254,0.03804897,0.0681794,0.1019502,-0.0337708
22,-0.28773984,0.30444494,"('untrustworthy', 'trustworthy')",-0.21797185,0.15170255,-0.5926408,-0.46456176,-0.3661175,-0.0028048,-0.3633127
76,0.27742472,0.5928614,"('anxious', 'daring')",0.62391925,0.6802085,-0.072503105,-0.16945933,0.2762803,0.3678702,-0.0915899
29,0.26572877,0.35203665,"('unfair', 'fair')",-0.006190108,0.11316035,-0.049547866,-0.024245135,0.0699969,0.146984,-0.0769871
62,-0.26254225,0.18171175,"('incompetent', 'brilliant')",0.5050124,0.8049979,0.41171724,0.4303033,0.2180625,0.4723376,-0.2542751
13,-0.2594167,0.2638871,"('impolite', 'polite')",0.62476146,0.91379553,-0.4211911,-0.23938634,-0.0186154,0.3127654,-0.3313808
65,-0.2558821,0.14812146,"('insecure', 'secure')",0.08376646,0.103980765,0.49941927,0.31700414,0.1091012,0.1897021,-0.0806009
74,-0.23313804,0.077554464,"('undedicated', 'dedicated')",0.61776096,0.84050846,0.97562844,1.0837427,0.4534171,0.6672686,-0.2138515
55,-0.22292116,0.18642062,"('incompetent', 'clever')",-0.6065735,-0.46994635,-0.09643759,-0.30106705,-0.3086441,-0.1948643,-0.1137798
69,0.22198492,-0.2420859,"('lazy', 'industrious')",1.8489984,1.6178236,0.2573401,0.2521228,0.7761079,0.5426201,0.2334878
14,0.21682146,0.4767642,"('antisocial', 'social')",1.0479213,1.0019954,0.59034675,0.36244947,0.6183631,0.6137364,0.0046267
59,-0.21585214,-0.3930483,"('foolish', 'wise')",-0.31115875,-0.36155143,-0.08507939,0.050762232,-0.2040301,-0.2346125,0.0305824
39,0.21499044,0.10648083,"('exploitative', 'cooperative')",0.34778404,0.26397327,0.6354627,0.41100258,0.3994124,0.2604856,0.1389268
7,-0.20639728,0.17045717,"('insensitive', 'sensitive')",-0.21942365,0.10675726,0.3622269,0.60370517,-0.021198,0.2936399,-0.3148379
30,-0.20040953,0.19333903,"('intolerant', 'tolerant')",0.2743675,0.5323108,0.2642867,0.27896366,0.1127482,0.3348712,-0.222123
70,-0.18334378,0.36792177,"('lethargic', 'energetic')",0.28458935,0.57949126,0.15589264,0.13251394,0.0857127,0.3599757,-0.274263
84,0.17156778,-0.011791253,"('inferior', 'superior')",0.8588055,0.590537,0.91594166,0.6984018,0.6487716,0.4257158,0.2230558
33,-0.16342154,-0.3071869,"('wrong', 'right')",0.7387843,0.5769491,0.14911366,0.09384295,0.2414922,0.1212017,0.1202905
82,-0.15998587,0.10070175,"('poor', 'rich')",-1.0607752,-0.8414825,4.3050847,4.619409,1.0281079,1.2928761,-0.2647682
83,-0.14693634,-0.23399357,"('powerless', 'powerful')",0.24686119,0.24846967,-0.3273536,-0.24738635,-0.0758096,-0.0776368,0.0018272
42,0.11948465,0.4855141,"('unreliable', 'reliable')",0.28683555,0.38904554,-1.7841414,-1.9510108,-0.4592737,-0.3588171,-0.1004566
4,0.094155274,0.18170735,"('disliked', 'liked')",0.31708074,0.43648753,-3.8843868,-3.901889,-1.1577169,-1.0945648,-0.0631521
37,0.046970937,0.2601539,"('fake', 'genuine')",-0.65954906,-0.5308988,0.66517127,0.7694569,0.0175311,0.1662373,-0.1487062
46,0.045933265,0.6648823,"('uncompetitive', 'competitive')",0.72535104,0.9227058,-0.21013689,-0.257949,0.1870491,0.443213,-0.2561639
17,0.037388377,0.10898775,"('nasty', 'nice')",-1.0594013,-1.0292827,-1.4464539,-1.4218427,-0.8228223,-0.7807125,-0.0421098
50,-0.022853553,-0.1161656,"('clumsy', 'skillful')",-0.52161723,-0.68029815,-0.5315319,-0.5263747,-0.3586675,-0.4409461,0.0822786
45,0.009509519,0.474259,"('incompetent', 'competent')",0.36604786,0.7624843,1.2706113,1.3916136,0.5487229,0.876119,-0.3273961
60,0.0034512216,0.4319919,"('inefficient', 'efficient')",0.50431174,0.78337866,-0.057265952,-0.16702119,0.1501657,0.3494498,-0.1992841
