,amazon_male,amazon_female,tuple,com_male,com_female,inc_male,inc_female,average_male,average_female,male-female
63,0.47869945,0.86636543,"('unperceptive', 'insightful')",0.5457581,0.5029754,1.2634028,1.479302,0.7626201,0.9495476,-0.1869275
7,-0.47495916,-0.20389971,"('insensitive', 'sensitive')",-0.03438271,0.19053487,0.6064284,0.7485125,0.0323622,0.2450492,-0.212687
16,0.4746503,0.5022819,"('unpopular', 'popular')",0.34326154,0.4943739,0.94288164,0.9038841,0.5869311,0.6335133,-0.0465822
38,0.42568168,0.73179394,"('untruthful', 'truthful')",0.37295553,0.44745764,-0.047340654,0.12129915,0.2504322,0.4335169,-0.1830847
83,0.41431937,0.46987948,"('powerless', 'powerful')",0.00012578815,0.01671191,-0.75251055,-0.8674781,-0.1126885,-0.1269622,0.0142737
34,0.34739783,0.5420621,"('mean', 'honorable')",0.4906703,0.6176678,6.2611103,6.3024154,2.3663928,2.4873818,-0.120989
18,0.3340881,0.5589498,"('disagreeable', 'welcoming')",-1.2704757,-1.3036277,-0.57204103,-0.49338788,-0.5028096,-0.4126886,-0.090121
67,0.32955885,0.3412174,"('doubtful', 'determined')",0.22773089,0.21500413,-0.65538895,-0.55597806,-0.0326997,8.12e-05,-0.0327809
15,-0.31999364,-0.40090412,"('boring', 'funny')",0.3999842,0.50340384,0.17611974,0.19865493,0.0853701,0.1003849,-0.0150148
60,0.31474763,0.88169503,"('inefficient', 'efficient')",1.9232416,1.979309,0.5652304,1.0587162,0.9344065,1.3065734,-0.3721669
30,0.31196666,0.6631235,"('intolerant', 'tolerant')",1.5892378,1.7236841,0.9910357,1.2167133,0.96408,1.2011736,-0.2370936
48,-0.30452484,0.044557624,"('unintelligent', 'intelligent')",0.41510403,0.40486896,0.8420337,0.7477865,0.3175376,0.3990711,-0.0815335
17,-0.27808443,-0.34883004,"('nasty', 'nice')",0.16388857,0.26231954,-0.7354465,-0.8675489,-0.2832141,-0.3180198,0.0348057
87,-0.26319164,-0.4159094,"('unsuccessful', 'successful')",0.40949148,0.29786095,0.47867998,0.5494174,0.2083266,0.1437896,0.064537
42,-0.26267934,-0.14554347,"('unreliable', 'reliable')",-0.15553072,-0.14310661,-2.81199,-2.6785758,-1.0767334,-0.9890753,-0.0876581
77,-0.24621376,-0.20024258,"('unmotivated', 'motivated')",0.397216,0.5355087,-0.5714719,-0.3003814,-0.1401566,0.0116282,-0.1517848
41,-0.23610541,0.06774046,"('unforgiving', 'forgiving')",0.20127885,0.030253243,-0.73466444,-0.6359353,-0.256497,-0.1793139,-0.0771831
27,0.22263595,0.19150954,"('hardhearted', 'softhearted')",-0.73555607,-0.68678606,1.1710969,1.0645957,0.2193923,0.1897731,0.0296192
75,-0.21681519,-0.21570688,"('meek', 'impulsive')",-0.13997895,-0.059483513,0.00973928,0.027254328,-0.1156849,-0.0826454,-0.0330395
49,0.21518174,0.50464225,"('unable', 'able')",-0.4218735,-0.3399021,-0.062578976,-0.03724418,-0.0897569,0.0424987,-0.1322556
19,0.20603369,-0.002678968,"('inhospitable', 'hospitable')",-0.08327438,-0.051142376,-0.22680789,-0.2579164,-0.0346829,-0.1039126,0.0692297
29,-0.16808306,-0.06790301,"('unfair', 'fair')",0.22507599,0.3026871,-0.7863778,-0.90610796,-0.2431283,-0.2237746,-0.0193537
86,0.15874746,0.39363948,"('uninfluential', 'influential')",-0.32280192,-0.4555993,-0.25756294,-0.2902342,-0.1405391,-0.117398,-0.0231411
4,-0.12450905,0.004023632,"('disliked', 'liked')",-1.3675867,-1.2633016,-6.38515,-6.2029877,-2.6257486,-2.4874218,-0.1383268
23,0.111401804,0.536017,"('insincere', 'sincere')",0.39214122,0.51132596,5.743616,5.840684,2.0823863,2.2960091,-0.2136228
72,-0.09956481,0.22623964,"('unambitious', 'ambitious')",-1.353042,-1.293678,-1.2676171,-1.0806555,-0.9067413,-0.7160312,-0.1907101
52,-0.08929008,-0.35020685,"('irrational', 'rational')",-0.22680517,-0.3055994,-0.461606,-0.7971928,-0.2592338,-0.484333,0.2250992
88,0.080609344,0.062918246,"('low', 'eminent')",-0.69484425,-0.68047875,0.35065266,0.4521387,-0.0878608,-0.0551406,-0.0327202
31,-0.067882136,-0.3206276,"('evil', 'good')",-0.12615487,-0.21229483,-1.6415938,-1.9706955,-0.6118769,-0.8345393,0.2226624
56,0.06249906,0.39542967,"('impractical', 'practical')",1.0926776,1.2398323,-0.40008578,0.05463648,0.2516969,0.5632995,-0.3116026
47,0.05230652,0.09882057,"('stupid', 'smart')",1.008738,0.9884353,5.379952,5.347721,2.1469989,2.1449924,0.0020065
20,-0.049284756,0.046820357,"('rough', 'thoughtful')",0.0013932344,-0.057855953,0.93629146,0.60681003,0.2961333,0.1985915,0.0975418
