,zimmer_male,zimmer_female,tuple,biomet_male,biomet_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
69,1.1686121,1.6147085,"('lazy', 'industrious')",1.6589441,1.74617,0.30334622,0.70654935,-0.45907712,-0.32446694,0.6679563,0.9357402,-0.2677839
59,1.0883042,1.3591902,"('foolish', 'wise')",0.2999766,0.3422224,-1.0252808,-0.34248003,-0.030328775,0.3509954,0.0831678,0.427482,-0.3443142
53,-1.0828284,-0.9392481,"('uncreative', 'creative')",-1.9749843,-1.6495562,0.44689375,0.7651544,1.3428142,1.5920479,-0.3170262,-0.0579005,-0.2591257
9,-1.0816877,-0.83427566,"('unaffectionate', 'caring')",-0.5568404,-0.31163216,-0.23249048,0.33444446,0.9357544,1.4178696,-0.2338161,0.1516015,-0.3854176
55,-1.0577477,-1.4780536,"('incompetent', 'clever')",-0.45090184,-0.41426197,0.6171439,0.39411637,0.1822746,0.12360557,-0.1773078,-0.3436484,0.1663406
13,-1.0395304,-1.3045986,"('impolite', 'polite')",0.373168,0.255342,0.6460789,0.24610704,0.30121854,0.23462874,0.0702338,-0.1421302,0.212364
7,-0.9934813,-0.9792426,"('insensitive', 'sensitive')",-0.4453065,-0.32398164,0.5367748,0.42645985,0.48481104,0.60984087,-0.1043005,-0.0667309,-0.0375696
77,-0.99158293,-0.8966102,"('unmotivated', 'motivated')",-0.32516944,-0.2195828,1.3866979,1.0323849,-0.70114934,-0.9217221,-0.157801,-0.2513826,0.0935816
14,-0.9849057,-1.3650529,"('antisocial', 'social')",-0.031228375,-0.19234988,2.043139,1.7589437,-0.5841932,-0.7164913,0.1107029,-0.1287376,0.2394405
46,-0.8993822,-1.4428741,"('uncompetitive', 'competitive')",-0.8250705,-0.8750123,1.8938494,1.1025858,0.7813643,0.24494125,0.2376902,-0.2425898,0.48028
81,-0.8867234,-1.6181684,"('submissive', 'aggressive')",0.030278638,-0.37988427,1.1699848,0.4513557,-0.25809884,-0.7342188,0.0138603,-0.5702289,0.5840892
38,-0.8765559,-0.8304173,"('untruthful', 'truthful')",-0.07072128,-0.07835887,-1.2553293,-1.0328112,-0.043064527,0.24034615,-0.5614178,-0.4253103,-0.1361075
85,0.8525282,1.2034775,"('insignificant', 'prestigious')",0.27069175,0.3876452,-0.56936824,-0.07431657,0.1353248,0.35248357,0.1722941,0.4673224,-0.2950283
31,-0.8030058,-0.14944856,"('evil', 'good')",-0.6773087,-0.53687894,-2.2089548,-1.5105829,-1.6956687,-1.2135915,-1.3462346,-0.8526255,-0.4936091
22,-0.7987364,-1.0043409,"('untrustworthy', 'trustworthy')",-0.28487095,-0.3277768,0.33759785,0.2628673,-0.9583103,-1.0618116,-0.4260799,-0.5327655,0.1066856
44,0.7771629,0.6819932,"('prejudiced', 'unprejudiced')",0.16470993,0.059605837,-0.5328924,-0.55448025,-1.5397832,-1.6840503,-0.2827007,-0.3742329,0.0915322
25,-0.6998054,-0.28601223,"('egoistic', 'altruistic')",0.21662469,0.4284012,0.16017917,0.5783949,1.2864512,1.4263093,0.2408624,0.5367733,-0.2959109
32,-0.6896524,-0.7981681,"('unkind', 'kind')",0.8118791,0.9490506,0.80691075,0.89029145,1.1694384,1.3592124,0.524644,0.6000966,-0.0754526
18,-0.68498355,-0.39557254,"('disagreeable', 'welcoming')",-0.49209586,-0.34762016,-0.4656798,0.115878604,-0.34933537,-0.006526608,-0.4980236,-0.1584602,-0.3395634
42,0.6813526,0.5778486,"('unreliable', 'reliable')",0.51623225,0.45740974,1.3819767,1.4687799,-1.8895167,-2.076859,0.1725112,0.1067948,0.0657164
33,0.65042263,0.87615895,"('wrong', 'right')",0.8966099,0.9588437,0.050470814,0.31338087,-0.69715637,-0.5931631,0.2250868,0.3888052,-0.1637184
84,0.63061255,0.72635865,"('inferior', 'superior')",0.29180795,0.35677096,0.446037,0.47552124,0.98893243,1.13629,0.5893475,0.6737352,-0.0843877
88,-0.6257527,-0.7757212,"('low', 'eminent')",0.08821351,0.07242272,0.09746921,0.08603589,0.41523886,0.46797302,-0.0062078,-0.0373224,0.0311146
40,-0.6070862,-0.49463487,"('stingy', 'generous')",0.03994799,0.19883172,0.3062597,0.66333556,-0.95234084,-0.9047782,-0.3033049,-0.1343114,-0.1689935
26,-0.60638946,-0.7723371,"('hardhearted', 'benevolent')",0.1201897,0.21080525,1.2333591,1.5775039,1.3977377,1.613182,0.5362242,0.6572886,-0.1210644
67,0.584462,0.34829298,"('doubtful', 'determined')",0.71898615,0.5035165,0.870347,0.7469424,-0.46314383,-0.51125485,0.4276628,0.2718742,0.1557886
76,-0.58369476,-1.0511763,"('anxious', 'daring')",-0.57379913,-0.70075333,1.4315615,0.8383131,0.7605981,0.51679295,0.2586665,-0.0992059,0.3578724
30,-0.5800438,-0.89629483,"('intolerant', 'tolerant')",0.12784606,0.09185471,1.5225044,1.3703889,1.0210829,1.0467874,0.5228474,0.403184,0.1196634
61,-0.5648812,-0.577953,"('illogical', 'logical')",-0.63320696,-0.6450485,0.020985786,-0.1878806,0.26258707,0.3414827,-0.2286288,-0.2673498,0.038721
43,-0.5454332,-0.83142924,"('irresponsible', 'responsible')",0.055942453,0.09178342,-0.32004446,-0.16887851,0.62894565,0.78480613,-0.0451474,-0.0309296,-0.0142178
16,0.52808034,0.72372425,"('unpopular', 'popular')",-0.018357906,0.0027117133,-0.6192404,-0.50123614,0.4709496,0.42128694,0.0903579,0.1616217,-0.0712638
79,-0.47863117,-0.2530918,"('wavering', 'unwavering')",-0.049823567,-0.005850507,-2.2781894,-1.9899126,-0.20536537,-0.102378495,-0.7530024,-0.5878084,-0.165194
78,-0.4652988,-0.29978263,"('nonresilient', 'resilient')",0.09209981,0.20109706,1.0296618,0.6850221,0.80937034,0.59007394,0.3664583,0.2941026,0.0723557
62,-0.4313089,-0.73026735,"('incompetent', 'brilliant')",-0.30101255,-0.39518428,0.6005329,0.41218904,0.077747196,-0.0035135262,-0.0135103,-0.179194,0.1656837
4,0.4282876,0.6387618,"('disliked', 'liked')",-0.02492439,-0.029473443,0.06130872,0.11777866,-5.021509,-5.309224,-1.1392093,-1.1455393,0.00633
87,0.42160863,0.23989694,"('unsuccessful', 'successful')",0.17025277,-0.021274183,1.3297907,0.72018003,0.7431806,0.58984977,0.6662081,0.3821631,0.284045
80,0.40252185,-0.24473529,"('dominated', 'dominating')",-0.38784197,-0.683138,1.3222805,0.55485547,-0.90488994,-1.2781641,0.1080176,-0.4127955,0.5208131
29,0.395168,0.65146655,"('unfair', 'fair')",-0.30868867,-0.21707524,-0.77073085,-0.49876335,-0.88081324,-0.50338453,-0.3912662,-0.1419391,-0.2493271
49,-0.37348062,-0.30593365,"('unable', 'able')",0.009699486,0.0470742,-0.36361307,-0.4277721,-0.25541106,-0.29705566,-0.2457013,-0.2459218,0.0002205
51,-0.36098263,-0.77720916,"('uneducated', 'educated')",-0.2442542,-0.26399836,0.9991678,0.7466762,0.71396637,0.5390581,0.2769743,0.0611317,0.2158426
27,-0.355691,-0.28787863,"('hardhearted', 'softhearted')",-0.63985306,-0.46975702,0.73813623,0.9229219,1.3076668,1.6138579,0.2625647,0.444786,-0.1822213
82,-0.32464266,-0.44892293,"('poor', 'rich')",-0.6628903,-0.5497979,1.0428404,1.1174847,5.8498325,6.089529,1.476285,1.5520732,-0.0757882
6,-0.32413355,0.16922234,"('distant', 'open')",-0.46336097,-0.19396695,-1.7171062,-0.9011395,0.40595403,0.8893194,-0.5246617,-0.0091412,-0.5155205
47,0.28900647,-0.1397259,"('stupid', 'smart')",1.1105971,0.9320315,0.80320966,0.7913642,4.9901724,5.081242,1.7982464,1.6662279,0.1320185
71,0.28646275,0.6968326,"('diffident', 'self-confident')",1.4503311,1.5663545,0.7343782,1.172212,0.46439552,0.6243445,0.7338919,1.0149359,-0.281044
65,-0.28634137,-0.5593977,"('insecure', 'secure')",-0.7442997,-0.7883703,0.61291206,0.37600744,-0.08138313,-0.10230559,-0.124778,-0.2685165,0.1437385
17,-0.28146875,-0.22039932,"('nasty', 'nice')",0.09442074,0.083711766,-1.4491968,-1.1909122,-0.8511571,-0.8836627,-0.6218505,-0.5528156,-0.0690349
34,-0.27493125,-0.3713848,"('mean', 'honorable')",-0.21630399,-0.19592525,-0.06360239,-0.06983931,5.8952413,5.989909,1.3351009,1.33819,-0.0030891
74,-0.25768587,-0.47651762,"('undedicated', 'dedicated')",0.025198469,0.08984062,-0.0405406,0.10797089,0.42450994,0.36997548,0.0378705,0.0228173,0.0150532
2,0.21861936,0.16075203,"('unlikable', 'likable')",0.49265325,0.4775887,1.5769768,1.8664156,0.8392218,0.962827,0.7818678,0.8668959,-0.0850281
56,0.19198482,-0.09445007,"('impractical', 'practical')",1.0374476,1.0506941,0.2487566,0.024519652,0.000556238,-0.064407334,0.3696863,0.2290891,0.1405972
39,0.16132435,0.21223024,"('exploitative', 'cooperative')",0.5333879,0.55450046,-0.06156359,-0.04855066,-0.30028164,-0.21693644,0.0832168,0.1253109,-0.0420941
5,0.16106644,0.5964339,"('distant', 'outgoing')",-0.38234082,-0.1679152,-1.35889,-0.51217747,-0.30822754,0.13580997,-0.472098,0.0130378,-0.4851358
66,0.1580407,0.062547095,"('inactive', 'active')",-0.76624763,-0.89095044,1.1623496,1.1333654,1.2683036,1.2343122,0.4556116,0.3848186,0.070793
68,0.1535229,0.07572208,"('dependent', 'independent')",-1.2130405,-1.1653924,-0.13105424,-0.24960265,-0.24499923,-0.30364886,-0.3588928,-0.4107305,0.0518377
37,-0.10274766,-0.29491287,"('fake', 'genuine')",0.14713928,0.11183424,0.4613161,0.42184788,0.7911897,0.93131095,0.3242244,0.29252,0.0317044
52,0.097154036,0.3590102,"('irrational', 'rational')",-0.312239,-0.4520449,-1.7077575,-1.4864167,-0.47571918,-0.22118771,-0.5996404,-0.4501598,-0.1494806
64,-0.06153877,0.09294525,"('shy', 'confident')",-0.29522458,-0.3458526,0.99616396,0.9093032,-5.497316,-5.7684073,-1.2144789,-1.2780029,0.063524
36,-0.05467295,0.38678437,"('hostile', 'amicable')",-0.5134348,-0.39242017,-1.6225873,-1.2510782,0.0029952414,0.21520948,-0.5469249,-0.2603762,-0.2865487
70,-0.05067032,-0.5513636,"('lethargic', 'energetic')",-0.19873434,-0.33194023,1.4574273,1.2973226,1.2489282,0.9086893,0.6142377,0.330677,0.2835607
60,0.04661847,-0.38352847,"('inefficient', 'efficient')",0.6610573,0.66452456,1.2533501,0.8580913,0.33307034,0.3117942,0.5735241,0.3627204,0.2108037
20,-0.04483158,-0.14238076,"('rough', 'thoughtful')",-0.0068027964,0.0043302896,0.63299435,0.6953658,1.0414537,1.027797,0.4057034,0.3962781,0.0094253
58,-0.04283338,-0.4346257,"('undiscriminating', 'discriminating')",-1.3311045,-1.3968409,0.6442945,0.55414665,0.03797757,-0.02110463,-0.1729164,-0.3246062,0.1516898
83,0.028268334,-0.099704616,"('powerless', 'powerful')",-0.09565819,-0.22858346,0.41979057,0.17374071,-0.6129052,-0.86325413,-0.0651261,-0.2544504,0.1893243
19,0.023232333,0.21497235,"('inhospitable', 'hospitable')",-1.0002091,-0.8365738,-1.4383053,-0.8964496,-0.2373483,0.115060166,-0.6631576,-0.3507477,-0.3124099
15,-0.011967123,-0.09263139,"('boring', 'funny')",0.7621607,0.67952347,-1.2546757,-0.9287111,0.29790968,0.52278686,-0.0516431,0.045242,-0.0968851
54,-0.0037220884,0.16751303,"('incapable', 'capable')",0.10242611,0.1144831,-0.020592397,0.26869482,0.6596164,0.7531075,0.184432,0.3259496,-0.1415176
75,0.0034181029,0.053057317,"('meek', 'impulsive')",-0.4223991,-0.49432492,-0.64390284,-0.5505631,-0.42025387,-0.5876672,-0.3707844,-0.3948745,0.0240901
