,constellation_male,constellation_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
81,0.4999172,0.37243482,"('submissive', 'aggressive')",1.327425,1.0049721,0.45456102,0.1879287,0.7606344,0.5217785,0.2388559
80,0.49134773,0.47929168,"('dominated', 'dominating')",0.91264653,0.7775991,-0.7237628,-0.9069489,0.2267438,0.1166473,0.1100965
79,-0.47734073,-0.5738701,"('wavering', 'unwavering')",-1.7952834,-1.4788796,-0.09565295,-0.23806708,-0.7894258,-0.7636056,-0.0258202
34,0.47279033,0.42756984,"('mean', 'honorable')",-0.007045582,0.073351555,5.3199162,5.803026,1.9285536,2.1013158,-0.1727622
49,0.45275295,0.46646336,"('unable', 'able')",0.5143524,0.46628237,-0.26691952,-0.11984554,0.2333953,0.2709667,-0.0375714
87,0.42963997,-0.021331921,"('unsuccessful', 'successful')",2.1827843,1.7855765,0.97250354,0.6346673,1.194976,0.7996373,0.3953387
83,0.42525816,0.19199902,"('powerless', 'powerful')",0.81892335,0.61338943,-0.4815322,-0.67280644,0.2542164,0.044194,0.2100224
33,-0.42205024,-0.05845879,"('wrong', 'right')",0.25798637,0.5618037,-1.0156655,-0.77625245,-0.3932432,-0.0909692,-0.302274
14,0.42114592,0.08200717,"('antisocial', 'social')",1.2467488,0.7425221,-0.4284866,-0.8894731,0.413136,-0.0216479,0.4347839
53,0.40708297,0.5200003,"('uncreative', 'creative')",0.8794774,1.0542445,0.92472833,1.1032069,0.7370962,0.8924839,-0.1553877
27,0.3894534,0.757869,"('hardhearted', 'softhearted')",-0.08552757,0.15447567,0.63701177,1.0710449,0.3136459,0.6611299,-0.347484
0,0.33486006,0.061139543,"('unsociable', 'sociable')",1.5901589,1.211107,-0.081878066,-0.3647188,0.6143803,0.3025093,0.311871
61,0.27852157,0.34047136,"('illogical', 'logical')",-0.020166712,-0.13119048,-0.29606757,-0.27146372,-0.0125709,-0.0207276,0.0081567
48,0.26391903,0.38974342,"('unintelligent', 'intelligent')",-0.28310472,-0.19955987,0.31841162,0.472926,0.099742,0.2210365,-0.1212945
12,0.21487652,0.6414703,"('unsupportive', 'supportive')",0.78994584,1.1756086,-1.4532974,-1.1713855,-0.1494917,0.2152311,-0.3647228
32,0.19936028,0.33559713,"('unkind', 'kind')",1.1494266,1.1134105,0.9205377,0.9418134,0.7564415,0.7969403,-0.0404988
9,0.19500504,0.60234106,"('unaffectionate', 'caring')",-0.02256123,0.47827834,0.0871484,0.6730047,0.0865307,0.5845413,-0.4980106
41,-0.18663254,-0.111236475,"('unforgiving', 'forgiving')",-0.19167735,-0.034615986,-0.06715314,0.043060627,-0.1484877,-0.0342639,-0.1142238
2,0.1857957,-0.09537049,"('unlikable', 'likable')",1.1969818,0.9132055,0.9415135,0.6046497,0.7747637,0.4741616,0.3006021
18,-0.16448739,-0.07658049,"('disagreeable', 'welcoming')",-0.6755341,-0.49126732,-0.5756137,-0.5379663,-0.4718784,-0.3686047,-0.1032737
42,0.14047222,0.27106982,"('unreliable', 'reliable')",1.1587563,0.9985506,-1.5064867,-1.7707955,-0.0690861,-0.1670583,0.0979722
22,0.1338452,0.34703773,"('untrustworthy', 'trustworthy')",0.71707547,0.53790504,-0.9391015,-0.8659027,-0.0293936,0.0063467,-0.0357403
73,0.1283962,0.1670386,"('helpless', 'self-reliant')",0.8411935,0.8863221,-2.8415613,-2.8977242,-0.6239905,-0.6147878,-0.0092027
51,0.09639022,0.059209265,"('uneducated', 'educated')",0.49229717,0.24715425,0.70460665,0.49114752,0.431098,0.265837,0.165261
38,-0.09411114,0.19391969,"('untruthful', 'truthful')",-0.5335678,-0.1560369,0.011062168,0.060236692,-0.2055389,0.0327065,-0.2382454
44,-0.08020801,-0.47644824,"('prejudiced', 'unprejudiced')",0.22903946,0.012941528,-0.78362453,-1.0996207,-0.2115977,-0.5210425,0.3094448
28,-0.072926015,0.013001084,"('disloyal', 'loyal')",-0.45488542,-0.41657022,1.0161549,0.9212022,0.1627812,0.1725444,-0.0097632
82,-0.06972374,-0.1482367,"('poor', 'rich')",0.9341068,0.8332064,6.0392923,6.045082,2.3012252,2.2433507,0.0578745
64,0.060604297,-0.024825154,"('shy', 'confident')",0.5894488,0.21046175,-4.6806536,-5.305106,-1.3435335,-1.7064899,0.3629564
26,0.05701237,0.034847252,"('hardhearted', 'benevolent')",0.5840927,0.6921884,1.0830451,1.1183372,0.5747167,0.6151243,-0.0404076
13,-0.03831715,0.3775633,"('impolite', 'polite')",1.0836935,1.092768,-0.02077853,0.07697825,0.3415326,0.5157698,-0.1742372
37,-0.035186373,0.060921345,"('fake', 'genuine')",-0.19025873,-0.15820038,0.12596579,0.376564,-0.0331598,0.093095,-0.1262548
86,0.0049664006,0.20028488,"('uninfluential', 'influential')",0.4292025,0.45379722,0.30581063,0.31811783,0.2466598,0.3240666,-0.0774068
68,0.000174433,-0.12595317,"('dependent', 'independent')",-0.1508315,-0.33830744,-0.41937798,-0.4392435,-0.1900117,-0.301168,0.1111563
