,federated_male,federated_female,tuple,hermes_male,hermes_female,inc_male,inc_female,average_male,average_female,male-female
53,-2.6095958,-2.300448,"('uncreative', 'creative')",-0.374305,-0.3262692,0.731203,0.5603714,-0.7508992,-0.6887819,-0.0621173
8,-2.4687548,-2.2793658,"('unaffectionate', 'affectionate')",-0.8488448,-0.6175595,0.92100376,0.9148896,-0.7988652,-0.6606785,-0.1381867
1,-2.0857294,-1.9543468,"('unfriendly', 'friendly')",1.0225117,0.6360914,2.397309,1.8821912,0.4446971,0.1879786,0.2567185
16,-1.7539213,-1.3883389,"('unpopular', 'popular')",-2.2818484,-1.9994739,0.13462877,0.13446245,-1.3003802,-1.0844502,-0.21593
39,1.7126747,1.6477697,"('exploitative', 'cooperative')",2.3769372,2.274523,0.20608477,0.31216556,1.4318989,1.4114861,0.0204128
82,-1.698119,-1.3075826,"('poor', 'rich')",-0.4733866,-0.12072203,5.9856377,6.471848,1.2713773,1.6811811,-0.4098038
31,-1.6813527,-1.7242554,"('evil', 'good')",-1.2638849,-1.2116652,-0.7294688,-1.271622,-1.2249022,-1.4025141,0.1776119
86,-1.6499933,-1.6111552,"('uninfluential', 'influential')",1.4301312,1.2645191,-0.1926944,-0.46390587,-0.1375188,-0.2701806,0.1326618
9,-1.4891005,-1.4185297,"('unaffectionate', 'caring')",0.43226913,0.352971,1.4228716,1.2751691,0.1220134,0.0698701,0.0521433
67,1.4543252,1.4284813,"('doubtful', 'determined')",-0.5199662,-0.2208561,-0.8426743,-0.45216414,0.0305616,0.2518204,-0.2212588
61,-1.3639584,-1.217047,"('illogical', 'logical')",0.9851489,0.94162774,0.08165996,0.029759275,-0.0990498,-0.0818867,-0.0171631
56,1.2947749,1.7505891,"('impractical', 'practical')",2.3154645,2.4634426,-0.6343924,0.04284686,0.9919491,1.4189595,-0.4270104
18,-1.2779307,-1.1116439,"('disagreeable', 'welcoming')",-0.38823384,-0.13674629,-0.35913664,-0.3672473,-0.6751004,-0.5385458,-0.1365546
48,-1.2772385,-1.210319,"('unintelligent', 'intelligent')",0.8493642,0.71325046,0.37539116,0.20847084,-0.0174944,-0.0961993,0.0787049
6,-1.2746537,-1.2312317,"('distant', 'open')",-0.83800113,-0.9435644,0.45615172,0.18319717,-0.5521677,-0.6638663,0.1116986
73,1.2224973,1.3841507,"('helpless', 'self-reliant')",1.0517615,0.936898,-3.1417708,-3.114225,-0.2891707,-0.2643921,-0.0247786
78,-1.1537285,-0.83854926,"('nonresilient', 'resilient')",-0.123801395,0.045636058,-0.0044244975,-0.21102954,-0.4273181,-0.3346476,-0.0926705
68,-1.1512868,-1.0108917,"('dependent', 'independent')",0.13032258,0.20751218,-0.52443266,-0.57464707,-0.5151323,-0.4593422,-0.0557901
41,-1.0492741,-0.5951461,"('unforgiving', 'forgiving')",0.59873825,0.78635097,0.18526688,0.092570536,-0.088423,0.0945918,-0.1830148
29,-1.0408219,-1.0401585,"('unfair', 'fair')",-0.9144808,-0.8461031,-0.32892808,-0.5859246,-0.7614102,-0.824062,0.0626518
10,-1.0310125,-0.998855,"('unsympathetic', 'sympathetic')",-0.03535583,0.038284935,-0.36583138,-0.22757655,-0.4773999,-0.3960489,-0.081351
27,-1.0181329,-1.415344,"('hardhearted', 'softhearted')",0.52154076,0.34289593,1.8078276,1.3794707,0.4370785,0.1023409,0.3347376
85,-0.96460706,-0.8142022,"('insignificant', 'prestigious')",-1.3655281,-1.4335942,0.55835927,0.16956028,-0.5905919,-0.6927454,0.1021535
45,-0.95193607,-0.71190155,"('incompetent', 'competent')",1.1907916,1.1735557,-0.48122537,-0.40876684,-0.0807899,0.0176291,-0.098419
80,0.9343445,0.75603074,"('dominated', 'dominating')",0.80269945,0.5843063,-1.5025108,-1.2640619,0.0781777,0.025425,0.0527527
55,-0.9215297,-0.72379065,"('incompetent', 'clever')",1.0512196,1.0068914,-0.30404145,-0.030050691,-0.0581172,0.08435,-0.1424672
57,-0.8713346,-1.0850195,"('unimaginative', 'imaginative')",0.12160591,-0.19141252,-2.493247,-2.8596015,-1.0809919,-1.3786778,0.2976859
54,-0.85050046,-0.9572643,"('incapable', 'capable')",-0.35887608,-0.5097333,1.0379509,1.263348,-0.0571419,-0.0678832,0.0107413
22,-0.8251926,-0.6693434,"('untrustworthy', 'trustworthy')",-0.2824375,-0.3602183,-1.1572359,-1.001244,-0.7549553,-0.6769352,-0.0780201
24,-0.8176179,-0.8742547,"('dishonest', 'honest')",0.1633296,0.13123438,0.63447565,0.84436154,-0.0066042,0.0337804,-0.0403846
25,-0.81761277,-0.6937717,"('egoistic', 'altruistic')",-0.21397933,-0.017983373,1.5355734,1.4233204,0.1679937,0.2371884,-0.0691947
75,-0.7419004,-0.4927118,"('meek', 'impulsive')",-1.8483087,-1.7391461,-0.56203216,-0.47825608,-1.0507471,-0.9033713,-0.1473758
15,-0.72779214,-0.79748017,"('boring', 'funny')",-0.09155065,-0.17442878,0.58545214,0.46646053,-0.0779636,-0.1684828,0.0905192
11,-0.7078108,-0.44604355,"('unhelpful', 'helpful')",0.6974149,0.80416673,2.212256,2.49208,0.7339533,0.9500677,-0.2161144
38,-0.6885029,-0.24082322,"('untruthful', 'truthful')",0.40882677,0.46597877,-0.060255673,0.27863574,-0.1133106,0.1679304,-0.281241
5,-0.68342173,-0.67566967,"('distant', 'outgoing')",-0.83299613,-0.8913772,-0.2742235,-0.48435748,-0.5968804,-0.6838015,0.0869211
14,0.67193484,0.84536076,"('antisocial', 'social')",1.2649469,1.3005453,-0.88966715,-0.6293242,0.3490715,0.5055273,-0.1564558
52,-0.66293705,-0.7188616,"('irrational', 'rational')",-0.8638882,-0.63305485,0.14846446,-0.0749765,-0.4594536,-0.475631,0.0161774
36,-0.62311107,-0.5515703,"('hostile', 'amicable')",-0.7941621,-0.75868946,0.6052376,0.2344471,-0.2706785,-0.3586042,0.0879257
35,-0.6189923,-0.62523353,"('corrupt', 'incorrupt')",-1.4286098,-1.4352491,-0.21306437,-0.48570698,-0.7535555,-0.8487298,0.0951743
84,0.6051595,0.6050542,"('inferior', 'superior')",0.39991042,0.5474231,0.84751034,0.7677963,0.6175268,0.6400912,-0.0225644
28,-0.58463204,-0.6185918,"('disloyal', 'loyal')",0.1438322,0.19861424,1.0431399,0.9539089,0.20078,0.1779771,0.0228029
72,-0.5385416,-0.49457192,"('unambitious', 'ambitious')",1.1341215,1.0389754,-0.9706809,-0.821334,-0.1250337,-0.0923102,-0.0327235
83,0.49921796,0.66715914,"('powerless', 'powerful')",0.032537133,0.05945974,-1.1767809,-1.0784776,-0.2150086,-0.1172862,-0.0977224
64,0.4942432,0.22823457,"('shy', 'confident')",-0.43958366,-0.6126424,-7.1434984,-7.0364914,-2.3629464,-2.4736331,0.1106867
43,-0.4874608,-0.25313696,"('irresponsible', 'responsible')",1.6941829,1.5499756,0.27497903,0.7220761,0.4939003,0.6729716,-0.1790713
21,-0.47956482,0.052941337,"('immoral', 'moral')",0.27947274,0.52776384,-1.1348289,-0.7074481,-0.4449737,-0.0422477,-0.402726
30,0.45682928,0.7264542,"('intolerant', 'tolerant')",0.9406183,1.1142886,0.93211454,1.2916862,0.7765207,1.044143,-0.2676223
26,0.4522166,0.07178778,"('hardhearted', 'benevolent')",2.523654,2.110551,1.9535462,1.4169084,1.6431389,1.1997492,0.4433897
76,-0.44735214,-0.3541839,"('anxious', 'daring')",0.407698,0.47775817,-0.16931108,0.24262056,-0.0696551,0.1220649,-0.19172
71,-0.44334608,-0.31920668,"('diffident', 'self-confident')",1.5793281,1.4344224,0.25806904,0.0542975,0.4646837,0.3898377,0.074846
